eeg_snr_db,meg_snr_db,aggregation,case_count,scenario_count,auc,auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,deep_score,deep_peak_distance_mm,active_count,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_sensitivity,deep_specificity,deep_balanced_accuracy
5,0,case_weighted,185,4,0.8607843860890485,0.9582904542602199,1.5427679366180607,63.741349427974036,67.05968023542638,19.60409633973479,16.763602895627326,0.7280537681049218,16.650707922728802,30.264864864864865,63.741349427974036,67.05968023542638,19.60409633973479,16.763602895627326,0.4017094017094017,0.0,0.20085470085470086
5,5,case_weighted,185,4,0.8829992570930727,0.9692004842835359,1.3043974598587402,49.05364483319292,50.48141304992733,16.96580576437886,12.910400659845019,0.7005312537252992,12.641229855684287,30.491891891891893,49.05364483319292,50.48141304992733,16.96580576437886,12.910400659845019,0.5042735042735043,0.04411764705882353,0.27419557566616387
5,10,case_weighted,185,4,0.9100058412111849,0.9843569685367707,0.9990940785538457,20.617537452294993,27.841212483844437,13.128539066388798,9.034740590445969,0.5643433807911556,9.034740590445969,27.627027027027026,20.617537452294993,27.841212483844437,13.128539066388798,9.034740590445969,0.6581196581196581,0.45588235294117646,0.5570010055304173
5,15,case_weighted,185,4,0.9104007402397067,0.986716509284824,0.9250450367539444,7.8572583733713195,13.516246643541683,12.302174363854235,9.029687309083242,0.47293247319091136,9.029687309083242,27.394594594594594,7.8572583733713195,13.516246643541683,12.302174363854235,9.029687309083242,0.6068376068376068,0.8529411764705882,0.7298893916540975
5,20,case_weighted,185,4,0.9109205144148913,0.9822641385988857,0.9475485492549282,7.296271867059212,12.657430726700435,12.297009570282952,8.832104835571384,0.45861145717819396,8.832104835571384,26.086486486486486,7.296271867059212,12.657430726700435,12.297009570282952,8.832104835571384,0.6324786324786325,0.9264705882352942,0.7794746103569633
10,-10,case_weighted,185,4,0.853285217027965,0.9586726871074781,1.5650661916274424,63.08745261462964,69.81304975893472,19.269159325686672,14.504047253155493,0.549385621203073,14.468339184057644,32.362162162162164,63.08745261462964,69.81304975893472,21.10471447552078,16.380329856600977,0.452991452991453,0.10294117647058823,0.2779663147310206
10,-5,case_weighted,185,4,0.8729219579971073,0.9643977542892331,1.4592201898590087,58.54722500971126,61.8019333287954,18.191970101321633,14.125560220776004,0.606210293244964,14.246433177722405,31.745945945945945,58.54722500971126,61.8019333287954,18.191970101321633,14.125560220776004,0.47863247863247865,0.11764705882352941,0.298139768728004
10,0,case_weighted,185,4,0.8877643437847591,0.9727794727693182,1.3125434213836047,48.86550544596614,50.44389651314691,17.192285034826774,13.019962554092725,0.6562811985551418,12.930714596500774,30.691891891891892,48.86550544596614,50.44389651314691,19.045591246975924,14.908929642145583,0.452991452991453,0.08823529411764706,0.27061337355455
10,5,case_weighted,185,4,0.9080117361993472,0.9861513504518301,1.1146393994397823,33.176782855217255,37.85441282349974,13.982568152025411,10.767047534709821,0.649020348899512,10.631510220635173,31.027027027027028,33.176782855217255,37.85441282349974,13.982568152025411,10.767047534709821,0.5982905982905983,0.2647058823529412,0.43149824032176975
10,10,case_weighted,185,4,0.9099891223226743,0.9880394394556681,0.9136252248028747,12.925836966197028,19.68119462193619,12.672479488919267,9.717907278667388,0.5626654079987611,9.717907278667388,33.03243243243243,12.925836966197028,19.68119462193619,12.672479488919267,9.717907278667388,0.6153846153846154,0.5441176470588235,0.5797511312217194
10,15,case_weighted,185,4,0.9190445199366835,0.9876496154064853,0.8499495670210593,6.670183390898783,13.338766678463339,11.785207050442978,9.156698173282779,0.47996774860737035,9.156698173282779,30.497297297297298,6.670183390898783,13.338766678463339,11.785207050442978,9.156698173282779,0.6068376068376068,0.9264705882352942,0.7666540975364504
10,20,case_weighted,185,4,0.9268904204127625,0.9888932867699516,0.8901085437503359,6.402898458379967,12.253595968733247,11.671592442506029,8.079741425804976,0.4680286923961239,8.079741425804976,28.156756756756756,6.402898458379967,12.253595968733247,11.671592442506029,8.079741425804976,0.6239316239316239,0.9705882352941176,0.7972599296128708
15,-10,case_weighted,185,4,0.8837579280058732,0.9731009675096792,1.3030049629314058,39.10936630214587,43.607786355970795,16.483655772148342,12.859901194284705,0.5117042717978685,12.739028240967937,31.09189189189189,39.10936630214587,43.607786355970795,16.483655772148342,12.859901194284705,0.5128205128205128,0.3382352941176471,0.4255279034690799
15,-5,case_weighted,185,4,0.8890834603382377,0.9777200544678598,1.1924623181955922,34.65825759495119,40.09288905086646,15.556699658540015,11.911751715608801,0.5350528454867193,11.911751715608801,31.83783783783784,34.65825759495119,40.09288905086646,15.556699658540015,11.911751715608801,0.5299145299145299,0.35294117647058826,0.44142785319255906
15,0,case_weighted,185,4,0.8994961013616428,0.9818296984654381,1.0882867159795167,29.445392579442952,34.78821131961814,13.433975738965,10.745630845353103,0.5979163379244553,10.781338914450949,31.308108108108108,29.445392579442952,34.78821131961814,15.319404252788182,12.654036665959293,0.5811965811965812,0.38235294117647056,0.4817747611865259
15,5,case_weighted,185,4,0.9091004786755601,0.9902178477985886,0.9558086143754324,16.92422522811676,24.452440885200797,12.9888591325898,10.081294135256245,0.5893297053192246,10.081294135256245,38.66486486486487,16.92422522811676,24.452440885200797,12.9888591325898,10.081294135256245,0.6410256410256411,0.5147058823529411,0.577865761689291
15,10,case_weighted,185,4,0.9211362128974039,0.9898102129778101,0.840892611307249,8.32470450961538,16.699960757073345,11.543871832232215,8.338478646586593,0.5229482898929565,8.338478646586593,37.15675675675676,8.32470450961538,16.699960757073345,11.543871832232215,8.338478646586593,0.6581196581196581,0.7058823529411765,0.6820010055304173
15,15,case_weighted,185,4,0.9206524497278562,0.9904927662939698,0.8273942810848384,5.366673699794323,12.04708035573183,11.540683272484282,8.460997994504218,0.515209583399353,8.460997994504218,37.1945945945946,5.366673699794323,12.04708035573183,11.540683272484282,8.460997994504218,0.6581196581196581,0.8823529411764706,0.7702362996480643
15,20,case_weighted,185,4,0.9176928100558754,0.9890689330470979,0.8574867688820035,6.266703730263374,11.824594153650144,11.603263819215694,9.239714967714322,0.492145900149634,9.239714967714322,30.410810810810812,6.266703730263374,11.824594153650144,11.603263819215694,9.239714967714322,0.6153846153846154,1.0,0.8076923076923077
20,-10,case_weighted,185,4,0.8884039944448351,0.9808357913162657,1.1117054367922306,16.008841195581983,22.453021888686916,14.999458832065436,12.169907770162473,0.513619989589079,12.169907770162473,48.65405405405406,16.008841195581983,22.453021888686916,16.87150714851169,14.06614028371901,0.5470085470085471,0.5441176470588235,0.5455630970336853
20,-5,case_weighted,185,4,0.9025377509309901,0.9838338137553835,1.032183204580783,13.873006982072756,21.59546260213908,13.659459361870196,10.682203442588753,0.5481059679914624,10.682203442588753,46.48108108108108,13.873006982072756,21.59546260213908,13.659459361870196,10.682203442588753,0.6666666666666666,0.5588235294117647,0.6127450980392157
20,0,case_weighted,185,4,0.9020938685905376,0.9876990149889598,0.96351581423126,10.556556344458253,18.708394281751605,13.35190686882424,10.360110762096165,0.5497992710941592,10.360110762096165,49.4054054054054,10.556556344458253,18.708394281751605,13.35190686882424,10.360110762096165,0.6239316239316239,0.5735294117647058,0.5987305178481649
20,5,case_weighted,185,4,0.9214757078607484,0.9921668120899162,0.8805949103156517,7.445574038310287,15.294735147252055,12.215112185913878,9.317119700848274,0.537170600147554,9.317119700848274,47.18378378378378,7.445574038310287,15.294735147252055,12.215112185913878,9.317119700848274,0.6666666666666666,0.6617647058823529,0.6642156862745098
20,10,case_weighted,185,4,0.9215577273917651,0.9918512849762243,0.8318216241477385,5.440741667122796,12.865473754069615,12.037014077360144,8.627005115579466,0.5338384335186132,8.627005115579466,46.78918918918919,5.440741667122796,12.865473754069615,12.037014077360144,8.627005115579466,0.6752136752136753,0.8382352941176471,0.7567244846656611
20,15,case_weighted,185,4,0.9306139114117804,0.9934272176452599,0.8141689233420737,5.422999373226648,12.314980053782488,11.141879835366181,8.595455785651978,0.5302220521311071,8.595455785651978,42.962162162162166,5.422999373226648,12.314980053782488,11.141879835366181,8.595455785651978,0.6666666666666666,0.8382352941176471,0.7524509803921569
20,20,case_weighted,185,4,0.9235386770072885,0.9927510232709986,0.8262415707702087,5.358578258878649,11.17628304256852,11.246601640866857,8.295280026883965,0.5135127615139077,8.295280026883965,36.34054054054054,5.358578258878649,11.17628304256852,11.246601640866857,8.295280026883965,0.6410256410256411,0.9411764705882353,0.7911010558069382
