eeg_snr_db,meg_snr_db,aggregation,case_count,scenario_count,auc,auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_score,deep_peak_distance_mm,active_count,deep_sensitivity,deep_specificity,deep_balanced_accuracy
-10,-10,scenario_macro,186,4,0.8570238128183226,0.9560867314869632,0.800315860269666,4.923778196672154,8.65365847815488,13.356962848298458,12.205943417845944,4.923778196672154,8.65365847815488,13.356962848298458,12.205943417845944,0.30538893225101643,12.205943417845944,80.27022058823529,0.39215686274509803,0.9852941176470589,0.6887254901960784
-10,-5,scenario_macro,186,4,0.8661852101158677,0.9569156449078764,0.7712560505025302,4.001712305454112,7.969578047286759,10.902738818594678,10.180983696940828,4.001712305454112,7.969578047286759,10.902738818594678,10.180983696940828,0.36965823432722256,10.180983696940828,98.14613970588236,0.5,0.9852941176470589,0.7426470588235294
-10,0,scenario_macro,186,4,0.8703690213093854,0.9556229133235431,0.7851552014310887,3.9017862808663626,9.138486443716074,11.120550547465877,10.927035681636141,3.9017862808663626,9.138486443716074,11.120550547465877,10.927035681636141,0.36941803195637024,10.927035681636141,115.14889705882352,0.5196078431372549,0.9852941176470589,0.7524509803921569
-10,5,scenario_macro,186,4,0.878938728527577,0.9542932972776696,0.7919584337362544,4.5354790035262225,7.982080279407069,8.361833509522404,8.019140387124542,4.5354790035262225,7.982080279407069,8.361833509522404,8.019140387124542,0.4321507913538113,8.019140387124542,119.50091911764706,0.6176470588235294,0.9852941176470589,0.8014705882352942
-10,10,scenario_macro,186,4,0.8906792531780316,0.9516558037399321,0.7889300423111069,4.446705532158805,9.325904570112812,6.346684480019157,5.680635928160993,4.446705532158805,9.325904570112812,6.346684480019157,5.680635928160993,0.482582159533742,5.680635928160993,121.21599264705883,0.7107843137254902,0.9411764705882353,0.8259803921568627
-10,15,scenario_macro,186,4,0.9145018783847083,0.958538799605704,0.757225286036959,4.945858894016923,9.758817525497491,3.266807380503986,3.208925136313212,4.945858894016923,9.758817525497491,3.266807380503986,3.208925136313212,0.5465951320976103,3.208925136313212,112.56985294117646,0.8823529411764706,0.9411764705882353,0.9117647058823529
-10,20,scenario_macro,186,4,0.9329946579633984,0.9575210500252054,0.7783737521966675,4.612543847136828,8.759862730267129,1.9270456250531278,1.7791508998184042,4.612543847136828,8.759862730267129,1.9270456250531278,1.7791508998184042,0.586760000394062,1.7791508998184042,131.93566176470588,0.9117647058823529,0.9411764705882353,0.9264705882352942
-5,-10,scenario_macro,186,4,0.8812916858431963,0.9673686515516934,0.703293229447268,3.432092723923828,8.680600041023055,11.011659063944462,10.410792411632128,3.432092723923828,8.680600041023055,11.011659063944462,10.410792411632128,0.3780534758167947,10.410792411632128,63.79227941176471,0.5147058823529412,1.0,0.7573529411764706
-5,-5,scenario_macro,186,4,0.8887757637133535,0.9660796794486368,0.7132583945603027,2.769837960333548,8.583366744798901,9.145602947614934,8.42613513048371,2.769837960333548,8.583366744798901,9.145602947614934,8.42613513048371,0.4038962707188255,8.42613513048371,77.05790441176471,0.5833333333333334,1.0,0.7916666666666667
-5,0,scenario_macro,186,4,0.8897804173013932,0.963079674085445,0.7318817619582223,3.352885973901298,8.467482761617873,8.072896905502555,7.704974824705597,3.352885973901298,8.467482761617873,8.072896905502555,7.704974824705597,0.4199347124415139,7.704974824705597,118.31341911764706,0.6274509803921569,1.0,0.8137254901960784
