method,eeg_snr_db,meg_snr_db,scenario,aggregation,case_count,scenario_count,auc,auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,deep_score,deep_peak_distance_mm,active_count,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_sensitivity,deep_specificity,deep_balanced_accuracy
LCMV,-5,0,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.8072406430722554,0.665114775202233,1.9543284612620924,41.08263725355261,45.511769630599666,22.748468360237364,16.84192744222583,0.0,nan,1107.1176470588234,41.08263725355261,45.511769630599666,22.748468360237364,16.84192744222583,0.0,nan,nan
LCMV,-5,0,surface_only,case_weighted_within_scenario,68,1,0.5746618271043807,0.6683179226939411,1.9603933922506636,57.59914240937793,50.23741371565692,nan,nan,0.0,nan,1098.0441176470588,57.59914240937793,50.23741371565692,nan,nan,nan,1.0,nan
LCMV,-5,5,deep_only,case_weighted_within_scenario,16,1,1.0,1.0,1.7430479840485344,nan,nan,6.09513183045892,0.0,0.0,nan,305.1875,nan,nan,6.09513183045892,0.0,0.0,nan,nan
LCMV,-5,5,deep_plus_surface,case_weighted_within_scenario,68,1,0.8383579673884822,0.6907735448509358,1.957065238923084,56.42090674629024,53.314391846628965,20.579683606231637,11.947851593029325,0.0,nan,744.3529411764706,56.42090674629024,53.314391846628965,20.579683606231637,11.947851593029325,0.0,nan,nan
LCMV,-5,5,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.8155007761771759,0.6764173849721357,1.9544296275848458,40.8366012153477,46.37018034124701,22.035199248278293,17.888696434514383,0.0,nan,848.1764705882352,40.8366012153477,46.37018034124701,22.035199248278293,17.888696434514383,0.0,nan,nan
LCMV,-5,5,surface_only,case_weighted_within_scenario,68,1,0.5792554103097166,0.6768675176100984,1.9668687253097759,56.14143838850468,52.587132280563566,nan,nan,0.0,nan,762.2352941176471,56.14143838850468,52.587132280563566,nan,nan,nan,1.0,nan
LCMV,-5,10,deep_only,case_weighted_within_scenario,16,1,1.0,1.0,1.5731246164342019,nan,nan,2.8833972806403496,0.0,0.0,nan,278.875,nan,nan,2.8833972806403496,0.0,0.0,nan,nan
LCMV,-5,10,deep_plus_surface,case_weighted_within_scenario,68,1,0.8513805127857319,0.6997195649718823,1.9521924339488956,55.357030284535945,51.41793599118036,19.40491484237942,10.885628039825233,0.0,nan,518.0294117647059,55.357030284535945,51.41793599118036,19.40491484237942,10.885628039825233,0.0,nan,nan
LCMV,-5,10,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.8204159626272194,0.6804607669232178,1.9480530619758327,40.00332260595771,43.65725537523519,20.088321538351515,12.719250716800355,0.0,nan,563.4411764705883,40.00332260595771,43.65725537523519,20.088321538351515,12.719250716800355,0.0,nan,nan
LCMV,-5,10,surface_only,case_weighted_within_scenario,68,1,0.5786456653402242,0.6798929441048787,1.9751904438022185,55.58256553954612,54.177211302399364,nan,nan,0.0,nan,564.2058823529412,55.58256553954612,54.177211302399364,nan,nan,nan,1.0,nan
LCMV,-5,15,deep_only,case_weighted_within_scenario,16,1,1.0,1.0,1.31956968246452,nan,nan,0.41856083096406904,0.0,0.0,nan,272.9375,nan,nan,0.41856083096406904,0.0,0.0,nan,nan
