metric,metric_label,baseline,eeg_snr_db,meg_snr_db,oaster_value,baseline_value,oriented_difference_positive_favors_oaster,outcome
auc_tie_corrected,An_auc,SISSES,10,15,0.974441203676147,0.9897503990751002,-0.015309195398953257,loss
auc_tie_corrected,An_auc,SISSES,10,20,0.9691470339495634,0.9908180909092277,-0.021671056959664314,loss
auc_tie_corrected,An_auc,SISSES,15,-10,0.9652377237144084,0.9766572841406213,-0.011419560426212838,loss
auc_tie_corrected,An_auc,SISSES,15,-5,0.9689539181899471,0.9800255521885288,-0.011071633998581687,loss
auc_tie_corrected,An_auc,SISSES,15,0,0.9689872513237746,0.9836350459116103,-0.014647794587835716,loss
auc_tie_corrected,An_auc,SISSES,15,5,0.9782160035280755,0.9908781832653761,-0.01266217973730066,loss
auc_tie_corrected,An_auc,SISSES,15,10,0.9827812757410788,0.9908440208544391,-0.008062745113360359,loss
auc_tie_corrected,An_auc,SISSES,15,15,0.9784496745210487,0.9920692414879222,-0.013619566966873498,loss
auc_tie_corrected,An_auc,SISSES,15,20,0.9691752487638684,0.991165389219853,-0.021990140455984575,loss
auc_tie_corrected,An_auc,SISSES,20,-10,0.9659730607114867,0.9819559081902767,-0.015982847478789974,loss
auc_tie_corrected,An_auc,SISSES,20,-5,0.9661111949512151,0.9845080917439202,-0.018396896792705064,loss
auc_tie_corrected,An_auc,SISSES,20,0,0.9693970854276344,0.9889606390896912,-0.019563553662056865,loss
auc_tie_corrected,An_auc,SISSES,20,5,0.9719562724758279,0.9927571979832018,-0.02080092550737389,loss
auc_tie_corrected,An_auc,SISSES,20,10,0.9798996204093227,0.9928010114162608,-0.012901391006938101,loss
auc_tie_corrected,An_auc,SISSES,20,15,0.9821121279388821,0.9944300964322805,-0.01231796849339839,loss
auc_tie_corrected,An_auc,SISSES,20,20,0.9748675843938797,0.9939689950467445,-0.01910141065286486,loss
auc_tie_corrected,An_auc,MNE,-10,-10,0.966418393692667,0.7795239942559453,0.1868943994367217,win
auc_tie_corrected,An_auc,MNE,-10,-5,0.9609055251466245,0.815629306087005,0.14527621905961952,win
auc_tie_corrected,An_auc,MNE,-10,0,0.9616233689343496,0.8614742953153528,0.10014907361899683,win
auc_tie_corrected,An_auc,MNE,-10,5,0.955369519992614,0.9012910481483486,0.0540784718442654,win
auc_tie_corrected,An_auc,MNE,-10,10,0.9560313051165774,0.9312016178181641,0.024829687298413283,win
auc_tie_corrected,An_auc,MNE,-10,15,0.9559655662396762,0.9406288828533791,0.015336683386297123,win
auc_tie_corrected,An_auc,MNE,-10,20,0.9551368395072867,0.9427163683438361,0.012420471163450575,win
auc_tie_corrected,An_auc,MNE,-5,-10,0.9694490638584193,0.815804560865617,0.1536445029928023,win
auc_tie_corrected,An_auc,MNE,-5,-5,0.9707949115984988,0.8521381766831047,0.11865673491539419,win
auc_tie_corrected,An_auc,MNE,-5,0,0.9701572075827777,0.8876432529544876,0.08251395462829003,win
auc_tie_corrected,An_auc,MNE,-5,5,0.9643611862842325,0.9137474999571082,0.05061368632712426,win
auc_tie_corrected,An_auc,MNE,-5,10,0.9600162572875274,0.9319972374057318,0.02801901988179556,win
auc_tie_corrected,An_auc,MNE,-5,15,0.9620391208010692,0.9405358764716544,0.02150324432941486,win
auc_tie_corrected,An_auc,MNE,-5,20,0.9558985641940829,0.9434324730466443,0.012466091147438574,win
auc_tie_corrected,An_auc,MNE,0,-10,0.9714652885564108,0.8372765433362888,0.13418874522012203,win
auc_tie_corrected,An_auc,MNE,0,-5,0.9786225137999071,0.8867130634327275,0.09190945036717957,win
auc_tie_corrected,An_auc,MNE,0,0,0.9730742153561448,0.9122078615218094,0.06086635383433536,win
auc_tie_corrected,An_auc,MNE,0,5,0.9724575100801544,0.9274731330935505,0.04498437698660385,win
auc_tie_corrected,An_auc,MNE,0,10,0.9663900507367749,0.938387377280788,0.028002673455986837,win
auc_tie_corrected,An_auc,MNE,0,15,0.9618726236019073,0.945016811313027,0.016855812288880334,win
auc_tie_corrected,An_auc,MNE,0,20,0.9574695324947682,0.9451769299120395,0.012292602582728684,win
auc_tie_corrected,An_auc,MNE,5,-10,0.9720267684549251,0.8607369204473686,0.11128984800755648,win
auc_tie_corrected,An_auc,MNE,5,-5,0.9758174269322173,0.896727220940985,0.07909020599123229,win
auc_tie_corrected,An_auc,MNE,5,0,0.9770801767733162,0.9276856319705573,0.049394544802758844,win
auc_tie_corrected,An_auc,MNE,5,5,0.9744125489097935,0.9402492388327214,0.03416331007707207,win
auc_tie_corrected,An_auc,MNE,5,10,0.9697400582479868,0.9460980372597805,0.023642020988206336,win
auc_tie_corrected,An_auc,MNE,5,15,0.9643694261224045,0.947569379526678,0.016800046595726537,win
auc_tie_corrected,An_auc,MNE,5,20,0.9633911523737921,0.9481132043128538,0.015277948060938296,win
auc_tie_corrected,An_auc,MNE,10,-10,0.967003089126867,0.887779041370766,0.07922404775610103,win
auc_tie_corrected,An_auc,MNE,10,-5,0.9740202589816831,0.9101485753983287,0.06387168358335438,win
auc_tie_corrected,An_auc,MNE,10,0,0.9755767990670356,0.9310903072214674,0.0444864918455683,win
auc_tie_corrected,An_auc,MNE,10,5,0.9816150219014919,0.9469411104762364,0.034673911425255444,win
auc_tie_corrected,An_auc,MNE,10,10,0.9745960653967717,0.9510877223522833,0.023508343044488345,win
auc_tie_corrected,An_auc,MNE,10,15,0.974441203676147,0.9514303766123906,0.023010827063756345,win
auc_tie_corrected,An_auc,MNE,10,20,0.9691470339495634,0.9512849264299276,0.017862107519635795,win
auc_tie_corrected,An_auc,MNE,15,-10,0.9652377237144084,0.9117118441781678,0.05352587953624066,win
auc_tie_corrected,An_auc,MNE,15,-5,0.9689539181899471,0.9221298396149112,0.0468240785750359,win
auc_tie_corrected,An_auc,MNE,15,0,0.9689872513237746,0.9333441367682362,0.03564311455553837,win
auc_tie_corrected,An_auc,MNE,15,5,0.9782160035280755,0.9460303441354871,0.03218565939258833,win
auc_tie_corrected,An_auc,MNE,15,10,0.9827812757410788,0.9528955253011967,0.029885750439882064,win
auc_tie_corrected,An_auc,MNE,15,15,0.9784496745210487,0.9543582629518448,0.024091411569203913,win
auc_tie_corrected,An_auc,MNE,15,20,0.9691752487638684,0.9533237708198984,0.015851477943970016,win
auc_tie_corrected,An_auc,MNE,20,-10,0.9659730607114867,0.9280959905882281,0.03787707012325858,win
auc_tie_corrected,An_auc,MNE,20,-5,0.9661111949512151,0.9305867877148807,0.03552440723633443,win
auc_tie_corrected,An_auc,MNE,20,0,0.9693970854276344,0.9361160775788442,0.03328100784879018,win
auc_tie_corrected,An_auc,MNE,20,5,0.9719562724758279,0.9441485316085192,0.02780774086730875,win
auc_tie_corrected,An_auc,MNE,20,10,0.9798996204093227,0.951470265357125,0.02842935505219768,win
auc_tie_corrected,An_auc,MNE,20,15,0.9821121279388821,0.9547039579963584,0.027408169942523708,win
auc_tie_corrected,An_auc,MNE,20,20,0.9748675843938797,0.9551417722726769,0.019725812121202724,win
auc_tie_corrected,An_auc,dSPM,-10,-10,0.966418393692667,0.8671365914382387,0.09928180225442829,win
auc_tie_corrected,An_auc,dSPM,-10,-5,0.9609055251466245,0.9037879275774067,0.05711759756921786,win
auc_tie_corrected,An_auc,dSPM,-10,0,0.9616233689343496,0.9286037169298959,0.03301965200445378,win
auc_tie_corrected,An_auc,dSPM,-10,5,0.955369519992614,0.9335181935019945,0.021851326490619494,win
auc_tie_corrected,An_auc,dSPM,-10,10,0.9560313051165774,0.9402811348976343,0.015750170218943094,win
auc_tie_corrected,An_auc,dSPM,-10,15,0.9559655662396762,0.9404530231119321,0.015512543127744083,win
auc_tie_corrected,An_auc,dSPM,-10,20,0.9551368395072867,0.9390682749973429,0.01606856450994376,win
auc_tie_corrected,An_auc,dSPM,-5,-10,0.9694490638584193,0.8968187976711863,0.072630266187233,win
auc_tie_corrected,An_auc,dSPM,-5,-5,0.9707949115984988,0.9148720527370791,0.05592285886141979,win
auc_tie_corrected,An_auc,dSPM,-5,0,0.9701572075827777,0.9287981803119844,0.041359027270793325,win
auc_tie_corrected,An_auc,dSPM,-5,5,0.9643611862842325,0.9409589711531499,0.02340221513108265,win
auc_tie_corrected,An_auc,dSPM,-5,10,0.9600162572875274,0.9401793413424796,0.019836915945047773,win
auc_tie_corrected,An_auc,dSPM,-5,15,0.9620391208010692,0.9418672699530063,0.020171850848062944,win
auc_tie_corrected,An_auc,dSPM,-5,20,0.9558985641940829,0.9406569419561946,0.015241622237888275,win
auc_tie_corrected,An_auc,dSPM,0,-10,0.9714652885564108,0.9107484934567776,0.060716795099633236,win
auc_tie_corrected,An_auc,dSPM,0,-5,0.9786225137999071,0.9254449542289264,0.05317755957098069,win
auc_tie_corrected,An_auc,dSPM,0,0,0.9730742153561448,0.9357966814948334,0.037277533861311385,win
auc_tie_corrected,An_auc,dSPM,0,5,0.9724575100801544,0.9430785128550736,0.02937899722508075,win
auc_tie_corrected,An_auc,dSPM,0,10,0.9663900507367749,0.94320999304935,0.023180057687424815,win
auc_tie_corrected,An_auc,dSPM,0,15,0.9618726236019073,0.9447778726896083,0.01709475091229895,win
auc_tie_corrected,An_auc,dSPM,0,20,0.9574695324947682,0.9420039244685803,0.015465608026187905,win
auc_tie_corrected,An_auc,dSPM,5,-10,0.9720267684549251,0.9220134716706168,0.050013296784308325,win
auc_tie_corrected,An_auc,dSPM,5,-5,0.9758174269322173,0.9317822395622246,0.04403518736999268,win
auc_tie_corrected,An_auc,dSPM,5,0,0.9770801767733162,0.9403020376133614,0.03677813915995476,win
auc_tie_corrected,An_auc,dSPM,5,5,0.9744125489097935,0.9438900765822841,0.030522472327509376,win
auc_tie_corrected,An_auc,dSPM,5,10,0.9697400582479868,0.9486317026086082,0.02110835563937863,win
auc_tie_corrected,An_auc,dSPM,5,15,0.9643694261224045,0.9478626068754715,0.01650681924693298,win
auc_tie_corrected,An_auc,dSPM,5,20,0.9633911523737921,0.9452304764246631,0.018160675949129068,win
auc_tie_corrected,An_auc,dSPM,10,-10,0.967003089126867,0.9288412617091057,0.03816182741776131,win
auc_tie_corrected,An_auc,dSPM,10,-5,0.9740202589816831,0.935907855096074,0.0381124038856091,win
auc_tie_corrected,An_auc,dSPM,10,0,0.9755767990670356,0.9406198547370399,0.03495694432999574,win
auc_tie_corrected,An_auc,dSPM,10,5,0.9816150219014919,0.9458575369938083,0.0357574849076836,win
auc_tie_corrected,An_auc,dSPM,10,10,0.9745960653967717,0.9488646312243915,0.02573143417238022,win
auc_tie_corrected,An_auc,dSPM,10,15,0.974441203676147,0.9499812910258139,0.024459912650333093,win
auc_tie_corrected,An_auc,dSPM,10,20,0.9691470339495634,0.9488987881953406,0.020248245754222793,win
auc_tie_corrected,An_auc,dSPM,15,-10,0.9652377237144084,0.9297575399148325,0.03548018379957596,win
auc_tie_corrected,An_auc,dSPM,15,-5,0.9689539181899471,0.9350721929754957,0.03388172521445143,win
auc_tie_corrected,An_auc,dSPM,15,0,0.9689872513237746,0.9395636762440829,0.029423575079691733,win
auc_tie_corrected,An_auc,dSPM,15,5,0.9782160035280755,0.9436867957933653,0.03452920773471013,win
auc_tie_corrected,An_auc,dSPM,15,10,0.9827812757410788,0.9475345592617641,0.035246716479314655,win
auc_tie_corrected,An_auc,dSPM,15,15,0.9784496745210487,0.9493256821444627,0.029123992376586028,win
auc_tie_corrected,An_auc,dSPM,15,20,0.9691752487638684,0.9510643627283624,0.018110886035506035,win
auc_tie_corrected,An_auc,dSPM,20,-10,0.9659730607114867,0.9269799986119708,0.03899306209951592,win
auc_tie_corrected,An_auc,dSPM,20,-5,0.9661111949512151,0.932466168337622,0.03364502661359314,win
auc_tie_corrected,An_auc,dSPM,20,0,0.9693970854276344,0.9369751532785309,0.032421932149103494,win
auc_tie_corrected,An_auc,dSPM,20,5,0.9719562724758279,0.940618297160317,0.03133797531551097,win
auc_tie_corrected,An_auc,dSPM,20,10,0.9798996204093227,0.9443649022933714,0.035534718115951214,win
auc_tie_corrected,An_auc,dSPM,20,15,0.9821121279388821,0.9470629115804783,0.035049216358403856,win
auc_tie_corrected,An_auc,dSPM,20,20,0.9748675843938797,0.9497793341724988,0.025088250221380837,win
auc_tie_corrected,An_auc,sLORETA,-10,-10,0.966418393692667,0.7867301433693406,0.17968825032332647,win
auc_tie_corrected,An_auc,sLORETA,-10,-5,0.9609055251466245,0.8156147791756805,0.14529074597094405,win
auc_tie_corrected,An_auc,sLORETA,-10,0,0.9616233689343496,0.8514400601764056,0.11018330875794402,win
auc_tie_corrected,An_auc,sLORETA,-10,5,0.955369519992614,0.8842540162698692,0.07111550372274478,win
auc_tie_corrected,An_auc,sLORETA,-10,10,0.9560313051165774,0.9127720439315025,0.04325926118507495,win
auc_tie_corrected,An_auc,sLORETA,-10,15,0.9559655662396762,0.925657437603455,0.030308128636221232,win
auc_tie_corrected,An_auc,sLORETA,-10,20,0.9551368395072867,0.9286916139906328,0.026445225516653847,win
auc_tie_corrected,An_auc,sLORETA,-5,-10,0.9694490638584193,0.8352516814498804,0.13419738240853896,win
auc_tie_corrected,An_auc,sLORETA,-5,-5,0.9707949115984988,0.8594698772225601,0.11132503437593877,win
auc_tie_corrected,An_auc,sLORETA,-5,0,0.9701572075827777,0.8845143765895709,0.0856428309932068,win
auc_tie_corrected,An_auc,sLORETA,-5,5,0.9643611862842325,0.9041073356117523,0.060253850672480236,win
auc_tie_corrected,An_auc,sLORETA,-5,10,0.9600162572875274,0.9198186548759253,0.040197602411602085,win
auc_tie_corrected,An_auc,sLORETA,-5,15,0.9620391208010692,0.9282377169341346,0.03380140386693464,win
auc_tie_corrected,An_auc,sLORETA,-5,20,0.9558985641940829,0.9311461657529527,0.024752398441130197,win
auc_tie_corrected,An_auc,sLORETA,0,-10,0.9714652885564108,0.8758214333225169,0.09564385523389385,win
auc_tie_corrected,An_auc,sLORETA,0,-5,0.9786225137999071,0.8989978179096205,0.07962469589028653,win
auc_tie_corrected,An_auc,sLORETA,0,0,0.9730742153561448,0.9109044168347528,0.06216979852139204,win
auc_tie_corrected,An_auc,sLORETA,0,5,0.9724575100801544,0.9209983489123933,0.05145916116776106,win
auc_tie_corrected,An_auc,sLORETA,0,10,0.9663900507367749,0.9294406671076728,0.03694938362910205,win
auc_tie_corrected,An_auc,sLORETA,0,15,0.9618726236019073,0.9349073861009379,0.026965237500969352,win
auc_tie_corrected,An_auc,sLORETA,0,20,0.9574695324947682,0.9347809111007771,0.022688621393991082,win
auc_tie_corrected,An_auc,sLORETA,5,-10,0.9720267684549251,0.9041744788168083,0.06785228963811674,win
auc_tie_corrected,An_auc,sLORETA,5,-5,0.9758174269322173,0.9201052530889002,0.05571217384331706,win
auc_tie_corrected,An_auc,sLORETA,5,0,0.9770801767733162,0.9304510750718684,0.04662910170144774,win
auc_tie_corrected,An_auc,sLORETA,5,5,0.9744125489097935,0.9342233190301801,0.040189229879613375,win
auc_tie_corrected,An_auc,sLORETA,5,10,0.9697400582479868,0.9378087566678815,0.031931301580105265,win
auc_tie_corrected,An_auc,sLORETA,5,15,0.9643694261224045,0.9391675673762968,0.025201858746107697,win
auc_tie_corrected,An_auc,sLORETA,5,20,0.9633911523737921,0.9389902707768202,0.024400881596971957,win
auc_tie_corrected,An_auc,sLORETA,10,-10,0.967003089126867,0.9219740125293716,0.04502907659749544,win
auc_tie_corrected,An_auc,sLORETA,10,-5,0.9740202589816831,0.9320322730422927,0.04198798593939035,win
auc_tie_corrected,An_auc,sLORETA,10,0,0.9755767990670356,0.9386007477019767,0.03697605136505899,win
auc_tie_corrected,An_auc,sLORETA,10,5,0.9816150219014919,0.9438303811986709,0.03778464070282095,win
auc_tie_corrected,An_auc,sLORETA,10,10,0.9745960653967717,0.9437860590662387,0.03081000633053299,win
auc_tie_corrected,An_auc,sLORETA,10,15,0.974441203676147,0.9432536931858237,0.0311875104903232,win
auc_tie_corrected,An_auc,sLORETA,10,20,0.9691470339495634,0.942938978235384,0.02620805571417939,win
auc_tie_corrected,An_auc,sLORETA,15,-10,0.9652377237144084,0.9307183466886084,0.03451937702579999,win
auc_tie_corrected,An_auc,sLORETA,15,-5,0.9689539181899471,0.9367947033762525,0.03215921481369466,win
auc_tie_corrected,An_auc,sLORETA,15,0,0.9689872513237746,0.9416039564932784,0.027383294830496174,win
auc_tie_corrected,An_auc,sLORETA,15,5,0.9782160035280755,0.9463587734660771,0.031857230061998365,win
auc_tie_corrected,An_auc,sLORETA,15,10,0.9827812757410788,0.9476785939020482,0.035102681839030536,win
auc_tie_corrected,An_auc,sLORETA,15,15,0.9784496745210487,0.9466496370699123,0.031800037451136354,win
auc_tie_corrected,An_auc,sLORETA,15,20,0.9691752487638684,0.94533410744158,0.02384114132228843,win
auc_tie_corrected,An_auc,sLORETA,20,-10,0.9659730607114867,0.9351880725496599,0.030784988161826843,win
auc_tie_corrected,An_auc,sLORETA,20,-5,0.9661111949512151,0.9377040800709454,0.0284071148802697,win
auc_tie_corrected,An_auc,sLORETA,20,0,0.9693970854276344,0.9413081166865422,0.028088968741092124,win
auc_tie_corrected,An_auc,sLORETA,20,5,0.9719562724758279,0.9456944044717649,0.02626186800406305,win
auc_tie_corrected,An_auc,sLORETA,20,10,0.9798996204093227,0.949174778976968,0.030724841432354655,win
auc_tie_corrected,An_auc,sLORETA,20,15,0.9821121279388821,0.9488230189297067,0.03328910900917548,win
auc_tie_corrected,An_auc,sLORETA,20,20,0.9748675843938797,0.947529930341438,0.027337654052441707,win
auc_tie_corrected,An_auc,eLORETA,-10,-10,0.966418393692667,0.7937333895201053,0.17268500417256172,win
auc_tie_corrected,An_auc,eLORETA,-10,-5,0.9609055251466245,0.8624819654080915,0.098423559738533,win
auc_tie_corrected,An_auc,eLORETA,-10,0,0.9616233689343496,0.917233750045915,0.04438961888843462,win
auc_tie_corrected,An_auc,eLORETA,-10,5,0.955369519992614,0.9397710983559872,0.015598421636626836,win
auc_tie_corrected,An_auc,eLORETA,-10,10,0.9560313051165774,0.9454286403064249,0.010602664810152485,win
auc_tie_corrected,An_auc,eLORETA,-10,15,0.9559655662396762,0.9458625946575192,0.010102971582157005,win
auc_tie_corrected,An_auc,eLORETA,-10,20,0.9551368395072867,0.9444015010450711,0.010735338462215527,win
auc_tie_corrected,An_auc,eLORETA,-5,-10,0.9694490638584193,0.8246218336344499,0.14482723022396948,win
auc_tie_corrected,An_auc,eLORETA,-5,-5,0.9707949115984988,0.8750140811485521,0.09578083044994679,win
auc_tie_corrected,An_auc,eLORETA,-5,0,0.9701572075827777,0.920084585051526,0.050072622531251665,win
auc_tie_corrected,An_auc,eLORETA,-5,5,0.9643611862842325,0.9442128700039455,0.020148316280287015,win
auc_tie_corrected,An_auc,eLORETA,-5,10,0.9600162572875274,0.9488882204537269,0.011128036833800481,win
auc_tie_corrected,An_auc,eLORETA,-5,15,0.9620391208010692,0.9475027067500839,0.01453641405098538,win
auc_tie_corrected,An_auc,eLORETA,-5,20,0.9558985641940829,0.9457383426351654,0.010160221558917493,win
auc_tie_corrected,An_auc,eLORETA,0,-10,0.9714652885564108,0.8645864490810309,0.1068788394753799,win
auc_tie_corrected,An_auc,eLORETA,0,-5,0.9786225137999071,0.8990045983948052,0.07961791540510188,win
auc_tie_corrected,An_auc,eLORETA,0,0,0.9730742153561448,0.9260699169975083,0.04700429835863651,win
auc_tie_corrected,An_auc,eLORETA,0,5,0.9724575100801544,0.943570242252682,0.028887267827472307,win
auc_tie_corrected,An_auc,eLORETA,0,10,0.9663900507367749,0.9505382251241639,0.015851825612611004,win
auc_tie_corrected,An_auc,eLORETA,0,15,0.9618726236019073,0.9514019268060561,0.01047069679585122,win
auc_tie_corrected,An_auc,eLORETA,0,20,0.9574695324947682,0.9475852893231733,0.009884243171594864,win
auc_tie_corrected,An_auc,eLORETA,5,-10,0.9720267684549251,0.9022094031086985,0.06981736534622662,win
auc_tie_corrected,An_auc,eLORETA,5,-5,0.9758174269322173,0.9194776518309984,0.0563397751012189,win
auc_tie_corrected,An_auc,eLORETA,5,0,0.9770801767733162,0.936359146854232,0.040721029919084106,win
auc_tie_corrected,An_auc,eLORETA,5,5,0.9744125489097935,0.9456853632997043,0.028727185610089134,win
auc_tie_corrected,An_auc,eLORETA,5,10,0.9697400582479868,0.9522551071296322,0.017484951118354575,win
auc_tie_corrected,An_auc,eLORETA,5,15,0.9643694261224045,0.9525891327362499,0.011780293386154606,win
auc_tie_corrected,An_auc,eLORETA,5,20,0.9633911523737921,0.9509250546203167,0.012466097753475402,win
auc_tie_corrected,An_auc,eLORETA,10,-10,0.967003089126867,0.9260461797717776,0.040956909355089444,win
auc_tie_corrected,An_auc,eLORETA,10,-5,0.9740202589816831,0.9344437039538718,0.03957655502781132,win
auc_tie_corrected,An_auc,eLORETA,10,0,0.9755767990670356,0.9425747271840081,0.033002071883027506,win
auc_tie_corrected,An_auc,eLORETA,10,5,0.9816150219014919,0.9495243487709877,0.03209067313050418,win
auc_tie_corrected,An_auc,eLORETA,10,10,0.9745960653967717,0.9528580893878256,0.021737976008946114,win
auc_tie_corrected,An_auc,eLORETA,10,15,0.974441203676147,0.9546202393860577,0.019820964290089282,win
auc_tie_corrected,An_auc,eLORETA,10,20,0.9691470339495634,0.9542675079429087,0.014879526006654653,win
auc_tie_corrected,An_auc,eLORETA,15,-10,0.9652377237144084,0.9370052927437205,0.02823243097068795,win
auc_tie_corrected,An_auc,eLORETA,15,-5,0.9689539181899471,0.9408269632870423,0.028126954902904844,win
auc_tie_corrected,An_auc,eLORETA,15,0,0.9689872513237746,0.9451435724617693,0.023843678862005335,win
auc_tie_corrected,An_auc,eLORETA,15,5,0.9782160035280755,0.9505790106025288,0.027636992925546666,win
auc_tie_corrected,An_auc,eLORETA,15,10,0.9827812757410788,0.9540477061519583,0.028733569589120433,win
auc_tie_corrected,An_auc,eLORETA,15,15,0.9784496745210487,0.9547005797606628,0.02374909476038589,win
auc_tie_corrected,An_auc,eLORETA,15,20,0.9691752487638684,0.9558475155672609,0.013327733196607516,win
auc_tie_corrected,An_auc,eLORETA,20,-10,0.9659730607114867,0.9390659932547947,0.026907067456692024,win
auc_tie_corrected,An_auc,eLORETA,20,-5,0.9661111949512151,0.9424088992827278,0.02370229566848736,win
auc_tie_corrected,An_auc,eLORETA,20,0,0.9693970854276344,0.9451252590677592,0.024271826359875126,win
auc_tie_corrected,An_auc,eLORETA,20,5,0.9719562724758279,0.9493937233390569,0.022562549136771026,win
auc_tie_corrected,An_auc,eLORETA,20,10,0.9798996204093227,0.9528444356191896,0.027055184790133024,win
auc_tie_corrected,An_auc,eLORETA,20,15,0.9821121279388821,0.955550535087915,0.026561592850967153,win
auc_tie_corrected,An_auc,eLORETA,20,20,0.9748675843938797,0.9557281411078398,0.019139443286039892,win
auc_tie_corrected,An_auc,LCMV,-10,-10,0.966418393692667,0.7305669849116181,0.23585140878104893,win
auc_tie_corrected,An_auc,LCMV,-10,-5,0.9609055251466245,0.7416699875428556,0.2192355376037689,win
auc_tie_corrected,An_auc,LCMV,-10,0,0.9616233689343496,0.7505553026275099,0.21106806630683972,win
auc_tie_corrected,An_auc,LCMV,-10,5,0.955369519992614,0.7576314567350095,0.19773806325760446,win
auc_tie_corrected,An_auc,LCMV,-10,10,0.9560313051165774,0.7606485708192747,0.19538273429730268,win
auc_tie_corrected,An_auc,LCMV,-10,15,0.9559655662396762,0.7627424173252532,0.19322314891442305,win
auc_tie_corrected,An_auc,LCMV,-10,20,0.9551368395072867,0.7629805495565918,0.1921562899506949,win
auc_tie_corrected,An_auc,LCMV,-5,-10,0.9694490638584193,0.7443738377055439,0.22507522615287545,win
auc_tie_corrected,An_auc,LCMV,-5,-5,0.9707949115984988,0.7457782373461124,0.22501667425238647,win
auc_tie_corrected,An_auc,LCMV,-5,0,0.9701572075827777,0.7528035320747922,0.21735367550798546,win
auc_tie_corrected,An_auc,LCMV,-5,5,0.9643611862842325,0.7568888572588193,0.20747232902541324,win
auc_tie_corrected,An_auc,LCMV,-5,10,0.9600162572875274,0.7604628569695188,0.1995534003180086,win
