method,eeg_snr_db,meg_snr_db,scenario,aggregation,case_count,scenario_count,auc,auc_tie_corrected,surface_auc_tie_corrected,deep_auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,deep_score,deep_peak_distance_mm,active_count,surface_active_count,deep_active_count,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_sensitivity,deep_specificity,deep_balanced_accuracy
OASTER-ERP-v2,-10,-10,deep_only,case_weighted_within_scenario,18,1,0.9733333333333333,0.9918141887395182,nan,0.8851851851851852,1.970420151767507,nan,nan,17.45923012018895,7.664747608750655,0.10247597707858158,7.664747608750655,23.055555555555557,9.88888888888889,13.166666666666666,nan,nan,234.02911185627738,234.02911185627738,0.0,nan,nan
OASTER-ERP-v2,-10,-10,deep_plus_surface,case_weighted_within_scenario,68,1,0.9264590582217018,0.9355296737115812,0.9354321899427264,0.48235294117647065,1.5559850321593645,43.96931922060649,46.31719318129507,22.646408779090194,22.591253592814695,0.0482930137637861,22.591253592814695,20.529411764705884,6.661764705882353,13.867647058823529,43.96931922060649,46.31719318129507,234.02911185627738,234.02911185627738,0.0,nan,nan
OASTER-ERP-v2,-10,-10,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.8684039152628477,0.7972958303786977,0.7944994204989387,0.5019607843137256,1.7618513477245572,32.178140264487716,31.07896050665056,23.664152736732962,23.18675302744878,0.047815325459655084,23.18675302744878,18.88235294117647,4.823529411764706,14.058823529411764,32.178140264487716,126.58491408294555,234.02911185627735,234.02911185627735,0.0,nan,nan
OASTER-ERP-v2,-10,-10,surface_only,case_weighted_within_scenario,68,1,0.8894802852832064,0.9337222875932741,0.9343165400042722,nan,1.504765523870626,44.914573099685136,50.085671324926416,nan,nan,0.048280287098667635,nan,21.264705882352942,7.4411764705882355,13.823529411764707,44.914573099685136,50.085671324926416,nan,nan,nan,1.0,nan
OASTER-ERP-v2,-10,-5,deep_only,case_weighted_within_scenario,18,1,0.9983333333333333,0.9997485839359924,nan,0.9925925925925926,1.050692145345566,nan,nan,2.689667070705259,1.1111110443726175,0.8945819698583831,1.1111110443726175,123.55555555555556,121.33333333333333,2.2222222222222223,nan,nan,27.1143456950701,27.1143456950701,0.8888888888888888,nan,nan
OASTER-ERP-v2,-10,-5,deep_plus_surface,case_weighted_within_scenario,68,1,0.9396239186481,0.9596755016937062,0.9602905029676577,0.6078431372549019,1.339495187694565,35.173141821090915,32.77697214891357,21.085942026373026,19.810667173311682,0.049364362078244364,19.810667173311682,21.691176470588236,10.147058823529411,11.544117647058824,35.173141821090915,32.77697214891357,234.02911185627738,234.02911185627738,0.0,nan,nan
OASTER-ERP-v2,-10,-5,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.8885103375561663,0.8429462239288633,0.8417457358757665,0.5176470588235295,1.5784506304840418,20.87546562697939,21.785719047139814,23.363737490034868,22.557232448881166,0.04848576815703723,22.557232448881166,18.852941176470587,5.911764705882353,12.941176470588236,20.87546562697939,109.18005726266703,234.02911185627735,234.02911185627735,0.0,nan,nan
OASTER-ERP-v2,-10,-5,surface_only,case_weighted_within_scenario,68,1,0.9240943729826026,0.9622493480341745,0.9625977117443894,nan,1.1691750952706603,32.45506077901302,29.94645315674774,nan,nan,0.04873890894092795,nan,21.08823529411765,10.279411764705882,10.808823529411764,32.45506077901302,29.94645315674774,nan,nan,nan,1.0,nan
OASTER-ERP-v2,-10,0,deep_only,case_weighted_within_scenario,18,1,1.0,1.0,nan,1.0,0.5326645956271563,nan,nan,0.0,0.0,1.0,0.0,380.1666666666667,379.1666666666667,1.0,nan,nan,0.0,0.0,1.0,nan,nan
OASTER-ERP-v2,-10,0,deep_plus_surface,case_weighted_within_scenario,68,1,0.927077902216044,0.9655854709432674,0.9677565962732018,0.6509803921568629,1.2514522955281788,27.504964957846347,26.570915649197747,18.54999186850193,16.59444891434606,0.09157430944956485,16.59444891434606,17.705882352941178,9.514705882352942,8.191176470588236,27.504964957846347,26.570915649197747,223.85135691260857,223.85135691260857,0.04411764705882353,nan,nan
