case_id,scenario,method,auc,rmse,surface_sd_mm,deep_sd_mm,dle_mm,surface_dle_mm,deep_dle_mm,surface_hit_rate_10mm,deep_hit_rate_10mm,support_centroid_dle_mm,energy_centroid_dle_mm,centroid_match_rate,surface_support_centroid_dle_mm,deep_support_centroid_dle_mm,surface_energy_centroid_dle_mm,deep_energy_centroid_dle_mm,surface_centroid_match_rate,deep_centroid_match_rate,active_count,deep_grid,eeg_drop,meg_drop
mixed2_01,mixed2,V11_range,0.6443344907407408,0.47043756098818496,2.3296532007947715,14.14213608612103,11.271731832502798,9.836529705693682,14.142136086121027,1.0,0.0,5.812298801452734,6.272823769093087,1.0,1.6473801591185868,14.142136086121027,2.338167610579117,14.142136086121027,1.0,1.0,74,coarse,nan,nan
mixed2_01,mixed2,V11_compact_refined,0.9273379629629629,0.4745753725107729,2.7013763213608413,0.0,6.557686470462454,9.836529705693682,0.0,1.0,1.0,1.3919349112130124,1.457848172141258,1.0,2.087902366819519,0.0,2.186772258211886,1.734723475976807e-15,1.0,1.0,52,coarse,0.0889367834841801,0.12596678134381034
mixed2_01,mixed2,V14_local_evidence,0.9272916666666666,0.4265097186948355,1.7810966477829908,0.0,4.7577233623308155,7.136585043496223,0.0,1.0,1.0,1.3919349112130124,1.6080011082652157,1.0,2.087902366819519,0.0,2.412001662397823,1.734723475976807e-15,1.0,1.0,52,coarse,0.0889367834841801,0.12596678134381034
mixed2_02,mixed2,SISSES_0.10,0.6572800925925927,0.6552962928999555,6.4288128552737795,69.45324162500884,29.90988003368214,10.878819359518129,nan,1.0,0.0,4.33671611087816,1.5730650704275013,0.6666666666666666,4.33671611087816,nan,1.5730650704275013,nan,1.0,0.0,226,coarse,nan,nan
mixed2_02,mixed2,V9b_balanced,0.6589872685185186,0.368362290885042,2.5255404571961813,10.000000548548492,8.07794562489886,7.116918163074044,10.000000548548492,1.0,0.0,4.398538479162107,4.663960701664648,1.0,1.5978074444689148,10.000000548548492,1.9959407782227243,10.000000548548492,1.0,1.0,85,coarse,nan,nan
mixed2_02,mixed2,V11_range,0.659369212962963,0.17128134928157113,1.6230342490845886,10.000000548548492,6.728417136072915,5.0926254298351274,10.000000548548492,1.0,0.0,3.8306615273390205,4.2128066029568885,1.0,0.7459920167342848,10.000000548548492,1.3192096301610865,10.000000548548494,1.0,1.0,72,coarse,nan,nan
mixed2_02,mixed2,V11_compact_refined,0.9348958333333334,0.23895420497812303,0.44891038729281,0.0,3.395083619890085,5.0926254298351274,0.0,1.0,1.0,1.0506674801590816,1.706034756792163,1.0,1.5760012202386224,0.0,2.5590521351882445,0.0,1.0,1.0,41,coarse,0.39441467563616917,0.15879564564717252
mixed2_02,mixed2,V14_local_evidence,0.9348958333333334,0.25397076476566566,0.37877381936614596,0.0,3.014124799646739,4.521187199470108,0.0,1.0,1.0,1.0506674801590816,1.6083367904799137,1.0,1.5760012202386224,0.0,2.4125051857198705,0.0,1.0,1.0,41,coarse,0.39441467563616917,0.15879564564717252
mixed2_03,mixed2,SISSES_0.10,0.6417216435185186,0.7159391320489076,3.5000949368805516,89.73524870727084,31.275190876548994,10.7546656914674,nan,1.0,0.0,1.9140852401593063,4.117933955562402,0.6666666666666666,1.9140852401593063,nan,4.117933955562402,nan,1.0,0.0,95,coarse,nan,nan
mixed2_03,mixed2,V9b_balanced,0.9768721064814816,0.5040656359374815,2.975516311244598,0.0,7.803839959339149,11.705759939008724,0.0,1.0,1.0,1.5948321055249761,1.107975056849224,1.0,2.3922481582874644,0.0,1.6619625852738358,0.0,1.0,1.0,92,coarse,nan,nan
mixed2_03,mixed2,V11_range,0.9772424768518518,0.3834622076886949,2.5042484140116015,0.0,5.302012819374824,7.953019229062237,0.0,1.0,1.0,0.9062690615512049,0.8204379921578921,1.0,1.3594035923268073,0.0,1.2306569882368381,0.0,1.0,1.0,79,coarse,nan,nan
mixed2_03,mixed2,V11_compact_refined,0.7611226851851852,0.9254242783837308,1.4840848520752608,0.0,5.302012819374824,7.953019229062237,0.0,1.0,1.0,3.5072479104266123,3.4766224988553356,1.0,5.260871865639919,0.0,5.214933748283003,0.0,1.0,1.0,17,coarse,0.16682541774526694,0.2399805911011561
mixed2_03,mixed2,V14_local_evidence,0.7611226851851852,1.1152886525023025,1.9392993817385789,0.0,5.302012819374824,7.953019229062237,0.0,1.0,1.0,3.5072479104266123,3.4615005478246115,1.0,5.260871865639919,0.0,5.192250821736917,0.0,1.0,1.0,17,coarse,0.16682541774526694,0.2399805911011561
mixed_00,mixed,SISSES_0.10,0.4890321180555557,0.3472501939119602,2.2331032183704513,64.77212202007594,24.667292839539574,6.20221239824218,nan,1.0,0.0,1.5777166886162481,2.441521305621973,0.5,1.5777166886162481,nan,2.441521305621973,nan,1.0,0.0,36,coarse,nan,nan
mixed_00,mixed,V9b_balanced,0.9891102430555557,0.25892737877021227,1.8823853347243658,0.0,4.837932413118375,9.67586482623675,0.0,1.0,1.0,0.6546141126666434,1.2931803987184627,1.0,1.3092282253332868,0.0,2.5863607974369254,0.0,1.0,1.0,34,coarse,nan,nan
mixed_00,mixed,V11_range,0.989084201388889,0.23367651682870422,1.7799955868712753,0.0,4.837932413118375,9.67586482623675,0.0,1.0,1.0,0.746899357625837,1.1941862438594915,1.0,1.493798715251674,0.0,2.3883724877189794,3.469446951953614e-15,1.0,1.0,33,coarse,nan,nan
mixed_00,mixed,V11_compact_refined,0.9348958333333334,0.3124357196528445,0.8523212777485478,0.0,4.837932413118375,9.67586482623675,0.0,1.0,1.0,1.2383629751311644,1.505117270576354,1.0,2.476725950262329,0.0,3.010234541152708,0.0,1.0,1.0,20,coarse,0.2695057840361913,0.2175314814580508
mixed_00,mixed,V14_local_evidence,0.9348958333333334,0.30627544160342135,0.8966502554129916,0.0,2.9206854994980973,5.841370998996195,0.0,1.0,1.0,1.2383629751311644,1.403967690325909,1.0,2.476725950262329,0.0,2.807935380651818,0.0,1.0,1.0,20,coarse,0.2695057840361913,0.2175314814580508
mixed_01,mixed,SISSES_0.10,0.9845746527777779,1.0221086110052138,7.649039628534748,0.0,18.799072597712115,4.431896418008171,33.166248777416065,1.0,1.0,2.2596117291870272,2.4806416409065055,1.0,4.5192234583740545,0.0,4.961283281813011,0.0,1.0,1.0,132,coarse,nan,nan
mixed_01,mixed,V9b_balanced,1.0,0.29703668488711743,2.589555887507302,0.0,7.058084458636592,4.116169517919631,9.99999939935355,1.0,1.0,0.5966758859693667,0.4851792047426337,1.0,1.1933517719387334,0.0,0.970358409485264,3.469446951953614e-15,1.0,1.0,48,coarse,nan,nan
mixed_01,mixed,V11_range,0.9999826388888888,0.30726205370418347,2.4750913477820835,0.0,10.765931859745383,11.531864320137213,9.99999939935355,1.0,1.0,0.5431747860420254,0.7714888902932698,1.0,1.0863495720840508,0.0,1.5429777805865361,3.469446951953614e-15,1.0,1.0,46,coarse,nan,nan
mixed_01,mixed,V11_compact_refined,0.978298611111111,0.2869733484223974,1.8983871108223584,0.0,5.765932160068607,11.531864320137213,0.0,1.0,1.0,0.6399041261353929,0.9240096848189824,1.0,1.2798082522707859,0.0,1.8480193696379648,0.0,1.0,1.0,30,coarse,0.32489195423176687,0.35169677891288176
mixed_01,mixed,V14_local_evidence,0.978298611111111,0.2541891975975938,1.6825836845183044,0.0,2.7079890567826523,5.415978113565305,0.0,1.0,1.0,0.6399041261353929,0.9897468335056658,1.0,1.2798082522707859,0.0,1.9794936670113317,0.0,1.0,1.0,30,coarse,0.32489195423176687,0.35169677891288176
mixed_02,mixed,SISSES_0.10,0.49764756944444444,0.8408182575285658,8.710630879082606,79.89693081002325,44.241310842206936,14.380954143749443,nan,1.0,0.0,8.09776067110553,3.626022421057297,0.5,8.09776067110553,nan,3.626022421057297,nan,1.0,0.0,173,coarse,nan,nan
mixed_02,mixed,V9b_balanced,0.4986024305555556,0.7109287216140812,6.323203638668747,14.142136086121031,13.40455511684371,12.66697414756639,14.142136086121027,1.0,0.0,9.525137835437048,8.862413296162266,1.0,4.908139584753071,14.142136086121027,3.582690506203503,14.142136086121027,1.0,1.0,113,coarse,nan,nan
mixed_02,mixed,V11_range,0.46592013888888895,0.7250180114128316,3.471562792781788,14.14213608612103,13.487377462752939,12.832618839384846,14.142136086121027,1.0,0.0,9.413210512365456,9.280422754111829,1.0,4.684284938609882,14.142136086121027,4.418709422102627,14.142136086121031,1.0,1.0,66,coarse,nan,nan
mixed_02,mixed,V11_compact_refined,0.9231380208333334,0.718994470151103,2.991771938249304,0.0,6.416309419692423,12.832618839384846,0.0,1.0,1.0,2.614909170155759,2.2615104554511354,1.0,5.229818340311518,0.0,4.523020910902271,0.0,1.0,1.0,34,coarse,0.38520748520077,0.2248862206348482
mixed_02,mixed,V14_local_evidence,0.9236501736111111,0.6137903169754404,2.551784528605176,0.0,2.0726464125112707,4.145292825022541,0.0,1.0,1.0,2.614909170155759,2.461497272978454,1.0,5.229818340311518,0.0,4.922994545956908,0.0,1.0,1.0,34,coarse,0.38520748520077,0.2248862206348482
mixed_03,mixed,SISSES_0.10,0.46535590277777783,0.617044564912166,2.6868216714346267,77.22741382592783,38.96193992863515,10.982664758647948,nan,1.0,0.0,1.1310221977447126,2.2952996100335845,0.5,1.1310221977447126,nan,2.2952996100335845,nan,1.0,0.0,55,coarse,nan,nan
mixed_03,mixed,V9b_balanced,0.4992534722222222,0.430499550736268,2.7465575640232553,9.999999399353554,7.83439808955092,5.668796779748288,9.99999939935355,1.0,1.0,5.61516345181195,5.859833150833441,1.0,1.2303275042703499,9.99999939935355,1.7196669023133324,9.99999939935355,1.0,1.0,61,coarse,nan,nan
mixed_03,mixed,V11_range,0.4996788194444444,0.2772434633300764,2.3065559365721957,9.999999399353554,7.83439808955092,5.668796779748288,9.99999939935355,1.0,1.0,5.61516345181195,5.581722376371525,1.0,1.2303275042703499,9.99999939935355,1.1634453533894997,9.99999939935355,1.0,1.0,49,coarse,nan,nan
mixed_03,mixed,V11_compact_refined,0.47818576388888884,0.2901131334493353,1.3889708225225865,9.99999939935355,7.83439808955092,5.668796779748288,9.99999939935355,1.0,1.0,5.849211224854232,5.61168539500347,1.0,1.6984230503549127,9.99999939935355,1.2233713906533903,9.99999939935355,1.0,1.0,28,coarse,0.1607324600694997,0.10207236168824196
mixed_03,mixed,V14_local_evidence,0.4781944444444444,0.2572696553678862,1.14842117332897,9.99999939935355,6.782282065969482,3.5645647325854144,9.99999939935355,1.0,1.0,5.849211224854232,5.458241712501514,1.0,1.6984230503549127,9.99999939935355,0.916484025649476,9.99999939935355,1.0,1.0,28,coarse,0.1607324600694997,0.10207236168824196
mixed_04,mixed,SISSES_0.10,0.499140625,0.40077310944792854,3.472528841345864,68.62805173231051,40.75410692963048,4.960838832026957,nan,1.0,0.0,3.68935658465599,0.32868379689285787,0.5,3.68935658465599,nan,0.32868379689285787,nan,1.0,0.0,69,coarse,nan,nan
mixed_04,mixed,V9b_balanced,0.9997309027777778,0.28711609495598656,2.2639874756890688,0.0,1.416653332734736,2.833306665469472,0.0,1.0,1.0,0.555014780397055,0.27782964852565006,1.0,1.11002956079411,0.0,0.5556592970513001,0.0,1.0,1.0,55,coarse,nan,nan
mixed_04,mixed,V11_range,0.9998697916666668,0.21679252835295912,2.0385855870557252,0.0,2.184658996525538,4.369317993051076,0.0,1.0,1.0,0.5944064757477461,0.3514084296335241,1.0,1.1888129514954922,0.0,0.7028168592670482,0.0,1.0,1.0,45,coarse,nan,nan
mixed_04,mixed,V11_compact_refined,0.97828125,0.1781399103945595,1.3140621504962653,0.0,2.184658996525538,4.369317993051076,0.0,1.0,1.0,0.33539195174569236,0.3033217738952617,1.0,0.6707839034913847,0.0,0.6066435477905218,1.734723475976807e-15,1.0,1.0,26,coarse,0.2827562325284284,0.20816375580538204
mixed_04,mixed,V14_local_evidence,0.97828125,0.16154142535169674,1.1040108833814977,0.0,2.184658996525538,4.369317993051076,0.0,1.0,1.0,0.33539195174569236,0.44688678352959427,1.0,0.6707839034913847,0.0,0.8937735670591868,1.734723475976807e-15,1.0,1.0,26,coarse,0.2827562325284284,0.20816375580538204
mixed_05,mixed,SISSES_0.10,0.4979427083333334,0.6093303893280564,3.81284649684841,117.69289924698862,43.5437791603206,10.526666624286856,nan,1.0,0.0,2.183933055337918,3.0192588174873625,0.5,2.183933055337918,nan,3.0192588174873625,nan,1.0,0.0,56,coarse,nan,nan
mixed_05,mixed,V9b_balanced,0.9985590277777777,0.3993038673147309,3.4885079533918115,0.0,6.536839172221004,13.073678344442008,0.0,1.0,1.0,1.091966527668959,0.7331221674242598,1.0,2.183933055337918,0.0,1.4662443348485197,0.0,1.0,1.0,56,coarse,nan,nan
mixed_05,mixed,V11_range,0.9997135416666667,0.3405980642540782,3.406092959437964,0.0,7.225519494841758,14.451038989683516,0.0,1.0,1.0,1.0751039509316747,0.31005797195716045,1.0,2.1502079018633493,0.0,0.6201159439143209,0.0,1.0,1.0,54,coarse,nan,nan
mixed_05,mixed,V11_compact_refined,0.9890842013888891,0.22740182413459117,2.366132242724408,0.0,7.225519494841758,14.451038989683516,0.0,1.0,1.0,0.39514690790135615,0.42342290189055887,1.0,0.7902938158027123,0.0,0.8468458037811177,0.0,1.0,1.0,29,coarse,0.26552165167856634,0.2909818223490017
mixed_05,mixed,V14_local_evidence,0.9891189236111113,0.14518683157922826,1.5887758482448813,0.0,1.8664074672514694,3.732814934502939,0.0,1.0,1.0,0.39514690790135615,0.3200561603685648,1.0,0.7902938158027123,0.0,0.6401123207371296,0.0,1.0,1.0,29,coarse,0.26552165167856634,0.2909818223490017
surface_00,surface,SISSES_0.10,0.9999652777777777,0.24182977543810943,1.4713645687593315,nan,6.20221239824218,6.20221239824218,nan,1.0,nan,1.1165892541402038,3.026272946925991,1.0,1.1165892541402038,nan,3.026272946925991,nan,1.0,nan,29,coarse,nan,nan
surface_00,surface,V9b_balanced,1.0,0.033492758797050166,0.8591159667889723,nan,9.67586482623675,9.67586482623675,nan,1.0,nan,0.6390204765803429,0.8455859461091471,1.0,0.6390204765803429,nan,0.8455859461091471,nan,1.0,nan,27,coarse,nan,nan
surface_00,surface,V11_range,0.9999652777777777,0.07566904558348628,1.1128439230495226,nan,9.67586482623675,9.67586482623675,nan,1.0,nan,0.6792939915323568,1.3366440628511327,1.0,0.6792939915323568,nan,1.3366440628511327,nan,1.0,nan,29,coarse,nan,nan
surface_00,surface,V11_compact_refined,0.9348958333333335,0.14185825880410974,0.0,nan,9.67586482623675,9.67586482623675,nan,1.0,nan,0.7541496236046735,1.5651784583408659,1.0,0.7541496236046735,nan,1.5651784583408659,nan,1.0,nan,21,none,nan,nan
surface_00,surface,V14_local_evidence,0.9348958333333335,0.14456999595936723,0.0,nan,1.816773840222853,1.816773840222853,nan,1.0,nan,0.7541496236046735,1.416333496395786,1.0,0.7541496236046735,nan,1.416333496395786,nan,1.0,nan,21,none,nan,nan
surface_01,surface,SISSES_0.10,0.9673003472222225,1.028704290538866,7.925827526083856,nan,23.21085424301604,23.21085424301604,nan,1.0,nan,4.061707897509535,5.261789749921405,1.0,4.061707897509535,nan,5.261789749921405,nan,1.0,nan,118,coarse,nan,nan
surface_01,surface,V9b_balanced,1.0,0.22757402628723775,2.4377071915625015,nan,4.116169517919631,4.116169517919631,nan,1.0,nan,1.3059375198762473,0.5843889439669089,1.0,1.3059375198762473,nan,0.5843889439669089,nan,1.0,nan,50,coarse,nan,nan
surface_01,surface,V11_range,0.9999305555555555,0.17417225186743848,1.4821882609370765,nan,5.415978113565305,5.415978113565305,nan,1.0,nan,0.47344950434761757,0.26398186518769634,1.0,0.47344950434761757,nan,0.26398186518769634,nan,1.0,nan,43,coarse,nan,nan
surface_01,surface,V11_compact_refined,0.9131944444444444,0.24512985071375104,0.8355618083549852,nan,5.415978113565305,5.415978113565305,nan,1.0,nan,0.3418462611362841,0.2804076530618096,1.0,0.3418462611362841,nan,0.2804076530618096,nan,1.0,nan,22,none,nan,nan
surface_01,surface,V14_local_evidence,0.9131944444444444,0.24153188254173838,0.7286929990633281,nan,5.415978113565305,5.415978113565305,nan,1.0,nan,0.3418462611362841,0.6147938007755099,1.0,0.3418462611362841,nan,0.6147938007755099,nan,1.0,nan,22,none,nan,nan
surface_02,surface,SISSES_0.10,0.9954513888888888,0.8630991394445167,8.862215797507377,nan,23.005484883171675,23.005484883171675,nan,1.0,nan,7.543687501598246,2.9904551370051555,1.0,7.543687501598246,nan,2.9904551370051555,nan,1.0,nan,219,coarse,nan,nan
surface_02,surface,V9b_balanced,0.9990972222222223,0.4146585960779238,3.147062121390934,nan,4.145292825022541,4.145292825022541,nan,1.0,nan,1.6688358248854451,1.7296737817866983,1.0,1.6688358248854451,nan,1.7296737817866983,nan,1.0,nan,70,coarse,nan,nan
surface_02,surface,V11_range,0.9996354166666667,0.17085845994338578,1.9872882552303104,nan,4.145292825022541,4.145292825022541,nan,1.0,nan,0.879441976000557,1.3495493858174048,1.0,0.879441976000557,nan,1.3495493858174048,nan,1.0,nan,48,coarse,nan,nan
surface_02,surface,V11_compact_refined,0.9347135416666669,0.22445030823054987,1.0046184845568955,nan,4.145292825022541,4.145292825022541,nan,1.0,nan,1.3432985036343386,2.4193831603476394,1.0,1.3432985036343386,nan,2.4193831603476394,nan,1.0,nan,24,none,nan,nan
surface_02,surface,V14_local_evidence,0.934748263888889,0.21532775719409356,0.8437424194689348,nan,4.145292825022541,4.145292825022541,nan,1.0,nan,1.3432985036343386,2.825948354822924,1.0,1.3432985036343386,nan,2.825948354822924,nan,1.0,nan,24,none,nan,nan
surface_03,surface,SISSES_0.10,0.9302083333333334,0.6968515010688412,2.7490799093295775,nan,10.982664758647948,10.982664758647948,nan,1.0,nan,1.7256122326636074,2.8937779893973645,1.0,1.7256122326636074,nan,2.8937779893973645,nan,1.0,nan,58,coarse,nan,nan
surface_03,surface,V9b_balanced,0.9772395833333337,0.21902752000437112,1.939055827128403,nan,5.668796779748288,5.668796779748288,nan,1.0,nan,2.205869505492036,1.1304513952740165,1.0,2.205869505492036,nan,1.1304513952740165,nan,1.0,nan,45,coarse,nan,nan
surface_03,surface,V11_range,0.9779861111111114,0.18142225068234888,1.4575924183728874,nan,5.668796779748288,5.668796779748288,nan,1.0,nan,1.229780458843492,1.0436615707214085,1.0,1.229780458843492,nan,1.0436615707214085,nan,1.0,nan,39,coarse,nan,nan
surface_03,surface,V11_compact_refined,0.934826388888889,0.17879284714581503,0.704029637062422,nan,5.668796779748288,5.668796779748288,nan,1.0,nan,1.0772172995552507,1.070175682084029,1.0,1.0772172995552507,nan,1.070175682084029,nan,1.0,nan,23,none,nan,nan
surface_03,surface,V14_local_evidence,0.9348090277777779,0.18691692918372851,0.570422403391465,nan,3.5645647325854144,3.5645647325854144,nan,1.0,nan,1.0772172995552507,1.325147333529112,1.0,1.0772172995552507,nan,1.325147333529112,nan,1.0,nan,23,none,nan,nan
surface_04,surface,SISSES_0.10,0.9769704861111115,0.38075246712567856,3.469600820817686,nan,2.7600131335844793,2.7600131335844793,nan,1.0,nan,3.5173976837949743,0.33292330142053117,1.0,3.5173976837949743,nan,0.33292330142053117,nan,1.0,nan,66,coarse,nan,nan
surface_04,surface,V9b_balanced,0.9776302083333337,0.2715580291425471,2.0422465423903264,nan,2.833306665469472,2.833306665469472,nan,1.0,nan,1.0437079464406451,1.0538318050401725,1.0,1.0437079464406451,nan,1.0538318050401725,nan,1.0,nan,43,coarse,nan,nan
surface_04,surface,V11_range,0.9779079861111114,0.22950902529558456,1.9041698191763954,nan,6.039958034647713,6.039958034647713,nan,1.0,nan,0.7521151106810011,0.2759574965349742,1.0,0.7521151106810011,nan,0.2759574965349742,nan,1.0,nan,39,coarse,nan,nan
