manifest_sha256,chunk_index,chunk_file,case_number,case_id,configuration_number,configuration_id,pair_index,eeg_snr_db,meg_snr_db,scenario,surface_centers,deep_index,deep_surface_ratio,correlation,method,status,error,elapsed_seconds,temporal_rank,selected_templates,has_surface_true,auc,auc_tie_corrected,surface_auc_tie_corrected,deep_auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,has_deep_true,deep_score,deep_peak_distance_mm,deep_detected,deep_false_positive,active_count,surface_active_count,deep_active_count,edge_fraction,noise_multiplier,mrf_strength
0989782ea769bc0a698e8e6f250795ee829398afc5984a904eeb9544a32432b5,24,eeg_+05_meg_+05.csv,4512,erp-v3-development-04512-surface_only-eeg+05-meg+05,0,erp-v3-development-source-000-surface_only,24,5,5,surface_only,[1317],,,,OASTER-ERP-v4,ok,,65.67622739996295,3,0,1,0.9984567901234569,0.9989031187003439,0.9989007724301843,nan,1.0117285154382272,1.5895123818200325,4.627401780579963,nan,nan,0,0.0,nan,0,0,3,3,0,0.5,1.0,0.5
0989782ea769bc0a698e8e6f250795ee829398afc5984a904eeb9544a32432b5,24,eeg_+05_meg_+05.csv,4580,erp-v3-development-04580-deep_only-eeg+05-meg+05,68,erp-v3-development-source-068-deep_only,24,5,5,deep_only,[],7498,,,OASTER-ERP-v4,ok,,32.63485839997884,3,0,0,1.0,1.0,nan,1.0,0.020476445030421692,nan,nan,0.0,0.0,1,1.0,0.0,1,0,4,3,1,0.5,1.0,0.5
0989782ea769bc0a698e8e6f250795ee829398afc5984a904eeb9544a32432b5,24,eeg_+05_meg_+05.csv,4598,erp-v3-development-04598-deep_plus_surface-eeg+05-meg+05,86,erp-v3-development-source-086-deep_plus_surface,24,5,5,deep_plus_surface,[1317],7498,0.5,0.0,OASTER-ERP-v4,ok,,81.81871339998906,3,0,1,0.7010262345679013,0.9422878410168183,0.994570707070707,0.5,1.6871659806394634,5.763182311102756,8.925067057469208,nan,nan,1,0.0,nan,0,0,6,6,0,0.5,1.0,0.5
0989782ea769bc0a698e8e6f250795ee829398afc5984a904eeb9544a32432b5,24,eeg_+05_meg_+05.csv,4666,erp-v3-development-04666-deep_plus_two_surface-eeg+05-meg+05,154,erp-v3-development-source-154-deep_plus_two_surface,24,5,5,deep_plus_two_surface,"[1317, 7204]",7498,0.5,0.0,OASTER-ERP-v4,ok,,58.735249700024724,3,0,1,0.5694684215896336,0.9496503652235878,0.9823269513991163,0.5,1.9193145693972398,9.004139602297533,13.922088938290743,nan,nan,1,0.0,nan,0,0,7,7,0,0.5,1.0,0.5
