manifest_sha256,chunk_index,chunk_file,case_number,case_id,configuration_number,configuration_id,pair_index,eeg_snr_db,meg_snr_db,scenario,surface_centers,deep_index,deep_surface_ratio,correlation,method,status,error,elapsed_seconds,temporal_rank,selected_templates,has_surface_true,auc,auc_tie_corrected,surface_auc_tie_corrected,deep_auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,has_deep_true,deep_score,deep_peak_distance_mm,deep_detected,deep_false_positive,active_count,surface_active_count,deep_active_count,temporal_check
0989782ea769bc0a698e8e6f250795ee829398afc5984a904eeb9544a32432b5,48,eeg_+20_meg_+20.csv,9110,erp-v3-development-09110-deep_plus_surface-eeg+20-meg+20,86,erp-v3-development-source-086-deep_plus_surface,48,20,20,deep_plus_surface,[1317],7498,0.5,0.0,OASTER-ERP-v4,ok,,27.809674900083337,8,0,1,0.7442438271604939,0.9456269091675151,0.9982397504456328,0.4666666666666667,1.1210594955701392,5.818668735135108,11.88893221290573,17.320508398326936,17.320508398326936,1,1.0,17.320508398326936,0,0,31,30,1,dct8
