method,eeg_snr_db,meg_snr_db,aggregation,case_count,scenario_count,auc,auc_tie_corrected,surface_auc_tie_corrected,deep_auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,deep_score,deep_peak_distance_mm,active_count,surface_active_count,deep_active_count,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_sensitivity,deep_specificity,deep_balanced_accuracy
MNE,10,0,case_weighted,369,4,0.7994659148864296,0.9105839055575276,0.9151581288356608,0.6818311874105866,1.798120186869247,32.812992284425775,18.083193610471938,22.390938944046137,19.81891484417706,0.2682874106877772,18.71138279626264,637.2222222222222,622.9647696476965,14.257452574525745,32.812992284425775,23.17926247762959,185.16240923407835,182.39460379493465,0.22746781115879827,0.4632352941176471,0.3453515526382227
MNE,10,5,case_weighted,369,4,0.8352695510365956,0.927917787368637,0.9297690348953848,0.7075822603719599,1.7683140238837256,24.317219797377415,15.429053405430695,21.87729784827112,19.705975857143464,0.2934328361484797,19.08120070373052,389.029810298103,375.5691056910569,13.46070460704607,24.317219797377415,23.811946502365814,180.1657778442167,177.36982075327316,0.24892703862660945,0.40441176470588236,0.3266694016662459
MNE,10,10,case_weighted,369,4,0.8583532802002622,0.9378356905071333,0.9370722573998553,0.7121602288984263,1.7503846711472635,21.495807058545207,16.020799129719784,21.390046693180757,18.981207434950278,0.2998151475570927,18.467706511904673,286.80216802168025,274.1680216802168,12.634146341463415,21.495807058545207,23.09481517689422,181.76898831871583,178.95834736787154,0.24034334763948498,0.40441176470588236,0.32237755617268365
MNE,10,15,case_weighted,369,4,0.8679686198250237,0.9415326621154774,0.9396471805520052,0.715307582260372,1.7449707218060875,20.035158614512934,16.45042765709642,21.066380092691265,19.169577927953714,0.28271479452046727,19.052322525797916,232.30623306233062,220.3929539295393,11.913279132791327,20.035158614512934,26.077803064139818,183.3343677399991,180.70967020229756,0.2317596566523605,0.4264705882352941,0.3291151224438273
MNE,10,20,case_weighted,369,4,0.8695334005145705,0.9419915225235466,0.9400368420042137,0.7101573676680975,1.747322081477837,19.21775854018329,17.158394920660704,21.004859395656638,18.995309551357476,0.26879756936234067,19.131029622918334,216.38482384823848,205.31978319783198,11.065040650406504,19.21775854018329,27.394180970719308,192.44809092212915,190.47854994850894,0.1888412017167382,0.49264705882352944,0.34074413027013384
MNE,15,-10,case_weighted,369,4,0.7578737154552977,0.8862095398771983,0.8944452422966803,0.657510729613734,1.8115780298695394,34.55926233156009,23.340110418138817,22.99552172396938,18.33800532700294,0.20290645572559143,18.398356371059375,634.7235772357724,620.0135501355013,14.710027100271002,34.55926233156009,31.41962964732997,190.99968832796787,187.85156570982136,0.2017167381974249,0.5,0.35085836909871243
MNE,15,-5,case_weighted,369,4,0.785363612526044,0.9032485911096878,0.9072323345012904,0.6726752503576539,1.7956746204919316,31.081099364996962,20.71812927806937,22.530729944151922,18.757171361459967,0.22379881739155724,18.276175072337395,634.6422764227642,620.2764227642276,14.365853658536585,31.081099364996962,28.268960519775845,192.5799787209549,189.9667816244955,0.19313304721030042,0.5220588235294118,0.3575959353698561
MNE,15,0,case_weighted,369,4,0.8126981914125597,0.9173557563682587,0.9204886353357539,0.6958512160228898,1.7714392376638544,25.442487870912185,16.621627270699626,22.118790192984036,18.579861221323608,0.24544036039744926,18.220982911585228,539.8021680216802,525.89972899729,13.902439024390244,25.442487870912185,25.60010746007452,187.73090508521236,184.80898591759671,0.2145922746781116,0.5220588235294118,0.3683255491037617
MNE,15,5,case_weighted,369,4,0.8407872387659475,0.9301768761946186,0.9319850322915183,0.7130185979971387,1.7433560418418161,19.865269527155558,13.004886136521382,21.619996178800662,18.530516596330596,0.26732269617247983,18.180995559648263,359.68563685636855,346.55826558265585,13.127371273712738,19.865269527155558,22.132730266540797,188.43630465829818,185.79245002839195,0.21030042918454936,0.4632352941176471,0.33676786165109823
MNE,15,10,case_weighted,369,4,0.8649739983678533,0.9407875973244583,0.9407076636100464,0.7224606580829759,1.7253510291605372,18.5875111001606,12.739366387262674,21.097489619137114,19.167365790339407,0.2946033134335371,18.664502734007048,308.650406504065,296.36043360433604,12.289972899728998,18.5875111001606,23.836492266239816,185.39849950579293,183.02934675310587,0.22317596566523606,0.4264705882352941,0.3248232769502651
MNE,15,15,case_weighted,369,4,0.8782651207795145,0.9425464537852996,0.9406112269824157,0.7301859799713877,1.7210569100894242,18.707168165311028,14.088886224355031,20.889625783815458,18.858083400001686,0.2971939850437276,18.453191607134283,263.83468834688347,252.20325203252034,11.631436314363144,18.707168165311028,23.820754615148054,182.4660492834408,179.91984570305297,0.23605150214592274,0.3602941176470588,0.29817280989649075
MNE,15,20,case_weighted,369,4,0.8805109073946678,0.9451415192398063,0.943021404125781,0.7258941344778255,1.7287135500921793,18.674870448142208,16.300876024221168,20.887561797488043,19.045003813796733,0.28563692275251384,18.98954597181208,225.2357723577236,214.17344173441734,11.062330623306233,18.674870448142208,27.21940112494375,185.94995280153762,183.5763878004896,0.21888412017167383,0.41911764705882354,0.3190008836152487
MNE,20,-10,case_weighted,369,4,0.8083347215090314,0.9088946144556272,0.9090329266886559,0.6606580829756795,1.7830671949701964,25.18961243273715,18.36109481713774,22.632244860438448,19.048195640805268,0.23672526652013992,18.900908121202768,584.8184281842819,570.9430894308944,13.875338753387535,25.18961243273715,32.357249315253,187.25238028264258,184.00557237124215,0.21888412017167383,0.4632352941176471,0.34105970714466044
MNE,20,-5,case_weighted,369,4,0.8168276090477556,0.9148579902699365,0.9152981411827059,0.6743919885550786,1.7713508184824802,23.494693393062565,17.782219211816447,22.351167382413923,18.184610196310572,0.23086422906002077,17.908909758299625,529.0514905149051,515.2493224932249,13.802168021680217,23.494693393062565,31.81594085835963,188.0636405546998,185.11360346857435,0.2145922746781116,0.5073529411764706,0.3609726079272911
MNE,20,0,case_weighted,369,4,0.8305044136855055,0.9240570962429484,0.924836340240952,0.6846924177396282,1.7548959426410167,21.31985453088336,16.708263801659488,22.128936358149616,18.17268129453689,0.23534298277073123,18.005289457872784,458.42818428184285,445.01355013550136,13.414634146341463,21.31985453088336,27.606359426817313,186.96769393824124,183.85167595856794,0.21888412017167383,0.5294117647058824,0.3741479424387781
MNE,20,5,case_weighted,369,4,0.8495586656367142,0.9317232826589088,0.9319929594006631,0.7101573676680975,1.7330147419512099,18.427823456268175,14.33510277941687,21.702552482049292,17.894785626594256,0.2459647038860423,17.845169258975233,350.1463414634146,337.18970189701895,12.956639566395664,18.427823456268175,26.000271402966984,189.46762959334123,186.67547509681268,0.20600858369098712,0.5294117647058824,0.36771017419843477
MNE,20,10,case_weighted,369,4,0.8664749524155395,0.9396195670296474,0.9393058324168124,0.7298998569384837,1.7108118840432045,17.366384149590996,12.280619608205626,21.075385047809515,17.92622939379576,0.2657336547562578,17.75778288931563,304.4850948509485,292.1761517615176,12.308943089430894,17.366384149590996,22.746625142037924,182.77408664780515,179.83400879156025,0.23605150214592274,0.47794117647058826,0.3569963393082555
