method,eeg_snr_db,meg_snr_db,scenario,aggregation,case_count,scenario_count,auc,auc_tie_corrected,surface_auc_tie_corrected,deep_auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,deep_score,deep_peak_distance_mm,active_count,surface_active_count,deep_active_count,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_sensitivity,deep_specificity,deep_balanced_accuracy
eLORETA,-5,10,surface_only,case_weighted_within_scenario,136,1,0.8686800244303137,0.9451026570778133,0.9451425269002596,nan,1.7772397980652594,23.570087960301343,6.9565285747022285,nan,nan,0.30552110174896163,nan,652.3529411764706,637.3823529411765,14.970588235294118,23.570087960301343,6.9565285747022285,nan,nan,nan,0.13970588235294118,nan
eLORETA,-5,15,deep_only,case_weighted_within_scenario,30,1,1.0,1.0,nan,1.0,1.902824826754184,nan,nan,13.956275550053991,0.0,1.0,0.0,1286.2666666666667,1276.1333333333334,10.133333333333333,nan,nan,13.956275550053991,0.0,1.0,nan,nan
eLORETA,-5,15,deep_plus_surface,case_weighted_within_scenario,136,1,0.837491543739613,0.9344736513156127,0.943272919320106,0.6333333333333333,1.7962124235532548,22.826376373389042,6.890436240156838,22.221813652557028,20.297535833751343,0.32881191482354444,20.35796630759193,556.125,542.1617647058823,13.963235294117647,22.826376373389042,6.890436240156838,186.3825106283209,183.72857246747955,0.22058823529411764,nan,nan
eLORETA,-5,15,deep_plus_two_surface,case_weighted_within_scenario,67,1,0.8757021727582347,0.8790709991432026,0.8818182550641295,0.644776119402985,1.793384940910387,20.97407015500853,9.908677952679058,22.45237492888137,18.229167998809128,0.30437890322985056,17.779045668486248,624.9104477611941,610.2537313432836,14.656716417910447,20.97407015500853,60.08489449826076,169.73846269495453,165.63660488285814,0.29850746268656714,nan,nan
eLORETA,-5,15,surface_only,case_weighted_within_scenario,136,1,0.8686700922488586,0.9460085337023367,0.9460600460425991,nan,1.7496263861488397,22.104150652226206,6.856226002231964,nan,nan,0.3056172354172212,nan,528.4485294117648,514.9485294117648,13.5,22.104150652226206,6.856226002231964,nan,nan,nan,0.16911764705882354,nan
eLORETA,-5,20,deep_only,case_weighted_within_scenario,30,1,1.0,1.0,nan,1.0,1.892413673173866,nan,nan,13.598171597208095,0.0,1.0,0.0,1152.5333333333333,1143.0666666666666,9.466666666666667,nan,nan,13.598171597208095,0.0,1.0,nan,nan
eLORETA,-5,20,deep_plus_surface,case_weighted_within_scenario,136,1,0.835627578191689,0.9339567368974382,0.9434013943039249,0.6259803921568627,1.7900808004261985,23.401638014295465,6.922601439640944,21.805370371391135,20.716069167762754,0.3391045034716816,20.65989769759595,566.25,554.5955882352941,11.654411764705882,23.401638014295465,6.922601439640944,190.582158733666,188.7439205377712,0.19852941176470587,nan,nan
eLORETA,-5,20,deep_plus_two_surface,case_weighted_within_scenario,67,1,0.8702130459796676,0.875089975391177,0.8780824494358053,0.617910447761194,1.788954578016879,21.668298017361483,11.48627480575108,22.3326091514508,19.58871781307914,0.3139342080222767,19.61432571592353,631.1044776119403,617.8955223880597,13.208955223880597,21.668298017361483,54.66622826331588,185.55399514303477,182.38080319869758,0.22388059701492538,nan,nan
eLORETA,-5,20,surface_only,case_weighted_within_scenario,136,1,0.8654771118746609,0.9444583872185672,0.9445126671220061,nan,1.7427653328012984,22.90081126075297,6.888857100016417,nan,nan,0.3212896744682232,nan,545.5441176470588,535.0073529411765,10.536764705882353,22.90081126075297,6.888857100016417,nan,nan,nan,0.15441176470588236,nan
eLORETA,0,-10,deep_only,case_weighted_within_scenario,30,1,0.64,0.813572030702338,nan,0.9422222222222223,1.9764719617872823,nan,nan,21.437063501003703,7.714045394881318,0.7179205562459312,4.080880347912011,7104.933333333333,7088.933333333333,16.0,nan,nan,49.83207233433572,36.50371334759121,0.8666666666666667,nan,nan
