method,eeg_snr_db,meg_snr_db,aggregation,case_count,scenario_count,auc,auc_tie_corrected,surface_auc_tie_corrected,deep_auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_score,deep_peak_distance_mm,active_count,surface_active_count,deep_active_count,deep_sensitivity,deep_specificity,deep_balanced_accuracy
Dipole fitting (grid),0,10,scenario_macro,369,4,0.6481823514705937,0.6416068120478466,0.5210801038900136,0.6987635352648521,1.2641094933949464,6.0624067991711135,8.697502720521415,2.351979096369518,2.351979096369518,6.0624067991711135,19.918622872734666,135.5397330185699,135.5397330185699,0.2946109985215378,2.351979096369518,2.0072505121451565,1.6817182470002927,0.3255322651448639,0.42178811823236756,0.9926470588235294,0.7072175885279485
Dipole fitting (grid),0,15,scenario_macro,369,4,0.6446970984068234,0.6402898852136237,0.5197520346546733,0.6916556921275974,1.281108623501754,7.238392305436787,10.054154590413608,2.4539200856125274,2.4539200856125274,7.238392305436787,16.767352216829014,141.17770144843823,141.17770144843823,0.2864861236605985,2.4539200856125274,2.0148613549897574,1.7040349721978345,0.3108263827919227,0.3972783143107989,0.9852941176470589,0.6912862159789289
Dipole fitting (grid),0,20,scenario_macro,369,4,0.6446871914427676,0.640523475862798,0.520024610305239,0.6915715539947324,1.2836321307421263,7.23023057194622,9.783434807297022,2.811477774205331,2.811477774205331,7.23023057194622,23.248614601023547,139.5140377896785,139.5140377896785,0.2896274526410031,2.811477774205331,1.961442786069652,1.6487232952882644,0.31271949078138717,0.4047044190810652,0.9852941176470589,0.694999268364062
Dipole fitting (grid),5,-10,scenario_macro,369,4,0.6398630567403669,0.639539851402976,0.5193242655431868,0.6768766461808604,1.3190143569507442,5.393557301016663,9.08040356740951,8.825484058208149,8.825484058208149,5.393557301016663,22.477796229362813,148.66063718777053,148.66063718777053,0.27668759515756186,8.825484058208149,1.535855648229441,1.2490360696517413,0.28681957857769974,0.3651960784313726,0.9926470588235294,0.678921568627451
Dipole fitting (grid),5,-5,scenario_macro,369,4,0.6442173853383995,0.6414542133328858,0.5215858306426359,0.6882267583650377,1.27974654287432,4.898897656955076,8.642962940798528,1.4069370318736318,1.4069370318736318,4.898897656955076,19.83622483628621,142.91489452123312,142.91489452123312,0.2808020869687704,1.4069370318736318,1.560069139596137,1.2640035118525024,0.29606562774363476,0.3898522095405326,1.0,0.6949261047702663
Dipole fitting (grid),5,0,scenario_macro,369,4,0.647671532024615,0.6429328805218749,0.5232392774015766,0.6952894839527851,1.2569632348036903,4.7199113709380525,8.223564289428252,1.550032303936583,1.550032303936583,4.7199113709380525,18.339846365355168,139.45616751948333,139.45616751948333,0.2904248747733835,1.550032303936583,1.6835016095990636,1.3689987562189057,0.314502853380158,0.4046312554872695,1.0,0.7023156277436348
Dipole fitting (grid),5,5,scenario_macro,369,4,0.650911472918735,0.6426912624030783,0.5223307658858308,0.7051726660813579,1.2471388257380802,4.938539662603762,8.28914581668229,1.7394744919333398,1.7394744919333398,4.938539662603762,11.661344539174914,133.75278870392853,133.75278870392853,0.29376670180017234,1.7394744919333398,1.7944798068481123,1.467054433713784,0.32742537313432835,0.4292142230026339,1.0,0.714607111501317
Dipole fitting (grid),5,10,scenario_macro,369,4,0.6489487740063296,0.6426063700780892,0.5225205901657523,0.6991720319968784,1.2454539285761377,5.537531626995478,8.941316952848775,1.8959877162163885,1.8959877162163885,5.537531626995478,21.28436175673134,137.18700590041226,137.18700590041226,0.2882998649403916,1.8959877162163885,2.0655417764120574,1.7510389230318995,0.314502853380158,0.41443517705589694,1.0,0.7072175885279485
Dipole fitting (grid),5,15,scenario_macro,369,4,0.6482867286420131,0.642267616451036,0.5220298038015833,0.6978648424543947,1.2568344976471628,5.709332061794508,8.700036279350751,1.915708715344645,1.915708715344645,5.709332061794508,16.57931294589157,136.11333378098837,136.11333378098837,0.29327902313092336,1.915708715344645,2.0304799531753,1.7123006292069067,0.31817932396839327,0.41933713784021065,0.9926470588235294,0.70599209833187
Dipole fitting (grid),5,20,scenario_macro,369,4,0.6463092583694443,0.6406054910761972,0.5199341033413413,0.6970051702272949,1.2723767562996953,7.143618574368485,9.109722111119403,0.8670334041610168,0.8670334041610168,7.143618574368485,21.46306582804301,140.52983963890725,140.52983963890725,0.2828467946453013,0.8670334041610168,1.9925702370500438,1.6854203248463566,0.3071499122036874,0.39972929470295576,0.9926470588235294,0.6961881767632426
Dipole fitting (grid),10,-10,scenario_macro,369,4,0.6454490005921366,0.6402599387753499,0.5193658758836359,0.6914459564920495,1.2930911127532392,6.644469416400386,9.754470363849089,6.067187954307687,6.067187954307687,6.644469416400386,19.765857121091546,134.54844098578576,134.54844098578576,0.2999025723764184,6.067187954307687,1.6303903277729004,1.2899875621890546,0.34040276558384547,0.42676324261047704,1.0,0.7133816213052385
Dipole fitting (grid),10,-5,scenario_macro,369,4,0.652243673797367,0.6416972255861717,0.5204976035917476,0.7102307091991026,1.263904863513555,5.618301056871911,9.18877212514648,3.6258551330811812,3.6258551330811812,5.618301056871911,14.76643617994597,127.57384835874602,127.57384835874602,0.3075306030401626,3.6258551330811812,1.6506785923324554,1.2900003658179688,0.36067822651448644,0.4562481709101551,1.0,0.7281240854550776
Dipole fitting (grid),10,0,scenario_macro,369,4,0.6549134050799894,0.6435960924090712,0.5228044382517592,0.7143181153058239,1.240741149355549,5.4091551951215076,8.525886489742527,3.24689728003426,3.24689728003426,5.4091551951215076,13.004241738575127,129.14759182191577,129.14759182191577,0.3077217367426742,3.24689728003426,1.7342533655253147,1.37730648229441,0.35694688323090434,0.4488952297336845,1.0,0.7244476148668423
Dipole fitting (grid),10,5,scenario_macro,369,4,0.6559306829254947,0.6434393732346119,0.5227474722862246,0.7182811433030923,1.2367177031352474,5.614872663024898,8.600698029856721,1.91370949797,1.91370949797,5.614872663024898,11.960459083246354,127.42605789184945,127.42605789184945,0.303965381569364,1.91370949797,1.8287258560140474,1.4699956101843723,0.35873024582967517,0.4562481709101551,1.0,0.7281240854550776
Dipole fitting (grid),10,10,scenario_macro,369,4,0.6561971369869745,0.643597205476542,0.5228864720923582,0.7210479465418008,1.2252562213698532,4.5847672012724505,8.127181084684173,1.7111012434457613,1.7111012434457613,4.5847672012724505,13.737710320537873,125.67912980538483,125.67912980538483,0.30529560748385537,1.7111012434457613,2.105631767632426,1.7485751390108284,0.35705662862159787,0.4638206028680128,0.9926470588235294,0.7282338308457711
Dipole fitting (grid),10,15,scenario_macro,369,4,0.6515853797534017,0.6430859855360729,0.5225789819940037,0.7055079992195884,1.2383110059535973,5.497754992002991,8.466232087135785,2.0952163165351294,2.0952163165351294,5.497754992002991,17.43393936281601,136.5324883409195,136.5324883409195,0.28881218829487154,2.0952163165351294,2.037017120280948,1.7152161984196663,0.32180092186128184,0.4168129938542582,0.9852941176470589,0.7010535557506585
Dipole fitting (grid),10,20,scenario_macro,369,4,0.6485289517881359,0.6417790927013916,0.5213126001564712,0.7001865671641792,1.254037766622338,6.10472711667341,9.081668020595522,2.2807631953217347,2.2807631953217347,6.10472711667341,20.316569389656,135.4817100244566,135.4817100244566,0.2915314224290565,2.2807631953217347,2.015719198127012,1.6919154228855722,0.32380377524143983,0.421934445419959,1.0,0.7109672227099795
Dipole fitting (grid),15,-10,scenario_macro,369,4,0.6517435007112505,0.6399158683372979,0.5174895030123562,0.7124743927421715,1.2893310388502874,7.583036723296431,10.429380799349248,4.072594405136431,4.072594405136431,7.583036723296431,22.614005257558617,124.20635210141647,124.20635210141647,0.31061081855331946,4.072594405136431,1.6356727392449517,1.267531826163301,0.3681409130816506,0.47117354404448347,1.0,0.7355867720222418
Dipole fitting (grid),15,-5,scenario_macro,369,4,0.6565758475749817,0.6415784894802199,0.5193363439360089,0.7254206906643255,1.259554947328497,5.925918574599687,9.504144030899974,2.5997111220907816,2.5997111220907816,5.925918574599687,18.412588611807198,122.30366724661877,122.30366724661877,0.3152816709276978,2.5997111220907816,1.6540806994439565,1.2804799531753,0.3736007462686567,0.4784533216271583,1.0,0.7392266608135791
Dipole fitting (grid),15,0,scenario_macro,369,4,0.6588633930982979,0.6428292763109307,0.5211584233705194,0.7285203882548045,1.24312487002107,5.453239996531589,9.248499936934216,3.174713831031987,3.174713831031987,5.453239996531589,19.2998580460727,116.15735572059187,116.15735572059187,0.32148866483524363,3.174713831031987,1.7523137986537898,1.360220954053263,0.3920928446005268,0.5055604331284752,1.0,0.7527802165642377
Dipole fitting (grid),15,5,scenario_macro,369,4,0.6571554657022362,0.6435364478446128,0.5224003951980912,0.7213808408935715,1.2332175018426024,5.051623452162825,8.712994073562923,2.9122847017744866,2.9122847017744866,5.051623452162825,17.672162387582052,121.84522810766445,121.84522810766445,0.31249454225699985,2.9122847017744866,2.0012071992976295,1.6239848551360845,0.3772223441615452,0.4808311384255195,0.9926470588235294,0.7367390986245245
Dipole fitting (grid),15,10,scenario_macro,369,4,0.6571727799515663,0.643462217758841,0.5223021619623519,0.72191859330797,1.231056996396215,4.818043926172941,8.311410036072175,2.2142946708175804,2.2142946708175804,4.818043926172941,12.796991365959647,123.50962339768078,123.50962339768078,0.30586362347648166,2.2142946708175804,2.0907612671934444,1.7283545507755342,0.36240671641791045,0.47340503365525316,1.0,0.7367025168276266
Dipole fitting (grid),15,15,scenario_macro,369,4,0.6545125579749496,0.6434462402127302,0.5230173382162558,0.7162301238903522,1.2291471873747972,5.236734090746045,8.68272276663437,1.6102429727734486,1.6102429727734486,5.236734090746045,16.521186808116138,129.08810556463658,129.08810556463658,0.3018514117636167,1.6102429727734486,2.0899875621890547,1.7385005121451567,0.35148705004389813,0.449041556921276,0.9852941176470589,0.7171678372841674
Dipole fitting (grid),15,20,scenario_macro,369,4,0.6528625955122104,0.6429896158386357,0.5225124085851255,0.7116634962442688,1.2374351557932972,5.3550900438631475,8.681912754957695,1.2374021249968157,1.2374021249968157,5.3550900438631475,18.781729286675063,132.51493535699692,132.51493535699692,0.29297719082974344,1.2374021249968157,2.0081760316066726,1.6751810798946445,0.3329949517120281,0.4341893473807434,0.9852941176470589,0.7097417325139012
Dipole fitting (grid),20,-10,scenario_macro,369,4,0.6495483056542706,0.6399461435169582,0.5181203122190206,0.7046361330601894,1.2858299184525028,7.467699948848687,10.696700251543197,5.251583093464288,5.251583093464288,7.467699948848687,18.429390065185544,127.10713747505785,127.10713747505785,0.30683267837411266,5.251583093464288,1.8215631401814458,1.4535319724904887,0.368031167690957,0.45877231489610765,1.0,0.7293861574480538
Dipole fitting (grid),20,-5,scenario_macro,369,4,0.6506992300345787,0.6402129012373033,0.5184102250153756,0.7080992098331871,1.2770951422611454,7.095326513495945,10.273401670629065,4.925676557092798,4.925676557092798,7.095326513495945,21.36523836667583,124.2710308464308,124.2710308464308,0.31706668329697124,4.925676557092798,1.958889376646181,1.57782594381036,0.3810634328358209,0.47110038045068775,0.9926470588235294,0.7318737196371086
Dipole fitting (grid),20,0,scenario_macro,369,4,0.6516018862884356,0.6411074933645395,0.5196293226860944,0.7095649204955614,1.2716926065959115,6.217317832337884,9.579978794705816,4.272728657840414,4.272728657840414,6.217317832337884,17.359563889699448,124.19734872859215,124.19734872859215,0.31404213458665614,4.272728657840414,2.1034295434591748,1.7259328358208954,0.3774967076382792,0.4713198712320749,1.0,0.7356599356160375
Dipole fitting (grid),20,5,scenario_macro,369,4,0.6595398388955818,0.6432678046028107,0.5216117528371375,0.730549458589406,1.229246125376689,5.177311985278774,8.880361835219944,3.0804162552633407,3.0804162552633407,5.177311985278774,17.834808971483913,113.29585494054827,113.29585494054827,0.3296607798228398,3.0804162552633407,2.1022845332162716,1.6952663154814163,0.40701821773485514,0.5181079894644425,1.0,0.7590539947322212
Dipole fitting (grid),20,10,scenario_macro,369,4,0.6574277637137711,0.6438701612870114,0.522820255553711,0.7214601014535167,1.2237493252455358,4.75684445546563,8.514790934126701,2.6783469876509116,2.6783469876509116,4.75684445546563,14.114399908260387,120.16517367594174,120.16517367594174,0.3122386468478253,2.6783469876509116,2.1075248756218907,1.733924129353234,0.3736007462686567,0.4883304067895815,1.0,0.7441652033947908
Dipole fitting (grid),20,15,scenario_macro,369,4,0.6577417588514155,0.6434902986433197,0.5224034092567407,0.7246902741195981,1.2234353618760696,4.827536459471392,8.357709106791638,1.6221170638760907,1.6221170638760907,4.827536459471392,12.848992652129809,124.5409316668314,124.5409316668314,0.30691926542630776,1.6221170638760907,2.131434738074334,1.768973148961077,0.36246158911325727,0.4685762364647352,0.9926470588235294,0.7306116476441323
Dipole fitting (grid),20,20,scenario_macro,369,4,0.6560505120433231,0.6439283882737227,0.523350630168026,0.7196614964393717,1.2222446960672377,5.088315207125804,8.32014556931726,1.8701551748325904,1.8701551748325904,5.088315207125804,16.179277777674844,127.3918130711507,127.3918130711507,0.30721804057469,1.8701551748325904,2.109295434591747,1.7504554433713786,0.35883999122036875,0.45639449809774657,1.0,0.7281972490488733
LCMV,-10,-10,scenario_macro,369,4,0.767087573483601,0.7376110742105015,0.6448682315930652,0.6191350437355705,1.9589411257601808,54.84192953334354,59.644032663044676,22.04451763755272,16.427495982512486,54.84192953334354,59.644032663044676,234.02911185627735,234.02911185627735,0.0,nan,1246.3407265144865,1230.7072706321335,15.63345588235294,0.0,1.0,0.5
LCMV,-10,-5,scenario_macro,369,4,0.7857893179868998,0.7551791045041939,0.6669383527201257,0.6639249829284948,1.9501964857758565,53.21123400694322,54.13239098397852,20.65191414132214,13.695737405537093,53.21123400694322,54.13239098397852,234.02911185627735,234.02911185627735,0.0,nan,937.7482824846356,922.9710637986536,14.777218685981856,0.0,1.0,0.5
LCMV,-10,0,scenario_macro,369,4,0.7956557769928253,0.7623393245692969,0.6755574588649947,0.6989698565993562,1.9372232498345183,51.95202155097329,52.50718428720952,19.02317984964018,12.571191750230165,51.95202155097329,52.50718428720952,234.02911185627735,234.02911185627735,0.0,nan,673.5278460637986,659.9307396839333,13.597106379865378,0.0,1.0,0.5
LCMV,-10,5,scenario_macro,369,4,0.7988373252876391,0.7660656673680815,0.6803562837290831,0.7487051669755797,1.911941825126485,51.38748979680701,53.22103763611898,16.499012857849692,10.014872061567395,51.38748979680701,53.22103763611898,234.02911185627735,234.02911185627735,0.0,nan,506.2056829821481,493.84302385133157,12.362659130816505,0.0,1.0,0.5
LCMV,-10,10,scenario_macro,369,4,0.8071771055753473,0.7702282897045089,0.6856803370513395,0.8336113549897571,1.8670370460163768,51.16842690549418,52.09590535254804,14.125044338857657,7.443648016482004,51.16842690549418,52.09590535254804,234.02911185627735,234.02911185627735,0.0,nan,407.99145449224466,396.6555531167691,11.335901375475563,0.0,1.0,0.5
LCMV,-10,15,scenario_macro,369,4,0.8142705264845693,0.7708295543556828,0.6861733309210921,0.904092283679641,1.7822785507314804,50.92960252872362,52.34179934400098,11.595404827906217,5.097462503405653,50.92960252872362,52.34179934400098,220.96632159426147,220.46949184806806,0.041052444297772384,1.3571428038246174,352.4807287093942,342.2808238220661,10.199904887328065,0.059189347380743336,1.0,0.5295946736903717
LCMV,-10,20,scenario_macro,369,4,0.8209286374198481,0.7714340499451782,0.6867043551514324,0.9553433811335479,1.6763290468675787,50.84018733693972,49.802780944142796,8.920710373912426,3.4556227019331587,50.84018733693972,49.802780944142796,71.40282589752836,66.69989141449845,0.5840939682839436,2.552187436844756,325.6376920544337,317.09371158911324,8.543980465320457,0.724539069359087,0.5955882352941176,0.6600636523266024
LCMV,-5,-10,scenario_macro,369,4,0.7879576499988672,0.7505750531165485,0.6601757198948932,0.6447536825675544,1.9527764483087884,55.29253650504889,59.11988600675397,21.953476355725954,16.12356304591547,55.29253650504889,59.11988600675397,234.02911185627735,234.02911185627735,0.0,nan,1366.3982751682763,1350.7991330114135,15.599142156862746,0.0,1.0,0.5
