metric,metric_label,direction,method,n_snr_pairs,mean,sd_across_snr_pairs,median,q25,q75,min,max,bootstrap_mean_ci_low,bootstrap_mean_ci_high
surface_dle_mm_penalized,Surface penalized DLE (mm),lower,LCMV,49,47.91279125255336,2.7671529320996817,47.690016002782556,46.092235676025616,48.61357785679038,44.38094307087488,57.77505609649597,47.18885545745696,48.72283368551474
surface_dle_mm_penalized,Surface penalized DLE (mm),lower,RAP-MUSIC,49,8.534294206727424,0.918359076650042,8.515827602186269,7.856088734922886,9.181162054402549,7.1546175344949345,12.108037742642551,8.291322963009144,8.792351271703273
surface_dle_mm_penalized,Surface penalized DLE (mm),lower,Dipole fitting (grid),49,9.618396283881635,1.086127299582735,9.49776394821616,8.766988916720324,10.349289926648085,7.861937181017672,13.075551191588481,9.324933806664376,9.929080879031007
deep_sd_mm_penalized,Deep penalized SD (mm),lower,OASTER,49,4.540289626100683,2.957441964161749,3.4723214969513214,2.414206487353551,5.860559235339586,1.1672024307768796,13.356962848298458,3.76158817397323,5.393940423747903
deep_sd_mm_penalized,Deep penalized SD (mm),lower,dSPM,49,20.797457963725314,1.2801248503269216,20.636535870287105,19.656055831046785,21.760502725276535,18.84825074771844,23.468949991131797,20.449238216999053,21.15025952756706
deep_sd_mm_penalized,Deep penalized SD (mm),lower,eLORETA,49,21.036613193673926,1.2704803572822259,21.125771445654546,20.106328739565885,21.908716708654207,18.920304729811047,23.520295671740158,20.679976921567057,21.382947923215742
deep_sd_mm_penalized,Deep penalized SD (mm),lower,sLORETA,49,20.866762067525293,1.306626680953932,20.786709547215946,19.814315056177183,21.85241544689421,18.8506895919081,23.514715826780066,20.511059809809147,21.22994461672696
deep_sd_mm_penalized,Deep penalized SD (mm),lower,MNE,49,21.047194654603317,1.3884729471576323,20.800090315039274,19.737243172486938,22.01967071312404,19.120475760693367,23.94071971668198,20.675552074378828,21.44241575554152
deep_sd_mm_penalized,Deep penalized SD (mm),lower,LCMV,49,13.39847837766297,4.535825629288012,13.011299417175811,9.206678508640495,16.52537248555168,5.553609450076801,22.01310658425645,12.179029979804817,14.70360468006264
deep_sd_mm_penalized,Deep penalized SD (mm),lower,RAP-MUSIC,49,97.48972447011111,34.296770093399196,100.00261141712521,74.87411116123461,117.16161474846837,44.74085961958244,165.77062089819648,88.15171831769234,107.06785859956516
deep_sd_mm_penalized,Deep penalized SD (mm),lower,Dipole fitting (grid),49,126.15811282091465,17.107658049197955,126.58432500085728,111.52364632634071,133.27145576511654,95.57275829614485,175.52183389220804,121.47260782830675,131.0593653957171
deep_dle_mm_penalized,Deep penalized DLE (mm),lower,OASTER,49,4.213353776979294,2.9138160530974218,3.354517445070685,2.045041876289284,5.680635928160993,0.5425706116218886,12.205943417845944,3.437441380454767,5.039343826101161
deep_dle_mm_penalized,Deep penalized DLE (mm),lower,dSPM,49,14.096689660656255,1.034776962033627,14.021078379891607,13.409132483074542,14.885770808613847,12.063490103972518,16.22804067493947,13.811634308135858,14.38257162059036
deep_dle_mm_penalized,Deep penalized DLE (mm),lower,eLORETA,49,12.708136161371726,1.6746580999138476,12.277621874365883,11.61770173324174,12.933013672744094,10.792157033943225,18.69474909962084,12.27321779543767,13.194492673573887
deep_dle_mm_penalized,Deep penalized DLE (mm),lower,sLORETA,49,12.979785322075655,1.3651848170073984,12.54164503006364,12.243295600344402,12.890212698885266,11.71441753404528,18.510975542954707,12.635507865955251,13.379210125336462
deep_dle_mm_penalized,Deep penalized DLE (mm),lower,MNE,49,16.319103647392648,1.932219485306516,15.777390050951949,15.036985687039897,16.880585589236354,13.489732033862689,22.382456225348847,15.814153396446553,16.884527355176754
deep_dle_mm_penalized,Deep penalized DLE (mm),lower,LCMV,49,4.753496613325644,4.016417622019618,3.630696582338331,1.5649056085388164,7.662843920008455,0.187667998160157,14.605183688559123,3.678703870156718,5.91078606267709
deep_dle_mm_penalized,Deep penalized DLE (mm),lower,RAP-MUSIC,49,97.48992538483306,34.29672991401606,100.00261141712521,74.87411116123461,117.16161474846837,44.74085961958244,165.77062089819648,88.06769667852046,107.09206049114961
deep_dle_mm_penalized,Deep penalized DLE (mm),lower,Dipole fitting (grid),49,126.15811282091465,17.107658049197955,126.58432500085728,111.52364632634071,133.27145576511654,95.57275829614485,175.52183389220804,121.56148167786428,131.090193238417
deep_sensitivity,Deep sensitivity,higher,OASTER,49,0.8154261704681873,0.1419649898931715,0.8627450980392157,0.7401960784313726,0.9166666666666666,0.39215686274509803,0.9803921568627452,0.7756077430972389,0.8525460184073629
deep_sensitivity,Deep sensitivity,higher,dSPM,49,0.4921218487394959,0.0410035907458863,0.48774509803921573,0.4669117647058824,0.5159313725490197,0.40686274509803927,0.5833333333333334,0.4809173669467787,0.5034763905562224
deep_sensitivity,Deep sensitivity,higher,eLORETA,49,0.5483943577430972,0.04263397028256274,0.5588235294117647,0.5245098039215687,0.573529411764706,0.3786764705882353,0.6029411764705882,0.5359137404961984,0.5596238495398159
deep_sensitivity,Deep sensitivity,higher,sLORETA,49,0.5439675870348138,0.038817641877767414,0.553921568627451,0.5294117647058824,0.5637254901960784,0.3958333333333333,0.5980392156862745,0.5322128851540616,0.5539472038815526
deep_sensitivity,Deep sensitivity,higher,MNE,49,0.39570828331332525,0.0518522874744935,0.400735294117647,0.3799019607843137,0.4264705882352941,0.1911764705882353,0.4718137254901961,0.3803765256102441,0.40953881552621046
deep_sensitivity,Deep sensitivity,higher,LCMV,49,0.7743347338935573,0.27043829598685637,0.9117647058823529,0.5330882352941176,0.9803921568627452,0.10416666666666667,1.0,0.696328531412565,0.8467668317326932
deep_sensitivity,Deep sensitivity,higher,RAP-MUSIC,49,0.5814825930372148,0.14645208663893178,0.5735294117647058,0.5,0.6715686274509803,0.2916666666666667,0.8088235294117646,0.5414653361344538,0.6226515606242496
deep_sensitivity,Deep sensitivity,higher,Dipole fitting (grid),49,0.45488195278111243,0.06776107239678611,0.46078431372549017,0.4215686274509804,0.5098039215686274,0.25,0.5784313725490197,0.43587184873949575,0.4733893557422969
deep_specificity,Deep specificity,higher,OASTER,49,0.9774909963985593,0.02477225430760089,0.9852941176470589,0.9558823529411765,1.0,0.9264705882352942,1.0,0.9705882352941178,0.9840936374549819
deep_specificity,Deep specificity,higher,dSPM,49,0.08253301320528213,0.06609583366897827,0.07352941176470588,0.029411764705882353,0.11764705882352941,0.0,0.20588235294117646,0.06422569027611046,0.10084033613445378
deep_specificity,Deep specificity,higher,eLORETA,49,0.10744297719087637,0.07948911909865938,0.10294117647058823,0.029411764705882353,0.17647058823529413,0.0,0.23529411764705882,0.08553421368547419,0.13025210084033612
deep_specificity,Deep specificity,higher,sLORETA,49,0.030012004801920764,0.039932088001885004,0.014705882352941176,0.0,0.04411764705882353,0.0,0.17647058823529413,0.019807923169267706,0.04141656662665066
deep_specificity,Deep specificity,higher,MNE,49,0.2496998799519808,0.14360182410983752,0.2647058823529412,0.1323529411764706,0.38235294117647056,0.0,0.4852941176470588,0.21008403361344535,0.2893157262905162
deep_specificity,Deep specificity,higher,LCMV,49,0.6089435774309724,0.4042659983215996,0.7647058823529411,0.1323529411764706,1.0,0.0,1.0,0.4981992797118848,0.7193952581032411
deep_specificity,Deep specificity,higher,RAP-MUSIC,49,0.9987995198079231,0.004068259817444751,1.0,1.0,1.0,0.9852941176470589,1.0,0.9975990396158464,0.9996998799519807
deep_specificity,Deep specificity,higher,Dipole fitting (grid),49,0.9960984393757504,0.006559871847057118,1.0,0.9852941176470589,1.0,0.9852941176470589,1.0,0.994297719087635,0.9978991596638654
deep_balanced_accuracy,Deep balanced accuracy,higher,OASTER,49,0.8964585834333733,0.06790795406412298,0.9191176470588236,0.8651960784313726,0.9485294117647058,0.6887254901960784,0.982843137254902,0.8766006402561024,0.914765906362545
deep_balanced_accuracy,Deep balanced accuracy,higher,dSPM,49,0.287327430972389,0.03855830427104847,0.29044117647058826,0.25796568627450983,0.31066176470588236,0.20343137254901963,0.35906862745098034,0.27658563425370153,0.2977691076430572
deep_balanced_accuracy,Deep balanced accuracy,higher,eLORETA,49,0.3279186674669868,0.053505131385739514,0.32107843137254904,0.28921568627450983,0.37745098039215685,0.18933823529411764,0.40931372549019607,0.31293673719487797,0.34239945978391356
deep_balanced_accuracy,Deep balanced accuracy,higher,sLORETA,49,0.2869897959183674,0.029492686232061218,0.28921568627450983,0.26960784313725494,0.30392156862745096,0.19791666666666666,0.3602941176470588,0.2786236369547819,0.29483043217286914
deep_balanced_accuracy,Deep balanced accuracy,higher,MNE,49,0.3227040816326531,0.08734067844901361,0.3449754901960784,0.2659313725490196,0.3890931372549019,0.10294117647058824,0.4638480392156863,0.2980567226890756,0.34673932072829133
deep_balanced_accuracy,Deep balanced accuracy,higher,LCMV,49,0.6916391556622649,0.14433634962029326,0.696078431372549,0.5441176470588236,0.8186274509803921,0.4754901960784314,0.9338235294117647,0.6515102916166468,0.7311068177270909
deep_balanced_accuracy,Deep balanced accuracy,higher,RAP-MUSIC,49,0.7901410564225689,0.07351772213224372,0.7867647058823529,0.75,0.8357843137254901,0.6458333333333334,0.9044117647058822,0.7697579031612645,0.809925220088035
deep_balanced_accuracy,Deep balanced accuracy,higher,Dipole fitting (grid),49,0.7254901960784315,0.032978363939795204,0.7303921568627451,0.7107843137254902,0.7524509803921569,0.625,0.7892156862745099,0.716186474589836,0.734593837535014
