metric,metric_label,direction,baseline,n_snr_pairs,oaster_mean,baseline_mean,mean_oriented_difference,median_oriented_difference,bootstrap_difference_ci_low,bootstrap_difference_ci_high,oaster_wins,ties,oaster_losses,win_rate_excluding_ties,common_language_win_probability,wilcoxon_p_value,holm_p_value_within_metric,paired_rank_biserial
deep_dle_mm_penalized,Deep penalized DLE (mm),positive difference favors OASTER,MNE,49,4.213353776979294,16.319103647392648,12.105749870413351,12.293028119863019,11.682928033630647,12.513506718090582,49,0,0,1.0,1.0,3.552713678800501e-15,2.4868995751603507e-14,1.0
deep_dle_mm_penalized,Deep penalized DLE (mm),positive difference favors OASTER,LCMV,49,4.213353776979294,4.753496613325644,0.5401428363463494,0.22110734698514745,0.1272867371155151,0.9700734096130353,28,0,21,0.5714285714285714,0.5714285714285714,0.04711360073893189,0.04711360073893189,0.32571428571428573
deep_dle_mm_penalized,Deep penalized DLE (mm),positive difference favors OASTER,RAP-MUSIC,49,4.213353776979294,97.48992538483306,93.27657160785377,95.5657884058531,84.40510042494232,102.09121943758137,49,0,0,1.0,1.0,3.552713678800501e-15,2.4868995751603507e-14,1.0
deep_dle_mm_penalized,Deep penalized DLE (mm),positive difference favors OASTER,Dipole fitting (grid),49,4.213353776979294,126.15811282091465,121.94475904393532,123.09796396823097,117.83185998747648,126.17489019643607,49,0,0,1.0,1.0,3.552713678800501e-15,2.4868995751603507e-14,1.0
deep_sensitivity,Deep sensitivity,positive difference favors OASTER,dSPM,49,0.8154261704681873,0.4921218487394959,0.32330432172869145,0.35661764705882354,0.2845882102841136,0.36049607342937173,48,0,1,0.9795918367346939,0.9795918367346939,1.256512710738659e-09,6.652735516968983e-09,0.996734693877551
deep_sensitivity,Deep sensitivity,positive difference favors OASTER,eLORETA,49,0.8154261704681873,0.5483943577430972,0.26703181272509,0.303921568627451,0.23316701680672267,0.2991452831132453,48,0,1,0.9795918367346939,0.9795918367346939,1.3355285861313298e-09,6.652735516968983e-09,0.9951020408163266
deep_sensitivity,Deep sensitivity,positive difference favors OASTER,sLORETA,49,0.8154261704681873,0.5439675870348138,0.2714585834333733,0.3088235294117647,0.23564300720288114,0.30362144857943174,46,0,3,0.9387755102040817,0.9387755102040817,1.6076074954639585e-09,6.652735516968983e-09,0.990204081632653
deep_sensitivity,Deep sensitivity,positive difference favors OASTER,MNE,49,0.8154261704681873,0.39570828331332525,0.41971788715486186,0.47058823529411764,0.38825342637054816,0.4493303571428572,49,0,0,1.0,1.0,3.552713678800501e-15,2.4868995751603507e-14,1.0
deep_sensitivity,Deep sensitivity,positive difference favors OASTER,LCMV,49,0.8154261704681873,0.7743347338935573,0.041091436574629825,-0.03431372549019607,0.0025010004001600507,0.08278373849539815,18,0,31,0.3673469387755102,0.3673469387755102,0.6119226952240568,0.6119226952240568,0.08326530612244898
deep_sensitivity,Deep sensitivity,positive difference favors OASTER,RAP-MUSIC,49,0.8154261704681873,0.5814825930372148,0.2339435774309724,0.25,0.21098439375750302,0.25675395158063224,49,0,0,1.0,1.0,1.1093115717163083e-09,6.652735516968983e-09,1.0
