dataset,case_id,label_posthoc,eeg_snr_db_posthoc,meg_snr_db_posthoc,candidate,family,score
retired113,erp-v6-hierarchical-v1-gate-calibration-020-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e10,per_modality_exponent,-0.030171075785800916
retired113,erp-v6-hierarchical-v1-gate-calibration-020-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p5,sqrt_weight,-0.08131811356384941
retired113,erp-v6-hierarchical-v1-gate-calibration-020-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p6,sqrt_weight,-0.07281569209332586
retired113,erp-v6-hierarchical-v1-gate-calibration-020-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p666667,sqrt_weight,-0.06714741111297684
retired113,erp-v6-hierarchical-v1-gate-calibration-020-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p75,sqrt_weight,-0.06006205988754054
retired113,erp-v6-hierarchical-v1-gate-calibration-020-eeg-10-meg+20,0,-10,20,adaptive_balance_p0p5,adaptive_balance,-0.07948472585525845
retired113,erp-v6-hierarchical-v1-gate-calibration-020-eeg-10-meg+20,0,-10,20,adaptive_balance_p1,adaptive_balance,-0.08115997929578635
retired113,erp-v6-hierarchical-v1-gate-calibration-020-eeg-10-meg+20,0,-10,20,adaptive_balance_p2,adaptive_balance,-0.08131693712502795
retired113,erp-v6-hierarchical-v1-gate-calibration-020-eeg-10-meg+20,0,-10,20,reference_global_sqrt_fixed_3_to_1,reference_global,-0.03346789143347324
retired113,erp-v6-hierarchical-v1-gate-calibration-020-eeg-10-meg+20,0,-10,20,reference_snr_blind_consensus,reference_consensus,-0.4326990514239515
retired113,erp-v6-hierarchical-v1-gate-calibration-021-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e05,per_modality_exponent,-0.0011783595687990605
retired113,erp-v6-hierarchical-v1-gate-calibration-021-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e0625,per_modality_exponent,-0.001491205618444748
retired113,erp-v6-hierarchical-v1-gate-calibration-021-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e075,per_modality_exponent,-0.0016407400093537356
retired113,erp-v6-hierarchical-v1-gate-calibration-021-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e0875,per_modality_exponent,-0.00170230111154336
retired113,erp-v6-hierarchical-v1-gate-calibration-021-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e10,per_modality_exponent,-0.00171667533367632
retired113,erp-v6-hierarchical-v1-gate-calibration-021-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p5,sqrt_weight,0.00025706951245611917
retired113,erp-v6-hierarchical-v1-gate-calibration-021-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p6,sqrt_weight,-0.00031710212004595244
retired113,erp-v6-hierarchical-v1-gate-calibration-021-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p666667,sqrt_weight,-0.000699883208380667
retired113,erp-v6-hierarchical-v1-gate-calibration-021-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p75,sqrt_weight,-0.0011783595687990605
retired113,erp-v6-hierarchical-v1-gate-calibration-021-eeg-10-meg+20,0,-10,20,adaptive_balance_p0p5,adaptive_balance,0.0001214273032146653
retired113,erp-v6-hierarchical-v1-gate-calibration-021-eeg-10-meg+20,0,-10,20,adaptive_balance_p1,adaptive_balance,0.00024425187543861224
retired113,erp-v6-hierarchical-v1-gate-calibration-021-eeg-10-meg+20,0,-10,20,adaptive_balance_p2,adaptive_balance,0.00025695505760714205
retired113,erp-v6-hierarchical-v1-gate-calibration-021-eeg-10-meg+20,0,-10,20,reference_global_sqrt_fixed_3_to_1,reference_global,0.0005967376223078445
retired113,erp-v6-hierarchical-v1-gate-calibration-021-eeg-10-meg+20,0,-10,20,reference_snr_blind_consensus,reference_consensus,-0.0008422776733263959
retired113,erp-v6-hierarchical-v1-gate-calibration-022-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e05,per_modality_exponent,0.002130309039703841
retired113,erp-v6-hierarchical-v1-gate-calibration-022-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e0625,per_modality_exponent,0.0030465777520250893
retired113,erp-v6-hierarchical-v1-gate-calibration-022-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e075,per_modality_exponent,0.003568987436372325
retired113,erp-v6-hierarchical-v1-gate-calibration-022-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e0875,per_modality_exponent,0.0038588693022712298
retired113,erp-v6-hierarchical-v1-gate-calibration-022-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e10,per_modality_exponent,0.004011551265313332
retired113,erp-v6-hierarchical-v1-gate-calibration-022-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p5,sqrt_weight,-0.0017215497284322717
retired113,erp-v6-hierarchical-v1-gate-calibration-022-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p6,sqrt_weight,-0.00018080622117782686
retired113,erp-v6-hierarchical-v1-gate-calibration-022-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p666667,sqrt_weight,0.0008463561169918029
retired113,erp-v6-hierarchical-v1-gate-calibration-022-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p75,sqrt_weight,0.002130309039703841
retired113,erp-v6-hierarchical-v1-gate-calibration-022-eeg-10-meg+20,0,-10,20,adaptive_balance_p0p5,adaptive_balance,-0.001231446539273263
retired113,erp-v6-hierarchical-v1-gate-calibration-022-eeg-10-meg+20,0,-10,20,adaptive_balance_p1,adaptive_balance,-0.001659189930090012
retired113,erp-v6-hierarchical-v1-gate-calibration-022-eeg-10-meg+20,0,-10,20,adaptive_balance_p2,adaptive_balance,-0.0017205401523591674
retired113,erp-v6-hierarchical-v1-gate-calibration-022-eeg-10-meg+20,0,-10,20,reference_global_sqrt_fixed_3_to_1,reference_global,-0.0017854470691542014
retired113,erp-v6-hierarchical-v1-gate-calibration-022-eeg-10-meg+20,0,-10,20,reference_snr_blind_consensus,reference_consensus,-0.026994213237965328
retired113,erp-v6-hierarchical-v1-gate-calibration-023-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e05,per_modality_exponent,-0.022433465770979256
retired113,erp-v6-hierarchical-v1-gate-calibration-023-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e0625,per_modality_exponent,-0.014891719286954763
retired113,erp-v6-hierarchical-v1-gate-calibration-023-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e075,per_modality_exponent,-0.010388384786374345
retired113,erp-v6-hierarchical-v1-gate-calibration-023-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e0875,per_modality_exponent,-0.007681309107570571
retired113,erp-v6-hierarchical-v1-gate-calibration-023-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e10,per_modality_exponent,-0.006036691796304165
retired113,erp-v6-hierarchical-v1-gate-calibration-023-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p5,sqrt_weight,-0.03911013315607053
retired113,erp-v6-hierarchical-v1-gate-calibration-023-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p6,sqrt_weight,-0.03243946620203402
retired113,erp-v6-hierarchical-v1-gate-calibration-023-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p666667,sqrt_weight,-0.027992354899343017
retired113,erp-v6-hierarchical-v1-gate-calibration-023-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p75,sqrt_weight,-0.022433465770979256
retired113,erp-v6-hierarchical-v1-gate-calibration-023-eeg-10-meg+20,0,-10,20,adaptive_balance_p0p5,adaptive_balance,-0.03682155044477666
retired113,erp-v6-hierarchical-v1-gate-calibration-023-eeg-10-meg+20,0,-10,20,adaptive_balance_p1,adaptive_balance,-0.03879606496093967
retired113,erp-v6-hierarchical-v1-gate-calibration-023-eeg-10-meg+20,0,-10,20,adaptive_balance_p2,adaptive_balance,-0.03910421837532237
retired113,erp-v6-hierarchical-v1-gate-calibration-023-eeg-10-meg+20,0,-10,20,reference_global_sqrt_fixed_3_to_1,reference_global,-0.018708382363419145
retired113,erp-v6-hierarchical-v1-gate-calibration-023-eeg-10-meg+20,0,-10,20,reference_snr_blind_consensus,reference_consensus,-0.20766489692351553
retired113,erp-v6-hierarchical-v1-gate-calibration-024-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e05,per_modality_exponent,-0.008153123844860225
retired113,erp-v6-hierarchical-v1-gate-calibration-024-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e0625,per_modality_exponent,-0.007145062858016676
retired113,erp-v6-hierarchical-v1-gate-calibration-024-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e075,per_modality_exponent,-0.006503695532826327
retired113,erp-v6-hierarchical-v1-gate-calibration-024-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e0875,per_modality_exponent,-0.006064808005710687
retired113,erp-v6-hierarchical-v1-gate-calibration-024-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e10,per_modality_exponent,-0.005739059398567732
retired113,erp-v6-hierarchical-v1-gate-calibration-024-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p5,sqrt_weight,-0.007731402219159759
retired113,erp-v6-hierarchical-v1-gate-calibration-024-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p6,sqrt_weight,-0.007900090869439946
retired113,erp-v6-hierarchical-v1-gate-calibration-024-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p666667,sqrt_weight,-0.008012549969626737
retired113,erp-v6-hierarchical-v1-gate-calibration-024-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p75,sqrt_weight,-0.008153123844860225
retired113,erp-v6-hierarchical-v1-gate-calibration-024-eeg-10-meg+20,0,-10,20,adaptive_balance_p0p5,adaptive_balance,-0.00777370605156168
retired113,erp-v6-hierarchical-v1-gate-calibration-024-eeg-10-meg+20,0,-10,20,adaptive_balance_p1,adaptive_balance,-0.007735645810493064
retired113,erp-v6-hierarchical-v1-gate-calibration-024-eeg-10-meg+20,0,-10,20,adaptive_balance_p2,adaptive_balance,-0.007731444920473391
retired113,erp-v6-hierarchical-v1-gate-calibration-024-eeg-10-meg+20,0,-10,20,reference_global_sqrt_fixed_3_to_1,reference_global,-0.0023671110794863523
retired113,erp-v6-hierarchical-v1-gate-calibration-024-eeg-10-meg+20,0,-10,20,reference_snr_blind_consensus,reference_consensus,-0.0233288081874367
retired113,erp-v6-hierarchical-v1-gate-calibration-025-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e05,per_modality_exponent,0.0021354979994746884
retired113,erp-v6-hierarchical-v1-gate-calibration-025-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e0625,per_modality_exponent,0.0028421992799446665
retired113,erp-v6-hierarchical-v1-gate-calibration-025-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e075,per_modality_exponent,0.00318394802651465
retired113,erp-v6-hierarchical-v1-gate-calibration-025-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e0875,per_modality_exponent,0.0033321518631861877
retired113,erp-v6-hierarchical-v1-gate-calibration-025-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e10,per_modality_exponent,0.0033780246808693816
retired113,erp-v6-hierarchical-v1-gate-calibration-025-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p5,sqrt_weight,-0.0008096185331969356
retired113,erp-v6-hierarchical-v1-gate-calibration-025-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p6,sqrt_weight,0.0003684280798717139
retired113,erp-v6-hierarchical-v1-gate-calibration-025-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p666667,sqrt_weight,0.001153792488584147
retired113,erp-v6-hierarchical-v1-gate-calibration-025-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p75,sqrt_weight,0.0021354979994746884
retired113,erp-v6-hierarchical-v1-gate-calibration-025-eeg-10-meg+20,0,-10,20,adaptive_balance_p0p5,adaptive_balance,-0.0005532513178576363
retired113,erp-v6-hierarchical-v1-gate-calibration-025-eeg-10-meg+20,0,-10,20,adaptive_balance_p1,adaptive_balance,-0.0007873022179096744
retired113,erp-v6-hierarchical-v1-gate-calibration-025-eeg-10-meg+20,0,-10,20,adaptive_balance_p2,adaptive_balance,-0.0008094494336307644
retired113,erp-v6-hierarchical-v1-gate-calibration-025-eeg-10-meg+20,0,-10,20,reference_global_sqrt_fixed_3_to_1,reference_global,-0.0013432689788590545
retired113,erp-v6-hierarchical-v1-gate-calibration-025-eeg-10-meg+20,0,-10,20,reference_snr_blind_consensus,reference_consensus,-0.023652144163878248
retired113,erp-v6-hierarchical-v1-gate-calibration-026-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e05,per_modality_exponent,-0.0019453985227512946
retired113,erp-v6-hierarchical-v1-gate-calibration-026-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e0625,per_modality_exponent,-0.0021049279861019344
retired113,erp-v6-hierarchical-v1-gate-calibration-026-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e075,per_modality_exponent,-0.0020919239753328005
retired113,erp-v6-hierarchical-v1-gate-calibration-026-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e0875,per_modality_exponent,-0.001998201165721297
retired113,erp-v6-hierarchical-v1-gate-calibration-026-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e10,per_modality_exponent,-0.0018703843505014953
retired113,erp-v6-hierarchical-v1-gate-calibration-026-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p5,sqrt_weight,-0.0001991318892501663
retired113,erp-v6-hierarchical-v1-gate-calibration-026-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p6,sqrt_weight,-0.0008976385426506177
retired113,erp-v6-hierarchical-v1-gate-calibration-026-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p666667,sqrt_weight,-0.0013633096449175853
retired113,erp-v6-hierarchical-v1-gate-calibration-026-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p75,sqrt_weight,-0.0019453985227512946
retired113,erp-v6-hierarchical-v1-gate-calibration-026-eeg-10-meg+20,0,-10,20,adaptive_balance_p0p5,adaptive_balance,-0.0003762641516497486
retired113,erp-v6-hierarchical-v1-gate-calibration-026-eeg-10-meg+20,0,-10,20,adaptive_balance_p1,adaptive_balance,-0.00021709927050848443
retired113,erp-v6-hierarchical-v1-gate-calibration-026-eeg-10-meg+20,0,-10,20,adaptive_balance_p2,adaptive_balance,-0.00019931675608727368
retired113,erp-v6-hierarchical-v1-gate-calibration-026-eeg-10-meg+20,0,-10,20,reference_global_sqrt_fixed_3_to_1,reference_global,0.0005425027685565309
retired113,erp-v6-hierarchical-v1-gate-calibration-026-eeg-10-meg+20,0,-10,20,reference_snr_blind_consensus,reference_consensus,-0.001408774149293308
retired113,erp-v6-hierarchical-v1-gate-calibration-027-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e05,per_modality_exponent,-0.0001938117181539614
retired113,erp-v6-hierarchical-v1-gate-calibration-027-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e0625,per_modality_exponent,-5.730671334220651e-06
retired113,erp-v6-hierarchical-v1-gate-calibration-027-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e075,per_modality_exponent,8.97882440361652e-05
retired113,erp-v6-hierarchical-v1-gate-calibration-027-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e0875,per_modality_exponent,0.00013804193938507492
retired113,erp-v6-hierarchical-v1-gate-calibration-027-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e10,per_modality_exponent,0.00016216192673608308
retired113,erp-v6-hierarchical-v1-gate-calibration-027-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p5,sqrt_weight,-0.0006446592333124181
retired113,erp-v6-hierarchical-v1-gate-calibration-027-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p6,sqrt_weight,-0.00046432022724903545
retired113,erp-v6-hierarchical-v1-gate-calibration-027-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p666667,sqrt_weight,-0.0003440942232067804
retired113,erp-v6-hierarchical-v1-gate-calibration-027-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p75,sqrt_weight,-0.00019381171815396138
retired113,erp-v6-hierarchical-v1-gate-calibration-027-eeg-10-meg+20,0,-10,20,adaptive_balance_p0p5,adaptive_balance,-0.0006132955710456295
retired113,erp-v6-hierarchical-v1-gate-calibration-027-eeg-10-meg+20,0,-10,20,adaptive_balance_p1,adaptive_balance,-0.0006424773885030052
retired113,erp-v6-hierarchical-v1-gate-calibration-027-eeg-10-meg+20,0,-10,20,adaptive_balance_p2,adaptive_balance,-0.0006446486744280673
retired113,erp-v6-hierarchical-v1-gate-calibration-027-eeg-10-meg+20,0,-10,20,reference_global_sqrt_fixed_3_to_1,reference_global,-0.0003731778499945084
retired113,erp-v6-hierarchical-v1-gate-calibration-027-eeg-10-meg+20,0,-10,20,reference_snr_blind_consensus,reference_consensus,-0.005929765238272217
retired113,erp-v6-hierarchical-v1-gate-calibration-028-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e05,per_modality_exponent,-0.0006826697414511374
retired113,erp-v6-hierarchical-v1-gate-calibration-028-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e0625,per_modality_exponent,-0.0014460613417205006
retired113,erp-v6-hierarchical-v1-gate-calibration-028-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e075,per_modality_exponent,-0.0018575736982306113
retired113,erp-v6-hierarchical-v1-gate-calibration-028-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e0875,per_modality_exponent,-0.0020794027300155456
retired113,erp-v6-hierarchical-v1-gate-calibration-028-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e10,per_modality_exponent,-0.0021989814463388123
retired113,erp-v6-hierarchical-v1-gate-calibration-028-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p5,sqrt_weight,0.0017530941362705434
retired113,erp-v6-hierarchical-v1-gate-calibration-028-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p6,sqrt_weight,0.0007787885851818714
retired113,erp-v6-hierarchical-v1-gate-calibration-028-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p666667,sqrt_weight,0.00012925155112275674
retired113,erp-v6-hierarchical-v1-gate-calibration-028-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p75,sqrt_weight,-0.0006826697414511374
retired113,erp-v6-hierarchical-v1-gate-calibration-028-eeg-10-meg+20,0,-10,20,adaptive_balance_p0p5,adaptive_balance,0.0015474211760405686
retired113,erp-v6-hierarchical-v1-gate-calibration-028-eeg-10-meg+20,0,-10,20,adaptive_balance_p1,adaptive_balance,0.0017357273598942844
retired113,erp-v6-hierarchical-v1-gate-calibration-028-eeg-10-meg+20,0,-10,20,adaptive_balance_p2,adaptive_balance,0.0017529703127240732
retired113,erp-v6-hierarchical-v1-gate-calibration-028-eeg-10-meg+20,0,-10,20,reference_global_sqrt_fixed_3_to_1,reference_global,0.001458667896360956
retired113,erp-v6-hierarchical-v1-gate-calibration-028-eeg-10-meg+20,0,-10,20,reference_snr_blind_consensus,reference_consensus,-0.0009061654728485454
retired113,erp-v6-hierarchical-v1-gate-calibration-029-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e05,per_modality_exponent,-0.061007175546204793
retired113,erp-v6-hierarchical-v1-gate-calibration-029-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e0625,per_modality_exponent,-0.055530090144351146
retired113,erp-v6-hierarchical-v1-gate-calibration-029-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e075,per_modality_exponent,-0.051410225844693125
retired113,erp-v6-hierarchical-v1-gate-calibration-029-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e0875,per_modality_exponent,-0.04805359729960108
retired113,erp-v6-hierarchical-v1-gate-calibration-029-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e10,per_modality_exponent,-0.04515396743941609
retired113,erp-v6-hierarchical-v1-gate-calibration-029-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p5,sqrt_weight,-0.047257023495300636
retired113,erp-v6-hierarchical-v1-gate-calibration-029-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p6,sqrt_weight,-0.0527570843156623
retired113,erp-v6-hierarchical-v1-gate-calibration-029-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p666667,sqrt_weight,-0.05642379152923674
retired113,erp-v6-hierarchical-v1-gate-calibration-029-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p75,sqrt_weight,-0.06100717554620479
retired113,erp-v6-hierarchical-v1-gate-calibration-029-eeg-10-meg+20,0,-10,20,adaptive_balance_p0p5,adaptive_balance,-0.04841078899337913
retired113,erp-v6-hierarchical-v1-gate-calibration-029-eeg-10-meg+20,0,-10,20,adaptive_balance_p1,adaptive_balance,-0.047353835139246694
retired113,erp-v6-hierarchical-v1-gate-calibration-029-eeg-10-meg+20,0,-10,20,adaptive_balance_p2,adaptive_balance,-0.04725770512371965
retired113,erp-v6-hierarchical-v1-gate-calibration-029-eeg-10-meg+20,0,-10,20,reference_global_sqrt_fixed_3_to_1,reference_global,-0.009643805567644163
retired113,erp-v6-hierarchical-v1-gate-calibration-029-eeg-10-meg+20,0,-10,20,reference_snr_blind_consensus,reference_consensus,-0.07628138512106884
retired113,erp-v6-hierarchical-v1-gate-calibration-030-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e05,per_modality_exponent,-0.003252423772793339
retired113,erp-v6-hierarchical-v1-gate-calibration-030-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e0625,per_modality_exponent,-0.0019048564182858954
retired113,erp-v6-hierarchical-v1-gate-calibration-030-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e075,per_modality_exponent,-0.0011680476142917771
retired113,erp-v6-hierarchical-v1-gate-calibration-030-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e0875,per_modality_exponent,-0.000764607292528011
retired113,erp-v6-hierarchical-v1-gate-calibration-030-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e10,per_modality_exponent,-0.0005431342549435241
retired113,erp-v6-hierarchical-v1-gate-calibration-030-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p5,sqrt_weight,-0.006115617779192517
retired113,erp-v6-hierarchical-v1-gate-calibration-030-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p6,sqrt_weight,-0.0049703401766328465
retired113,erp-v6-hierarchical-v1-gate-calibration-030-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p666667,sqrt_weight,-0.0042068217749263994
retired113,erp-v6-hierarchical-v1-gate-calibration-030-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p75,sqrt_weight,-0.003252423772793339
retired113,erp-v6-hierarchical-v1-gate-calibration-030-eeg-10-meg+20,0,-10,20,adaptive_balance_p0p5,adaptive_balance,-0.005851076862714381
retired113,erp-v6-hierarchical-v1-gate-calibration-030-eeg-10-meg+20,0,-10,20,adaptive_balance_p1,adaptive_balance,-0.006091175880971619
retired113,erp-v6-hierarchical-v1-gate-calibration-030-eeg-10-meg+20,0,-10,20,adaptive_balance_p2,adaptive_balance,-0.006115409128857504
retired113,erp-v6-hierarchical-v1-gate-calibration-030-eeg-10-meg+20,0,-10,20,reference_global_sqrt_fixed_3_to_1,reference_global,-0.0029874732142033144
retired113,erp-v6-hierarchical-v1-gate-calibration-030-eeg-10-meg+20,0,-10,20,reference_snr_blind_consensus,reference_consensus,-0.03975110524370889
retired113,erp-v6-hierarchical-v1-gate-calibration-031-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e05,per_modality_exponent,0.0007029294926423053
retired113,erp-v6-hierarchical-v1-gate-calibration-031-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e0625,per_modality_exponent,0.000647036742326206
retired113,erp-v6-hierarchical-v1-gate-calibration-031-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e075,per_modality_exponent,0.0006151662115096688
retired113,erp-v6-hierarchical-v1-gate-calibration-031-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e0875,per_modality_exponent,0.0005969933585227715
retired113,erp-v6-hierarchical-v1-gate-calibration-031-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e10,per_modality_exponent,0.0005866310401922583
retired113,erp-v6-hierarchical-v1-gate-calibration-031-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p5,sqrt_weight,0.0006420146603907434
retired113,erp-v6-hierarchical-v1-gate-calibration-031-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p6,sqrt_weight,0.0006663805932913681
retired113,erp-v6-hierarchical-v1-gate-calibration-031-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p666667,sqrt_weight,0.0006826245485584514
retired113,erp-v6-hierarchical-v1-gate-calibration-031-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p75,sqrt_weight,0.0007029294926423053
retired113,erp-v6-hierarchical-v1-gate-calibration-031-eeg-10-meg+20,0,-10,20,adaptive_balance_p0p5,adaptive_balance,0.0006484542518866772
retired113,erp-v6-hierarchical-v1-gate-calibration-031-eeg-10-meg+20,0,-10,20,adaptive_balance_p1,adaptive_balance,0.0006426954196919141
retired113,erp-v6-hierarchical-v1-gate-calibration-031-eeg-10-meg+20,0,-10,20,adaptive_balance_p2,adaptive_balance,0.0006420222682788225
retired113,erp-v6-hierarchical-v1-gate-calibration-031-eeg-10-meg+20,0,-10,20,reference_global_sqrt_fixed_3_to_1,reference_global,0.00019060841302527993
retired113,erp-v6-hierarchical-v1-gate-calibration-031-eeg-10-meg+20,0,-10,20,reference_snr_blind_consensus,reference_consensus,0.0008787041533491548
retired113,erp-v6-hierarchical-v1-gate-calibration-032-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e05,per_modality_exponent,-0.009126778830049516
retired113,erp-v6-hierarchical-v1-gate-calibration-032-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e0625,per_modality_exponent,-0.007547073146421392
retired113,erp-v6-hierarchical-v1-gate-calibration-032-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e075,per_modality_exponent,-0.006645022388938306
retired113,erp-v6-hierarchical-v1-gate-calibration-032-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e0875,per_modality_exponent,-0.006129661892273976
retired113,erp-v6-hierarchical-v1-gate-calibration-032-eeg-10-meg+20,0,-10,20,per_modality_fixed_3_to_1_e10,per_modality_exponent,-0.0058349585477824595
retired113,erp-v6-hierarchical-v1-gate-calibration-032-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p5,sqrt_weight,-0.010985503257384153
retired113,erp-v6-hierarchical-v1-gate-calibration-032-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p6,sqrt_weight,-0.010242013486450298
retired113,erp-v6-hierarchical-v1-gate-calibration-032-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p666667,sqrt_weight,-0.00974635363916106
retired113,erp-v6-hierarchical-v1-gate-calibration-032-eeg-10-meg+20,0,-10,20,sqrt_weight_eeg_0p75,sqrt_weight,-0.009126778830049516
