eeg_snr_db,meg_snr_db,scenario,aggregation,case_count,scenario_count,auc,auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,deep_score,deep_peak_distance_mm,active_count,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_sensitivity,deep_specificity,deep_balanced_accuracy
0,10,deep_only,case_weighted_within_scenario,16,1,1.0,1.0,0.3020417935885663,nan,nan,0.0,0.0,1.0,0.0,417.9375,nan,nan,0.0,0.0,1.0,nan,nan
0,10,deep_plus_surface,case_weighted_within_scenario,68,1,0.8377897430091906,0.9617905095930408,0.8630121815626884,4.952560063971638,6.155070806664265,9.585333972907108,9.194843562332283,0.3095273421266565,9.194843562332283,14.926470588235293,4.952560063971638,6.155070806664265,9.585333972907108,9.194843562332283,0.5441176470588235,nan,nan
0,10,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.8108238034601212,0.9204202921317297,1.071148905395561,6.05070836792096,16.98077560459338,14.479016675461175,14.54462907947967,0.1596720232440414,14.54462907947967,14.0,6.05070836792096,16.98077560459338,14.479016675461175,14.54462907947967,0.2647058823529412,nan,nan
0,10,surface_only,case_weighted_within_scenario,68,1,0.9484553504164812,0.9805477943059693,0.7449297556534825,2.921003174713181,5.473196204059717,nan,nan,0.0035630545344410244,nan,18.558823529411764,2.921003174713181,5.473196204059717,nan,nan,nan,1.0,nan
0,15,deep_only,case_weighted_within_scenario,16,1,1.0,1.0,0.3211802469621558,nan,nan,0.0,0.0,1.0,0.0,453.9375,nan,nan,0.0,0.0,1.0,nan,nan
0,15,deep_plus_surface,case_weighted_within_scenario,68,1,0.8336074342108042,0.9582896013397334,0.8675222076627617,3.7062202778224425,6.586919260835255,8.74064233909672,8.707985777549501,0.36490583574200874,8.707985777549501,15.205882352941176,3.7062202778224425,6.586919260835255,8.74064233909672,8.707985777549501,0.5735294117647058,nan,nan
0,15,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.8159459628599474,0.902703656981619,1.0921670063950677,4.888875153716258,13.832079331058978,15.162177336286186,14.517324299687212,0.17826408323070123,14.517324299687212,15.852941176470589,4.888875153716258,13.832079331058978,15.162177336286186,14.517324299687212,0.20588235294117646,nan,nan
0,15,surface_only,case_weighted_within_scenario,68,1,0.9354048769608352,0.9723340077329832,0.7672921821064385,3.1199701666550985,5.932179044406123,nan,nan,0.004220219297675579,nan,18.676470588235293,3.1199701666550985,5.932179044406123,nan,nan,nan,1.0,nan
0,20,deep_only,case_weighted_within_scenario,16,1,1.0,1.0,0.2906236081348962,nan,nan,0.0,0.0,1.0,0.0,417.5,nan,nan,0.0,0.0,1.0,nan,nan
0,20,deep_plus_surface,case_weighted_within_scenario,68,1,0.8122466481863783,0.9560329847059448,0.9154057485507888,4.865128964470816,6.735237112809585,10.289156540412252,9.152613806936806,0.2942203130287661,9.152613806936806,15.602941176470589,4.865128964470816,6.735237112809585,10.289156540412252,9.152613806936806,0.5294117647058824,nan,nan
0,20,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.7931336132413163,0.8895836447141076,1.2094280781859787,3.916543845091737,11.048700289504026,15.899217174806287,13.7215895707554,0.16300335801798763,13.7215895707554,17.970588235294116,3.916543845091737,11.048700289504026,15.899217174806287,13.7215895707554,0.23529411764705882,nan,nan
0,20,surface_only,case_weighted_within_scenario,68,1,0.9238953538419405,0.9708510705682092,0.7934323109315071,2.668279748448316,6.018609211151478,nan,nan,0.004368796196569945,nan,17.397058823529413,2.668279748448316,6.018609211151478,nan,nan,nan,1.0,nan
5,-10,deep_only,case_weighted_within_scenario,16,1,1.0,1.0,0.21533979638120587,nan,nan,0.0,0.0,1.0,0.0,239.5625,nan,nan,0.0,0.0,1.0,nan,nan
5,-10,deep_plus_surface,case_weighted_within_scenario,68,1,0.8568456432084208,0.9726889008772099,0.8218723821993688,4.55657161303292,7.24027215241188,7.845585970572436,7.7743118830268205,0.537468039992797,7.7743118830268205,14.838235294117647,4.55657161303292,7.24027215241188,7.845585970572436,7.7743118830268205,0.6323529411764706,nan,nan
5,-10,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.8217233263359431,0.9185475310097119,1.0586384125965438,4.075211054973205,15.799587257931712,12.771098536045608,11.852418792942924,0.3261897899098418,11.852418792942924,12.588235294117647,4.075211054973205,15.799587257931712,12.771098536045608,11.852418792942924,0.4117647058823529,nan,nan
5,-10,surface_only,case_weighted_within_scenario,68,1,0.9380956404970385,0.9781804874032147,0.7051835868989587,1.9280069319116444,5.021312176037327,nan,nan,0.0026369815732314034,nan,16.397058823529413,1.9280069319116444,5.021312176037327,nan,nan,nan,1.0,nan
