eeg_snr_db,meg_snr_db,aggregation,case_count,scenario_count,auc,auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,deep_score,deep_peak_distance_mm,active_count,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_sensitivity,deep_specificity,deep_balanced_accuracy
-10,-10,case_weighted,186,4,0.827707282287098,0.9532134967010389,0.8496699033287354,5.076113222800578,8.105723666285252,18.106666969235274,16.84925745295032,0.12030740833772345,16.84925745295032,39.10752688172043,5.076113222800578,8.105723666285252,18.106666969235274,16.84925745295032,0.1864406779661017,1.0,0.5932203389830508
-10,-5,case_weighted,186,4,0.8356175454793876,0.95277595789227,0.8332135929861095,3.8968748097448866,7.1492372548258585,14.948851423836599,14.274482834681136,0.1875036741708791,14.274482834681136,44.215053763440864,3.8968748097448866,7.1492372548258585,14.948851423836599,14.274482834681136,0.3135593220338983,1.0,0.6567796610169492
-10,0,case_weighted,186,4,0.8473072404338033,0.9530326125665501,0.8562596969870042,3.712090548384042,7.872198671082452,14.402107847328962,14.450853851022355,0.20417209337696962,14.450853851022355,50.82795698924731,3.712090548384042,7.872198671082452,14.402107847328962,14.450853851022355,0.3728813559322034,1.0,0.6864406779661016
-10,5,case_weighted,186,4,0.8532778764228629,0.9510151962757855,0.87555461332896,4.409989257930986,7.562055375467073,11.354087118526559,10.929076377894548,0.229603384763424,10.929076377894548,52.13978494623656,4.409989257930986,7.562055375467073,11.354087118526559,10.929076377894548,0.4406779661016949,1.0,0.7203389830508474
-10,10,case_weighted,186,4,0.8467844718732725,0.947498270631736,0.9140112736099674,4.405571517754853,7.998030267852355,11.952664487569841,10.842479613086168,0.20346150834954851,10.842479613086168,53.17204301075269,4.405571517754853,7.998030267852355,11.952664487569841,10.842479613086168,0.4152542372881356,1.0,0.7076271186440678
-10,15,case_weighted,186,4,0.8571006118366903,0.9517554500026137,0.9024031694208673,4.635742567734467,8.663455463066153,11.264800502701283,10.09991981130711,0.2265272048006328,10.09991981130711,50.236559139784944,4.635742567734467,8.663455463066153,11.264800502701283,10.09991981130711,0.5,1.0,0.75
-10,20,case_weighted,186,4,0.8482331807225093,0.9467510200552796,0.9411080682872991,4.483897615875091,7.5708534720994605,11.311539549723479,10.254069718422492,0.20449387361092125,10.254069718422492,57.20967741935484,4.483897615875091,7.5708534720994605,11.311539549723479,10.254069718422492,0.4406779661016949,1.0,0.7203389830508474
-5,-10,case_weighted,186,4,0.8611482759445458,0.9671051229218602,0.7570447979668731,3.1722164077873143,7.430464331404886,14.25897874970753,13.508903804797695,0.2114836668592044,13.508903804797695,33.68279569892473,3.1722164077873143,7.430464331404886,14.25897874970753,13.508903804797695,0.3559322033898305,1.0,0.6779661016949152
-5,-5,case_weighted,186,4,0.8619194162305215,0.9635460942535202,0.7794655881707006,2.848142589925021,7.373588478710232,12.89025826716275,12.028402361899953,0.22856592143356502,12.028402361899953,37.04838709677419,2.848142589925021,7.373588478710232,12.89025826716275,12.028402361899953,0.4067796610169492,1.0,0.7033898305084746
-5,0,case_weighted,186,4,0.8672833409853141,0.9611013153360839,0.7945597636412669,3.403680071129194,7.208163476823866,10.978913345230529,10.547318636470262,0.25111781754271023,10.547318636470262,50.994623655913976,3.403680071129194,7.208163476823866,10.978913345230529,10.547318636470262,0.4745762711864407,1.0,0.7372881355932204
-5,5,case_weighted,186,4,0.8620830406948012,0.9551574284050082,0.8389721306511121,3.360630060222065,7.443730480198262,11.002308815012949,10.39399053089674,0.2412378597750311,10.39399053089674,45.30107526881721,3.360630060222065,7.443730480198262,11.002308815012949,10.39399053089674,0.4915254237288136,1.0,0.7457627118644068
-5,10,case_weighted,186,4,0.8660712363555099,0.9548648546599464,0.8465808159064051,3.82983194720376,7.609656229240457,10.369745681226817,10.370046141100735,0.23464305498459084,10.370046141100735,51.83870967741935,3.82983194720376,7.609656229240457,10.369745681226817,10.370046141100735,0.4830508474576271,1.0,0.7415254237288136
-5,15,case_weighted,186,4,0.8589391943955815,0.9476720304579466,0.9154059708296156,3.738138875863986,8.269997757609215,10.276375236766278,8.340549130879468,0.2423510421985241,8.340549130879468,51.075268817204304,3.738138875863986,8.269997757609215,10.276375236766278,8.340549130879468,0.5169491525423728,1.0,0.7584745762711864
-5,20,case_weighted,186,4,0.8543168479776755,0.947799294902321,0.8977243313456378,4.109355898002682,8.073587018481078,11.751676501623756,10.52818075039265,0.22406923386155392,10.52818075039265,53.22043010752688,4.109355898002682,8.073587018481078,11.751676501623756,10.52818075039265,0.4406779661016949,0.9852941176470589,0.7129860418743769
0,-10,case_weighted,186,4,0.8831222099360347,0.9692919789520412,0.7441803291243763,2.6329619986085966,7.682953494857509,11.30559921689598,10.09671984012824,0.28346479579120787,10.09671984012824,38.806451612903224,2.6329619986085966,7.682953494857509,11.30559921689598,10.09671984012824,0.4745762711864407,1.0,0.7372881355932204
0,-5,case_weighted,186,4,0.9039908883926588,0.9752733845950279,0.6940405572052405,2.668296390640294,6.893803117393552,9.675995611861143,8.86744072258467,0.31687095179029184,8.86744072258467,38.68817204301075,2.668296390640294,6.893803117393552,9.675995611861143,8.86744072258467,0.5847457627118644,1.0,0.7923728813559322
0,0,case_weighted,186,4,0.9013030264148425,0.9718403986481983,0.7097089891480874,2.7781604046244452,6.646566895487949,8.73817893046334,8.720191519740409,0.3057684672690143,8.720191519740409,42.505376344086024,2.7781604046244452,6.646566895487949,8.73817893046334,8.720191519740409,0.635593220338983,1.0,0.8177966101694916
0,5,case_weighted,186,4,0.8863606725451928,0.9628227584235722,0.7617293697231272,3.449270571834092,7.018460126074374,9.7494651183593,9.928250874894795,0.2615278589226667,9.928250874894795,40.46236559139785,3.449270571834092,7.018460126074374,9.7494651183593,9.928250874894795,0.559322033898305,1.0,0.7796610169491525
0,10,case_weighted,186,4,0.8872724498418807,0.9643725516000619,0.8096332430729343,4.35956696905812,8.04746192520827,9.695671840028504,9.48954873678732,0.22967202023253785,9.48954873678732,50.75268817204301,4.35956696905812,8.04746192520827,9.695671840028504,9.48954873678732,0.5254237288135594,1.0,0.7627118644067796
0,15,case_weighted,186,4,0.8819086015962888,0.9568512352382782,0.824945917597486,3.7082512085342683,7.774055188308347,9.40574329230769,9.201119144599419,0.2535567235082923,9.201119144599419,54.333333333333336,3.7082512085342683,7.774055188308347,9.40574329230769,9.201119144599419,0.5254237288135594,1.0,0.7627118644067796
0,20,case_weighted,186,4,0.8657214999361854,0.9530858047253876,0.8708146259853643,3.7966722541860007,7.311278587485231,10.510474819419041,9.228065968452428,0.2249794279566367,9.228065968452428,51.263440860215056,3.7966722541860007,7.311278587485231,10.510474819419041,9.228065968452428,0.5084745762711864,1.0,0.7542372881355932
5,-10,case_weighted,186,4,0.8924440881042653,0.9671491099860166,0.7703169283283228,3.408873628972467,8.064551182966024,8.200993188343018,7.8952156525922295,0.34310534582486313,7.8952156525922295,34.32795698924731,3.408873628972467,8.064551182966024,8.200993188343018,7.8952156525922295,0.6186440677966102,1.0,0.8093220338983051
5,-5,case_weighted,186,4,0.9068274752905819,0.9702959625249135,0.7141018464286716,3.451689474871848,8.419809625036915,8.089463295637685,7.618839151796707,0.34140638653111355,7.618839151796707,33.82795698924731,3.451689474871848,8.419809625036915,8.089463295637685,7.618839151796707,0.652542372881356,1.0,0.826271186440678
5,0,case_weighted,186,4,0.9186005089737229,0.975718432222335,0.6819813358958569,2.368052013199394,7.160897675461565,6.54445157422395,5.751829665711103,0.3524908698367519,5.751829665711103,42.75268817204301,2.368052013199394,7.160897675461565,6.54445157422395,5.751829665711103,0.711864406779661,1.0,0.8559322033898304
5,5,case_weighted,186,4,0.912531578425439,0.970385681432491,0.6948229758296322,2.63362979602614,6.913319053717487,6.2047874198033774,5.7581597521515,0.3303214791596588,5.7581597521515,42.32258064516129,2.63362979602614,6.913319053717487,6.2047874198033774,5.7581597521515,0.7288135593220338,1.0,0.8644067796610169
5,10,case_weighted,186,4,0.9054367821848872,0.9667753169525923,0.7426770643439162,2.6613981790369685,6.320045967015754,6.9662881721152905,6.731281622049526,0.28977213917590594,6.731281622049526,50.924731182795696,2.6613981790369685,6.320045967015754,6.9662881721152905,6.731281622049526,0.6694915254237288,1.0,0.8347457627118644
5,15,case_weighted,186,4,0.8944598074022528,0.9622476089450589,0.793069487323987,3.5163575684974337,7.420708221833818,7.851527567648804,6.733970761168361,0.26435152344379087,6.733970761168361,57.83870967741935,3.5163575684974337,7.420708221833818,7.851527567648804,6.733970761168361,0.6186440677966102,1.0,0.8093220338983051
5,20,case_weighted,186,4,0.8796200081485576,0.957510399645463,0.8383917129001973,3.451834101136961,8.63218144087765,8.811449490803131,7.707522242907196,0.26133217402690984,7.707522242907196,46.973118279569896,3.451834101136961,8.63218144087765,8.811449490803131,7.707522242907196,0.576271186440678,1.0,0.788135593220339
10,-10,case_weighted,186,4,0.8902547008618499,0.9664208719277927,0.7657202396491783,4.526956089097265,8.524117293064622,9.66359461370218,9.040183900895919,0.32934763323713634,9.040183900895919,41.30107526881721,4.526956089097265,8.524117293064622,9.66359461370218,9.040183900895919,0.5932203389830508,1.0,0.7966101694915254
10,-5,case_weighted,186,4,0.9131099753038403,0.9690659846070538,0.7166066828516635,3.0517608529669387,7.1183090060700955,6.614502088498242,6.559546700732672,0.3540956880256695,6.559546700732672,38.82258064516129,3.0517608529669387,7.1183090060700955,6.614502088498242,6.559546700732672,0.7203389830508474,1.0,0.8601694915254237
10,0,case_weighted,186,4,0.917648536475523,0.9758785573135945,0.7147080648013482,3.1372519402264367,7.180177069127644,7.572117408268618,7.528169578563934,0.3556628333245211,7.528169578563934,33.93010752688172,3.1372519402264367,7.180177069127644,7.572117408268618,7.528169578563934,0.6610169491525424,1.0,0.8305084745762712
10,5,case_weighted,186,4,0.9287760874108739,0.9788594320304637,0.6693761078379171,2.524257241847126,6.216658588868377,4.587578096608624,4.471276296420332,0.3936881606640875,4.471276296420332,44.344086021505376,2.524257241847126,6.216658588868377,4.587578096608624,4.471276296420332,0.8220338983050848,1.0,0.9110169491525424
10,10,case_weighted,186,4,0.9225552071219855,0.9741682704970721,0.6978768888075437,3.0803330882613444,6.569349914777565,5.701199377272041,5.2518632295587855,0.3300974336472912,5.2518632295587855,42.98924731182796,3.0803330882613444,6.569349914777565,5.701199377272041,5.2518632295587855,0.7627118644067796,1.0,0.8813559322033898
10,15,case_weighted,186,4,0.9110392807014408,0.9674784539511831,0.7507238953066498,3.1413487324164837,6.710510659375956,6.069911276476387,5.231271662838298,0.2910566462409042,5.231271662838298,45.39784946236559,3.1413487324164837,6.710510659375956,6.069911276476387,5.231271662838298,0.7203389830508474,1.0,0.8601694915254237
10,20,case_weighted,186,4,0.9013524297955656,0.9645302398914111,0.7827894761432304,3.103097769755078,7.689697597213187,7.465300411191864,6.878757739991686,0.27530929049769465,6.878757739991686,49.24731182795699,3.103097769755078,7.689697597213187,7.465300411191864,6.878757739991686,0.635593220338983,1.0,0.8177966101694916
15,-10,case_weighted,186,4,0.8891567841107949,0.9601300655437727,0.8070610782950355,4.585480709818388,8.858478301297678,8.27769752530889,7.95431036637041,0.33600296902045307,7.95431036637041,51.05913978494624,4.585480709818388,8.858478301297678,8.27769752530889,7.95431036637041,0.6610169491525424,0.9852941176470589,0.8231555333998006
15,-5,case_weighted,186,4,0.8874976771852402,0.9620624090948363,0.8021541500188346,4.076718487183376,7.837785049425319,9.050668365597877,8.930656849911834,0.34209265308758846,8.930656849911834,44.74193548387097,4.076718487183376,7.837785049425319,9.050668365597877,8.930656849911834,0.576271186440678,1.0,0.788135593220339
15,0,case_weighted,186,4,0.8965839760888429,0.9685107264337368,0.745886970972439,3.7884036695262773,8.027386295670055,8.003521537428679,7.611608064712007,0.3203226209272807,7.611608064712007,39.75806451612903,3.7884036695262773,8.027386295670055,8.003521537428679,7.611608064712007,0.6440677966101694,1.0,0.8220338983050848
15,5,case_weighted,186,4,0.9159360071055861,0.9725398987932882,0.7238993997034422,2.792521253145175,7.119970009276866,5.734558803065658,5.478337203467545,0.3747544217254244,5.478337203467545,36.83870967741935,2.792521253145175,7.119970009276866,5.734558803065658,5.478337203467545,0.7288135593220338,1.0,0.8644067796610169
15,10,case_weighted,186,4,0.9289737215867558,0.9779620079996826,0.6793499783111001,2.543973266878692,7.106729905008534,5.202584792706866,4.702686075725198,0.36281776870923155,4.702686075725198,37.876344086021504,2.543973266878692,7.106729905008534,5.202584792706866,4.702686075725198,0.7711864406779662,1.0,0.8855932203389831
15,15,case_weighted,186,4,0.9245624093943424,0.9734252694191912,0.6845432106194217,2.482894160210013,6.466682890593654,4.987587086575789,4.509521626121476,0.3336788003261419,4.509521626121476,41.354838709677416,2.482894160210013,6.466682890593654,4.987587086575789,4.509521626121476,0.788135593220339,0.9852941176470589,0.886714855433699
15,20,case_weighted,186,4,0.9005733414376356,0.9637045020711299,0.7472935079808605,2.608310564162884,6.6066869730550035,6.966791944992595,5.970816850695278,0.27825045188104985,5.970816850695278,50.91935483870968,2.608310564162884,6.6066869730550035,6.966791944992595,5.970816850695278,0.6694915254237288,1.0,0.8347457627118644
20,-10,case_weighted,186,4,0.8757039805063642,0.9569527501347134,0.8368499206097401,4.3698896586777,8.999668477133673,9.70903564943291,9.862154765820396,0.3356611560162693,9.862154765820396,52.25806451612903,4.3698896586777,8.999668477133673,9.70903564943291,9.862154765820396,0.6016949152542372,1.0,0.8008474576271186
20,-5,case_weighted,186,4,0.888970212487261,0.9611983517635733,0.7915342785927035,4.304801886418275,8.357872162242632,8.824519142781853,8.357263535898277,0.3468091438892082,8.357263535898277,49.483870967741936,4.304801886418275,8.357872162242632,8.824519142781853,8.357263535898277,0.6186440677966102,1.0,0.8093220338983051
20,0,case_weighted,186,4,0.8882309109818656,0.9625306045317619,0.7846872413089659,3.620971909750772,8.039811494615378,8.786151043983304,9.044633471054649,0.33989816312908855,9.044633471054649,46.564516129032256,3.620971909750772,8.039811494615378,8.786151043983304,9.044633471054649,0.652542372881356,1.0,0.826271186440678
20,5,case_weighted,186,4,0.9091164723157606,0.9716968061978946,0.7406443121445748,3.703140289469708,8.192429568776937,7.29679107441534,6.7923357311144095,0.346391889051687,6.7923357311144095,37.31182795698925,3.703140289469708,8.192429568776937,7.29679107441534,6.7923357311144095,0.6694915254237288,0.9852941176470589,0.8273928215353938
20,10,case_weighted,186,4,0.9132870075888658,0.9750243275031809,0.7208900025187035,2.8243613656232003,6.88825343472899,6.819080815224364,6.539435837902873,0.3601987347643873,6.539435837902873,37.68817204301075,2.8243613656232003,6.88825343472899,6.819080815224364,6.539435837902873,0.711864406779661,1.0,0.8559322033898304
