eeg_snr_db,meg_snr_db,aggregation,case_count,scenario_count,auc,auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_score,deep_peak_distance_mm,active_count,deep_sensitivity,deep_specificity,deep_balanced_accuracy
-10,-10,scenario_macro,185,4,0.9044928512811615,0.966418393692667,0.7468788865557965,5.69601551339107,10.00465538614772,10.485485819309277,9.775817306431192,5.69601551339107,10.00465538614772,10.485485819309277,9.775817306431192,0.3581296499603818,9.775817306431192,87.54044117647058,0.4803921568627451,1.0,0.7401960784313726
-10,-5,scenario_macro,185,4,0.9042449631281807,0.9609055251466245,0.7246460577332505,4.492751378667812,8.664883334223559,8.252676947023005,8.201694912437427,4.492751378667812,8.664883334223559,8.252676947023005,8.201694912437427,0.432628829108089,8.201694912437427,89.6203431372549,0.6078431372549019,1.0,0.803921568627451
-10,0,scenario_macro,185,4,0.9229030338031442,0.9616233689343496,0.716184245923457,3.83617236710885,9.525723032697647,5.009997224685927,4.246068728680514,3.83617236710885,9.525723032697647,5.009997224685927,4.246068728680514,0.5074806572510293,4.246068728680514,112.26715686274508,0.75,0.9705882352941176,0.8602941176470589
-10,5,scenario_macro,185,4,0.9024999540893575,0.955369519992614,0.76733825536082,5.817130774332263,11.777513003568961,5.95397232584445,5.4403960288607225,5.817130774332263,11.777513003568961,5.95397232584445,5.4403960288607225,0.47788825678646407,5.4403960288607225,86.44313725490196,0.7107843137254902,0.9852941176470589,0.8480392156862746
-10,10,scenario_macro,185,4,0.9046567845834095,0.9560313051165774,0.7779249030280548,4.9486483990020425,8.795054578950477,5.519652271233887,5.701544710910949,4.9486483990020425,8.795054578950477,5.519652271233887,5.701544710910949,0.4957139538801881,5.701544710910949,109.67401960784315,0.7450980392156863,0.9852941176470589,0.8651960784313726
-10,15,scenario_macro,185,4,0.9101410224313135,0.9559655662396762,0.7781244678668117,5.46153392859797,10.657963368504243,4.169581815596648,3.859319671754888,5.46153392859797,10.657963368504243,4.169581815596648,3.859319671754888,0.5102739338357238,3.859319671754888,106.95024509803922,0.7794117647058824,0.9852941176470589,0.8823529411764706
-10,20,scenario_macro,185,4,0.9116742810011209,0.9551368395072867,0.7793912017001074,6.007060755942137,10.888744563343437,5.517308545394632,5.230538504702388,6.007060755942137,10.888744563343437,5.517308545394632,5.230538504702388,0.4749417358425082,5.230538504702388,121.09705882352942,0.7058823529411765,0.9558823529411765,0.8308823529411765
-5,-10,scenario_macro,185,4,0.9067147807040408,0.9694490638584193,0.6851224641860911,2.396100071156105,8.946169045694836,10.09853487490992,10.055970359427851,2.396100071156105,8.946169045694836,10.09853487490992,10.055970359427851,0.37891329312110505,10.055970359427851,68.85637254901961,0.5294117647058824,1.0,0.7647058823529411
-5,-5,scenario_macro,185,4,0.9166679574098985,0.9707949115984988,0.6654783062893875,3.1291972674664605,8.32840177496694,7.2207600934136735,6.840934768688978,3.1291972674664605,8.32840177496694,7.2207600934136735,6.840934768688978,0.4569407190058845,6.840934768688978,70.1375,0.6568627450980392,1.0,0.8284313725490196
-5,0,scenario_macro,185,4,0.931278641703446,0.9701572075827777,0.6587663448434977,3.3382560441174935,8.271553800826977,4.979918315590031,4.6719046759799365,3.3382560441174935,8.271553800826977,4.979918315590031,4.6719046759799365,0.4894498877549549,4.6719046759799365,99.47377450980392,0.7352941176470589,1.0,0.8676470588235294
-5,5,scenario_macro,185,4,0.9196294308489874,0.9643611862842325,0.7152738748514099,4.858959366355061,9.324873767955648,4.8046926865884165,4.465973770180301,4.858959366355061,9.324873767955648,4.8046926865884165,4.465973770180301,0.5007194188225726,4.465973770180301,108.53553921568627,0.7450980392156863,0.9705882352941176,0.857843137254902
-5,10,scenario_macro,185,4,0.909590945349931,0.9600162572875274,0.7483465965170947,4.954090519639948,10.357020002716013,5.338669784724069,4.333820642976003,4.954090519639948,10.357020002716013,5.338669784724069,4.333820642976003,0.5011939778039954,4.333820642976003,99.19142156862745,0.7450980392156863,1.0,0.8725490196078431
-5,15,scenario_macro,185,4,0.918284767915553,0.9620391208010692,0.7571181833675366,5.090788360608484,9.510814263936778,4.710820568290634,4.224728004918949,5.090788360608484,9.510814263936778,4.710820568290634,4.224728004918949,0.49362062688438746,4.224728004918949,103.03137254901961,0.7549019607843137,0.9852941176470589,0.8700980392156863
-5,20,scenario_macro,185,4,0.9085866099895034,0.9558985641940829,0.7497613876675127,4.543157970058936,8.980320733688403,5.054199826813619,4.463508999460392,4.543157970058936,8.980320733688403,5.054199826813619,4.463508999460392,0.497891178840209,4.463508999460392,77.4828431372549,0.7598039215686274,0.9852941176470589,0.8725490196078431
0,-10,scenario_macro,185,4,0.9201388874695388,0.9714652885564108,0.6538030239193242,2.5303489380953597,8.396801132473668,7.31036531798614,7.172007463992408,2.5303489380953597,8.396801132473668,7.31036531798614,7.172007463992408,0.45290122716952114,7.172007463992408,70.40392156862745,0.6617647058823529,1.0,0.8308823529411764
0,-5,scenario_macro,185,4,0.9269577945338872,0.9786225137999071,0.6182433021704301,2.7743026959902193,8.706045788055471,5.522802539912678,5.402008596983959,2.7743026959902193,8.706045788055471,5.522802539912678,5.402008596983959,0.5022629259849741,5.402008596983959,69.6718137254902,0.7450980392156863,1.0,0.8725490196078431
0,0,scenario_macro,185,4,0.935859635571461,0.9730742153561448,0.6364505343074881,3.195106977083588,7.367576380849374,3.9498786959052166,3.5803703395553668,3.195106977083588,7.367576380849374,3.9498786959052166,3.5803703395553668,0.5131491223010316,3.5803703395553668,104.64191176470587,0.823529411764706,1.0,0.911764705882353
0,5,scenario_macro,185,4,0.9371814668667263,0.9724575100801544,0.6548171751242692,3.788184298299852,7.2235228680087324,4.072390834305106,3.7950236246161935,3.788184298299852,7.2235228680087324,4.072390834305106,3.7950236246161935,0.5124860592864904,3.7950236246161935,100.84191176470588,0.7892156862745098,1.0,0.8946078431372548
0,10,scenario_macro,185,4,0.923223940288503,0.9663900507367749,0.7100128283167417,4.804864719273703,9.160080961736599,4.330254132639843,4.192456129265502,4.804864719273703,9.160080961736599,4.330254132639843,4.192456129265502,0.5197115186782214,4.192456129265502,104.6936274509804,0.8039215686274509,0.9852941176470589,0.8946078431372548
0,15,scenario_macro,185,4,0.92652831685309,0.9618726236019073,0.7182295918746833,5.266079922063478,10.107484297583698,3.7985822865381706,3.5807534871180544,5.266079922063478,10.107484297583698,3.7985822865381706,3.5807534871180544,0.5124687977048282,3.5807534871180544,102.25588235294117,0.8088235294117646,0.9705882352941176,0.8897058823529411
0,20,scenario_macro,185,4,0.9144988686395794,0.9574695324947682,0.7829661684335998,5.558073449818001,10.446894650117342,5.113819350557207,4.596315424677553,5.558073449818001,10.446894650117342,5.113819350557207,4.596315424677553,0.4839128983773997,4.596315424677553,104.59460784313724,0.7352941176470589,1.0,0.8676470588235294
5,-10,scenario_macro,185,4,0.9316551519438849,0.9720267684549251,0.6314949817059505,2.2370880237272064,9.101029006655343,5.570429506880985,5.8223150288662,2.2370880237272064,9.101029006655343,5.570429506880985,5.8223150288662,0.4999975677191279,5.8223150288662,79.46936274509804,0.75,1.0,0.875
5,-5,scenario_macro,185,4,0.9333695166041582,0.9758174269322173,0.6237926686802873,2.775138492184944,8.546888566547834,4.411141007024432,4.066213684878654,2.775138492184944,8.546888566547834,4.411141007024432,4.066213684878654,0.5140910662431252,4.066213684878654,64.93186274509804,0.7941176470588235,0.9852941176470589,0.8897058823529411
5,0,scenario_macro,185,4,0.9319554002142227,0.9770801767733162,0.6100477638729034,2.5768305908757703,7.358133064400291,4.0758613570908295,3.8653411989619877,2.5768305908757703,7.358133064400291,4.0758613570908295,3.8653411989619877,0.5311589725969634,3.8653411989619877,68.52769607843138,0.8333333333333334,1.0,0.9166666666666667
5,5,scenario_macro,185,4,0.9327727709440798,0.9744125489097935,0.616197049737701,2.945415940012601,6.876462593614245,3.45554408473791,2.8641222241216124,2.945415940012601,6.876462593614245,3.45554408473791,2.8641222241216124,0.5420247830044717,2.8641222241216124,77.3093137254902,0.8676470588235294,0.9852941176470589,0.9264705882352942
5,10,scenario_macro,185,4,0.9366808229520254,0.9697400582479868,0.6738120094772624,3.1375479884335564,8.524985101759798,3.7502529065084254,3.369756147182283,3.1375479884335564,8.524985101759798,3.7502529065084254,3.369756147182283,0.5142696629290552,3.369756147182283,114.28700980392158,0.8186274509803922,0.9852941176470589,0.9019607843137256
