source_index,original_4mm_grid_index,mni_x_mm,mni_y_mm,mni_z_mm,rest_beta_power,hold_beta_power,hold_vs_rest_db,rest_vs_hold_erd_db
181,11580,38.0,-48.0,-48.00000000000001,2.245191558315868e-23,2.5200410585948872e-23,0.5015421607518599,-0.5015421607518599
182,11582,46.000000000000014,-48.0,-48.00000000000001,2.0232490188694758e-23,2.2841804113068633e-23,0.5268106432472958,-0.5268106432472958
183,11584,54.000000000000014,-48.0,-48.00000000000001,1.7887210420633116e-23,2.0229008933614843e-23,0.534319902402775,-0.534319902402775
184,11636,-42.0,-40.0,-48.00000000000001,2.477576271277348e-23,2.706701504668213e-23,0.3841333140963873,-0.3841333140963873
185,11638,-34.0,-40.0,-48.00000000000001,2.539678775147248e-23,2.838329348786211e-23,0.48283998448045706,-0.48283998448045706
186,11640,-26.000000000000007,-40.0,-48.00000000000001,2.779921300495693e-23,3.1715537309121225e-23,0.5723957217455237,-0.5723957217455237
187,11642,-18.0,-40.0,-48.00000000000001,2.9715483440132564e-23,3.349398213189926e-23,0.5198398412701632,-0.5198398412701632
188,11644,-10.0,-40.0,-48.00000000000001,3.0565417726490227e-23,3.381217938435873e-23,0.43842828868255085,-0.43842828868255085
189,11646,-2.0,-40.0,-48.00000000000001,3.0308325635874435e-23,3.283249125465135e-23,0.34741892547077213,-0.34741892547077213
190,11648,6.000000000000001,-40.0,-48.00000000000001,2.9143318259962044e-23,3.1024555916135193e-23,0.27166574701796364,-0.27166574701796364
191,11650,14.000000000000002,-40.0,-48.00000000000001,2.778839283800173e-23,2.9518863619216234e-23,0.26236204774663174,-0.26236204774663174
192,11652,22.0,-40.0,-48.00000000000001,2.6516612816288944e-23,2.843254155188564e-23,0.3029763521383392,-0.3029763521383392
193,11654,30.000000000000004,-40.0,-48.00000000000001,2.4900036051620163e-23,2.70294898464216e-23,0.35637873027010014,-0.35637873027010014
194,11656,38.0,-40.0,-48.00000000000001,2.2881661710458595e-23,2.5049646198365323e-23,0.3931403569361102,-0.3931403569361102
195,11658,46.000000000000014,-40.0,-48.00000000000001,1.9999146814094314e-23,2.2220615057160376e-23,0.4574460728518138,-0.4574460728518138
196,11716,-26.000000000000007,-31.999999999999993,-48.00000000000001,2.4601971939478215e-23,2.741167258617136e-23,0.46965617008175803,-0.46965617008175803
197,11718,-18.0,-31.999999999999993,-48.00000000000001,2.8393405486911704e-23,3.0955763599799675e-23,0.3752403676659508,-0.3752403676659508
198,11720,-10.0,-31.999999999999993,-48.00000000000001,2.9394351058515914e-23,3.1726141748884066e-23,0.3315338360400741,-0.3315338360400741
199,11722,-2.0,-31.999999999999993,-48.00000000000001,2.961476459054129e-23,3.168865362142046e-23,0.2939550264178214,-0.2939550264178214
200,11724,6.000000000000001,-31.999999999999993,-48.00000000000001,2.8544580007542713e-23,3.0217734354323504e-23,0.24738241603030442,-0.24738241603030442
201,11726,14.000000000000002,-31.999999999999993,-48.00000000000001,2.705829662056671e-23,2.843037488039275e-23,0.21482132969656204,-0.21482132969656204
202,11728,22.0,-31.999999999999993,-48.00000000000001,2.5900600210735675e-23,2.7370798635392363e-23,0.23977641227377788,-0.23977641227377788
203,11730,30.000000000000004,-31.999999999999993,-48.00000000000001,2.4586764307888834e-23,2.6218507726606435e-23,0.2790659136849134,-0.2790659136849134
204,11794,-18.0,-24.000000000000004,-48.00000000000001,2.80709189047585e-23,2.9826963382567724e-23,0.26352411501193457,-0.26352411501193457
