source_index,hemisphere,vertex,x_m,y_m,z_m,label,beta_pmbr_db
472,left,37516,-0.017407221787600735,-0.01589293093673723,0.08772068940080502,precuneus-lh,0.6724391566584407
473,left,37558,-0.03488542275941026,-0.017859756250352635,0.0846454930314979,inferiorparietal-lh,0.56519407421529
474,left,37607,-0.030656280317005086,-0.018577563313978997,0.0810088377431879,superiorparietal-lh,0.5700165011923427
475,left,37666,-0.0529768955605214,-0.022258927756652093,0.07551505220831273,inferiorparietal-lh,0.3903548780901672
476,left,37705,-0.04862685577863756,-0.022964437475617328,0.0730190420096209,inferiorparietal-lh,0.36880621135650626
477,left,37820,-0.047165584863307235,-0.02673945142731621,0.06495400659491739,inferiorparietal-lh,0.47844695755201644
478,left,38134,-0.024734304313886134,-0.03544154004937217,0.046819248258836994,lingual-lh,0.21515147622141872
479,left,38186,-0.04267688751993946,-0.03782485533152781,0.044086416226043715,fusiform-lh,0.7679642105026134
480,left,38190,-0.04796781120666342,-0.03780980905806566,0.043404885992644734,fusiform-lh,0.7806846585514154
481,left,38412,-0.023592166734446522,-0.004450721677254672,0.10857201330133424,postcentral-lh,1.1537185828747094
482,left,38454,-0.045308070563520035,-0.007541212760883275,0.1036582094889206,superiorparietal-lh,0.25364732831824965
483,left,38461,-0.012010313074562361,-0.006798752570407813,0.10302543212760612,paracentral-lh,0.4871996420015523
484,left,38530,-0.03773014003354098,-0.008846810468846951,0.09841875725536908,superiorparietal-lh,0.3241681677089529
485,left,38563,-0.027487686391765336,-0.011178703617426008,0.09648664217747883,superiorparietal-lh,0.38070518919132
486,left,38624,-0.046066841658503534,-0.012027717315222033,0.09556638323769306,supramarginal-lh,0.2336273787571182
487,left,38654,-0.0065670745351221645,-0.011599776583997318,0.09222935515982678,precuneus-lh,0.5517524252019239
488,left,38759,-0.0538113335217397,-0.015470189733641553,0.08725988704302708,supramarginal-lh,0.48329049848070443
489,left,38796,-0.01866673274073007,-0.016509056040337988,0.08359425794575026,precuneus-lh,0.6210406075815414
490,left,38805,-0.03970312676617253,-0.016603094410544146,0.08341340587655748,inferiorparietal-lh,0.5223633082121393
491,left,38916,-0.04129221523639928,-0.021134526073849132,0.07442162602487418,inferiorparietal-lh,0.46585228530950584
492,left,38954,-0.006378159840297605,-0.02105856227827141,0.07321901401091191,isthmuscingulate-lh,0.44176507263636156
493,left,38986,-0.034674424289428386,-0.02208273167217521,0.07194367854759343,inferiorparietal-lh,0.4888557866068958
494,left,39035,-0.007771381755332853,-0.024151939740576247,0.06693126068630001,isthmuscingulate-lh,0.3562429904929072
495,left,39104,-0.010419335636656642,-0.02718417051632253,0.0610499216159466,precuneus-lh,0.3128678595165983
496,left,39117,-0.016208709274849017,-0.02757504689443036,0.06098997085873178,precuneus-lh,0.3675061921941193
497,left,39157,-0.05166820277161688,-0.02895261824850952,0.06032770462908318,middletemporal-lh,0.5274286041946533
498,left,39182,-0.020072865210360672,-0.028928717547068567,0.05779940315773143,precuneus-lh,0.37000742026554595
499,left,39247,-0.037554208987034376,-0.030674457856590485,0.054216668437401,lateraloccipital-lh,0.4399715886177187
500,left,39288,-0.04731728979468792,-0.032641640725938365,0.05262219009020381,inferiortemporal-lh,0.5320852603571071
501,left,39294,-0.013472439885886887,-0.031986949380710464,0.05139990462712481,lingual-lh,0.2163686842630152
502,left,39316,-0.019542022849790966,-0.03248256980461722,0.051222580453881755,lingual-lh,0.24285866583819596
503,left,39414,-0.04092438131778684,-0.03483515978280152,0.046192291185513934,fusiform-lh,0.5419328819079156
504,left,39437,-0.035470615662324956,-0.03647753236555652,0.044200402335219977,fusiform-lh,0.49966757573593923
505,left,39530,-0.03523424459952821,-0.03933095299169896,0.0382901389258506,fusiform-lh,0.6511682455914929
506,left,39690,-0.03384136107280771,-0.002911098916545096,0.10899861333741528,postcentral-lh,0.674864164291231
507,left,39720,-0.007460159508923462,-0.004374649823098299,0.10609087967484372,paracentral-lh,0.4616619319725444
508,left,39761,-0.023106788838922514,-0.005253716972391308,0.10284434036226944,postcentral-lh,0.7423776049243562
509,left,39776,-0.006142785952508313,-0.006201516638641972,0.10151192325932484,paracentral-lh,0.3337119781111366
510,left,39873,-0.05086578577357927,-0.010839107509298403,0.09594353867628254,supramarginal-lh,0.18004035271983307
511,left,40011,-0.045697703786153954,-0.01385773133394622,0.0885017661446764,supramarginal-lh,0.34398263039794985
512,left,40104,-0.04920131229170403,-0.01595203963922444,0.08449499243171792,inferiorparietal-lh,0.39572471255826874
513,left,40278,-0.05676312507175922,-0.022362806783450137,0.0705603994101933,supramarginal-lh,0.3767676378677308
514,left,40344,-0.052827305924160135,-0.025781855971557535,0.06335068379709782,middletemporal-lh,0.4939093509644044
515,left,40447,-0.03979092110116408,-0.02758865983308297,0.058473078990407934,lateraloccipital-lh,0.4438395363522493
516,left,40454,-0.04649950660015086,-0.028098271054173018,0.0581823952375502,inferiortemporal-lh,0.4847289577197849
517,left,40492,-0.027440771899390492,-0.028380103911547803,0.05613862466034728,lingual-lh,0.38731845295821316
518,left,40523,-0.051188020216058096,-0.02907860214369837,0.05497103147598497,middletemporal-lh,0.5510336215550106
519,left,40603,-0.050476942437313994,-0.03227888408761585,0.05128986970164557,inferiortemporal-lh,0.6093519656293066
520,left,40650,-0.018766988922147863,-0.03312864967999504,0.04794674408826167,lingual-lh,0.22390413173503151
521,left,40695,-0.03311025817044202,-0.033672121207311806,0.04674875308058386,fusiform-lh,0.4034912574136618
522,left,40750,-0.023853973471135416,-0.03523586750634,0.04185728149750209,lingual-lh,0.19593601828128665
523,left,40788,-0.030529294905824823,-0.03659899282524476,0.04030741320152989,fusiform-lh,0.34444419833703815
524,left,40840,-0.04139528585154987,-0.03778384962761115,0.03809929326806796,fusiform-lh,0.7722654125474564
525,left,40986,-0.010631043037830927,-0.0022967796074802446,0.10762646846427594,precentral-lh,0.7224351684360719
526,left,41107,-0.04658592959806197,-0.006745952000710258,0.10024429931945088,superiorparietal-lh,0.22466768276689605
527,left,41111,-0.015238807168957461,-0.006657081864890805,0.09914715041228067,paracentral-lh,0.7462059672223671
528,left,41157,-0.01701225075167817,-0.008041263558721163,0.09531273857382667,precuneus-lh,0.7661209215715608
529,left,41189,-0.04018723113068061,-0.009221717733821433,0.09501307365286002,superiorparietal-lh,0.30977640327971073
530,left,41200,-0.008741292584440332,-0.008325392367354406,0.09421380830219055,precuneus-lh,0.6345469805668783
531,left,41215,-0.031242336212481833,-0.009744054989033663,0.09337030720317734,superiorparietal-lh,0.3789415898621171
532,left,41253,-0.05424394109516301,-0.010317042562498536,0.09232854836166296,supramarginal-lh,0.24935531236547248
533,left,41265,-0.04221126756330636,-0.011572894170923574,0.09079974776880276,supramarginal-lh,0.3306278927152417
534,left,41276,-0.011693879262801325,-0.010479100450666072,0.09066960599593804,precuneus-lh,0.742740302423828
535,left,41286,-0.04662159104464829,-0.011305008645292932,0.08994683939949204,supramarginal-lh,0.3141019879050133
536,left,41322,-0.028799963449258687,-0.012838863601797295,0.08619334087929201,superiorparietal-lh,0.5876134070772582
537,left,41450,-0.015032264787037564,-0.01617786555591114,0.07945287739831007,precuneus-lh,0.5709106490772374
538,left,41498,-0.009624372726255345,-0.018377636093299128,0.0751346111856887,isthmuscingulate-lh,0.4966487693224205
539,left,41604,-0.036290115569350266,-0.022897476942523386,0.06622801865262407,inferiorparietal-lh,0.4490735141472845
540,left,41665,-0.008668619344447322,-0.024506155250905704,0.06315059183610047,isthmuscingulate-lh,0.3081185339086243
541,left,41704,-0.025766944887854578,-0.02657841094097468,0.05979557261638862,precuneus-lh,0.39767633150792175
542,left,41779,-0.009042190662516993,-0.028065922383168938,0.05424529841801339,lingual-lh,0.19552212779247954
543,left,41815,-0.021128978498038697,-0.02902436948471922,0.05364172896604052,lingual-lh,0.29658023531042355
544,left,41975,-0.018561535545608965,-0.032864327378389846,0.04457470505458913,lingual-lh,0.19220607604951515
545,left,42066,-0.019048467037544467,0.004561417899679521,0.11860291582830786,precentral-lh,1.7943449992451914
546,left,42105,-0.00582011809230696,0.001699553688596036,0.11411809202507243,paracentral-lh,1.2232412741585248
547,left,42112,-0.03157716669974676,0.0014423145263578914,0.11391005529822,postcentral-lh,1.2513063184514257
548,left,42205,-0.029351879470845537,-0.0007462015504956371,0.10794142789167038,postcentral-lh,0.7947306876065986
549,left,42245,-0.013949046785949978,-0.002394389278629982,0.10446216993752887,precentral-lh,0.8343957298248184
550,left,42249,-0.02106785312408919,-0.002562912155108129,0.10494157597030579,postcentral-lh,0.9842703112035327
551,left,42289,-0.029724315885061765,-0.004610248165522699,0.10261466473991884,postcentral-lh,0.4713716844324017
552,left,42389,-0.022061125882654478,-0.0073658869442803625,0.09686692721179455,superiorparietal-lh,0.7245584597097653
553,left,42613,-0.034036249526980866,-0.012621406697396434,0.08424275571554578,superiorparietal-lh,0.5422220594517675
554,left,42626,-0.015555983407823616,-0.013047316337946317,0.08382166406854112,isthmuscingulate-lh,0.6312543563807758
555,left,42690,-0.007627590211553858,-0.014382886773276978,0.08008260926672284,isthmuscingulate-lh,0.5683641821554698
556,left,42693,-0.04458600154675529,-0.01567071832426358,0.08040461167790808,inferiorparietal-lh,0.3521071347666387
557,left,42724,-0.004869943941372189,-0.01560923451186811,0.07773792402222354,isthmuscingulate-lh,0.5057852487367414
558,left,42735,-0.0470859856136258,-0.016998229934576507,0.07707815400945331,supramarginal-lh,0.3125355755799517
559,left,42744,-0.012716588949649199,-0.016816193987526495,0.07643445657706291,precuneus-lh,0.5257685686006817
560,left,42756,-0.05291859473302705,-0.017913141870185167,0.07548677676365498,supramarginal-lh,0.344229657832524
561,left,42761,-0.04571716096975672,-0.017939214944642536,0.07455883781393435,inferiorparietal-lh,0.32316108663300824
562,left,42792,-0.057103288766083324,-0.019344408565715298,0.07220934023760223,supramarginal-lh,0.36196368667034345
563,left,42802,-0.00523809688629309,-0.018925764483607475,0.07105060232514901,isthmuscingulate-lh,0.39509881391621354
564,left,42899,-0.04370137171840401,-0.023309609167675518,0.06392194851065233,inferiorparietal-lh,0.4512527873869417
565,left,42936,-0.014735284215388543,-0.02432671323315482,0.05984759711939615,isthmuscingulate-lh,0.3262656949453747
566,left,42987,-0.017133157731222638,-0.026051954233993216,0.0566804227660382,isthmuscingulate-lh,0.3046893204757323
567,left,43182,-0.05122596866789102,-0.03218803119206756,0.04635277491254565,inferiortemporal-lh,0.5715356504650327
568,left,43247,-0.043532631819579434,-0.03417974099769766,0.04108784264540399,fusiform-lh,0.5968580355517673
569,left,43439,-0.02185013298093282,0.0009456294905413228,0.11030079098597621,postcentral-lh,1.2893270292268146
570,left,43495,-0.039356173087924134,-0.0008836371541399851,0.1073837259924189,postcentral-lh,0.5577832231333437
571,left,43611,-0.04017854462893707,-0.004242610868546938,0.09870766445559219,superiorparietal-lh,0.3475678962696229
572,left,43694,-0.04480279998747053,-0.0068944573871977995,0.09540064551854413,superiorparietal-lh,0.27393642653419087
573,left,43740,-0.016084368839634884,-0.00820109767539439,0.09166930488856703,precuneus-lh,0.7550044485572168
574,left,43794,-0.049866315632911655,-0.00935020922606417,0.08996519942513523,supramarginal-lh,0.30204355597392607
575,left,43846,-0.05059590781890519,-0.01038620489259668,0.08718670724067452,supramarginal-lh,0.4105475620751618
576,left,43848,-0.016240122219327382,-0.01042100478061317,0.08690033117012527,precuneus-lh,0.6772563841698362
577,left,43867,-0.0062425661113458784,-0.011688668000464055,0.0845852566812626,isthmuscingulate-lh,0.635038109828049
578,left,43917,-0.011655984128646744,-0.012868560443159566,0.08163029210563189,isthmuscingulate-lh,0.6047796838736822
579,left,44140,-0.051518512731141136,-0.02136365030004098,0.06617552848150864,middletemporal-lh,0.39392597875882807
580,left,44218,-0.05803555124621277,-0.02443951460396552,0.06141535741893606,middletemporal-lh,0.47157261811947976
581,left,44231,-0.008186533945266295,-0.023373229658328703,0.0594950352009648,isthmuscingulate-lh,0.2263469868754083
582,left,44371,-0.015885469827178568,-0.027418075724665276,0.051337471299035584,lingual-lh,0.2059926013352171
583,left,44452,-0.026277318829047287,-0.02848867067073461,0.04902136153198,lingual-lh,0.2911051195640569
584,left,44453,-0.036607924257069276,-0.029542523543897543,0.049974466211843406,lateraloccipital-lh,0.4277051881678945
585,left,44507,-0.028743128676743415,-0.030727356391057604,0.04513633936383913,lingual-lh,0.310789801404962
586,left,44643,-0.00871291561333421,0.00677910445752892,0.11904268299657994,paracentral-lh,1.9706594653175822
587,left,44662,-0.01380593041459812,0.0052463536282715715,0.1167457728590068,precentral-lh,1.7555604930039537
588,left,44742,-0.015003167020746763,0.0027170308914104607,0.11081841873646721,precentral-lh,1.4028355227499254
589,left,44772,-0.007184196013575131,0.0011787142956533442,0.10880943939908234,paracentral-lh,0.8670758368511889
590,left,44811,-0.02432837412670573,0.0003978286539061144,0.10644197942682201,postcentral-lh,1.035213344765835
591,left,44887,-0.016875686793758924,-0.0015566942722608076,0.10252260836407968,precentral-lh,0.9406694637535089
592,left,44895,-0.033908791621194125,-0.0017056532173611548,0.10215352252257309,postcentral-lh,0.46981059909480544
593,left,44959,-0.008824626941013528,-0.003609877870195446,0.09823405265203763,paracentral-lh,0.45488416186433644
594,left,45005,-0.029951199310817286,-0.0051982117630117695,0.0957872152120886,postcentral-lh,0.4102756722724632
595,left,45088,-0.033828364239677826,-0.006162500546726436,0.09295530040486226,superiorparietal-lh,0.39898348080039875
596,left,45151,-0.007653873418019522,-0.007468809145436088,0.08882740503287219,precuneus-lh,0.7295798576778364
597,left,45189,-0.04149830392387999,-0.009410478802187535,0.08691380449055183,supramarginal-lh,0.42869760596157347
598,left,45259,-0.006836029925617713,-0.012453072272890917,0.07998482569786866,isthmuscingulate-lh,0.5610695509367855
599,left,45270,-0.05617473965333329,-0.013697136704284171,0.08006237798143889,supramarginal-lh,0.32132713720598155
600,left,45338,-0.005145743427848277,-0.014762296833551517,0.0741661863162503,isthmuscingulate-lh,0.4507701597914979
601,left,45383,-0.008945004657935695,-0.01639980568502015,0.07180531348925531,isthmuscingulate-lh,0.44122225775386287
602,left,45387,-0.03807510042847539,-0.016869309141384906,0.07140474796206228,inferiorparietal-lh,0.476373385366195
603,left,45407,-0.051230125017455955,-0.01709167532677837,0.0711543580433186,inferiorparietal-lh,0.3247728187460339
604,left,45457,-0.007159899585230828,-0.018580460141212358,0.06757218716705049,isthmuscingulate-lh,0.3575034417998456
605,left,45531,-0.009142750505113695,-0.020477150503261165,0.0640568068507309,isthmuscingulate-lh,0.3206137476154927
606,left,45549,-0.04628411010038807,-0.021279375648928494,0.06334700259880936,bankssts-lh,0.4550342511974327
607,left,45602,-0.012384350096692674,-0.022397925753296435,0.058050437867186874,isthmuscingulate-lh,0.25624033251852374
608,left,45609,-0.05694636356306349,-0.02475232752908731,0.058083072096212704,middletemporal-lh,0.5544194648913768
609,left,45648,-0.05037419353438549,-0.02479403734027348,0.056849508234202914,middletemporal-lh,0.4999972059467457
610,left,45703,-0.0415882682628039,-0.02578124457639157,0.0527645822940266,inferiortemporal-lh,0.4508560695716537
611,left,46049,-0.026506474214608635,0.0031500368867317056,0.11256427921014037,postcentral-lh,1.2509689998998523
612,left,46167,-0.03249635282667328,-4.571035128275464e-05,0.105656624092528,postcentral-lh,0.6331884128990304
613,left,46188,-0.009400482161194353,0.000633916255063721,0.10383889359796442,paracentral-lh,0.7186636043056542
614,left,46221,-0.02594499065516884,-0.0018836785287202557,0.10077707697820908,postcentral-lh,0.6793200825664004
615,left,46285,-0.013508491875622782,-0.0033937308226810493,0.09635559400908858,paracentral-lh,0.7992099850614753
616,left,46307,-0.040272986797437196,-0.003768522758753376,0.09540059287166029,superiorparietal-lh,0.3541213843955946
617,left,46329,-0.025181443919533086,-0.005152583160597093,0.09388610258273603,superiorparietal-lh,0.692301158612526
618,left,46406,-0.04167160721010741,-0.0070756986631237365,0.0905486569537234,superiorparietal-lh,0.36680803558041875
619,left,46483,-0.011912011459399588,-0.008146769412469253,0.08575416807286658,precuneus-lh,0.6841671493553358
620,left,46534,-0.011814987675454053,-0.010260650446956884,0.08132019366353324,isthmuscingulate-lh,0.6000486270986665
621,left,46768,-0.040069841751227124,-0.01840224137700145,0.06631080714664772,inferiorparietal-lh,0.4527859907887518
622,left,46806,-0.009909890044651867,-0.020236715373265064,0.0615686227080019,isthmuscingulate-lh,0.28492365035386064
623,left,46840,-0.052038404191236974,-0.02235365072816571,0.0588491280806397,bankssts-lh,0.498187141568755
624,left,46879,-0.019635181820707746,-0.02307011442187762,0.056299731835743855,isthmuscingulate-lh,0.31266654555764384
625,left,47051,-0.01652253472986752,-0.02664602807385952,0.04709774636913894,lingual-lh,0.17040217145098724
626,left,47079,-0.022637563600520546,-0.028452033598194756,0.044424195368138936,lingual-lh,0.2072342266215815
627,left,47095,-0.05370613840242263,-0.029960840427262814,0.04484614206938496,inferiortemporal-lh,0.6010919982893896
628,left,47292,-0.009110881560955568,0.005695359712225591,0.11361472718157502,paracentral-lh,1.6008343574530284
629,left,47399,-0.028136201003359347,0.0018910963038098884,0.10608219008767202,postcentral-lh,0.8212984384064484
630,left,47404,-0.03732813123507805,0.0018928579508819296,0.1060959911321452,postcentral-lh,0.6150325581312751
631,left,47428,-0.04381235285379185,0.0020887230716042527,0.10530095517725499,postcentral-lh,0.47977145008571165
632,left,47434,-0.02293223989817041,0.0019492918500462297,0.10454582201132291,postcentral-lh,1.0586317233461575
633,left,47591,-0.037053628641340465,-0.005463940029219856,0.09187564135273443,superiorparietal-lh,0.4001968570009715
634,left,47605,-0.05577316551823652,-0.006232588127500202,0.09057474817320742,supramarginal-lh,0.28460384999115845
635,left,47619,-0.014215050027479768,-0.005802800079527206,0.08938382504999548,precuneus-lh,0.7536603800258823
636,left,47647,-0.03604222840179183,-0.006813386859961119,0.08740786039281823,superiorparietal-lh,0.5029602755143892
637,left,47717,-0.04748127119873879,-0.009763843379830354,0.08325113451813954,supramarginal-lh,0.42596294742968666
638,left,47796,-0.05098472289752671,-0.013267782602043022,0.07756011655273433,supramarginal-lh,0.28809268595696896
639,left,47802,-0.005655777584414292,-0.011673378611229523,0.07617554323512934,isthmuscingulate-lh,0.48873217669648733
640,left,47830,-0.010127583171472443,-0.012536497705103077,0.07462901327343988,isthmuscingulate-lh,0.49061369371687114
641,left,47840,-0.056524231379348686,-0.014322523238245084,0.07492270144435347,supramarginal-lh,0.3124694352116321
642,left,47937,-0.009741377925629699,-0.016395804504641277,0.06809607387646607,isthmuscingulate-lh,0.39070927384651666
643,left,48158,-0.05010220891398921,-0.025491266953000462,0.050380521156192716,middletemporal-lh,0.5106372862765709
644,left,48165,-0.011877717188050365,-0.024400955318484813,0.049620458702533135,lingual-lh,0.15987771606248574
645,left,48212,-0.04597576456082617,-0.026928578581602153,0.04815696497877346,inferiortemporal-lh,0.4822584636227658
646,left,48312,-0.023901432351258807,-0.028735837999670884,0.04160304107144154,lingual-lh,0.22350467396086965
647,left,48350,-0.03633652767274622,-0.030268089537831253,0.03919195221802446,fusiform-lh,0.4871472365020719
648,left,48358,-0.030784454345524893,-0.03049682384831349,0.03860727326977612,fusiform-lh,0.36923892334780695
649,left,48473,-0.018978614758875058,0.00703133669974289,0.11345760203036107,precentral-lh,1.7250843282986905
650,left,48532,-0.01582233531295307,0.004183120066069375,0.10732864803309979,precentral-lh,1.3397666901927132
651,left,48665,-0.02083292003369862,-0.00021698770410438252,0.09924399536800142,postcentral-lh,0.8992805525820092
652,left,48675,-0.006488124314673195,0.00014603602912370475,0.09858951271980128,paracentral-lh,0.4326126430098728
653,left,48742,-0.01692710711408897,-0.0030017741670667203,0.09291214332268452,paracentral-lh,0.8115037795976898
654,left,48791,-0.050284136266119335,-0.004783607178007,0.09053943586925438,supramarginal-lh,0.2987272628001418
655,left,48866,-0.044067172778401116,-0.007378036781565608,0.08485063609610716,supramarginal-lh,0.43469201785534517
656,left,48892,-0.015763668549448245,-0.007861430180951869,0.08310828009417455,precuneus-lh,0.6214982793871611
657,left,48919,-0.053761481211753316,-0.00975858850361046,0.08117383572615555,supramarginal-lh,0.26769538089082673
658,left,48957,-0.04712002505660294,-0.010561175012956557,0.07871236343901175,supramarginal-lh,0.3266412574357153
659,left,49009,-0.008479262164938174,-0.012689786331152184,0.07120709763484831,isthmuscingulate-lh,0.43096799353790666
660,left,49089,-0.05619860451483413,-0.016496056186442582,0.06713870150118105,supramarginal-lh,0.37326720779292744
661,left,49103,-0.006542143410030298,-0.016409273307992137,0.06493226181048568,isthmuscingulate-lh,0.3044542471384656
662,left,49163,-0.01196277391056354,-0.0189539463264972,0.05926475878340307,isthmuscingulate-lh,0.26946499823814024
663,left,49176,-0.04623819053875109,-0.02110430854252801,0.056478168336256705,bankssts-lh,0.4679932510049647
664,left,49205,-0.012368440181449267,-0.02113421838675683,0.055297511324193714,isthmuscingulate-lh,0.21056490815866077
665,left,49231,-0.023900401908654834,-0.021671524072690983,0.05447838241031757,lingual-lh,0.32578230904295746
666,left,49343,-0.02275924899939581,-0.024834837699614143,0.04809808135993755,lingual-lh,0.23938845000879613
667,left,49348,-0.0404185534531279,-0.02466938632436943,0.04829687337361559,inferiortemporal-lh,0.43484775854810204
668,left,49449,-0.041805993404618616,-0.027847153642609656,0.043095598327614865,fusiform-lh,0.4561134400894047
669,left,49486,-0.051336897749457426,-0.02964109085737664,0.04035226668647933,inferiortemporal-lh,0.6222567516341462
670,left,49651,-0.031120211979281064,0.008329721566038568,0.11091505092989948,precentral-lh,1.0473030269180055
671,left,49848,-0.03799888252559228,0.001258152334516649,0.10094538359640255,postcentral-lh,0.45517971453543205
672,left,49859,-0.032456480232128944,0.001563462156681065,0.09981690508975187,postcentral-lh,0.4683762361307512
673,left,49870,-0.027933606987718185,0.0008243252897823612,0.09929368563986345,postcentral-lh,0.7062724099873081
674,left,49907,-0.0077110502590073335,-0.0002998035372324577,0.0956764849328519,paracentral-lh,0.6660504265254079
675,left,50182,-0.05920919937717348,-0.00984258737660565,0.07883247598991996,supramarginal-lh,0.25463034572106713
676,left,50194,-0.05672447290383735,-0.01027042748185166,0.07638780885584306,supramarginal-lh,0.2597068441065873
677,left,50262,-0.05519763466509246,-0.012431639642926047,0.07258606356779457,supramarginal-lh,0.2955273597943468
678,left,50317,-0.04337637165745225,-0.01462913834680496,0.06908170540106076,inferiorparietal-lh,0.4525137053933909
679,left,50346,-0.0052450102375309945,-0.014361537302029485,0.0681616635085582,isthmuscingulate-lh,0.3519696365169307
680,left,50438,-0.05843977640718551,-0.017678004639657012,0.06333638218145965,supramarginal-lh,0.5311449322719711
681,left,50453,-0.05277849702440323,-0.017210074043858988,0.062179914040925884,bankssts-lh,0.4870424854429052
682,left,50569,-0.057859620383120314,-0.021450368125943253,0.05409296645225942,bankssts-lh,0.5626792216748799
683,left,50589,-0.05558253478631986,-0.022566016526631465,0.052793009337313276,middletemporal-lh,0.5395529099371802
684,left,50625,-0.021570738659706896,-0.023137467509701526,0.050164078936962044,lingual-lh,0.2472346473066718
685,left,50669,-0.0297298407900058,-0.023152878494696043,0.048595895117836865,lingual-lh,0.33245327151645615
686,left,50797,-0.033385087160088256,-0.027504580360739935,0.04188505347962624,fusiform-lh,0.3925436465506097
687,left,50846,-0.03993953593469111,-0.029296487584266864,0.03725660094759263,fusiform-lh,0.4417467276418904
688,left,50875,-0.03918510928044189,-0.030882039971126003,0.03432654796675827,fusiform-lh,0.4930449802167048
689,left,50995,-0.026522632387261203,0.00868594495414624,0.10947733826188256,precentral-lh,1.3662296804721692
690,left,51053,-0.011138210819819966,0.00636851617522984,0.10779902577848549,paracentral-lh,1.4044693962053605
691,left,51156,-0.03002125086766205,0.006241912507051296,0.10341991722902542,precentral-lh,0.7809185938791766
692,left,51171,-0.010743360010998149,0.004383334012885653,0.10173101947488714,paracentral-lh,1.0064747613084437
693,left,51251,-0.007727636868780545,0.003421945332261958,0.09854410289919532,paracentral-lh,0.7143511075116796
694,left,51304,-0.03219802727733606,-0.00017050634601424846,0.09553318560209492,superiorparietal-lh,0.5064543393737891
695,left,51346,-0.03432371096032475,-0.0015624341186346582,0.09176810369421876,superiorparietal-lh,0.4967197041707323
696,left,51397,-0.0073265106797724515,-0.0022133697212399182,0.0901248510232054,posteriorcingulate-lh,0.6249444343809981
697,left,51457,-0.05252195630150358,-0.004801947993224618,0.08649547966206463,supramarginal-lh,0.3133981767707037
698,left,51521,-0.038019291781485685,-0.0059505759724661385,0.08248392022001101,supramarginal-lh,0.48687852190203046
699,left,51532,-0.05825671271234725,-0.007526000683856157,0.08264327034561061,supramarginal-lh,0.23450295115455044
700,left,51601,-0.009329412348408736,-0.007904309430349005,0.07671280934124786,isthmuscingulate-lh,0.5185001058407083
701,left,51626,-0.05225020127729446,-0.010004669156517416,0.07630489616498759,supramarginal-lh,0.24444362962442226
702,left,51690,-0.05097656241487639,-0.011463848131175017,0.07245049032655104,supramarginal-lh,0.31215625030136307
703,left,51709,-0.060924623971514054,-0.011890245860629312,0.07109102802069145,supramarginal-lh,0.3564009523217724
704,left,51798,-0.04924246021528989,-0.015035514910045004,0.06555855547094402,inferiorparietal-lh,0.4430453868683285
705,left,51854,-0.0010679079281569667,-0.014456856216698944,0.06255770424117914,unknown,0.179911778917647
706,left,51880,-0.04231282036425479,-0.01684433432809255,0.06185697805038439,inferiorparietal-lh,0.4530548473061866
707,left,51892,-0.006861991830151147,-0.015918153925999743,0.06111746685483567,isthmuscingulate-lh,0.2346503496621528
708,left,51930,-0.013664354862262381,-0.01727460548251895,0.05758632063501123,isthmuscingulate-lh,0.2643754581035089
709,left,51986,-0.013876033684673935,-0.02029152060960589,0.052993402873452534,isthmuscingulate-lh,0.19925899226298488
710,left,52061,-0.01778143621831033,-0.022310831703413928,0.048091144750653486,lingual-lh,0.19032136248167342
711,left,52143,-0.03185954430534473,-0.02427038618040105,0.04490188399391726,lingual-lh,0.34968542596769364
712,left,52319,-0.01250082868950841,0.011684260137801591,0.11520435549558848,precentral-lh,1.9344946925380269
713,left,52322,-0.02162500944984571,0.011215413824444631,0.11493588685917971,precentral-lh,1.9647410384238695
714,left,52374,-0.005097222639166121,0.009934461372240515,0.110651703432716,paracentral-lh,1.557481191788185
715,left,52401,-0.017551961765809823,0.008689154526164936,0.10861717750698058,precentral-lh,1.5054078496112515
716,left,52532,-0.01728202378080979,0.005435699215569284,0.10273554135876285,precentral-lh,1.1531149640124223
717,left,52576,-0.036011990157628584,0.004098980211744472,0.10036178715580461,postcentral-lh,0.4642565380676219
718,left,52627,-0.023411442852079682,0.0029770343877012855,0.09801174389793092,postcentral-lh,0.885026649462452
719,left,52697,-0.013528715517749321,0.001402524936086088,0.09479896285330562,paracentral-lh,0.8893272203484939
720,left,52779,-0.054019904406488774,-0.002184781008235653,0.08936632735775403,supramarginal-lh,0.26983052032764016
721,left,52787,-0.013358232959723224,-0.001444722664315421,0.08975028664897461,posteriorcingulate-lh,0.7907047040116887
722,left,52809,-0.017750673887309762,-0.0026482649253912437,0.08810085803432686,precuneus-lh,0.7087284537807481
723,left,52826,-0.013544838161390713,-0.0028096920941982012,0.08734863703100053,precuneus-lh,0.723704078997024
724,left,52869,-0.046675243673649246,-0.004803689080704013,0.08455958294464608,supramarginal-lh,0.39538857490537416
725,left,52891,-0.05814331240288731,-0.0052439427649266564,0.08391410200431548,supramarginal-lh,0.20201433399198251
726,left,52914,-0.005280533568487589,-0.0049756407443573725,0.08173261881394861,isthmuscingulate-lh,0.5618871990972911
727,left,52975,-0.004915538174640629,-0.006129403505726563,0.07758913526371337,isthmuscingulate-lh,0.5016622005033197
728,left,53052,-0.002923607518591817,-0.009234679775615207,0.07143033086878536,unknown,0.3911656509797761
729,left,53121,-0.05858129123819982,-0.013782837697583091,0.0663518767748924,supramarginal-lh,0.4499229371758974
