source_index,hemisphere,vertex,x_m,y_m,z_m,label,beta_pmbr_db
2871,right,42786,0.0027864038003670164,-0.018753719076898524,0.07744754158704573,isthmuscingulate-rh,0.34495134362353874
2872,right,42790,0.048142575938286455,-0.017975057391396734,0.07752546149066988,inferiorparietal-rh,0.386949834224616
2873,right,42822,0.05233994698081462,-0.01874427622931354,0.07611403687635368,inferiorparietal-rh,0.4805244633857149
2874,right,42866,0.006641690242910227,-0.021935921979493386,0.07188363613349694,precuneus-rh,0.1783871083968949
2875,right,43006,0.04131029346549941,-0.024350052655512742,0.06353101888341108,inferiorparietal-rh,0.3643321704330689
2876,right,43141,0.05495588477204515,-0.026826655789550003,0.057654180340139756,middletemporal-rh,0.6904575864461545
2877,right,43155,0.02880886214282412,-0.028379147787761346,0.05657056117806798,lingual-rh,0.1911619485255969
2878,right,43184,0.008085982638511045,-0.029920152667638148,0.054405951910218874,lingual-rh,0.10401827279418695
2879,right,43223,0.021698908919699365,-0.03051256404531111,0.05166216895870704,lingual-rh,0.050460392722241565
2880,right,43273,0.0169629065170217,-0.03237885561318918,0.04898509277268823,lingual-rh,0.06399894731171665
2881,right,43401,0.026642854714222963,-0.03489586159080098,0.04255121492766466,lingual-rh,0.21687361576821806
2882,right,43407,0.01887978030377461,-0.03510041683999765,0.042428481696764206,lingual-rh,0.12143978237267891
2883,right,43544,0.009995330104405765,0.0015113728405020351,0.11581844263056962,precentral-rh,1.2740771870419263
2884,right,43702,0.03949130581526133,-0.0035513269936413207,0.10548755711372033,postcentral-rh,0.44406009154275844
2885,right,43745,0.006746763966765665,-0.005277694505168068,0.10395361825585732,paracentral-rh,0.3657890376638476
2886,right,43805,0.02644743832531348,-0.006109849924063156,0.09987199506016847,postcentral-rh,0.34825906496801956
2887,right,43979,0.028311478188847567,-0.012737983953866858,0.08694598260494318,superiorparietal-rh,0.21219760351638725
2888,right,44055,0.041669798793634576,-0.013568195900798049,0.0831302088864513,inferiorparietal-rh,0.43406784823946065
2889,right,44057,0.03585802580183059,-0.01437764859191466,0.08289474566238268,inferiorparietal-rh,0.30148082663615156
2890,right,44073,0.04977972015979585,-0.01443060551439456,0.0822280819948083,inferiorparietal-rh,0.46723615144306135
2891,right,44100,0.05297744632988965,-0.015142285575152976,0.08084458228481253,inferiorparietal-rh,0.4402557296702994
2892,right,44290,0.04753764977656973,-0.019051603609567182,0.0727243563037129,inferiorparietal-rh,0.3237366745526578
2893,right,44314,0.03907342034416707,-0.01917262858830649,0.07124729771441381,inferiorparietal-rh,0.35675114314729695
2894,right,44316,0.033019014916689744,-0.020144067140333483,0.07149573524325084,inferiorparietal-rh,0.2813722820258598
2895,right,44398,0.05362713185335347,-0.02157526847506298,0.06614318250506755,inferiorparietal-rh,0.7745346479526073
2896,right,44428,0.0067625025434352466,-0.023040800576670066,0.06596029851293168,isthmuscingulate-rh,0.13988343274270432
2897,right,44439,0.035482747732430625,-0.023187092448115086,0.06528514102482505,inferiorparietal-rh,0.3307969813296813
2898,right,44493,0.047707432152136235,-0.025729955799358897,0.05956255568185632,inferiorparietal-rh,0.5900288178275442
2899,right,44523,0.015218609152673769,-0.02752724862053194,0.05861961875347136,precuneus-rh,0.1290128865360401
2900,right,44528,0.006564609438627359,-0.027067056910370983,0.057403232551763904,precuneus-rh,0.11899421369658382
2901,right,44716,0.02869569620374322,-0.03208761628016833,0.046481432781996776,fusiform-rh,0.13776019536829542
2902,right,44827,0.043148069040458495,-0.034264109882726684,0.040684302207756456,fusiform-rh,0.3075895345877433
2903,right,44861,0.03090440097879577,-0.03649482753022003,0.037593108344975416,fusiform-rh,0.4977039510356963
2904,right,44937,0.018872424996410134,0.0035646721735190434,0.11527538295288375,precentral-rh,1.747095380327277
2905,right,45049,0.00502140352149767,-0.0017417291869644552,0.10842972152417515,paracentral-rh,0.5260109839788383
2906,right,45079,0.016708112119569633,-0.002696779887161077,0.10677727607863335,postcentral-rh,0.4598758421149767
2907,right,45093,0.026651628479644328,-0.0011577986651766315,0.10618835028863648,precentral-rh,0.6349718314020173
2908,right,45272,0.04381705832264981,-0.005961394530412818,0.09701952470582866,superiorparietal-rh,0.37174924092578615
2909,right,45277,0.03858612384659147,-0.006319990816384862,0.0970232035493529,postcentral-rh,0.33136833329207754
2910,right,45281,0.01304106042635706,-0.007258543193299475,0.09671718528945256,paracentral-rh,0.25318230627940563
2911,right,45308,0.04776393221783517,-0.0067735101032542905,0.09538921073651255,supramarginal-rh,0.4363691200196358
2912,right,45398,0.03178955048461443,-0.010301960160270221,0.08967132718139192,superiorparietal-rh,0.25636688562717896
2913,right,45404,0.010043155706204772,-0.011257387923439298,0.08845842611964613,precuneus-rh,0.2588667592831876
2914,right,45538,0.03040006392871115,-0.014573784010279884,0.0801760429338287,inferiorparietal-rh,0.2257818688979354
2915,right,45543,0.013973581081543103,-0.015126563488498255,0.08066006077212315,precuneus-rh,0.20955904915907472
2916,right,45547,0.009709962401180081,-0.015400340550713727,0.08094845322026689,isthmuscingulate-rh,0.24570316983948162
2917,right,45641,0.04055338602491896,-0.016947535784436717,0.07496694682885949,inferiorparietal-rh,0.3880384784123845
2918,right,45667,0.05596314216387617,-0.016999439822634518,0.07327357286299088,supramarginal-rh,0.6343363041349601
2919,right,45700,0.0026701121936916093,-0.01872426931634153,0.07266567839990093,isthmuscingulate-rh,0.2878681506214786
2920,right,45836,0.0487208246326451,-0.02208820550280388,0.06413207718316913,inferiorparietal-rh,0.5670128732583382
2921,right,45862,0.054054661848686965,-0.022780939651158745,0.06323205247607222,inferiorparietal-rh,0.6569866237879985
2922,right,45907,0.05443882314817118,-0.02478792191605545,0.05800783547102572,middletemporal-rh,0.6617534959184304
2923,right,46071,0.010654868417606583,-0.030255380151594295,0.04904921610706392,lingual-rh,0.06891309687182572
2924,right,46160,0.03887681332172411,-0.03187854444696511,0.04467922773429299,fusiform-rh,0.3307243523971793
2925,right,46233,0.04587004512174819,-0.03373092374029163,0.03950240317397234,lateraloccipital-rh,0.3231720832370147
2926,right,46398,0.0037866408371349477,0.002014147140325993,0.11376715963991696,paracentral-rh,1.0580535925012566
2927,right,46443,0.01052202268490469,0.0008560975716363356,0.10980891028382347,precentral-rh,0.646865589826471
2928,right,46552,0.01904663671116237,-0.0034112906001107085,0.1024292090254673,postcentral-rh,0.36188581221144983
2929,right,46568,0.014079273738987385,-0.003545069729468761,0.1012474910113844,precentral-rh,0.3333175826584033
2930,right,46752,0.011675639123341621,-0.008395256695102205,0.09155723497357648,precuneus-rh,0.24626355285795154
2931,right,46886,0.0020502443842884133,-0.014042393401566523,0.08157138456282642,isthmuscingulate-rh,0.3712086493314635
2932,right,46928,0.043250404949846784,-0.013037653393238646,0.07932463092187711,inferiorparietal-rh,0.41021421075053205
2933,right,46943,0.0062826190160651715,-0.015541253112280877,0.0781164000514958,isthmuscingulate-rh,0.28178863386825764
2934,right,47098,0.044565355746829065,-0.019486719486454054,0.06746925818819649,inferiorparietal-rh,0.4376446355709542
2935,right,47116,0.03863958405515924,-0.019576856639851908,0.06625920188877735,inferiorparietal-rh,0.3747848690994048
2936,right,47217,0.0067715249836491805,-0.023216343433375364,0.061677605627491805,isthmuscingulate-rh,0.1272510334832271
2937,right,47312,0.01828179028192184,-0.025732487017178177,0.05600428816652892,precuneus-rh,0.06930771054478282
2938,right,47528,0.05249283504923573,-0.030810216445769135,0.04340992749911554,inferiortemporal-rh,0.8685291180950552
2939,right,47551,0.03534974924465836,-0.03085085390007331,0.04200015193197664,fusiform-rh,0.2718763586512578
2940,right,47618,0.013114612043064603,0.007552279773335266,0.11965543975597775,precentral-rh,2.248172075001331
2941,right,47654,0.004115334475866364,0.00589119358780298,0.11901999078723662,paracentral-rh,2.086937768543412
2942,right,47689,0.013061862658052729,0.005104168794400421,0.114750321329285,precentral-rh,1.4804471012238904
2943,right,47765,0.020540639077256714,0.0024948026318516547,0.11065637683123826,precentral-rh,0.9343986456584424
2944,right,47847,0.01131358276327979,-0.0007830596803831335,0.10515692663088119,precentral-rh,0.43487183948648067
2945,right,47919,0.0322203347451621,-0.002737841908188752,0.10044544712052657,postcentral-rh,0.4258604207000326
2946,right,47953,0.0066240313350090126,-0.00452370884161883,0.0982895050606338,paracentral-rh,0.2819682034651493
2947,right,48017,0.029230115066873605,-0.005389878428554987,0.09472556604098335,postcentral-rh,0.2691171958039918
2948,right,48044,0.03392495279187689,-0.0058146608810203965,0.0945492993777103,postcentral-rh,0.2891829769641349
2949,right,48060,0.00670682168793138,-0.007890517496367723,0.09384701582258868,precuneus-rh,0.25126595871361135
2950,right,48100,0.04751194008379426,-0.006448762912766361,0.09073127528121826,supramarginal-rh,0.5083431563056241
2951,right,48106,0.04125928692078853,-0.007459660744834671,0.09055221885040475,superiorparietal-rh,0.3950299118346966
2952,right,48123,0.05175805765587898,-0.007404406471724818,0.08966140539078869,supramarginal-rh,0.55991336214104
2953,right,48134,0.035555731445980995,-0.007877862855292603,0.0895742875113067,superiorparietal-rh,0.3148157905000907
2954,right,48140,0.0050189220792568635,-0.007875862959357029,0.08980158920204497,precuneus-rh,0.2877723755011701
2955,right,48142,0.056243438128526585,-0.006735833849532989,0.08842774911785241,supramarginal-rh,0.24381078931991326
2956,right,48171,0.012741015389337498,-0.009423556649058673,0.0867827319818613,precuneus-rh,0.2542324840819838
2957,right,48255,0.05748827969938612,-0.011279250158489879,0.07975806637198524,supramarginal-rh,0.2831735432179682
2958,right,48313,0.05361587203429895,-0.014618515319809677,0.07516892735929437,supramarginal-rh,0.4241914906931246
2959,right,48424,0.005114880852524938,-0.01921707698068151,0.06696912946399597,isthmuscingulate-rh,0.14877421892190562
2960,right,48471,0.007711377845025371,-0.02024692590283033,0.06517471070192488,isthmuscingulate-rh,0.12360962436423022
2961,right,48536,0.04293377214055141,-0.021249325832926214,0.06166174205083066,inferiorparietal-rh,0.28339737875366167
2962,right,48571,0.007749625072116208,-0.023483347844520476,0.05744954609398911,isthmuscingulate-rh,0.09065659406709002
2963,right,48680,0.027699383516398574,-0.026507297767510974,0.052835552216943596,lingual-rh,0.061708628248708486
2964,right,48689,0.011022741344191482,-0.02617447704739318,0.051565099878595665,lingual-rh,0.04393932329994763
2965,right,48727,0.023861275149105795,-0.027291963518128345,0.04864840207217234,lingual-rh,0.03499529062747087
2966,right,48737,0.04496333927408554,-0.027578971919687143,0.04820213987051677,inferiortemporal-rh,0.6281394779660777
2967,right,48862,0.03163519399649437,-0.031014293820419325,0.04261072223203253,fusiform-rh,0.322000794288015
2968,right,49084,0.014954516531657707,0.004569538141152647,0.10981713190033277,precentral-rh,0.6942802182115656
2969,right,49149,0.030103892450172476,0.002253732230991727,0.10724520719706368,precentral-rh,0.692276938944191
2970,right,49190,0.0362992936140358,9.495671634266421e-06,0.10334639231233178,postcentral-rh,0.5451023653040342
2971,right,49255,0.0408147047052594,-0.000542268361558392,0.10006971340909741,postcentral-rh,0.42068472370209314
2972,right,49275,0.03660106042507413,-0.0019372115852153227,0.09918024371340667,postcentral-rh,0.3899569707387463
2973,right,49297,0.021396058214179874,-0.0035769547474984783,0.0976249185119922,precentral-rh,0.3004102252937913
2974,right,49341,0.02390797989032152,-0.003656304294338976,0.09451457413318141,precentral-rh,0.2599060324701368
2975,right,49396,0.015031260456891864,-0.005506452233447753,0.09227331843227783,paracentral-rh,0.246313262327606
2976,right,49529,0.03737824664797848,-0.009789728113364123,0.08222367819764195,inferiorparietal-rh,0.4197910141006559
2977,right,49562,0.005789687114799673,-0.012099498881085684,0.0812058118418458,isthmuscingulate-rh,0.30361731968459466
2978,right,49572,0.05196414462586822,-0.010000583308928435,0.07975582371961899,inferiorparietal-rh,0.39300557189065344
2979,right,49661,0.007524348825202788,-0.015860212459599742,0.07291622437255951,isthmuscingulate-rh,0.22106752845826919
2980,right,49677,0.058710940682530785,-0.014804545745185482,0.07235795827963597,supramarginal-rh,0.644583833794194
2981,right,49700,0.0026608265966279626,-0.017286536237252837,0.06937285577391615,isthmuscingulate-rh,0.23992313806952148
2982,right,49712,0.05815816568029725,-0.01749493140405985,0.06877989810861382,supramarginal-rh,0.8286053743442511
2983,right,49717,0.05253229162365516,-0.01653911388444793,0.0672110298004425,supramarginal-rh,0.8427554453488859
2984,right,49748,0.05816737687411928,-0.01736000371473193,0.06643561187100597,supramarginal-rh,0.7907587182278208
2985,right,49754,0.048111397294522185,-0.018048809868741564,0.06642147479632471,inferiorparietal-rh,0.623228231855454
2986,right,49791,0.0448372716292781,-0.019217533968312047,0.06272490611082687,inferiorparietal-rh,0.3240216349746195
2987,right,49847,0.04684048179668489,-0.022348039612332088,0.05675166040517079,inferiorparietal-rh,0.5497564776306256
2988,right,49853,0.024353787985329573,-0.02284353974111056,0.05681923298484336,lingual-rh,0.083568546435751
2989,right,49912,0.04966451039623821,-0.023851915750389655,0.05334126237521686,middletemporal-rh,0.703638430330319
2990,right,49941,0.01701703126320255,-0.02590914302326147,0.050151509888963414,lingual-rh,0.03991321744878608
2991,right,49948,0.0479521704840073,-0.02580762394900748,0.049672337346252635,middletemporal-rh,0.751525388728456
2992,right,50051,0.042506153113956766,-0.028692232975600935,0.04339858640824869,inferiortemporal-rh,0.357012690019588
2993,right,50137,0.028819446506850983,-0.031995329466898384,0.03785160386466581,fusiform-rh,0.4211221972437495
2994,right,50216,0.021902683010643475,0.006515707043179974,0.11517462627222745,precentral-rh,1.6728956962963277
2995,right,50226,0.02572452434198774,0.006465810177966294,0.11512507367757377,precentral-rh,1.4557376865176594
2996,right,50259,0.029542064165049182,0.00462264247235312,0.11154642918866735,precentral-rh,0.9643022989631562
2997,right,50262,0.006474261533212292,0.00445991819163765,0.11115870535626256,paracentral-rh,0.8816357994774193
2998,right,50275,0.024173648509208053,0.0046255749685989896,0.11000478705700387,precentral-rh,1.1263379862008864
2999,right,50383,0.004147275114818496,0.0011179258349246508,0.10563677043878807,paracentral-rh,0.4734986465500844
3000,right,50395,0.016626601801165573,0.0022202332441340917,0.10449028543554732,precentral-rh,0.4193194766967921
3001,right,50465,0.02688949648586989,0.00039657864134570904,0.10058094522752038,precentral-rh,0.5186774524783136
3002,right,50467,0.02280281805076299,0.0004584800186389149,0.09981893306142986,precentral-rh,0.4380491345672714
3003,right,50473,0.004141506501727125,-0.0011504653558045506,0.10045925629345076,paracentral-rh,0.322049935103163
3004,right,50589,0.053941874458734974,-0.0037508356940778136,0.09290048756482802,supramarginal-rh,0.4100206922861627
3005,right,50748,0.03133378652443603,-0.009230654016633246,0.08273898650315537,superiorparietal-rh,0.3270799806641189
3006,right,50779,0.010038591297904293,-0.00989147726593288,0.08056850640718466,isthmuscingulate-rh,0.26912705627645
3007,right,50841,0.002198400608638173,-0.012805190608370709,0.0774075023337154,isthmuscingulate-rh,0.36860315683188166
3008,right,50860,0.004776606699315745,-0.013945802131362709,0.07508834497747005,isthmuscingulate-rh,0.2998752135359784
3009,right,50910,0.006447535643200563,-0.015824186285858393,0.06925196689658375,isthmuscingulate-rh,0.18402972912679535
3010,right,50967,0.00890857958873886,-0.019272058755021925,0.06300867566595478,isthmuscingulate-rh,0.11004308394118285
3011,right,51004,0.005784386518136281,-0.021377481212024804,0.05899416321486815,isthmuscingulate-rh,0.1030014944006439
3012,right,51049,0.011691046365384096,-0.022426753389982443,0.055815339235712025,isthmuscingulate-rh,0.04666456092240089
3013,right,51103,0.022627248788901034,-0.02394559964973376,0.05182069945392442,lingual-rh,0.022019445789535897
3014,right,51164,0.030250038438875377,-0.025570503823096814,0.048418694875210125,lingual-rh,0.03907734180057839
3015,right,51219,0.050820582597646984,-0.02708601829263595,0.04454144441345624,inferiortemporal-rh,0.8709811865151232
3016,right,51232,0.019056016152835507,-0.027442371827167637,0.04429172687772502,lingual-rh,0.07438772134882361
3017,right,51358,0.03734077563613955,-0.031191528429648476,0.035763951824632746,fusiform-rh,0.2830779798961363
3018,right,51571,0.022300876777178968,0.0025210005283557665,0.10505946781753739,precentral-rh,0.5518062195874435
3019,right,51653,0.017921671634494783,0.000774120315802671,0.09963566098865331,precentral-rh,0.3627414097011611
3020,right,51743,0.010322397084329788,-0.0025772759433216946,0.0946076202787323,paracentral-rh,0.27807733833033027
3021,right,51772,0.03742675099516787,-0.003310192877262145,0.0921848497511434,postcentral-rh,0.32254644892275103
3022,right,51782,0.04824482035074623,-0.003961502537035691,0.0909289141921451,supramarginal-rh,0.5610267145544076
3023,right,51788,0.04250277491988686,-0.0031362130433482925,0.0912256414219658,supramarginal-rh,0.4008919711708491
3024,right,51826,0.006987462709332745,-0.004889801927074491,0.0893284078386377,posteriorcingulate-rh,0.298732908519422
3025,right,51894,0.04599012951226409,-0.006702638066954246,0.08542395092218863,supramarginal-rh,0.4859518622684397
3026,right,51930,0.014513783073404824,-0.008440165169829617,0.08289497069306079,precuneus-rh,0.2610679282051769
3027,right,52201,0.05218691897616029,-0.019640147891720236,0.0569847917185877,inferiorparietal-rh,0.5632173744818115
3028,right,52260,0.016328919616472745,-0.02086523895048154,0.05539096752004551,isthmuscingulate-rh,0.02520152003599388
3029,right,52276,0.05614711327384604,-0.02167453224861138,0.05298236666069605,middletemporal-rh,0.6647045829663557
3030,right,52463,0.02563591975059912,-0.026976840967078846,0.04330887137066275,fusiform-rh,0.06101947134188036
3031,right,52569,0.05233937203961531,-0.0303301356372967,0.03593494089726491,inferiortemporal-rh,0.5762322366641894
3032,right,52635,0.009334120449435844,0.009401472827329827,0.11781036798035248,precentral-rh,2.2499391727785447
3033,right,52658,0.004503718310549685,0.009028726998117648,0.11607069942779506,paracentral-rh,1.918387550814149
3034,right,52664,0.017528310414857775,0.008008245647756488,0.11609564549183107,precentral-rh,2.0355139331888674
3035,right,52789,0.040026671298399936,0.0033246922682928738,0.10585164870285273,postcentral-rh,0.682333231953715
3036,right,52824,0.04315238893416109,0.0024190394311831794,0.1010672223790816,postcentral-rh,0.45866318524803246
3037,right,52879,0.006707715040309349,0.0005457899965798929,0.098186211078605,paracentral-rh,0.29894811564146884
3038,right,52912,0.05016271240124745,0.0010615972910224336,0.09709598845974622,postcentral-rh,0.5278085170087972
3039,right,53033,0.002057232365726054,-0.003895105051934751,0.09014110435851605,precuneus-rh,0.334853269636452
3040,right,53048,0.011551803909198346,-0.004663437648524539,0.08850167516541523,paracentral-rh,0.28837609480237586
3041,right,53080,0.007860372887621175,-0.0052841049614207065,0.08686202969285292,precuneus-rh,0.30586325676619913
3042,right,53110,0.050088241972100156,-0.00539409900257262,0.08531668815788362,supramarginal-rh,0.4946092644806983
3043,right,53118,0.03545407730284853,-0.004872819924437473,0.08517641173594735,inferiorparietal-rh,0.35958641484310255
3044,right,53189,0.040216138049149815,-0.007253423529035109,0.08033676060211939,supramarginal-rh,0.4717250337029371
3045,right,53199,0.0034228920655694143,-0.00896290613143594,0.07957164233941223,isthmuscingulate-rh,0.3533770357427344
3046,right,53225,0.04549967495779907,-0.008694789452154857,0.07718560719552081,supramarginal-rh,0.5353501096887121
3047,right,53245,0.008466157147098894,-0.011106335605491093,0.07471941293057133,isthmuscingulate-rh,0.26494768165852295
3048,right,53255,0.0486977990837456,-0.010280454318367759,0.07411202805926888,supramarginal-rh,0.4808209828980153
3049,right,53294,0.05657159594161519,-0.0126019574822223,0.06861411850998475,supramarginal-rh,0.7928107832903636
3050,right,53317,0.003633227345222165,-0.01590325798552916,0.0665494779617283,isthmuscingulate-rh,0.1760626358535279
3051,right,53414,0.009058050919449978,-0.01856614467294423,0.05967219434379661,isthmuscingulate-rh,0.0805026446102029
3052,right,53436,0.006344515325351302,-0.020330332846687994,0.05747778343728472,isthmuscingulate-rh,0.07999210262676631
3053,right,53449,0.056642920410174165,-0.019622476128688837,0.05594883689060161,middletemporal-rh,0.5347401433275653
3054,right,53489,0.023491580260925574,-0.020238750426862847,0.05365973842065058,lingual-rh,0.014920926780811083
3055,right,53598,0.05510005705553189,-0.023934602481369575,0.04917981522799077,middletemporal-rh,0.8971063635567972
3056,right,53657,0.014694012890830553,-0.02551379529990062,0.046247529028524026,lingual-rh,0.07889061800307999
3057,right,53735,0.04774816130804177,-0.025827548020725163,0.041576195652436504,inferiortemporal-rh,0.5932074370191632
3058,right,53745,0.053624965188355835,-0.02711431947962992,0.04029751186852932,inferiortemporal-rh,0.9330412550054282
3059,right,54100,0.03852054428373705,0.002161686083009962,0.0987355956381432,postcentral-rh,0.4355598018319264
3060,right,54167,0.0336727687315622,-0.00036139954108847187,0.09555289880614035,postcentral-rh,0.3389627140105866
3061,right,54301,0.049708875628463906,-0.001968414571922427,0.08748852253318526,supramarginal-rh,0.5445315650247244
3062,right,54331,0.03991175237059645,-0.0043414385093730155,0.08554131710950384,supramarginal-rh,0.41039974168809124
3063,right,54416,0.0029346728562205204,-0.006779453909135723,0.0819464737790448,isthmuscingulate-rh,0.3592129642312072
3064,right,54418,0.04417156243603062,-0.005920143617164607,0.08144694849024993,supramarginal-rh,0.4810022505097845
3065,right,54465,0.00644737577624818,-0.009909881222633024,0.07722704942123468,isthmuscingulate-rh,0.3032121921412763
3066,right,54523,0.004326771495360451,-0.011601052683842431,0.07194795549132507,isthmuscingulate-rh,0.29199605998715294
3067,right,54528,0.05498229046479238,-0.010576381337333008,0.07211801924270866,supramarginal-rh,0.8083560726368194
3068,right,54578,0.059094367996138236,-0.013176795429759271,0.06497234449668984,supramarginal-rh,0.8093665960672844
3069,right,54608,0.05022494970995547,-0.013695199712674699,0.06430140470213577,bankssts-rh,0.4996415045550242
3070,right,54612,0.044436458199135026,-0.014008557068293601,0.06471197724576974,inferiorparietal-rh,0.4467196026532064
3071,right,54628,0.003555657113234922,-0.015925998724788972,0.06306523462106145,isthmuscingulate-rh,0.12690249826100974
3072,right,54659,0.0470243702261473,-0.01631420468902825,0.06068318078586857,inferiorparietal-rh,0.36154468076931356
3073,right,54805,0.011289355133067072,-0.02246548605621139,0.048765332104441034,lingual-rh,0.06716781003584323
3074,right,54965,0.040855418254069055,-0.02677656276690363,0.037949351104318636,inferiortemporal-rh,0.17965422061591566
3075,right,55012,0.03477657394328728,-0.028779948815937612,0.03492339537209825,fusiform-rh,0.23231457131559136
3076,right,55017,0.04235404810408784,-0.029399769373055055,0.03362806798128426,inferiortemporal-rh,0.15900868186768236
3077,right,55128,0.013315271549540935,0.009508906825378402,0.11228739250547778,precentral-rh,1.3544723662576315
3078,right,55183,0.0072559478209434855,0.006619041354462923,0.10738544409902578,paracentral-rh,0.6637022101787113
3079,right,55190,0.033394758838934134,0.007658074283242852,0.10757614534592726,precentral-rh,0.9972885309731768
3080,right,55202,0.02623991656990095,0.006524500473034158,0.10526675893407839,precentral-rh,1.0170307965279748
3081,right,55244,0.0290963658330694,0.005449925731414545,0.10239184943594667,precentral-rh,0.7761154690379344
3082,right,55246,0.006028137169017416,0.003981230506069686,0.1021706445140683,paracentral-rh,0.3772481042914006
3083,right,55342,0.02605151771073569,0.002170199481922896,0.0964231262247848,precentral-rh,0.3930111992114358
3084,right,55423,0.039970548860437535,0.0008971356036546066,0.09248512289540092,postcentral-rh,0.36660506022798783
3085,right,55450,0.013576404774880112,-0.0009864568945670907,0.09132843804388299,paracentral-rh,0.3104950230150598
3086,right,55468,0.05482174188098303,-0.0007317297467660921,0.09012912457775035,supramarginal-rh,0.2472139575273334
3087,right,55560,0.05553941326727881,-0.0036203561528840404,0.08426015541057692,supramarginal-rh,0.17903626376884169
3088,right,55601,0.007412165250293815,-0.005869606393183496,0.0819030260809695,isthmuscingulate-rh,0.31167085396108274
3089,right,55722,0.0006915342099692336,-0.012119001362488061,0.06869993687282305,unknown,0.29086811566299187
3090,right,55770,0.056737840626947186,-0.014004135669400057,0.06269665439388326,supramarginal-rh,0.7127107041598272
3091,right,55848,0.04393962466021707,-0.015863464184417368,0.05782177108433744,bankssts-rh,0.13729443895206142
3092,right,55849,0.009952758325656407,-0.016972941153537664,0.058231915976691105,isthmuscingulate-rh,0.054295812816001356
3093,right,55894,0.050184112608186934,-0.016833206692403783,0.055994789257421664,bankssts-rh,0.5037676531083689
3094,right,55927,0.007947252650221844,-0.01869585858128627,0.05476723794706396,isthmuscingulate-rh,0.039173977654338735
3095,right,56139,0.029460306635707725,-0.023588742392150888,0.042956351983436426,fusiform-rh,0.11118501234860953
3096,right,56233,0.026249817778208336,-0.02611181371778047,0.03813925054303926,fusiform-rh,0.15325903237074867
3097,right,56286,0.04997210587022036,-0.02894129115000572,0.03244494127894894,inferiortemporal-rh,0.32758169005022686
3098,right,56365,0.00640486853736945,0.010496812818225724,0.11247177252621891,paracentral-rh,1.3693633273301766
3099,right,56397,0.03051187378663157,0.009617409625373507,0.10933574917736631,precentral-rh,1.2128713521944186
3100,right,56677,0.05341736334129357,0.00260600004179071,0.09321030910814547,supramarginal-rh,0.4527683489982542
3101,right,56688,0.02811024691930074,0.0011116314428471436,0.09228998067162993,precentral-rh,0.2968856189394226
3102,right,56729,0.04585662853643052,0.0008789202325150281,0.09123850646560666,postcentral-rh,0.48191587173327577
3103,right,56836,0.0039092073864469,-0.002397681054430799,0.08652877321854484,precuneus-rh,0.360178068561025
3104,right,56864,0.010282402369638913,-0.0032182039481689715,0.08382597710577457,isthmuscingulate-rh,0.31296944760242396
3105,right,57028,0.055426993452489956,-0.008707594636124017,0.06965551374191516,supramarginal-rh,0.7391465885151995
3106,right,57033,0.05084580998757969,-0.009503401010284632,0.06943851039744381,supramarginal-rh,0.5692576340830424
3107,right,57037,0.0467836973227689,-0.009393403374670869,0.06954186022786654,supramarginal-rh,0.5284728413245251
3108,right,57167,0.004076850896516991,-0.01469291381309009,0.059731525630002336,isthmuscingulate-rh,0.09517569036204748
3109,right,57245,0.04517919968564934,-0.018279169571397694,0.05251550262269312,bankssts-rh,0.43554087832444904
3110,right,57259,0.05374070404818825,-0.01832742110915528,0.0514163665213031,bankssts-rh,0.652901842942942
3111,right,57326,0.013886847770428977,-0.020303695926378037,0.04896995300016625,lingual-rh,0.061346736987526275
3112,right,57342,0.029379508450183948,-0.019603229596321315,0.047506376243181284,lingual-rh,0.046167334745523675
3113,right,57381,0.05728761844145041,-0.020040117870856897,0.046539366647916684,bankssts-rh,0.9141204618240323
3114,right,57386,0.023570460437695017,-0.02097838551404053,0.04631644305610227,lingual-rh,0.05952663734184542
3115,right,57398,0.05365739082413743,-0.021574638321164137,0.045390142565433375,middletemporal-rh,0.9803930516912766
3116,right,57475,0.03829836641364793,-0.023756034185199747,0.04168378260889479,fusiform-rh,0.2125830092145987
3117,right,57632,0.006459097378254832,0.013789083405715677,0.11815721272057411,paracentral-rh,2.979361917063636
3118,right,57669,0.011485641085937819,0.013824705636263672,0.11542792946612629,precentral-rh,2.4137044840534876
3119,right,57735,0.02286953160677235,0.010775102662929277,0.11025908414971158,precentral-rh,1.5124616537000306
3120,right,57749,0.018674272398747912,0.010322339366587115,0.110116398122216,precentral-rh,1.5170228736862978
3121,right,57805,0.011180119530640083,0.007598193910428718,0.10502898739482251,paracentral-rh,0.6161744762742172
3122,right,57836,0.03390540824985878,0.008153596813294584,0.1020578569080791,precentral-rh,0.8193461609050219
3123,right,57867,0.04157679443736031,0.006457599648757506,0.10036156844338918,postcentral-rh,0.5373446056653701
3124,right,57883,0.009744249412412519,0.005528629373176449,0.09973201669580849,paracentral-rh,0.3527473225633899
3125,right,57907,0.047852427101249886,0.005602695290208216,0.09762169656830487,postcentral-rh,0.48445610906731795
3126,right,57936,0.029672819391817606,0.005707075754078821,0.0970198514290672,precentral-rh,0.501660925958193
3127,right,57947,0.04976929146376604,0.005270006623266141,0.09568883532278724,postcentral-rh,0.5016207956692075
3128,right,57987,0.009266469850766602,0.0028861816943346816,0.09503319321818016,paracentral-rh,0.32466304900725307
3129,right,58000,0.032078408774005925,0.003979742053714229,0.09404008662335768,precentral-rh,0.3701691885202298
