comparison,analysis_unit,snr_pair_count,mean_difference,mean_difference_ci95_low,mean_difference_ci95_high,median_difference,cohen_dz,wins,ties,losses,wilcoxon_statistic,wilcoxon_p,holm_adjusted_p
OASTER-ERP - MNE,"SNR pair; descriptive, not independent subjects",49,0.05639484744990047,0.043919879551125154,0.07007498872301313,0.038403822956772915,1.197400175348708,49,0,0,0.0,3.552713678800501e-15,2.4868995751603507e-14
OASTER-ERP - dSPM,"SNR pair; descriptive, not independent subjects",49,0.03392418574325084,0.029706648356413994,0.0389441376943104,0.028632441693174027,2.0495425730524883,49,0,0,0.0,3.552713678800501e-15,2.4868995751603507e-14
OASTER-ERP - sLORETA,"SNR pair; descriptive, not independent subjects",49,0.042482435418044855,0.03522087963435058,0.05062548388947928,0.031056036439335744,1.5449245900096287,49,0,0,0.0,3.552713678800501e-15,2.4868995751603507e-14
OASTER-ERP - eLORETA,"SNR pair; descriptive, not independent subjects",49,0.04410239838589225,0.03317718761322143,0.057401850500938,0.026852174323714895,1.0115057962561271,49,0,0,0.0,3.552713678800501e-15,2.4868995751603507e-14
OASTER-ERP - LCMV,"SNR pair; descriptive, not independent subjects",49,0.19488563584903587,0.19248488993790544,0.1971762461992884,0.19443634843968594,22.50995627587867,49,0,0,0.0,3.552713678800501e-15,2.4868995751603507e-14
OASTER-ERP - Dipole fitting (grid),"SNR pair; descriptive, not independent subjects",49,0.32229618638869323,0.32047046596018675,0.32445098409959555,0.32057349863178075,44.69846484703697,49,0,0,0.0,3.552713678800501e-15,2.4868995751603507e-14
OASTER-ERP - RAP-MUSIC,"SNR pair; descriptive, not independent subjects",49,0.31748306310268465,0.3156613839281937,0.3196149915389827,0.3161287532466106,44.41595791439781,49,0,0,0.0,3.552713678800501e-15,2.4868995751603507e-14
