case_id,max_inner_retries,score,elapsed_seconds,null_converged,null_gap,null_iterations,null_retries,null_rho,null_rho_updates,full_converged,full_gap,full_iterations,full_retries,full_rho,full_rho_updates
erp-v6-component-balanced-v2-calibration-09-eeg-10-meg+20,10,-0.4129711249523192,224.13737780001247,True,0.0009552854466703514,2025,1,4.0,4,True,0.0009995777928199538,21700,10,1.0,8
