case_id,configuration_id,scenario,eeg_snr_db,meg_snr_db,method,status,has_surface_true,auc,auc_tie_corrected,surface_auc_tie_corrected,deep_auc_tie_corrected,rmse,surface_sd_mm,deep_sd_mm,surface_dle_mm,deep_dle_mm,has_deep_true,deep_score,deep_peak_distance_mm,deep_detected,deep_false_positive,active_count,surface_active_count,deep_active_count
erp-v6-component-balanced-v3-calibration-018-eeg-10-meg+20,erp-v6-component-balanced-v3-calibration-018,surface_only,-10,20,v6-surface-only,ok,1,0.971191135734072,0.9839331484147327,0.983898776222546,nan,1.5787322609200611,33.94574942407792,nan,72.64000010476717,nan,0,0.0,nan,0,0,148,148,0
erp-v6-component-balanced-v3-calibration-018-eeg-10-meg+20,erp-v6-component-balanced-v3-calibration-018,surface_only,-10,20,v6-full-ungated,ok,1,0.4905263157894737,0.33984761771005234,0.33897016910507316,nan,1.9999999343203283,33.10616117988679,nan,72.64000010476717,nan,0,1.0,nan,0,1,127,126,1
