case_id,scenario,eeg_snr_db,meg_snr_db,gate_score,gate_eeg_score,gate_meg_score,gate_eeg_response_excess,gate_meg_response_excess,gate_reliability_balance,gate_reliability_eeg_weight,gate_formula,primary_channel_weight_min,primary_channel_weight_max,gate_threshold,deep_present_decision,selected_deep_index,secondary_surface_score,surface_threshold,surface_present_decision,null_converged,full_converged,selection_surface_converged,final_surface_converged,all_converged,status,error,elapsed_seconds
erp-v6-hierarchical-v2-surface-calibration-020-eeg-10-meg+20,deep_only,-10,20,0.15813527223145238,0.02851130389074387,2.59263853203813,0.12193382871647507,78.25560877823524,0.014155891879598743,0.5035389729698997,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7505,0.0,,,1,1,1,,1,ok,,219.1783997999737
erp-v6-hierarchical-v2-surface-calibration-021-eeg-10-meg+20,deep_only,-10,20,0.08510917158749397,0.0276083278602886,0.9019500307348343,0.024805706202454925,37.96766024783441,0.026298877060739297,0.5065747192651848,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7508,0.0,,,1,1,1,,1,ok,,125.36666190001415
erp-v6-hierarchical-v2-surface-calibration-022-eeg-10-meg+20,deep_only,-10,20,0.0949145898682279,0.014228812324511644,1.1535640874279154,0.055105394618993664,40.980468909814576,0.02513324462586747,0.5062833111564669,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7511,0.0,,,1,1,1,,1,ok,,239.21079199999804
erp-v6-hierarchical-v2-surface-calibration-023-eeg-10-meg+20,deep_only,-10,20,0.09401210900186356,0.025295707292050013,1.0824688916430254,0.023166324516250336,42.21176313587116,0.023677958274905347,0.5059194895687263,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7507,0.0,,,1,1,1,,1,ok,,111.11702150001656
erp-v6-hierarchical-v2-surface-calibration-024-eeg-10-meg+20,deep_only,-10,20,0.10609676176929357,0.01141780964827071,1.9768607892162522,0.08617135231602413,94.46538591012144,0.011377645855206939,0.5028444114638018,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7498,0.0,,,1,1,1,,1,ok,,96.54405609995592
erp-v6-hierarchical-v2-surface-calibration-025-eeg-10-meg+20,deep_only,-10,20,0.08350846327265977,0.015551650862338026,1.2179374802164502,0.0,62.75060652649617,0.015686125269794536,0.5039215313174487,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7503,0.0,,,1,1,1,,1,ok,,127.97675710002659
erp-v6-hierarchical-v2-surface-calibration-026-eeg-10-meg+20,deep_only,-10,20,0.07323311906214917,0.0037892144632637416,1.1397543062833382,0.09499299988375176,61.58239103008183,0.017496822698215786,0.5043742056745539,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7499,0.0,,,1,1,1,,1,ok,,138.56693729996914
erp-v6-hierarchical-v2-surface-calibration-027-eeg-10-meg+20,deep_only,-10,20,0.06773911324016366,0.007705959444525784,1.0993684396468508,0.026126160794906372,71.94151780351281,0.014067792824918279,0.5035169482062296,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7503,0.0,,,1,1,1,,1,ok,,113.53928639995866
erp-v6-hierarchical-v2-surface-calibration-028-eeg-10-meg+20,deep_only,-10,20,0.07197853669223019,0.006038729250188266,0.9511775525679831,0.0,45.5924806237496,0.02146269068769585,0.505365672671924,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7507,0.0,,,1,1,1,,1,ok,,146.92041349998908
erp-v6-hierarchical-v2-surface-calibration-029-eeg-10-meg+20,deep_only,-10,20,0.0887392378728416,0.004125180406854047,1.2324309080156264,0.0,48.55193258926468,0.020180847602635135,0.5050452119006588,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7511,0.0,,,1,1,1,,1,ok,,326.84928010002477
erp-v6-hierarchical-v2-surface-calibration-030-eeg-10-meg+20,deep_only,-10,20,0.12358707969846427,0.02511595152302378,1.40226636997084,0.12989285400435313,37.31598450340244,0.029488811749154437,0.5073722029372886,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7508,0.0,,,1,1,1,,1,ok,,159.91168489999836
erp-v6-hierarchical-v2-surface-calibration-031-eeg-10-meg+20,deep_only,-10,20,0.17744254860080733,0.023186450919047006,3.0041658196144687,0.058049066263861304,79.7137329274776,0.013108662279497505,0.5032771655698743,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7505,0.0,,,1,1,1,,1,ok,,163.97741960000712
erp-v6-hierarchical-v2-surface-calibration-032-eeg-10-meg+20,deep_only,-10,20,0.09567730624867196,0.02208865436790616,1.6495725059766657,0.08945614574943095,91.98067373051853,0.011717017118062082,0.5029292542795155,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7498,0.0,,,1,1,1,,1,ok,,90.56748130003689
