case_id,configuration_id,scenario,eeg_snr_db,meg_snr_db,score,null_converged,full_converged,all_converged,p_value,deep_present_decision,elapsed_seconds
erp-v6-component-balanced-v3-calibration-002-eeg-10-meg-10,erp-v6-component-balanced-v3-calibration-002,surface_only,-10,-10,0.0018722469959542303,1,1,1,nan,,23.29641960002482
erp-v6-component-balanced-v3-calibration-004-eeg-10-meg-10,erp-v6-component-balanced-v3-calibration-004,surface_only,-10,-10,0.008885840738445526,1,1,1,nan,,23.744166999997105
erp-v6-component-balanced-v3-calibration-014-eeg-10-meg-10,erp-v6-component-balanced-v3-calibration-014,surface_only,-10,-10,-0.23805402774089082,1,1,1,nan,,31.33464549999917
erp-v6-component-balanced-v3-calibration-021-eeg-10-meg-10,erp-v6-component-balanced-v3-calibration-021,surface_only,-10,-10,0.010971744179586579,1,1,1,nan,,25.337707800004864
erp-v6-component-balanced-v3-calibration-024-eeg-10-meg-10,erp-v6-component-balanced-v3-calibration-024,surface_only,-10,-10,0.01642445045790194,1,1,1,nan,,27.876554199989187
erp-v6-component-balanced-v3-calibration-034-eeg-10-meg-10,erp-v6-component-balanced-v3-calibration-034,surface_only,-10,-10,0.0018905125695756237,1,1,1,nan,,17.483841000008397
erp-v6-component-balanced-v3-calibration-044-eeg-10-meg-10,erp-v6-component-balanced-v3-calibration-044,surface_only,-10,-10,0.07126221972996762,1,1,1,nan,,19.478329299978213
erp-v6-component-balanced-v3-calibration-045-eeg-10-meg-10,erp-v6-component-balanced-v3-calibration-045,surface_only,-10,-10,0.0005346000904462795,1,1,1,nan,,36.47527860000264
erp-v6-component-balanced-v3-calibration-048-eeg-10-meg-10,erp-v6-component-balanced-v3-calibration-048,surface_only,-10,-10,0.004080008242253328,1,1,1,nan,,23.069348699995317
erp-v6-component-balanced-v3-calibration-050-eeg-10-meg-10,erp-v6-component-balanced-v3-calibration-050,surface_only,-10,-10,0.09913270936234618,1,1,1,nan,,9.819331400009105
erp-v6-component-balanced-v3-calibration-003-eeg-10-meg-10,erp-v6-component-balanced-v3-calibration-003,surface_only,-10,-10,0.013630348606254072,1,1,1,nan,,35.40444610000122
erp-v6-component-balanced-v3-calibration-009-eeg-10-meg-10,erp-v6-component-balanced-v3-calibration-009,surface_only,-10,-10,0.03767447351733723,1,1,1,nan,,27.889023099996848
erp-v6-component-balanced-v3-calibration-017-eeg-10-meg-10,erp-v6-component-balanced-v3-calibration-017,surface_only,-10,-10,0.05279369542695038,1,1,1,nan,,31.313696500001242
erp-v6-component-balanced-v3-calibration-027-eeg-10-meg-10,erp-v6-component-balanced-v3-calibration-027,surface_only,-10,-10,0.023449693168171852,1,1,1,nan,,22.350528199982364
erp-v6-component-balanced-v3-calibration-032-eeg-10-meg-10,erp-v6-component-balanced-v3-calibration-032,surface_only,-10,-10,-0.0002067962967454327,1,1,1,nan,,17.805436399998143
erp-v6-component-balanced-v3-calibration-038-eeg-10-meg-10,erp-v6-component-balanced-v3-calibration-038,surface_only,-10,-10,-0.0035686856204743627,1,1,1,nan,,27.816364500002237
erp-v6-component-balanced-v3-calibration-039-eeg-10-meg-10,erp-v6-component-balanced-v3-calibration-039,surface_only,-10,-10,0.0998907262904641,1,1,1,nan,,32.36458409999614
erp-v6-component-balanced-v3-calibration-040-eeg-10-meg-10,erp-v6-component-balanced-v3-calibration-040,surface_only,-10,-10,0.019165666880516206,1,1,1,nan,,39.24796539999079
erp-v6-component-balanced-v3-calibration-049-eeg-10-meg-10,erp-v6-component-balanced-v3-calibration-049,surface_only,-10,-10,-0.0016122722886445018,1,1,1,nan,,31.125284000008833
erp-v6-component-balanced-v3-calibration-001-eeg-10-meg+20,erp-v6-component-balanced-v3-calibration-001,surface_only,-10,20,0.23737489002656983,1,1,1,nan,,132.6689033000148
erp-v6-component-balanced-v3-calibration-007-eeg-10-meg+20,erp-v6-component-balanced-v3-calibration-007,surface_only,-10,20,0.25176237838140664,1,1,1,nan,,97.38888360001147
erp-v6-component-balanced-v3-calibration-018-eeg-10-meg+20,erp-v6-component-balanced-v3-calibration-018,surface_only,-10,20,0.07279936838528958,1,0,0,nan,,236.46585350000532
erp-v6-component-balanced-v3-calibration-019-eeg-10-meg+20,erp-v6-component-balanced-v3-calibration-019,surface_only,-10,20,-0.8081166658860167,1,1,1,nan,,65.21311750001041
erp-v6-component-balanced-v3-calibration-023-eeg-10-meg+20,erp-v6-component-balanced-v3-calibration-023,surface_only,-10,20,0.010549358170353833,1,1,1,nan,,69.13262889999896
erp-v6-component-balanced-v3-calibration-029-eeg-10-meg+20,erp-v6-component-balanced-v3-calibration-029,surface_only,-10,20,0.09866567765762001,1,1,1,nan,,107.40310629998567
erp-v6-component-balanced-v3-calibration-035-eeg-10-meg+20,erp-v6-component-balanced-v3-calibration-035,surface_only,-10,20,0.12700891556377378,1,1,1,nan,,51.93641160000698
erp-v6-component-balanced-v3-calibration-047-eeg-10-meg+20,erp-v6-component-balanced-v3-calibration-047,surface_only,-10,20,0.0009367142631715014,1,1,1,nan,,41.34873560001142
