case_id,max_inner_retries,score,elapsed_seconds,null_converged,null_gap,null_iterations,null_retries,null_rho,null_rho_updates,full_converged,full_gap,full_iterations,full_retries,full_rho,full_rho_updates
erp-v6-component-balanced-v2-calibration-09-eeg-10-meg+20,8,-0.4110352453782571,211.75691180001013,True,0.0009552854466703514,2025,1,4.0,4,False,0.0017785462559221025,18000,8,1.0,8
