manifest_sha256,chunk_index,chunk_file,case_number,case_id,configuration_number,configuration_id,pair_index,eeg_snr_db,meg_snr_db,scenario,surface_centers,deep_index,deep_surface_ratio,correlation,method,status,error,elapsed_seconds,temporal_rank,selected_templates,has_surface_true,auc,auc_tie_corrected,surface_auc_tie_corrected,deep_auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,has_deep_true,deep_score,deep_peak_distance_mm,deep_detected,deep_false_positive,active_count,surface_active_count,deep_active_count
0989782ea769bc0a698e8e6f250795ee829398afc5984a904eeb9544a32432b5,0,eeg_-10_meg_-10.csv,0,erp-v3-development-00000-surface_only-eeg-10-meg-10,0,erp-v3-development-source-000-surface_only,0,-10,-10,surface_only,[1317],,,,OASTER-ERP-v5,ok,,181.5569894000073,10,0,1,0.6096296296296296,0.992610873947587,0.9931298276886513,nan,1.948522800385173,39.731809296222096,7.28359507759414,nan,nan,0,1.0,nan,0,1,6,3,3
0989782ea769bc0a698e8e6f250795ee829398afc5984a904eeb9544a32432b5,0,eeg_-10_meg_-10.csv,0,erp-v3-development-00000-surface_only-eeg-10-meg-10,0,erp-v3-development-source-000-surface_only,0,-10,-10,surface_only,[1317],,,,MNE,ok,,0.7007183999521658,,,1,0.5181790123456791,0.6835497450492114,0.6831105169340463,nan,1.95277924534079,76.71951126835079,124.50762484013009,nan,nan,0,0.26682334851852657,nan,0,1,523,507,16
0989782ea769bc0a698e8e6f250795ee829398afc5984a904eeb9544a32432b5,0,eeg_-10_meg_-10.csv,0,erp-v3-development-00000-surface_only-eeg-10-meg-10,0,erp-v3-development-source-000-surface_only,0,-10,-10,surface_only,[1317],,,,dSPM,ok,,0.6975036999792792,,,1,0.524351851851852,0.6287056800664058,0.6284982174688057,nan,1.9483702042297857,72.91458273166933,20.556646252890193,nan,nan,0,0.4355956833414159,nan,0,1,7512,7496,16
0989782ea769bc0a698e8e6f250795ee829398afc5984a904eeb9544a32432b5,0,eeg_-10_meg_-10.csv,0,erp-v3-development-00000-surface_only-eeg-10-meg-10,0,erp-v3-development-source-000-surface_only,0,-10,-10,surface_only,[1317],,,,sLORETA,ok,,0.7012921999557875,,,1,0.4283950617283951,0.5771003794616388,0.57808229352347,nan,1.960058893772565,69.65379872469195,108.12330068293107,nan,nan,0,0.41831770042186794,nan,0,1,2264,2248,16
0989782ea769bc0a698e8e6f250795ee829398afc5984a904eeb9544a32432b5,0,eeg_-10_meg_-10.csv,0,erp-v3-development-00000-surface_only-eeg-10-meg-10,0,erp-v3-development-source-000-surface_only,0,-10,-10,surface_only,[1317],,,,eLORETA,ok,,0.6964147999533452,,,1,0.6085185185185186,0.7176938811810744,0.7171271538918598,nan,1.9407799848102654,75.2178423971106,11.88893221290573,nan,nan,0,0.4263437685674201,nan,0,1,6918,6902,16
0989782ea769bc0a698e8e6f250795ee829398afc5984a904eeb9544a32432b5,0,eeg_-10_meg_-10.csv,0,erp-v3-development-00000-surface_only-eeg-10-meg-10,0,erp-v3-development-source-000-surface_only,0,-10,-10,surface_only,[1317],,,,LCMV,ok,,0.24991000001318753,,,1,0.37083333333333335,0.5131699869560062,0.5142676767676767,nan,1.9881224044094217,61.97893738331776,53.07615907001969,nan,nan,0,0.0,nan,0,0,1163,1147,16
0989782ea769bc0a698e8e6f250795ee829398afc5984a904eeb9544a32432b5,0,eeg_-10_meg_-10.csv,0,erp-v3-development-00000-surface_only-eeg-10-meg-10,0,erp-v3-development-source-000-surface_only,0,-10,-10,surface_only,[1317],,,,Dipole fitting (grid),ok,,0.21958029991947114,,,1,0.5,0.4999332977588047,0.4999331550802139,nan,2.0000000000000004,4.336040431655803,7.755141529980423,nan,nan,0,0.0,nan,0,0,1,1,0
0989782ea769bc0a698e8e6f250795ee829398afc5984a904eeb9544a32432b5,0,eeg_-10_meg_-10.csv,0,erp-v3-development-00000-surface_only-eeg-10-meg-10,0,erp-v3-development-source-000-surface_only,0,-10,-10,surface_only,[1317],,,,RAP-MUSIC,ok,,0.2525037999730557,,,1,0.5,0.4999332977588047,0.4999331550802139,nan,2.0000000000000004,4.336040431655803,7.755141529980423,nan,nan,0,0.0,nan,0,0,1,1,0
0989782ea769bc0a698e8e6f250795ee829398afc5984a904eeb9544a32432b5,0,eeg_-10_meg_-10.csv,68,erp-v3-development-00068-deep_only-eeg-10-meg-10,68,erp-v3-development-source-068-deep_only,0,-10,-10,deep_only,[],7498,,,OASTER-ERP-v5,ok,,63.45622180000646,10,0,0,1.0,1.0,nan,1.0,0.5244016263028789,nan,nan,7.032212906784249,0.0,1,1.0,0.0,1,0,4,2,2
0989782ea769bc0a698e8e6f250795ee829398afc5984a904eeb9544a32432b5,0,eeg_-10_meg_-10.csv,68,erp-v3-development-00068-deep_only-eeg-10-meg-10,68,erp-v3-development-source-068-deep_only,0,-10,-10,deep_only,[],7498,,,MNE,ok,,0.7428622998995706,,,0,0.55,0.9036337015839212,nan,0.9333333333333333,1.979815185440961,nan,nan,24.90106742003579,14.142136031724077,1,0.22077653358308624,14.142136031724077,0,0,117,101,16
0989782ea769bc0a698e8e6f250795ee829398afc5984a904eeb9544a32432b5,0,eeg_-10_meg_-10.csv,68,erp-v3-development-00068-deep_only-eeg-10-meg-10,68,erp-v3-development-source-068-deep_only,0,-10,-10,deep_only,[],7498,,,dSPM,ok,,0.7426963999751024,,,0,0.96,0.9884200718754159,nan,0.9333333333333333,1.9822024248782215,nan,nan,25.992851203218727,14.142136031724077,1,0.8704710745519889,14.142136031724077,0,0,7514,7498,16
0989782ea769bc0a698e8e6f250795ee829398afc5984a904eeb9544a32432b5,0,eeg_-10_meg_-10.csv,68,erp-v3-development-00068-deep_only-eeg-10-meg-10,68,erp-v3-development-source-068-deep_only,0,-10,-10,deep_only,[],7498,,,sLORETA,ok,,0.741236699919682,,,0,0.77,0.9640622920271529,nan,0.8666666666666667,1.9722393913898193,nan,nan,26.742625918384565,17.320508398326936,1,0.694716615872178,17.320508398326936,0,0,2108,2092,16
0989782ea769bc0a698e8e6f250795ee829398afc5984a904eeb9544a32432b5,0,eeg_-10_meg_-10.csv,68,erp-v3-development-00068-deep_only-eeg-10-meg-10,68,erp-v3-development-source-068-deep_only,0,-10,-10,deep_only,[],7498,,,eLORETA,ok,,0.746022799925413,,,0,0.68,0.8835352056435511,nan,1.0,1.9826096849875183,nan,nan,26.705906676785418,0.0,1,0.6899969266882097,0.0,1,0,7312,7296,16
0989782ea769bc0a698e8e6f250795ee829398afc5984a904eeb9544a32432b5,0,eeg_-10_meg_-10.csv,68,erp-v3-development-00068-deep_only-eeg-10-meg-10,68,erp-v3-development-source-068-deep_only,0,-10,-10,deep_only,[],7498,,,LCMV,ok,,0.22677599993767217,,,0,0.98,0.9968055370690803,nan,0.8666666666666667,1.9470385330764826,nan,nan,24.758076698114795,17.320508398326936,1,0.0,nan,0,0,742,726,16
0989782ea769bc0a698e8e6f250795ee829398afc5984a904eeb9544a32432b5,0,eeg_-10_meg_-10.csv,68,erp-v3-development-00068-deep_only-eeg-10-meg-10,68,erp-v3-development-source-068-deep_only,0,-10,-10,deep_only,[],7498,,,Dipole fitting (grid),ok,,0.19475439994130284,,,0,1.0,1.0,nan,1.0,0.4035312353187274,nan,nan,0.0,0.0,1,1.0,0.0,1,0,2,1,1
0989782ea769bc0a698e8e6f250795ee829398afc5984a904eeb9544a32432b5,0,eeg_-10_meg_-10.csv,68,erp-v3-development-00068-deep_only-eeg-10-meg-10,68,erp-v3-development-source-068-deep_only,0,-10,-10,deep_only,[],7498,,,RAP-MUSIC,ok,,0.22998949995962903,,,0,1.0,1.0,nan,1.0,0.4035312353187274,nan,nan,0.0,0.0,1,1.0,0.0,1,0,2,1,1
0989782ea769bc0a698e8e6f250795ee829398afc5984a904eeb9544a32432b5,0,eeg_-10_meg_-10.csv,86,erp-v3-development-00086-deep_plus_surface-eeg-10-meg-10,86,erp-v3-development-source-086-deep_plus_surface,0,-10,-10,deep_plus_surface,[1317],7498,0.5,0.0,OASTER-ERP-v5,ok,,150.31203719996847,10,0,1,0.8301851851851851,0.9922755521224677,0.9922385620915033,0.9333333333333333,2.0553631862009833,4.336040431655803,7.755141529980423,29.488025295416733,41.23105692695092,1,1.0,41.23105692695092,0,0,5,1,4
0989782ea769bc0a698e8e6f250795ee829398afc5984a904eeb9544a32432b5,0,eeg_-10_meg_-10.csv,86,erp-v3-development-00086-deep_plus_surface-eeg-10-meg-10,86,erp-v3-development-source-086-deep_plus_surface,0,-10,-10,deep_plus_surface,[1317],7498,0.5,0.0,MNE,ok,,0.8177858999697492,,,1,0.7678395061728395,0.7623187388083283,0.7576128936423054,1.0,1.957437551907238,77.52882549982884,124.50762484013009,24.579816110393928,0.0,1,0.26007505538720255,0.0,1,0,240,224,16
0989782ea769bc0a698e8e6f250795ee829398afc5984a904eeb9544a32432b5,0,eeg_-10_meg_-10.csv,86,erp-v3-development-00086-deep_plus_surface-eeg-10-meg-10,86,erp-v3-development-source-086-deep_plus_surface,0,-10,-10,deep_plus_surface,[1317],7498,0.5,0.0,dSPM,ok,,0.8149763999390416,,,1,0.7508024691358026,0.862259049892911,0.8658422459893047,0.9333333333333333,1.954522896082365,74.06379931433278,17.532637128830036,26.51651543812149,10.00000054854849,1,0.362823448798615,10.00000054854849,1,0,7498,7482,16
