method,eeg_snr_db,meg_snr_db,aggregation,case_count,scenario_count,auc,auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,deep_score,deep_peak_distance_mm,active_count,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_sensitivity,deep_specificity,deep_balanced_accuracy
RAP-MUSIC,-5,5,case_weighted,186,4,0.5855400152876348,0.5713694682742644,1.4664630724819478,4.7010667621254765,7.496897897292155,1.0347100154902125,1.0347100154902125,0.16826352225828295,1.0347100154902125,2.0806451612903225,4.7010667621254765,7.496897897292155,160.97154517738647,160.97154517738647,0.2966101694915254,1.0,0.6483050847457628
RAP-MUSIC,-5,10,case_weighted,186,4,0.6003499270992124,0.573014841459832,1.4136457230081354,4.349598124245824,7.956928852269421,0.8828426747224486,0.8828426747224486,0.21048653973383272,0.8828426747224486,2.1666666666666665,4.349598124245824,7.956928852269421,135.2383198301948,135.2383198301948,0.4152542372881356,1.0,0.7076271186440678
RAP-MUSIC,-5,15,case_weighted,186,4,0.6007213054861265,0.5705087061013177,1.4180815201317312,4.916771600622716,8.697221669047094,0.5769230574539702,0.5769230574539702,0.2143234301819295,0.5769230574539702,2.0698924731182795,4.916771600622716,8.697221669047094,131.151876114423,131.151876114423,0.4406779661016949,1.0,0.7203389830508474
RAP-MUSIC,-5,20,case_weighted,186,4,0.5998923496220082,0.5687545225287316,1.4362010351573247,5.672214300156114,9.010983787633212,0.27729678493576615,0.27729678493576615,0.2154546933506128,0.27729678493576615,2.0268817204301075,5.672214300156114,9.010983787633212,133.0007850034094,133.0007850034094,0.423728813559322,0.9852941176470589,0.7045114656031904
RAP-MUSIC,0,-10,case_weighted,186,4,0.5645387562529123,0.5636093628438876,1.5804339068097344,4.450440890723609,8.730417679300936,1.0496580728543605,1.0496580728543605,0.11812995611835733,1.0496580728543605,1.6881720430107527,4.450440890723609,8.730417679300936,188.61786239001697,188.61786239001697,0.1864406779661017,1.0,0.5932203389830508
RAP-MUSIC,0,-5,case_weighted,186,4,0.5695676571766796,0.5661401976968148,1.547167221044273,4.646668682504132,8.611539938651651,1.3131590722887714,1.3131590722887714,0.12871420381621188,1.3131590722887714,1.8655913978494623,4.646668682504132,8.611539938651651,182.75271548014427,182.75271548014427,0.211864406779661,1.0,0.6059322033898304
RAP-MUSIC,0,0,case_weighted,186,4,0.5821150628917663,0.5710784804103826,1.4765902765902217,4.784811963456343,7.699152855172714,0.30303028482889555,0.30303028482889555,0.1557929628863565,0.30303028482889555,2.0483870967741935,4.784811963456343,7.699152855172714,168.66503819646553,168.66503819646553,0.2796610169491525,1.0,0.6398305084745762
RAP-MUSIC,0,5,case_weighted,186,4,0.590509103464753,0.571898929312685,1.4452521944394952,4.527605125915774,7.650292506575165,0.2500000047224833,0.2500000047224833,0.1758108658986982,0.2500000047224833,2.150537634408602,4.527605125915774,7.650292506575165,154.78195529642827,154.78195529642827,0.3389830508474576,1.0,0.6694915254237288
RAP-MUSIC,0,10,case_weighted,186,4,0.6076699940035281,0.5747134553028771,1.3891252219680381,3.7566065836722964,7.675158024773234,0.5454545126920123,0.5454545126920123,0.2286863299270659,0.5454545126920123,2.182795698924731,3.7566065836722964,7.675158024773234,125.2019834334198,125.2019834334198,0.4661016949152542,1.0,0.7330508474576272
RAP-MUSIC,0,15,case_weighted,186,4,0.6058808994036492,0.572980897363196,1.4029960332786338,4.675172717336448,7.857943012229048,0.5555555221863087,0.5555555221863087,0.21300940025412626,0.5555555221863087,2.1774193548387095,4.675172717336448,7.857943012229048,127.18528099152385,127.18528099152385,0.4576271186440678,1.0,0.728813559322034
