method,eeg_snr_db,meg_snr_db,scenario,aggregation,case_count,scenario_count,auc,auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,deep_score,deep_peak_distance_mm,active_count,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_sensitivity,deep_specificity,deep_balanced_accuracy
LCMV,20,20,deep_only,case_weighted_within_scenario,16,1,1.0,1.0,0.5849429842143073,nan,nan,0.0,0.0,1.0,0.0,546.9375,nan,nan,0.0,0.0,1.0,nan,nan
LCMV,20,20,deep_plus_surface,case_weighted_within_scenario,68,1,0.8857691306770843,0.689968160176544,1.8233301084816251,55.515516263138615,47.61408616831136,7.219287763102787,0.401772190395227,0.9905670916467014,0.14705883159630143,513.2794117647059,55.515516263138615,47.61408616831136,7.219287763102787,0.401772190395227,1.0,nan,nan
LCMV,20,20,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.8484905354612939,0.6819913590904978,1.8327878501540933,35.24822015164869,41.40788894665334,9.441540587127616,0.4159451628841696,0.96571415679931,0.0,362.6764705882353,35.24822015164869,41.40788894665334,9.441540587127616,0.4159451628841696,1.0,nan,nan
LCMV,20,20,surface_only,case_weighted_within_scenario,68,1,0.5896603318421869,0.6692716847820294,1.9882104115244639,57.07982578123709,48.40652799102363,nan,nan,0.5858189252733079,nan,1425.2205882352941,57.07982578123709,48.40652799102363,nan,nan,nan,0.0,nan
MNE,-10,-10,deep_only,case_weighted_within_scenario,16,1,0.339375,0.7791744309862905,1.9851472029608106,nan,nan,23.167028041795902,18.94750037009611,0.21754244792731928,14.29438065904746,156.6875,nan,nan,23.167028041795902,18.94750037009611,0.25,nan,nan
MNE,-10,-10,deep_plus_surface,case_weighted_within_scenario,68,1,0.5769953556433016,0.7145215011474838,1.9522887419137138,78.6208086371753,76.92797554693482,24.239312065205215,24.69325679085711,0.2534982521196151,24.207222367085908,799.3382352941177,78.6208086371753,76.92797554693482,24.239312065205215,24.69325679085711,0.14705882352941177,nan,nan
MNE,-10,-10,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.6781814459031241,0.6311208380943549,1.9526299548887616,53.80947746468296,57.38853850159123,24.41581904304482,23.50661151509331,0.2565935146437647,24.425799260905087,769.3823529411765,53.80947746468296,57.38853850159123,24.41581904304482,23.50661151509331,0.17647058823529413,nan,nan
MNE,-10,-10,surface_only,case_weighted_within_scenario,68,1,0.6142075264736537,0.7347992423312858,1.9411168060561466,78.41566924134506,77.01937860927461,nan,nan,0.24746606452195571,nan,817.8235294117648,78.41566924134506,77.01937860927461,nan,nan,nan,0.014705882352941176,nan
MNE,-10,-5,deep_only,case_weighted_within_scenario,16,1,0.468125,0.8661985891122055,1.9793587149265814,nan,nan,22.492512690994236,12.918885705519704,0.24445076847707542,10.305422793822311,143.125,nan,nan,22.492512690994236,12.918885705519704,0.5,nan,nan
MNE,-10,-5,deep_plus_surface,case_weighted_within_scenario,68,1,0.616763719726004,0.7702962894025932,1.9387581647275416,76.41261685724203,81.31393077035578,24.056863360494596,24.10739875502135,0.21812358892437753,21.76458230568572,263.80882352941177,76.41261685724203,81.31393077035578,24.056863360494596,24.10739875502135,0.20588235294117646,nan,nan
MNE,-10,-5,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.7068584374924087,0.6847602676029998,1.9374365468253976,52.70529510073684,56.31845394066687,24.43931616454902,24.29931899156691,0.22699794980480428,23.864989247427207,280.11764705882354,52.70529510073684,56.31845394066687,24.43931616454902,24.29931899156691,0.17647058823529413,nan,nan
MNE,-10,-5,surface_only,case_weighted_within_scenario,68,1,0.6800981538740959,0.7981931389630789,1.9238768477362185,75.93662855821006,79.62594238427316,nan,nan,0.2158089076529342,nan,279.25,75.93662855821006,79.62594238427316,nan,nan,nan,0.0,nan
MNE,-10,0,deep_only,case_weighted_within_scenario,16,1,0.639375,0.9247720617596167,1.9706428198215449,nan,nan,21.521091980709684,12.692847991214352,0.28744276098896393,9.59813989279737,111.875,nan,nan,21.521091980709684,12.692847991214352,0.5625,nan,nan
MNE,-10,0,deep_plus_surface,case_weighted_within_scenario,68,1,0.6599184910768494,0.8358044213159961,1.9187186025586678,72.39788959061772,76.11263091837634,23.813370651589356,21.599051283532276,0.20174543738858736,20.467587022783643,186.86764705882354,72.39788959061772,76.11263091837634,23.813370651589356,21.599051283532276,0.2647058823529412,nan,nan
MNE,-10,0,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.7454930190950265,0.7450158437399688,1.9186598185450612,51.503192231372516,54.78471679559806,24.21993366865337,24.46123374387671,0.19221180592483697,23.180758578547987,170.58823529411765,51.503192231372516,54.78471679559806,24.21993366865337,24.46123374387671,0.20588235294117646,nan,nan
MNE,-10,0,surface_only,case_weighted_within_scenario,68,1,0.744989880823698,0.8523226961932011,1.9008414412106358,71.8944471803519,77.11219097830674,nan,nan,0.1836933543753988,nan,186.27941176470588,71.8944471803519,77.11219097830674,nan,nan,nan,0.0,nan
MNE,-10,5,deep_only,case_weighted_within_scenario,16,1,0.8575,0.9733212431784906,1.955286098584852,nan,nan,18.668200565262843,8.714256424875437,0.4850285437497305,7.631724635036514,160.875,nan,nan,18.668200565262843,8.714256424875437,0.6875,nan,nan
MNE,-10,5,deep_plus_surface,case_weighted_within_scenario,68,1,0.7050239019231088,0.8874456246479584,1.8897831957011728,62.34432091696641,57.22378054347448,23.46810970106911,20.685764300581212,0.20924262434933105,20.339248071615575,195.33823529411765,62.34432091696641,57.22378054347448,23.46810970106911,20.685764300581212,0.2647058823529412,nan,nan
MNE,-10,5,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.7875220028015683,0.8208390201421822,1.8907010306345222,46.87077265358079,49.453694535854254,23.92270187304016,21.088550990795163,0.20043883432489815,19.105012567377422,187.64705882352942,46.87077265358079,49.453694535854254,23.92270187304016,21.088550990795163,0.3235294117647059,nan,nan
MNE,-10,5,surface_only,case_weighted_within_scenario,68,1,0.80774151472976,0.898809355217418,1.8655233948667949,60.73166139638729,56.106454104147836,nan,nan,0.19367598337394568,nan,196.16176470588235,60.73166139638729,56.106454104147836,nan,nan,nan,0.04411764705882353,nan
MNE,-10,10,deep_only,case_weighted_within_scenario,16,1,0.954375,0.9920471183282311,1.9316587119863378,nan,nan,15.152270442040974,7.4330763729066796,0.7871842364157083,7.4330763729066796,473.0,nan,nan,15.152270442040974,7.4330763729066796,0.6875,nan,nan
MNE,-10,10,deep_plus_surface,case_weighted_within_scenario,68,1,0.7451037805218591,0.917821520668668,1.8513668574773416,41.615580341715706,35.652173906333935,23.02340325020461,21.140942057594636,0.2318131585921354,22.102813768551087,257.29411764705884,41.615580341715706,35.652173906333935,23.02340325020461,21.140942057594636,0.20588235294117646,nan,nan
MNE,-10,10,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.8205688444201482,0.8657814849218111,1.8541988362660495,35.454271958282646,41.75406156038849,23.13483713705783,20.102321623788825,0.23459205131646418,18.38733985774573,258.0,35.454271958282646,41.75406156038849,23.13483713705783,20.102321623788825,0.35294117647058826,nan,nan
MNE,-10,10,surface_only,case_weighted_within_scenario,68,1,0.8443311155118542,0.9269534703212143,1.8199847030159384,41.60409285506706,37.747587862648835,nan,nan,0.21417866604428842,nan,241.5441176470588,41.60409285506706,37.747587862648835,nan,nan,nan,0.11764705882352941,nan
MNE,-10,15,deep_only,case_weighted_within_scenario,16,1,0.9612499999999999,0.9943847331292426,1.9150032128138348,nan,nan,14.018446461780446,8.515608098455504,0.8550993653900247,8.515608098455504,680.9375,nan,nan,14.018446461780446,8.515608098455504,0.625,nan,nan
MNE,-10,15,deep_plus_surface,case_weighted_within_scenario,68,1,0.779255752299426,0.9288359576464869,1.8177367917138032,25.865212990074895,17.660059450932632,22.79004780198093,22.134733610136518,0.24594473568634873,22.186920558697267,316.02941176470586,25.865212990074895,17.660059450932632,22.79004780198093,22.134733610136518,0.19117647058823528,nan,nan
MNE,-10,15,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.8424295466075136,0.8821726747276984,1.8171507417153006,23.67688043017505,28.147680608878932,22.305621449396067,17.61915354258562,0.24923495825335742,17.32503591319287,351.94117647058823,23.67688043017505,28.147680608878932,22.305621449396067,17.61915354258562,0.38235294117647056,nan,nan
MNE,-10,15,surface_only,case_weighted_within_scenario,68,1,0.8594905330584557,0.9416447405076416,1.781253999615315,25.322814236934338,16.747312276471227,nan,nan,0.23140071025396222,nan,314.7647058823529,25.322814236934338,16.747312276471227,nan,nan,nan,0.1323529411764706,nan
MNE,-10,20,deep_only,case_weighted_within_scenario,16,1,0.97,0.9954745108478638,1.9017130586150703,nan,nan,13.655833099338093,9.140608132739784,0.8553135363068869,9.140608132739784,573.25,nan,nan,13.655833099338093,9.140608132739784,0.625,nan,nan
MNE,-10,20,deep_plus_surface,case_weighted_within_scenario,68,1,0.794567967059291,0.9322137600981759,1.8017522024262425,21.85445269302292,16.585952229146553,22.5785217467197,22.360589860261776,0.2478233118770073,22.360589860261776,315.0882352941176,21.85445269302292,16.585952229146553,22.5785217467197,22.360589860261776,0.17647058823529413,nan,nan
MNE,-10,20,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.8430134663608999,0.8847012882441792,1.8032024116044645,21.179300625715065,22.66555053327641,21.92682744725957,18.97561788346769,0.2552896294241133,18.97561788346769,349.20588235294116,21.179300625715065,22.66555053327641,21.92682744725957,18.97561788346769,0.3235294117647059,nan,nan
MNE,-10,20,surface_only,case_weighted_within_scenario,68,1,0.8584305853602663,0.9401226333681262,1.7616908683230317,21.55339299263555,16.11586678566369,nan,nan,0.2376607917475128,nan,306.5882352941176,21.55339299263555,16.11586678566369,nan,nan,nan,0.10294117647058823,nan
MNE,-5,-10,deep_only,case_weighted_within_scenario,16,1,0.405625,0.8026753627046452,1.9803469897725778,nan,nan,22.417802798984322,16.100675412039607,0.3111871653705789,12.035002196153915,213.125,nan,nan,22.417802798984322,16.100675412039607,0.4375,nan,nan
MNE,-5,-10,deep_plus_surface,case_weighted_within_scenario,68,1,0.5817159986548179,0.7536059510375827,1.9366579005148836,76.47041613103006,72.72558887848507,24.05758185886294,23.423329700827544,0.2528417043063654,23.447883655115955,1418.514705882353,76.47041613103006,72.72558887848507,24.05758185886294,23.423329700827544,0.14705882352941177,nan,nan
MNE,-5,-10,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.6971332792218414,0.6814167353042379,1.9367222759958684,52.76425844581491,54.91296470199971,24.604839144697166,23.586418581132374,0.2425861326976739,25.34825410791262,1787.0,52.76425844581491,54.91296470199971,24.604839144697166,23.586418581132374,0.17647058823529413,nan,nan
MNE,-5,-10,surface_only,case_weighted_within_scenario,68,1,0.6850233523125018,0.7857926286787191,1.9192225956100533,75.77422374913894,67.13300611518584,nan,nan,0.2355705579303578,nan,1497.8676470588234,75.77422374913894,67.13300611518584,nan,nan,nan,0.029411764705882353,nan
MNE,-5,-5,deep_only,case_weighted_within_scenario,16,1,0.55375,0.895747371223213,1.9735766683748106,nan,nan,21.56684613422048,12.012954516194785,0.3058335024335264,10.472890963266638,162.0,nan,nan,21.56684613422048,12.012954516194785,0.5625,nan,nan
MNE,-5,-5,deep_plus_surface,case_weighted_within_scenario,68,1,0.6261277554164105,0.8126752788642174,1.9185398947922916,72.41240277637176,67.62640625937063,23.83306994086818,23.25916949737872,0.24625244130252272,20.816611056943476,686.1323529411765,72.41240277637176,67.62640625937063,23.83306994086818,23.25916949737872,0.22058823529411764,nan,nan
MNE,-5,-5,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.727295159991369,0.7308332566507986,1.9190383025797269,50.34831374126656,52.99019125375113,24.326756838352757,24.20986830704899,0.2675867644823878,21.442712241730383,821.0,50.34831374126656,52.99019125375113,24.326756838352757,24.20986830704899,0.20588235294117646,nan,nan
MNE,-5,-5,surface_only,case_weighted_within_scenario,68,1,0.7433639624003915,0.8397586851494089,1.8986060152422102,71.20518970055127,62.51048776765439,nan,nan,0.23494070081352583,nan,774.5735294117648,71.20518970055127,62.51048776765439,nan,nan,nan,0.029411764705882353,nan
MNE,-5,0,deep_only,case_weighted_within_scenario,16,1,0.7512500000000001,0.9497787168907228,1.9635930047442254,nan,nan,20.510647409587783,10.046539326123838,0.3800655220714846,7.890608200286005,155.4375,nan,nan,20.510647409587783,10.046539326123838,0.625,nan,nan
MNE,-5,0,deep_plus_surface,case_weighted_within_scenario,68,1,0.6735218120428479,0.8620354229100315,1.8977640190142993,65.79909301088085,61.27387638000565,23.6016150015179,22.88846770167027,0.2233080425374592,19.640698507991804,299.1764705882353,65.79909301088085,61.27387638000565,23.6016150015179,22.88846770167027,0.3235294117647059,nan,nan
MNE,-5,0,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.7650603805738688,0.7909481564930286,1.8938678511679603,46.53503734519128,48.43558747287237,24.008826723631497,22.684991110922596,0.22300608324772778,20.626705407601186,313.1470588235294,46.53503734519128,48.43558747287237,24.008826723631497,22.684991110922596,0.2647058823529412,nan,nan
MNE,-5,0,surface_only,case_weighted_within_scenario,68,1,0.7853470978619274,0.8789855335134633,1.873189143255249,63.838876728473466,55.26024611863998,nan,nan,0.20983246077751083,nan,314.20588235294116,63.838876728473466,55.26024611863998,nan,nan,nan,0.029411764705882353,nan
MNE,-5,5,deep_only,case_weighted_within_scenario,16,1,0.8775,0.9786120724078264,1.9505808426525792,nan,nan,18.89490309994642,9.59813996011911,0.46393528870948086,8.714256454736544,125.0625,nan,nan,18.89490309994642,9.59813996011911,0.625,nan,nan
MNE,-5,5,deep_plus_surface,case_weighted_within_scenario,68,1,0.7138004263318516,0.8976220558045606,1.8701242686029822,56.73551611680551,51.92553389862825,23.23294794811528,19.96818124652995,0.2171572068972932,20.424942335637475,225.55882352941177,56.73551611680551,51.92553389862825,23.23294794811528,19.96818124652995,0.3088235294117647,nan,nan
MNE,-5,5,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.795708277492662,0.8355160166049147,1.8690583186089,42.66574153600894,41.69770823600531,23.7585418721902,21.07543556106,0.2016648153090874,19.958703472593236,208.76470588235293,42.66574153600894,41.69770823600531,23.7585418721902,21.07543556106,0.29411764705882354,nan,nan
MNE,-5,5,surface_only,case_weighted_within_scenario,68,1,0.8272095965566995,0.9150675317032892,1.8417579796383066,54.90302586066717,51.129850791008046,nan,nan,0.1871499787415665,nan,219.44117647058823,54.90302586066717,51.129850791008046,nan,nan,nan,0.10294117647058823,nan
