method,eeg_snr_db,meg_snr_db,scenario,aggregation,case_count,scenario_count,auc,auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,deep_score,deep_peak_distance_mm,active_count,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_sensitivity,deep_specificity,deep_balanced_accuracy
Dipole fitting (grid),-10,20,deep_only,case_weighted_within_scenario,16,1,1.0,1.0,0.0011018270656216623,nan,nan,0.0,0.0,1.0,0.0,2.625,nan,nan,0.0,0.0,1.0,nan,nan
Dipole fitting (grid),-10,20,deep_plus_surface,case_weighted_within_scenario,68,1,0.5430714880451104,0.5227300683796505,1.6571013808058308,8.918856779267578,9.93611360694967,4.276142274261406,4.276142274261406,0.15953934727964916,4.276142274261406,1.6764705882352942,8.918856779267578,9.93611360694967,183.34830974259742,183.34830974259742,0.20588235294117646,nan,nan
Dipole fitting (grid),-10,20,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.5174069201227584,0.5179578452801448,1.785642821562113,7.902887748015479,17.449301901144203,5.0000000944496685,5.0000000944496685,0.02684063056907962,5.0000000944496685,2.0588235294117645,7.902887748015479,17.449301901144203,220.55681116440513,220.55681116440513,0.058823529411764705,nan,nan
Dipole fitting (grid),-10,20,surface_only,case_weighted_within_scenario,68,1,0.5218903829649714,0.5223983373894636,1.6294451329323587,4.969085313647632,8.95600567347651,nan,nan,0.011574236703924467,nan,1.2352941176470589,4.969085313647632,8.95600567347651,nan,nan,nan,0.9852941176470589,nan
Dipole fitting (grid),-5,-10,deep_only,case_weighted_within_scenario,16,1,1.0,1.0,0.5509877871708768,nan,nan,0.0,0.0,1.0,0.0,2.75,nan,nan,0.0,0.0,1.0,nan,nan
Dipole fitting (grid),-5,-10,deep_plus_surface,case_weighted_within_scenario,68,1,0.5113985508289385,0.5217569128244639,1.751533490050557,14.754606192073515,10.780333160063995,nan,nan,0.0,nan,1.4852941176470589,14.754606192073515,10.780333160063995,234.02911185627738,234.02911185627738,0.0,nan,nan
Dipole fitting (grid),-5,-10,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.5105397475591644,0.5146504168373061,1.813942190699268,12.35817732203129,12.640901481978986,nan,nan,0.0,nan,2.4411764705882355,12.35817732203129,12.640901481978986,234.02911185627735,234.02911185627735,0.0,nan,nan
Dipole fitting (grid),-5,-10,surface_only,case_weighted_within_scenario,68,1,0.5225730009263339,0.5227907500911114,1.675763849650144,11.070382368360512,7.626635137901273,nan,nan,0.0,nan,1.3676470588235294,11.070382368360512,7.626635137901273,nan,nan,nan,1.0,nan
Dipole fitting (grid),-5,-5,deep_only,case_weighted_within_scenario,16,1,1.0,1.0,0.24557474877290053,nan,nan,0.0,0.0,1.0,0.0,3.0,nan,nan,0.0,0.0,1.0,nan,nan
Dipole fitting (grid),-5,-5,deep_plus_surface,case_weighted_within_scenario,68,1,0.5181955576286674,0.5214812741652464,1.7096127571365145,11.625905612471819,8.493608444220696,0.0,0.0,0.021321181476882656,0.0,1.411764705882353,11.625905612471819,8.493608444220696,227.14590268403393,227.14590268403393,0.029411764705882353,nan,nan
Dipole fitting (grid),-5,-5,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.5128804122101899,0.5177059508365107,1.7864828754421713,5.955645042990742,11.483883270780746,nan,nan,0.0,nan,2.176470588235294,5.955645042990742,11.483883270780746,234.02911185627735,234.02911185627735,0.0,nan,nan
Dipole fitting (grid),-5,-5,surface_only,case_weighted_within_scenario,68,1,0.5248854199670445,0.5251836475824121,1.628064534384583,8.69573261121811,7.332113446907127,nan,nan,0.0,nan,1.4411764705882353,8.69573261121811,7.332113446907127,nan,nan,nan,1.0,nan
Dipole fitting (grid),-5,0,deep_only,case_weighted_within_scenario,16,1,1.0,1.0,0.10319884876270861,nan,nan,0.0,0.0,1.0,0.0,2.875,nan,nan,0.0,0.0,1.0,nan,nan
Dipole fitting (grid),-5,0,deep_plus_surface,case_weighted_within_scenario,68,1,0.5154754696423267,0.5228283233133078,1.6912383558173723,7.282573185467202,7.920504312866435,7.499999549515163,7.499999549515163,0.058823529411764705,7.499999549515163,1.4705882352941178,7.282573185467202,7.920504312866435,220.7038699558796,220.7038699558796,0.058823529411764705,nan,nan
Dipole fitting (grid),-5,0,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.5140340616464646,0.5193742787989517,1.7615485098603474,4.092039258510604,11.93335537440156,nan,nan,0.0,nan,2.1470588235294117,4.092039258510604,11.93335537440156,234.02911185627735,234.02911185627735,0.0,nan,nan
Dipole fitting (grid),-5,0,surface_only,case_weighted_within_scenario,68,1,0.5253897270152252,0.5256464549104451,1.598570819371608,6.570113439014681,7.099251232497006,nan,nan,0.0,nan,1.3235294117647058,6.570113439014681,7.099251232497006,nan,nan,nan,1.0,nan
Dipole fitting (grid),-5,5,deep_only,case_weighted_within_scenario,16,1,1.0,1.0,0.05249504588528459,nan,nan,0.0,0.0,1.0,0.0,2.5625,nan,nan,0.0,0.0,1.0,nan,nan
Dipole fitting (grid),-5,5,deep_plus_surface,case_weighted_within_scenario,68,1,0.5563001261683769,0.5280007637123207,1.5976694303457806,5.893705158934709,7.930247077795502,3.184831337616143,3.184831337616143,0.1729723466387354,3.184831337616143,1.6470588235294117,5.893705158934709,7.930247077795502,176.31804172661208,176.31804172661208,0.23529411764705882,nan,nan
Dipole fitting (grid),-5,5,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.5189354065139643,0.5203071820358564,1.726891033997555,4.83960384820424,9.913050357352276,7.071067571030111,7.071067571030111,0.05047738477987172,7.071067571030111,2.2058823529411766,4.83960384820424,9.913050357352276,220.6786386630275,220.6786386630275,0.029411764705882353,nan,nan
Dipole fitting (grid),-5,5,surface_only,case_weighted_within_scenario,68,1,0.5234567770889366,0.5237630592926229,1.621886521964905,3.971286668587235,8.12851834276965,nan,nan,0.0,nan,1.3088235294117647,3.971286668587235,8.12851834276965,nan,nan,nan,1.0,nan
Dipole fitting (grid),-5,10,deep_only,case_weighted_within_scenario,16,1,1.0,1.0,0.015106363472004829,nan,nan,0.0,0.0,1.0,0.0,2.6875,nan,nan,0.0,0.0,1.0,nan,nan
Dipole fitting (grid),-5,10,deep_plus_surface,case_weighted_within_scenario,68,1,0.580368560609162,0.5277770372280705,1.5731336076554214,4.60964242322629,9.153393917466236,1.3636363339661637,1.3636363339661637,0.19245330511166145,1.3636363339661637,1.5735294117647058,4.60964242322629,9.153393917466236,158.75498742258847,158.75498742258847,0.3235294117647059,nan,nan
Dipole fitting (grid),-5,10,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.5141133854145606,0.5197751292761852,1.7511930798227853,5.833532875652716,11.968697739633097,9.999999399353554,9.999999399353554,0.014352968413390059,9.999999399353554,2.176470588235294,5.833532875652716,11.968697739633097,227.44002031342666,227.44002031342666,0.029411764705882353,nan,nan
Dipole fitting (grid),-5,10,surface_only,case_weighted_within_scenario,68,1,0.5242338668095706,0.524696740789587,1.6253648101769693,5.009701200959253,8.457440139425852,nan,nan,0.0,nan,1.3823529411764706,5.009701200959253,8.457440139425852,nan,nan,nan,1.0,nan
Dipole fitting (grid),-5,15,deep_only,case_weighted_within_scenario,16,1,1.0,1.0,0.00403846719188769,nan,nan,0.0,0.0,1.0,0.0,2.75,nan,nan,0.0,0.0,1.0,nan,nan
Dipole fitting (grid),-5,15,deep_plus_surface,case_weighted_within_scenario,68,1,0.5624259761115584,0.5265465226289303,1.5923227452124442,7.292104109436043,10.202488937745192,2.631578932897593,2.631578932897593,0.18261362910630313,2.631578932897593,1.661764705882353,7.292104109436043,10.202488937745192,169.37391883356833,169.37391883356833,0.27941176470588236,nan,nan
Dipole fitting (grid),-5,15,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.511190864958465,0.5157628199522282,1.8057084828320493,7.931491202910432,15.28092917018921,9.999999399353554,9.999999399353554,0.029411764705882353,9.999999399353554,2.0294117647058822,7.931491202910432,15.28092917018921,227.44002031342666,227.44002031342666,0.029411764705882353,nan,nan
Dipole fitting (grid),-5,15,surface_only,case_weighted_within_scenario,68,1,0.5225513620016307,0.5229701027665545,1.6334844857878545,5.258189756162092,8.238953651358393,nan,nan,0.0,nan,1.3676470588235294,5.258189756162092,8.238953651358393,nan,nan,nan,1.0,nan
Dipole fitting (grid),-5,20,deep_only,case_weighted_within_scenario,16,1,1.0,1.0,0.0010725345914005902,nan,nan,0.0,0.0,1.0,0.0,2.75,nan,nan,0.0,0.0,1.0,nan,nan
Dipole fitting (grid),-5,20,deep_plus_surface,case_weighted_within_scenario,68,1,0.5656156088254212,0.5260843736702429,1.6052171670597586,6.649896562920803,9.284950891112125,2.857142723127005,2.857142723127005,0.18128900725064012,2.857142723127005,1.6323529411764706,6.649896562920803,9.284950891112125,162.63776844751033,162.63776844751033,0.3088235294117647,nan,nan
Dipole fitting (grid),-5,20,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.5116404082307644,0.5169759319000802,1.771879171243652,6.301452033206571,13.162938737611617,9.999999399353554,9.999999399353554,0.04305410985051593,9.999999399353554,2.176470588235294,6.301452033206571,13.162938737611617,220.85092877057593,220.85092877057593,0.058823529411764705,nan,nan
Dipole fitting (grid),-5,20,surface_only,case_weighted_within_scenario,68,1,0.520579777904124,0.5211614370944435,1.6599249976148391,6.760298028582589,9.594077224399344,nan,nan,0.0,nan,1.3676470588235294,6.760298028582589,9.594077224399344,nan,nan,nan,1.0,nan
Dipole fitting (grid),0,-10,deep_only,case_weighted_within_scenario,16,1,1.0,1.0,0.30322679604381797,nan,nan,0.0,0.0,1.0,0.0,2.5,nan,nan,0.0,0.0,1.0,nan,nan
Dipole fitting (grid),0,-10,deep_plus_surface,case_weighted_within_scenario,68,1,0.5300245385714564,0.5240041187657813,1.6963436299497519,6.156871105725289,7.992880832680828,0.0,0.0,0.050279759039314954,0.0,1.411764705882353,6.156871105725289,7.992880832680828,216.82108892566873,216.82108892566873,0.07352941176470588,nan,nan
Dipole fitting (grid),0,-10,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.5109542240385653,0.5148576440387288,1.811417271236811,6.9298650671519555,13.227096682073318,nan,nan,0.0,nan,2.264705882352941,6.9298650671519555,13.227096682073318,234.02911185627735,234.02911185627735,0.0,nan,nan
Dipole fitting (grid),0,-10,surface_only,case_weighted_within_scenario,68,1,0.5215443753026765,0.5217778169822204,1.6708079714575648,4.686814854876572,8.107999455527274,nan,nan,0.0,nan,1.2058823529411764,4.686814854876572,8.107999455527274,nan,nan,nan,1.0,nan
Dipole fitting (grid),0,-5,deep_only,case_weighted_within_scenario,16,1,1.0,1.0,0.17715392424111132,nan,nan,0.0,0.0,1.0,0.0,2.9375,nan,nan,0.0,0.0,1.0,nan,nan
Dipole fitting (grid),0,-5,deep_plus_surface,case_weighted_within_scenario,68,1,0.5257155010466542,0.5224957690488684,1.6986446865950178,5.010392461704112,8.477323528066593,2.000000109709698,2.000000109709698,0.060465444663311954,2.000000109709698,1.3970588235294117,5.010392461704112,8.477323528066593,216.96814775726506,216.96814775726506,0.07352941176470588,nan,nan
