manifest_sha256,chunk_index,chunk_file,case_number,case_id,configuration_number,configuration_id,pair_index,eeg_snr_db,meg_snr_db,scenario,surface_centers,deep_index,deep_surface_ratio,correlation,has_surface_true,method,status,error,elapsed_seconds,temporal_rank,selected_templates,auc,auc_tie_corrected,surface_auc_tie_corrected,deep_auc_tie_corrected,rmse,surface_sd_mm,deep_sd_mm,surface_dle_mm,deep_dle_mm,has_deep_true,deep_score,deep_peak_distance_mm,deep_detected,deep_false_positive,active_count,surface_active_count,deep_active_count
929b6f2b227ac6230883275cfff20d671e2d5f9549e6c87973ebc9479b5d37b9,24,eeg_+05_meg_+05.csv,9112,erp-v3-confirmation-09112-deep_plus_surface-eeg+05-meg+05,256,erp-v3-confirmation-source-256-deep_plus_surface,24,5,5,deep_plus_surface,[4125],7499,0.5,0.0,1,OASTER-ERP-v3,ok,,0.8373279999941587,3,3,0.99890625,0.99924675752654,0.9995071504945202,0.9333333333333333,0.5319114576692118,1.1550526607530307,18.2190905755343,2.446418458016647,10.000000548548492,1,0.04188222877779261,10.000000548548492,0,0,28,13,15
929b6f2b227ac6230883275cfff20d671e2d5f9549e6c87973ebc9479b5d37b9,24,eeg_+05_meg_+05.csv,9112,erp-v3-confirmation-09112-deep_plus_surface-eeg+05-meg+05,256,erp-v3-confirmation-source-256-deep_plus_surface,24,5,5,deep_plus_surface,[4125],7499,0.5,0.0,1,MNE,ok,,0.5886514000012539,,,0.65505859375,0.9184771947994883,0.9417351643945469,0.8,1.7537862583485604,19.295418256921554,24.371361475491163,21.41537073391869,31.622777392010047,1,0.1131129565734395,31.622777392010047,0,0,137,121,16
929b6f2b227ac6230883275cfff20d671e2d5f9549e6c87973ebc9479b5d37b9,24,eeg_+05_meg_+05.csv,9112,erp-v3-confirmation-09112-deep_plus_surface-eeg+05-meg+05,256,erp-v3-confirmation-source-256-deep_plus_surface,24,5,5,deep_plus_surface,[4125],7499,0.5,0.0,1,dSPM,ok,,0.5918548999761697,,,0.85921875,0.9345934452212257,0.9430466452820101,0.6666666666666667,1.769094851539647,21.910876919342154,24.307209821420628,8.503610502908213,31.622777392010047,1,0.17627782265380115,31.622777392010047,0,0,314,298,16
929b6f2b227ac6230883275cfff20d671e2d5f9549e6c87973ebc9479b5d37b9,24,eeg_+05_meg_+05.csv,9112,erp-v3-confirmation-09112-deep_plus_surface-eeg+05-meg+05,256,erp-v3-confirmation-source-256-deep_plus_surface,24,5,5,deep_plus_surface,[4125],7499,0.5,0.0,1,sLORETA,ok,,0.5916269999870565,,,0.72068359375,0.872796177294447,0.876278067361668,0.5333333333333333,1.8497131693376274,27.739759125395658,25.54902701398478,21.41537073391869,31.622777392010047,1,0.20844159256112835,31.622777392010047,0,0,164,148,16
929b6f2b227ac6230883275cfff20d671e2d5f9549e6c87973ebc9479b5d37b9,24,eeg_+05_meg_+05.csv,9112,erp-v3-confirmation-09112-deep_plus_surface-eeg+05-meg+05,256,erp-v3-confirmation-source-256-deep_plus_surface,24,5,5,deep_plus_surface,[4125],7499,0.5,0.0,1,eLORETA,ok,,0.5915236999862827,,,0.5958203125,0.9143108223681629,0.9590767842822775,0.19999999999999996,1.7360953407468007,16.38978845954604,25.821209692721133,7.408056564044662,31.622777392010047,1,0.13286371963686452,31.622777392010047,0,0,243,227,16
929b6f2b227ac6230883275cfff20d671e2d5f9549e6c87973ebc9479b5d37b9,24,eeg_+05_meg_+05.csv,9112,erp-v3-confirmation-09112-deep_plus_surface-eeg+05-meg+05,256,erp-v3-confirmation-source-256-deep_plus_surface,24,5,5,deep_plus_surface,[4125],7499,0.5,0.0,1,LCMV,ok,,0.26945459996932186,,,0.72953125,0.26798954876068076,0.22306034482758624,0.8,1.9791359684445038,72.31954045233948,22.05069711538988,88.0572981987083,14.142135127101806,1,0.0,nan,0,0,1283,1267,16
929b6f2b227ac6230883275cfff20d671e2d5f9549e6c87973ebc9479b5d37b9,24,eeg_+05_meg_+05.csv,9112,erp-v3-confirmation-09112-deep_plus_surface-eeg+05-meg+05,256,erp-v3-confirmation-source-256-deep_plus_surface,24,5,5,deep_plus_surface,[4125],7499,0.5,0.0,1,Dipole fitting (grid),ok,,0.2632420999871101,,,0.51533203125,0.529286224293639,0.5311246992782679,0.5,1.603694700275149,4.502618040915564,nan,7.408056564044662,nan,1,0.0,nan,0,0,3,3,0
929b6f2b227ac6230883275cfff20d671e2d5f9549e6c87973ebc9479b5d37b9,24,eeg_+05_meg_+05.csv,9112,erp-v3-confirmation-09112-deep_plus_surface-eeg+05-meg+05,256,erp-v3-confirmation-source-256-deep_plus_surface,24,5,5,deep_plus_surface,[4125],7499,0.5,0.0,1,RAP-MUSIC,ok,,0.28895409998949617,,,0.51533203125,0.529286224293639,0.5311246992782679,0.5,1.603694700275149,4.502618040915564,nan,7.408056564044662,nan,1,0.0,nan,0,0,3,3,0
