manifest_sha256,chunk_index,chunk_file,case_number,case_id,configuration_number,configuration_id,pair_index,eeg_snr_db,meg_snr_db,scenario,surface_centers,deep_index,deep_surface_ratio,correlation,method,status,error,elapsed_seconds,temporal_rank,selected_templates,has_surface_true,auc,auc_tie_corrected,surface_auc_tie_corrected,deep_auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,has_deep_true,deep_score,deep_peak_distance_mm,deep_detected,deep_false_positive,active_count,surface_active_count,deep_active_count,temporal_check
0989782ea769bc0a698e8e6f250795ee829398afc5984a904eeb9544a32432b5,48,eeg_+20_meg_+20.csv,9110,erp-v3-development-09110-deep_plus_surface-eeg+20-meg+20,86,erp-v3-development-source-086-deep_plus_surface,48,20,20,deep_plus_surface,[1317],7498,0.5,0.0,OASTER-ERP-v4,ok,,44.82643500005361,3,0,1,0.7496141975308641,0.9468347319265475,0.9995023767082591,0.4666666666666667,1.026302089113586,1.4295166855548516,6.592432793018648,17.320508398326936,17.320508398326936,1,0.6424522863958826,17.320508398326936,0,0,5,4,1,original_rank
0989782ea769bc0a698e8e6f250795ee829398afc5984a904eeb9544a32432b5,48,eeg_+20_meg_+20.csv,9110,erp-v3-development-09110-deep_plus_surface-eeg+20-meg+20,86,erp-v3-development-source-086-deep_plus_surface,48,20,20,deep_plus_surface,[1317],7498,0.5,0.0,OASTER-ERP-v4,ok,,92.66051660000812,8,0,1,0.7487654320987654,0.9465608651381623,0.9992201426024956,0.4666666666666667,1.1220765394056909,0.0,6.592432793018648,17.320508398326936,17.320508398326936,1,0.5288456556864413,17.320508398326936,0,0,3,2,1,dct8
