source_index,mni_x_mm,mni_y_mm,mni_z_mm,DICS_erd_db,LCMV_erd_db,MNE_erd_db,dSPM_erd_db,sLORETA_erd_db,eLORETA_erd_db
2288,-18.0,-56.0,16.000000000000007,-0.2011249796224682,-0.21066471290559066,0.12952820482218047,0.1295282048256689,0.1295282048253797,0.10661759092754472
2289,-10.0,-56.0,16.000000000000007,-0.2183492004476215,-0.21274583180684997,0.16838966219290444,0.1683896622002663,0.16838966219990542,0.13811209779978514
2290,-2.0,-56.0,16.000000000000007,-0.12354473225045778,-0.10510947739161636,0.20561417623714287,0.20561417624820363,0.2056141762478017,0.14001849377241854
2291,6.000000000000001,-56.0,16.000000000000007,0.0021756645955473054,0.024387721379508988,0.1639038701169945,0.16390387012466018,0.16390387012437044,0.04078407013205277
2292,14.000000000000002,-56.0,16.000000000000007,0.10708828543880664,0.1183252518389419,0.08708228317476194,0.08708228317724967,0.08708228317711733,-0.045537964959633734
2293,22.0,-56.0,16.000000000000007,0.12379672927523024,0.1465267953677753,0.04157990226577056,0.04157990226632359,0.04157990226627774,-0.059577292250040464
2294,30.000000000000004,-56.0,16.000000000000007,0.08724038449731518,0.11192200094097177,0.040241238621008174,0.040241238621201166,0.04024123862117346,-0.011228894771966907
2295,38.0,-56.0,16.000000000000007,0.09784145971244049,0.11869203941411834,0.05934010128621082,0.059340101286271686,0.05934010128625933,0.0527895978016791
2296,46.000000000000014,-56.0,16.000000000000007,0.15441833923861095,0.16941245534470217,0.06967202788577614,0.06967202788574768,0.0696720278857619,0.0837406006407706
2297,54.000000000000014,-56.0,16.000000000000007,0.2155615440690942,0.21981729538343073,0.05816706624588576,0.05816706624583438,0.058167066245861015,0.06128305478276937
2298,62.000000000000014,-56.0,16.000000000000007,0.21375949225488633,0.2130838865038724,0.027139154840712196,0.027139154840685364,0.02713915484070166,-0.004201156035533753
2299,-66.00000000000001,-48.0,16.000000000000007,0.13457941108575636,0.11764680149683618,-0.049075888162292976,-0.04907588816224762,-0.049075888162275906,0.044863246489438874
2300,-58.00000000000001,-48.0,16.000000000000007,0.12018382827339905,0.09243829850878493,-0.010128270463758292,-0.010128270463748142,-0.010128270463749109,0.07835300462771552
2301,-50.000000000000014,-48.0,16.000000000000007,0.11707965395000161,0.08841466240254571,0.05077900854382539,0.05077900854381776,0.05077900854379298,0.09282069930537513
2302,-42.0,-48.0,16.000000000000007,0.14048217023881562,0.12012633118869576,0.12411493263829318,0.12411493263858182,0.12411493263842813,0.07498455711539771
2303,-34.0,-48.0,16.000000000000007,0.15187493543222777,0.1443739288876192,0.17821183017278974,0.17821183017427156,0.17821183017393832,0.04871676438599772
2304,-26.000000000000007,-48.0,16.000000000000007,0.10503705633234968,0.1049264862028851,0.19353189447511257,0.19353189447894842,0.19353189447854355,0.05337490176792328
2305,-18.0,-48.0,16.000000000000007,-0.021976204716474483,-0.032567060245672984,0.1899249929889946,0.18992499299673082,0.18992499299632926,0.0842052671290469
2306,-10.0,-48.0,16.000000000000007,-0.12000957087974988,-0.13344766250029463,0.20911387815478916,0.20911387816985608,0.20911387816943794,0.1306959616285225
2307,-2.0,-48.0,16.000000000000007,-0.06364642371881435,-0.06774198110236081,0.22256391093626987,0.2225639109580102,0.22256391095759792,0.13755988097760455
2308,6.000000000000001,-48.0,16.000000000000007,0.08432316397822315,0.09159311717995498,0.18248268950611235,0.18248268952158908,0.18248268952128116,0.03684457902377922
2309,14.000000000000002,-48.0,16.000000000000007,0.2051543702423505,0.21308054849720245,0.13383612101747297,0.13383612102409695,0.13383612102389403,-0.04370717369624115
2310,22.0,-48.0,16.000000000000007,0.27805265128994083,0.2770001091820005,0.11644727481586901,0.11644727481859157,0.11644727481844323,-0.044040996465566785
2311,30.000000000000004,-48.0,16.000000000000007,0.30626546394208615,0.30746083615931524,0.11909084797391008,0.11909084797502002,0.11909084797490743,0.005689636118865094
2312,38.0,-48.0,16.000000000000007,0.3050184866945084,0.3089243117409567,0.11191529137182334,0.11191529137214193,0.1119152913720893,0.050274970423553056
2313,46.000000000000014,-48.0,16.000000000000007,0.2995991540231434,0.3004284091040777,0.08027833248089492,0.08027833248091479,0.080278332480911,0.05899316229908524
2314,54.000000000000014,-48.0,16.000000000000007,0.2673270589673388,0.27024193247871,0.04235359000499457,0.042353590004968786,0.04235359000498025,0.035029468855091825
2315,62.000000000000014,-48.0,16.000000000000007,0.19898740524833383,0.2156074190578847,0.028077177940309887,0.028077177940286892,0.028077177940299347,0.06913535173845607
2316,-66.00000000000001,-40.0,16.000000000000007,0.15865967849602883,0.14948187036099414,0.12730334120348558,0.12730334120336384,0.12730334120342285,0.07111742951249789
2317,-58.00000000000001,-40.0,16.000000000000007,0.17984813298229987,0.1615152326837915,0.10386823879823981,0.10386823879816448,0.10386823879815976,0.061894192173950466
2318,-50.000000000000014,-40.0,16.000000000000007,0.19328632399194426,0.17414039692918715,0.1064300639896826,0.10643006398973155,0.10643006398963933,0.08380176884805567
2319,-42.0,-40.0,16.000000000000007,0.2212875656968327,0.20941904925297694,0.15097623081832184,0.1509762308189915,0.15097623081873818,0.07458344480970605
2320,-34.0,-40.0,16.000000000000007,0.25145171533262467,0.2521688741293053,0.19979976130865243,0.1997997613111188,0.1997997613107237,0.043124341738383844
2321,-26.000000000000007,-40.0,16.000000000000007,0.2591292191363157,0.27404907592284694,0.22570068956147551,0.22570068956743994,0.22570068956699688,0.020007604064179865
2322,-18.0,-40.0,16.000000000000007,0.18470602321693147,0.2041513871983463,0.22199164174830693,0.22199164176014152,0.22199164175972919,0.029332560921632476
2323,-10.0,-40.0,16.000000000000007,0.02849537144604388,0.025724954505515586,0.19160843338854294,0.19160843340778141,0.19160843340746217,0.06926731159554556
2324,-2.0,-40.0,16.000000000000007,0.054048510054660256,0.042752184637428026,0.13820717344345018,0.13820717346368327,0.1382071734634871,0.079222073223848
2325,6.000000000000001,-40.0,16.000000000000007,0.21312061894589945,0.20881059223690612,0.11514948624369509,0.11514948625820409,0.11514948625805667,-0.00879660332210681
2326,14.000000000000002,-40.0,16.000000000000007,0.3561917421378124,0.3580957908043888,0.1452777162995748,0.14527771630990527,0.1452777163097178,-0.08141304835644983
2327,22.0,-40.0,16.000000000000007,0.4169998584546001,0.4145953842400828,0.18343218054955826,0.1834321805558482,0.18343218055560967,-0.08151307670207573
2328,30.000000000000004,-40.0,16.000000000000007,0.4396941705429146,0.43432967585595844,0.19770005433327664,0.19770005433620674,0.19770005433597732,-0.041431610363535175
2329,38.0,-40.0,16.000000000000007,0.4263379410763132,0.4221895165880205,0.1643324438165225,0.1643324438173916,0.1643324438172607,-0.0035482653811640293
2330,46.000000000000014,-40.0,16.000000000000007,0.39467073962859167,0.39355851036595957,0.10351455858761709,0.10351455858772066,0.10351455858769336,0.019703502330466745
2331,54.000000000000014,-40.0,16.000000000000007,0.34522729396455115,0.3496746828022458,0.057987688912633305,0.05798768891260475,0.05798768891261522,0.025741066594344785
2332,62.000000000000014,-40.0,16.000000000000007,0.2746858327220427,0.29045225793116086,0.04639907981828448,0.04639907981824536,0.046399079818265396,-0.015125052262606326
2333,70.00000000000001,-40.0,16.000000000000007,0.10005516335640395,0.10072204995612079,-0.07832820725094397,-0.07832820725086688,-0.07832820725092138,0.005270022957486383
2334,-66.00000000000001,-31.999999999999993,16.000000000000007,0.4723769991175674,0.4571245164870885,0.10555148321863461,0.10555148321853391,0.10555148321859038,0.1657857199084717
2335,-58.00000000000001,-31.999999999999993,16.000000000000007,0.4869985035871726,0.4738677605774948,0.14098776202194735,0.14098776202183996,0.14098776202186145,0.03787999050996517
2336,-50.000000000000014,-31.999999999999993,16.000000000000007,0.48487658764424535,0.47474369148767903,0.19077803044386227,0.1907780304439703,0.19077803044385122,0.08179155751243437
2337,-42.0,-31.999999999999993,16.000000000000007,0.4754627779643681,0.47245378556546236,0.24730376725640257,0.24730376725766973,0.24730376725729714,0.10866001961576102
2338,-34.0,-31.999999999999993,16.000000000000007,0.4635903125568631,0.47257593376269835,0.2860882008473012,0.2860882008513929,0.2860882008508692,0.1066429580622725
2339,-26.000000000000007,-31.999999999999993,16.000000000000007,0.4429856158907905,0.4657964634966935,0.2922867022946301,0.2922867023034898,0.2922867023029705,0.07980146828992804
2340,-18.0,-31.999999999999993,16.000000000000007,0.38191268501469094,0.41704929064146135,0.25204026867993945,0.2520402686952067,0.25204026869480634,0.04896477612982299
2341,-10.0,-31.999999999999993,16.000000000000007,0.25964554404142515,0.2858141696272592,0.14736877189474828,0.14736877191171535,0.14736877191152986,0.037120619103040195
2342,-2.0,-31.999999999999993,16.000000000000007,0.25360345532683093,0.264120014800605,0.004290877028067154,0.004290877028790649,0.004290877028786795,0.014224512180737637
2343,6.000000000000001,-31.999999999999993,16.000000000000007,0.38867421283305087,0.3812603621237545,0.005139479827524858,0.005139479828268439,0.005139479828263622,-0.04882110698485633
2344,14.000000000000002,-31.999999999999993,16.000000000000007,0.5132111973125772,0.5066636225381326,0.12161920840600317,0.12161920841606373,0.12161920841594276,-0.10015961989964006
2345,22.0,-31.999999999999993,16.000000000000007,0.5763566669167036,0.5703231083323196,0.22941384005252638,0.2294138400621592,0.22941384006187474,-0.09875641032774471
2346,30.000000000000004,-31.999999999999993,16.000000000000007,0.5771990316714175,0.5728768225689138,0.2954415964439648,0.295441596449881,0.295441596449491,-0.05957669042249273
2347,38.0,-31.999999999999993,16.000000000000007,0.5409435098143065,0.5368394267676356,0.30413911195748533,0.3041391119599174,0.3041391119595802,-0.013050263654159636
2348,46.000000000000014,-31.999999999999993,16.000000000000007,0.49316930789109814,0.4842468983499271,0.26515293475118284,0.2651529347517199,0.26515293475156204,0.030241185540368854
2349,54.000000000000014,-31.999999999999993,16.000000000000007,0.4497632130785753,0.43381312998510424,0.20817542659895424,0.2081754265989083,0.20817542659889726,0.060671294459080295
2350,62.000000000000014,-31.999999999999993,16.000000000000007,0.4199833867322042,0.40101357422309025,0.1686893967178218,0.1686893967176817,0.16868939671774014,0.07922434990025051
2351,70.00000000000001,-31.999999999999993,16.000000000000007,0.4081157014504062,0.39496700739672475,0.12038833075077329,0.12038833075065604,0.1203883307507264,0.05550337505217529
2352,-66.00000000000001,-24.000000000000004,16.000000000000007,0.5274498601800719,0.5085079450723633,0.09195782338844792,0.09195782338836483,0.0919578233884007,0.060621901515403046
2353,-58.00000000000001,-24.000000000000004,16.000000000000007,0.6152427247825375,0.5861869835942435,0.14195641172153872,0.14195641172143791,0.14195641172143136,0.0428594468887941
2354,-50.000000000000014,-24.000000000000004,16.000000000000007,0.6622838734272749,0.625542179638467,0.2136270673344305,0.21362706733458103,0.21362706733441672,0.09802059466739763
2355,-42.0,-24.000000000000004,16.000000000000007,0.6514610791563455,0.6207896697165309,0.2818063781858994,0.2818063781873987,0.2818063781869775,0.17537224320779737
2356,-34.0,-24.000000000000004,16.000000000000007,0.6066711999559559,0.5931363443522885,0.318712203510783,0.3187122035155349,0.31871220351498114,0.22124042100568836
2357,-26.000000000000007,-24.000000000000004,16.000000000000007,0.5514190550759982,0.5593903342557626,0.3125958854104174,0.31259588542031613,0.31259588541980105,0.19757009152153313
2358,-18.0,-24.000000000000004,16.000000000000007,0.4884076242165469,0.5161634695355779,0.2483703252053425,0.24837032522061353,0.2483703252202711,0.1278624018085557
2359,-10.0,-24.000000000000004,16.000000000000007,0.411899338515082,0.44383263105622595,0.11143781477627583,0.11143781478862516,0.11143781478851143,0.05588900154881263
2360,-2.0,-24.000000000000004,16.000000000000007,0.1564634834803923,0.18662690031873558,-0.043279966154113836,-0.04327996616079733,-0.043279966160772,-0.0020567160643613883
2361,6.000000000000001,-24.000000000000004,16.000000000000007,0.1502608297155752,0.15852833596528138,-0.03181149509824978,-0.0318114951025483,-0.031811495102529355,-0.030465154670704302
2362,14.000000000000002,-24.000000000000004,16.000000000000007,0.5860684247661069,0.5619676791520521,0.10510110803297965,0.10510110804169957,0.10510110804161674,-0.04438702451937348
2363,22.0,-24.000000000000004,16.000000000000007,0.7051900161289736,0.6953625095902665,0.24582030926590132,0.24582030927722556,0.24582030927693485,-0.032062732705053096
2364,30.000000000000004,-24.000000000000004,16.000000000000007,0.6927678620503535,0.6922093653969673,0.35535206257280266,0.3553520625812857,0.3553520625807722,0.0034093428023424695
2365,38.0,-24.000000000000004,16.000000000000007,0.6424591524469057,0.6427379782978926,0.4225667089529763,0.42256670895733606,0.42256670895675424,0.04355403775686002
2366,46.000000000000014,-24.000000000000004,16.000000000000007,0.5866804682373051,0.5743933021319916,0.42769910677699696,0.4276991067782335,0.4276991067778595,0.07385392297755247
2367,54.000000000000014,-24.000000000000004,16.000000000000007,0.5525758838591642,0.5213439693708519,0.3705227248808906,0.37052272488087645,0.3705227248807994,0.08963655799496947
2368,62.000000000000014,-24.000000000000004,16.000000000000007,0.5428602024287476,0.4985775072437566,0.29900354843445354,0.2990035484342105,0.2990035484342942,0.09457427900474913
2369,70.00000000000001,-24.000000000000004,16.000000000000007,0.5731870310788241,0.5246797026272956,0.24899716799187244,0.24899716799163202,0.24899716799177501,0.09536096157738685
2370,-66.00000000000001,-15.999999999999996,16.000000000000007,0.31729814546349705,0.2931995497633972,0.12311679950387927,0.12311679950375928,0.12311679950379302,0.14843001605326248
2371,-58.00000000000001,-15.999999999999996,16.000000000000007,0.41623049232499654,0.3601203075575424,0.11017304081801432,0.11017304081794194,0.11017304081791748,0.05882329525157498
2372,-50.000000000000014,-15.999999999999996,16.000000000000007,0.49944722845386913,0.4263743830709215,0.11699375624564594,0.11699375624573698,0.11699375624562716,0.09527096877903812
2373,-42.0,-15.999999999999996,16.000000000000007,0.5209942065229113,0.4555422362159831,0.16074354163630794,0.1607435416371443,0.16074354163690174,0.18244762779111412
2374,-34.0,-15.999999999999996,16.000000000000007,0.5013199806988224,0.45754213374249725,0.22153725798604032,0.22153725798918622,0.22153725798881324,0.26124442251322166
2375,-26.000000000000007,-15.999999999999996,16.000000000000007,0.46467626696504727,0.4473195508321617,0.2504373273646122,0.2504373273721877,0.25043732737179536,0.2552614105093909
2376,-18.0,-15.999999999999996,16.000000000000007,0.42413748573394755,0.4297026751973404,0.21429112890369018,0.21429112891599186,0.21429112891571372,0.17120177903830305
2377,-10.0,-15.999999999999996,16.000000000000007,0.34578631546130617,0.3516554164628696,0.1163863228900952,0.11638632290135834,0.11638632290125037,0.07899612410005721
2378,-2.0,-15.999999999999996,16.000000000000007,0.09695051735540751,0.10251606842086708,0.02148688942077582,0.021486889423541294,0.02148688942352978,0.023170050118098563
2379,6.000000000000001,-15.999999999999996,16.000000000000007,0.09137985100684051,0.10802233682674742,0.03277150039770999,0.03277150040150194,0.032771500401484716,0.026750803474966115
2380,14.000000000000002,-15.999999999999996,16.000000000000007,0.5689168806246768,0.5185676406745781,0.13904011723693915,0.13904011724791765,0.13904011724780746,0.06329394853009673
2381,22.0,-15.999999999999996,16.000000000000007,0.7931823144443357,0.7764241514866116,0.2579607612430874,0.2579607612554932,0.25796076125517786,0.09895397092110568
2382,30.000000000000004,-15.999999999999996,16.000000000000007,0.7862026057001119,0.7847767058726309,0.3507833750414364,0.35078337505060453,0.3507833750500566,0.12381676519319143
2383,38.0,-15.999999999999996,16.000000000000007,0.7409730707004304,0.7457385407146133,0.4156417675106162,0.41564176751540094,0.4156417675147507,0.13485192523458356
2384,46.000000000000014,-15.999999999999996,16.000000000000007,0.681450526809913,0.6807913928174356,0.43026418790445276,0.43026418790586585,0.4302641879054091,0.12895061663403554
2385,54.000000000000014,-15.999999999999996,16.000000000000007,0.6234058036582893,0.6038476962962729,0.3689808689899544,0.3689808689899616,0.3689808689898473,0.11108380927718078
2386,62.000000000000014,-15.999999999999996,16.000000000000007,0.5858364470985231,0.5469613647862214,0.2865538593753887,0.2865538593751531,0.2865538593752271,0.08601744951487159
2387,70.00000000000001,-15.999999999999996,16.000000000000007,0.5539121675628753,0.5085599556500273,0.22482327149132025,0.22482327149109865,0.22482327149122228,0.11461868612153342
2388,-66.00000000000001,-7.999999999999989,16.000000000000007,0.04567169092157611,-0.03676937781539874,0.006983583358378618,0.006983583358374765,0.006983583358373803,0.029500862861399406
2389,-58.00000000000001,-7.999999999999989,16.000000000000007,0.05159274495546762,-0.03849817042476425,-0.052053707600034145,-0.05205370760000438,-0.052053707599982416,-0.007861428927301019
2390,-50.000000000000014,-7.999999999999989,16.000000000000007,0.11166994454814916,0.02111483699408384,-0.07832287910626592,-0.07832287910632335,-0.07832287910624236,0.022291508317929615
2391,-42.0,-7.999999999999989,16.000000000000007,0.1850574093345243,0.1133787610229389,-0.011287518893086091,-0.011287518893138301,-0.011287518893120898,0.11671363459671076
2392,-34.0,-7.999999999999989,16.000000000000007,0.22636266101645405,0.17788205938019053,0.09637129083203118,0.09637129083323562,0.09637129083307715,0.23218154368715813
2393,-26.000000000000007,-7.999999999999989,16.000000000000007,0.24880051198847478,0.21931446248800457,0.17284367537044307,0.17284367537505896,0.17284367537479484,0.25523660200403275
2394,-18.0,-7.999999999999989,16.000000000000007,0.26823447932282296,0.25479667105582227,0.1901506965143745,0.19015069652383632,0.1901506965235908,0.1783834045490711
2395,-10.0,-7.999999999999989,16.000000000000007,0.2150929719621803,0.19710839572228187,0.16277129797351986,0.1627712979865498,0.16277129798639375,0.09697181088669524
2396,-2.0,-7.999999999999989,16.000000000000007,0.06068416660747271,0.04262904278612621,0.13729564010796194,0.1372956401220767,0.13729564012198234,0.06674531636302743
2397,6.000000000000001,-7.999999999999989,16.000000000000007,0.11142302435554119,0.13161836674762975,0.16000841571130336,0.16000841572686042,0.16000841572675817,0.10011189239761778
2398,14.000000000000002,-7.999999999999989,16.000000000000007,0.5386081210603418,0.5160350836890513,0.232381745208957,0.23238174522568292,0.23238174522547725,0.17844340629012156
2399,22.0,-7.999999999999989,16.000000000000007,0.847050858908925,0.8186637218606228,0.3099876374256769,0.30998763743994623,0.3099876374395413,0.24731589635139467
2400,30.000000000000004,-7.999999999999989,16.000000000000007,0.8380083757815276,0.823376196088009,0.3575597673515147,0.35755976736044554,0.35755976735986295,0.2579450482677589
2401,38.0,-7.999999999999989,16.000000000000007,0.8114143502039592,0.8008007550422513,0.38460028681718117,0.3846002868212032,0.38460028682060304,0.22156067654970407
2402,46.000000000000014,-7.999999999999989,16.000000000000007,0.7834792405057693,0.77497266006618,0.372809535838474,0.3728095358394731,0.3728095358391103,0.1678889586825088
2403,54.000000000000014,-7.999999999999989,16.000000000000007,0.7287742227175662,0.7218982796678753,0.3039475004809653,0.30394750048092845,0.30394750048084485,0.11621303705853152
2404,62.000000000000014,-7.999999999999989,16.000000000000007,0.6336183242061154,0.6208544954605121,0.22274437925817914,0.2227443792579968,0.2227443792580463,0.07166584850612893
2405,70.00000000000001,-7.999999999999989,16.000000000000007,0.5512893387960573,0.5232331114328036,0.1502405511547587,0.15024055115461246,0.15024055115468793,0.05702657272530666
2406,-66.00000000000001,1.7763568394002505e-14,16.000000000000007,-0.2651523116784201,-0.4568181452851162,-0.04195718428131652,-0.04195718428127757,-0.04195718428128391,0.02316847199965531
2407,-58.00000000000001,1.7763568394002505e-14,16.000000000000007,-0.577676751871473,-0.6233575057986721,-0.1343982954764145,-0.13439829547632845,-0.13439829547625634,0.02076583919254216
2408,-50.000000000000014,1.7763568394002505e-14,16.000000000000007,-0.46556810175784336,-0.4992998603351901,-0.148025487472231,-0.14802548747230934,-0.14802548747213923,0.04978128958983927
2409,-42.0,1.7763568394002505e-14,16.000000000000007,-0.25648215539091573,-0.28847846822783246,-0.0443430190249413,-0.044343019025110335,-0.04434301902504507,0.1536383010240866
2410,-34.0,1.7763568394002505e-14,16.000000000000007,-0.04212717398952557,-0.0723024651292807,0.07234351404135272,0.0723435140421105,0.07234351404199763,0.26745398797420616
2411,-26.000000000000007,1.7763568394002505e-14,16.000000000000007,0.0781451635959925,0.052545400923817695,0.15020958683584354,0.15020958683920363,0.150209586838981,0.2685098645677805
2412,-18.0,1.7763568394002505e-14,16.000000000000007,0.1643071473429608,0.14245668211349513,0.19060606065394797,0.19060606066178723,0.19060606066153898,0.17427473347540073
