source_index,mni_x_mm,mni_y_mm,mni_z_mm,DICS_erd_db,LCMV_erd_db,MNE_erd_db,dSPM_erd_db,sLORETA_erd_db,eLORETA_erd_db
718,6.000000000000001,-48.0,-24.000000000000004,-0.10603760477031791,-0.08547799182775903,-0.12514838210337118,-0.12514838210486542,-0.125148382104856,-0.30024870062913667
719,14.000000000000002,-48.0,-24.000000000000004,-0.04505631081454206,-0.020049412405073477,-0.11245289071140682,-0.11245289071247264,-0.1124528907124667,-0.4538834531849176
720,22.0,-48.0,-24.000000000000004,-0.1358741287496839,-0.11421304756034958,-0.12330812456090684,-0.12330812456174615,-0.1233081245617283,-0.6459669744773334
721,30.000000000000004,-48.0,-24.000000000000004,-0.23836850870412676,-0.2245884779483268,-0.15451269612585625,-0.15451269612651725,-0.15451269612646978,-0.5976956800836071
722,38.0,-48.0,-24.000000000000004,-0.3422356120251491,-0.3407861816921367,-0.2091342514033958,-0.20913425140376668,-0.20913425140369785,-0.3519007790093236
723,46.000000000000014,-48.0,-24.000000000000004,-0.43031616819476626,-0.44113222297237903,-0.2067738314902627,-0.20677383149024703,-0.20677383149023792,-0.14594581887012642
724,54.000000000000014,-48.0,-24.000000000000004,-0.4773164251069468,-0.49377940861535274,-0.13721644817713113,-0.13721644817702663,-0.1372164481770699,-0.0701810328761014
725,62.000000000000014,-48.0,-24.000000000000004,-0.4535464805565362,-0.4678541508236348,-0.08207131617149868,-0.08207131617141958,-0.08207131617146479,-0.06449969793946837
726,-66.00000000000001,-40.0,-24.000000000000004,-0.3778694236704936,-0.3701632498578864,0.01870402276493474,0.018704022764915538,0.01870402276493378,-0.011729200986808266
727,-58.00000000000001,-40.0,-24.000000000000004,-0.45299485903686887,-0.4470783280491445,0.020863113948926915,0.020863113948911563,0.020863113948920195,0.024365199245826086
728,-50.000000000000014,-40.0,-24.000000000000004,-0.5052049824786828,-0.4926170544062687,0.03368562075941667,0.033685620759399446,0.033685620759405184,0.0323599686759234
729,-42.0,-40.0,-24.000000000000004,-0.5295369065231693,-0.511613139059233,0.026537125529516647,0.026537125529524315,0.026537125529521442,0.036179439104968895
730,-34.0,-40.0,-24.000000000000004,-0.530249484700863,-0.5073763288686407,-0.021624937889064763,-0.021624937889110313,-0.021624937889106438,-0.00791246500970722
731,-26.000000000000007,-40.0,-24.000000000000004,-0.4997300060741956,-0.4754670153723769,-0.10139062538463627,-0.10139062538508097,-0.10139062538506072,-0.13513762335234208
732,-18.0,-40.0,-24.000000000000004,-0.4376913204982812,-0.41759039879937554,-0.1857116536337404,-0.18571165363510667,-0.18571165363507092,-0.3106008388235127
733,-10.0,-40.0,-24.000000000000004,-0.3589315496879039,-0.3447117538841646,-0.24184583144390392,-0.24184583144622546,-0.24184583144619587,-0.43124677855382854
734,-2.0,-40.0,-24.000000000000004,-0.26526998903916077,-0.2565181916596299,-0.2526290102137081,-0.2526290102161529,-0.25262901021614886,-0.42461287228271394
735,6.000000000000001,-40.0,-24.000000000000004,-0.14644787182090965,-0.1342457512920563,-0.23042610633271257,-0.23042610633455768,-0.2304261063345775,-0.4315754334223964
736,14.000000000000002,-40.0,-24.000000000000004,-0.040557854884154323,-0.02200725844200256,-0.19321559402614932,-0.1932155940272528,-0.1932155940272805,-0.6307113259577231
737,22.0,-40.0,-24.000000000000004,-0.07069009445673838,-0.06373945346075728,-0.15233653652672258,-0.1523365365272674,-0.15233653652728735,-0.7850932669539111
738,30.000000000000004,-40.0,-24.000000000000004,-0.12040870813415139,-0.12411020295148611,-0.12725199255120193,-0.12725199255144273,-0.12725199255145567,-0.6763215789300158
739,38.0,-40.0,-24.000000000000004,-0.16850462019833456,-0.18080957580205442,-0.12573885827952339,-0.12573885827959633,-0.12573885827960726,-0.3756064848595086
740,46.000000000000014,-40.0,-24.000000000000004,-0.21138188755101192,-0.2275864108951631,-0.10265927213861498,-0.10265927213858536,-0.10265927213859967,-0.13931113609559542
741,54.000000000000014,-40.0,-24.000000000000004,-0.25537869011846753,-0.26424206365879765,-0.033679467240185126,-0.03367946724015791,-0.033679467240169576,-0.06549962584714275
742,62.000000000000014,-40.0,-24.000000000000004,-0.33357277656925377,-0.35959935713033553,0.012499857657750557,0.01249985765773998,0.012499857657743826,-0.035021198545164195
743,-66.00000000000001,-31.999999999999993,-24.000000000000004,-0.4739123885984712,-0.4980994062413003,-0.05151673740234025,-0.051516737402289015,-0.051516737402310483,0.004126595916105649
744,-58.00000000000001,-31.999999999999993,-24.000000000000004,-0.4936587637375755,-0.5074654371713304,-0.06483132420846927,-0.0648313242084164,-0.06483132420842962,-0.02579001380924157
745,-50.000000000000014,-31.999999999999993,-24.000000000000004,-0.5049738727172735,-0.5103079483944989,-0.02524025704377784,-0.025240257043770566,-0.025240257043768144,-0.0259529237988694
746,-42.0,-31.999999999999993,-24.000000000000004,-0.5076498437466133,-0.5043605968283631,0.0013726928829401557,0.0013726928829391918,0.0013726928829411197,-0.012684281095267813
747,-34.0,-31.999999999999993,-24.000000000000004,-0.4959173897675997,-0.48428449388072925,-0.022736059300308503,-0.02273605930033952,-0.02273605930033952,-0.05218622197039373
748,-26.000000000000007,-31.999999999999993,-24.000000000000004,-0.4604481206732922,-0.44332440939973916,-0.0898771514608544,-0.08987715146113351,-0.08987715146112513,-0.1788307896134536
749,-18.0,-31.999999999999993,-24.000000000000004,-0.3977306288553656,-0.3811112294547926,-0.17808190075824223,-0.17808190075916103,-0.17808190075914443,-0.3319435945734537
750,-10.0,-31.999999999999993,-24.000000000000004,-0.31918172237859055,-0.3079317199153953,-0.2585161362271779,-0.2585161362288866,-0.2585161362288856,-0.43525500542327444
751,-2.0,-31.999999999999993,-24.000000000000004,-0.2380160725639519,-0.2337418955966852,-0.2974283773777421,-0.29742837737967576,-0.2974283773797026,-0.45754556279677194
752,6.000000000000001,-31.999999999999993,-24.000000000000004,-0.15919287185071104,-0.15841358205328815,-0.2801876760585345,-0.28018767605999717,-0.28018767606004397,-0.46102360640209733
753,14.000000000000002,-31.999999999999993,-24.000000000000004,-0.06813834528288835,-0.055646921364091446,-0.22441951612213634,-0.22441951612294367,-0.22441951612299035,-0.596044352312601
754,22.0,-31.999999999999993,-24.000000000000004,-0.044549949332041254,-0.036273991506674964,-0.16429867938081102,-0.16429867938115708,-0.1642986793811926,-0.7422075979719788
755,30.000000000000004,-31.999999999999993,-24.000000000000004,-0.07790863758636118,-0.08233543864795242,-0.13466357919140592,-0.1346635791915238,-0.13466357919155864,-0.726045908303362
756,38.0,-31.999999999999993,-24.000000000000004,-0.09452007847592397,-0.10647588382394406,-0.14580895063166147,-0.14580895063166646,-0.14580895063170535,-0.47053369128405187
757,46.000000000000014,-31.999999999999993,-24.000000000000004,-0.09990646436907005,-0.1181148478891248,-0.14871074843507556,-0.1487107484350042,-0.1487107484350471,-0.2127514835547606
758,54.000000000000014,-31.999999999999993,-24.000000000000004,-0.09399606264166652,-0.12127916688554266,-0.06973653406137711,-0.06973653406132567,-0.06973653406135016,-0.09342028066988536
759,62.000000000000014,-31.999999999999993,-24.000000000000004,-0.09118887767264854,-0.13850412771712428,0.007004213606003033,0.007004213605998219,0.007004213606000145,-0.03376391795738645
760,-66.00000000000001,-24.000000000000004,-24.000000000000004,-0.5236376552269992,-0.5541659381561705,0.03955396944674402,0.03955396944670484,0.039553969446727774,0.06260935308451793
761,-58.00000000000001,-24.000000000000004,-24.000000000000004,-0.5407499876486289,-0.5659097739856509,-0.018679750848546894,-0.018679750848530914,-0.018679750848536725,0.025519932668592996
762,-50.000000000000014,-24.000000000000004,-24.000000000000004,-0.5297291881334678,-0.5464580441908342,-0.04888982442132085,-0.04888982442130672,-0.04888982442130378,-0.010914641621399495
763,-42.0,-24.000000000000004,-24.000000000000004,-0.5032175785136852,-0.5098852782318427,-0.031024174160133828,-0.031024174160150342,-0.0310241741601484,-0.004316597325943198
764,-34.0,-24.000000000000004,-24.000000000000004,-0.4637626161549637,-0.4608912788884623,-0.03943877393886153,-0.03943877393892479,-0.03943877393892187,-0.011852921402152529
765,-26.000000000000007,-24.000000000000004,-24.000000000000004,-0.41240742205157677,-0.4027013206372553,-0.0941333496419304,-0.09413334964220288,-0.09413334964219548,-0.10944612964428424
766,-18.0,-24.000000000000004,-24.000000000000004,-0.34540173370154353,-0.333857016595464,-0.17776175323845816,-0.17776175323921464,-0.1777617532392101,-0.22447621937045845
767,-10.0,-24.000000000000004,-24.000000000000004,-0.27101167760568723,-0.26302527194813097,-0.25901781800783974,-0.25901781800911006,-0.2590178180091238,-0.31020138834203015
768,-2.0,-24.000000000000004,-24.000000000000004,-0.20218906827159244,-0.20098794156927793,-0.3007193177941254,-0.30071931779550354,-0.3007193177955423,-0.3797102997933404
769,6.000000000000001,-24.000000000000004,-24.000000000000004,-0.1459289684699166,-0.1514255605332478,-0.2831585047042221,-0.2831585047052642,-0.2831585047053188,-0.3896963699208383
770,14.000000000000002,-24.000000000000004,-24.000000000000004,-0.09186671147550887,-0.0959934540714382,-0.2244480304940302,-0.2244480304946298,-0.22444803049467857,-0.43754216250644873
771,22.0,-24.000000000000004,-24.000000000000004,-0.02203195249441261,-0.0074959573120281335,-0.1664672304608031,-0.16646723046108317,-0.16646723046112175,-0.5221436035498682
772,30.000000000000004,-24.000000000000004,-24.000000000000004,-0.020640624362407465,-0.0143400425488634,-0.14791006034167398,-0.14791006034178575,-0.14791006034182563,-0.5506133562447476
773,38.0,-24.000000000000004,-24.000000000000004,-0.04613106722828637,-0.050748887644185295,-0.17655424555581847,-0.17655424555583354,-0.17655424555588525,-0.40811010151229815
774,46.000000000000014,-24.000000000000004,-24.000000000000004,-0.05444696922751114,-0.06669058260206613,-0.19555333292331245,-0.19555333292324178,-0.1955533329232978,-0.25343856503978995
775,54.000000000000014,-24.000000000000004,-24.000000000000004,-0.05245903395403169,-0.07699159682411355,-0.13292871098924003,-0.13292871098914955,-0.1329287109891908,-0.14989542848568388
776,62.000000000000014,-24.000000000000004,-24.000000000000004,-0.04506581594184074,-0.07615320044220643,-0.04671715000551778,-0.04671715000547586,-0.046717150005494874,-0.060007715529524344
777,70.00000000000001,-24.000000000000004,-24.000000000000004,-0.16810613036378907,-0.1577758861938966,-0.07786412865609803,-0.07786412865602194,-0.07786412865607642,0.017177448596083056
778,-66.00000000000001,-15.999999999999996,-24.000000000000004,-0.5240760428319042,-0.5555578353190476,0.07242368679150177,0.07242368679143159,0.07242368679147426,0.0503430631337384
779,-58.00000000000001,-15.999999999999996,-24.000000000000004,-0.5435406626263095,-0.5719933221485308,0.024322214187872757,0.024322214187854532,0.024322214187862207,0.07250313291487351
780,-50.000000000000014,-15.999999999999996,-24.000000000000004,-0.5278264309741131,-0.5493831141750894,-0.027547581672529332,-0.027547581672525932,-0.027547581672526904,0.06403581134343117
781,-42.0,-15.999999999999996,-24.000000000000004,-0.485165149013704,-0.4964865797555551,-0.04764030937099915,-0.04764030937106058,-0.047640309371045464,0.0618892158730555
782,-34.0,-15.999999999999996,-24.000000000000004,-0.4244029746847512,-0.4254338531402502,-0.06156307662306308,-0.061563076623225445,-0.061563076623211754,0.05225229142194337
783,-26.000000000000007,-15.999999999999996,-24.000000000000004,-0.35587572540510404,-0.34965749874187757,-0.11139958323251534,-0.11139958323293137,-0.1113995832329185,-7.155407701943058e-06
784,-18.0,-15.999999999999996,-24.000000000000004,-0.2831332847447159,-0.275086913494919,-0.18485665628161466,-0.18485665628239856,-0.184856656282396,-0.08283197537316524
785,-10.0,-15.999999999999996,-24.000000000000004,-0.21356729658870277,-0.2088029311936106,-0.2497935253895868,-0.24979352539058214,-0.24979352539060667,-0.16345219572255848
786,-2.0,-15.999999999999996,-24.000000000000004,-0.1545940107127986,-0.1557844023120767,-0.28036147545829027,-0.2803614754592248,-0.2803614754592731,-0.24504082101437424
787,6.000000000000001,-15.999999999999996,-24.000000000000004,-0.10674148726037101,-0.11403256772727126,-0.2621168554208939,-0.2621168554216196,-0.26211685542167235,-0.2840465633456676
788,14.000000000000002,-15.999999999999996,-24.000000000000004,-0.06815444805504677,-0.07883754280505803,-0.2101834585894784,-0.21018345858997484,-0.2101834585900199,-0.2855818685564964
789,22.0,-15.999999999999996,-24.000000000000004,-0.03202793056697095,-0.039828165932154914,-0.15992178243611038,-0.15992178243642602,-0.15992178243645655,-0.2727431404313161
790,30.000000000000004,-15.999999999999996,-24.000000000000004,0.014930927267388101,0.018788132736578263,-0.1528880513566903,-0.1528880513569001,-0.15288805135692904,-0.24894747804188722
791,38.0,-15.999999999999996,-24.000000000000004,0.052002173949302684,0.08075388136245504,-0.19949423825473273,-0.1994942382548731,-0.19949423825491044,-0.2191884303432946
792,46.000000000000014,-15.999999999999996,-24.000000000000004,-0.05419365166969023,-0.0725091662666848,-0.23151584701154082,-0.23151584701156525,-0.23151584701159778,-0.22005521952774193
793,54.000000000000014,-15.999999999999996,-24.000000000000004,-0.08467360432312811,-0.10649375014555831,-0.1519087213010968,-0.1519087213010219,-0.15190872130104788,-0.16846947218361746
794,62.000000000000014,-15.999999999999996,-24.000000000000004,-0.0854822020785314,-0.1044263740216326,-0.05548435700232537,-0.05548435700227751,-0.05548435700230095,-0.10856942566769757
795,70.00000000000001,-15.999999999999996,-24.000000000000004,-0.0870655642937526,-0.09521986753233402,-0.017831123737287326,-0.017831123737269413,-0.017831123737282968,0.009180173112535345
796,-66.00000000000001,-7.999999999999989,-24.000000000000004,-0.2909915766427097,-0.30663861711137763,-0.01641214276492309,-0.01641214276490325,-0.01641214276491341,-0.0013432893446140893
797,-58.00000000000001,-7.999999999999989,-24.000000000000004,-0.3446135486229117,-0.3630678902629798,-0.034766278455754945,-0.034766278455721895,-0.0347662784557321,0.06104027914385411
798,-50.000000000000014,-7.999999999999989,-24.000000000000004,-0.4029958028442873,-0.4184343284041781,-0.04347649255516359,-0.04347649255516359,-0.04347649255515433,0.07293130598782001
799,-42.0,-7.999999999999989,-24.000000000000004,-0.40977408224651446,-0.4192582638638185,-0.04035548352913484,-0.040355483529219034,-0.040355483529205406,0.07756366609253286
800,-34.0,-7.999999999999989,-24.000000000000004,-0.35949991841612006,-0.36150198528855176,-0.061739345529787354,-0.06173934553003824,-0.061739345530013305,0.05144927395568642
801,-26.000000000000007,-7.999999999999989,-24.000000000000004,-0.2826089496290054,-0.2790750890603118,-0.11566402147277521,-0.11566402147333774,-0.11566402147331348,0.014903731536095751
802,-18.0,-7.999999999999989,-24.000000000000004,-0.2053055407172477,-0.20085863458792397,-0.17739127407401933,-0.17739127407480937,-0.17739127407480887,-0.03740164903784267
803,-10.0,-7.999999999999989,-24.000000000000004,-0.13923402171232324,-0.13759392628142128,-0.2237192152953862,-0.22371921529615477,-0.22371921529618016,-0.10328464486634828
804,-2.0,-7.999999999999989,-24.000000000000004,-0.08873235136917874,-0.09114812701178546,-0.24337009689477712,-0.24337009689537475,-0.24337009689542421,-0.16438791223951787
805,6.000000000000001,-7.999999999999989,-24.000000000000004,-0.046488327531476706,-0.05222584272156796,-0.22802953488776725,-0.22802953488823935,-0.22802953488829217,-0.21494629690168895
806,14.000000000000002,-7.999999999999989,-24.000000000000004,-0.004962199996148218,-0.012336096445887353,-0.18060378242443806,-0.18060378242484018,-0.18060378242487587,-0.20627085501164777
807,22.0,-7.999999999999989,-24.000000000000004,0.0359207106613873,0.02964412629369957,-0.1256287556481123,-0.12562875564841405,-0.12562875564843046,-0.1364938406179497
808,30.000000000000004,-7.999999999999989,-24.000000000000004,0.06942143697115243,0.06646453537642216,-0.11279833781954553,-0.11279833781979937,-0.1127983378198063,-0.04567759599304892
809,38.0,-7.999999999999989,-24.000000000000004,0.06982059250614189,0.06569731970971886,-0.19128152400229687,-0.19128152400262838,-0.19128152400261073,-0.0680518285843322
810,46.000000000000014,-7.999999999999989,-24.000000000000004,-0.003479201628527389,-0.023811783753706968,-0.26477952157164614,-0.2647795215718132,-0.2647795215717758,-0.14817862662655604
811,54.000000000000014,-7.999999999999989,-24.000000000000004,-0.09255157423701219,-0.11653301300432076,-0.13748557795024102,-0.13748557795016786,-0.13748557795019722,-0.11924321320718649
812,62.000000000000014,-7.999999999999989,-24.000000000000004,-0.12044246516536075,-0.1353799975631061,-0.03075875323361678,-0.030758753233589096,-0.030758753233602696,-0.07124605067626189
813,70.00000000000001,-7.999999999999989,-24.000000000000004,-0.1313850925937822,-0.14170699990734628,0.005180351836171097,0.005180351836168207,0.005180351836172061,0.028796064822843113
814,-66.00000000000001,1.7763568394002505e-14,-24.000000000000004,-0.29579431676665024,-0.2759439760288547,0.10272830021438498,0.10272830021428607,0.10272830021432092,0.025863328411977263
815,-58.00000000000001,1.7763568394002505e-14,-24.000000000000004,-0.211796901688232,-0.23115654082154086,0.07680210041862587,0.07680210041855955,0.07680210041858797,0.10365529962231768
816,-50.000000000000014,1.7763568394002505e-14,-24.000000000000004,-0.2608141057889513,-0.27558087071693393,0.0685356409201141,0.06853564092009228,0.06853564092009322,0.08842755471539851
817,-42.0,1.7763568394002505e-14,-24.000000000000004,-0.2946723526817875,-0.3038129898780633,0.04560640293627898,0.045606402936341967,0.0456064029363286,0.08133956429845797
818,-34.0,1.7763568394002505e-14,-24.000000000000004,-0.2732746569983675,-0.276477023437106,-0.011157250927721938,-0.011157250927761576,-0.011157250927758194,0.052230581415796055
819,-26.000000000000007,1.7763568394002505e-14,-24.000000000000004,-0.19813231325032832,-0.19754818941592772,-0.08310035712840314,-0.08310035712881204,-0.08310035712879484,0.0023040856387901315
820,-18.0,1.7763568394002505e-14,-24.000000000000004,-0.11405801039371098,-0.11285724184017902,-0.1403826018084562,-0.14038260180907422,-0.14038260180907075,-0.05017252748925746
821,-10.0,1.7763568394002505e-14,-24.000000000000004,-0.047013218544734184,-0.04714428266494688,-0.17578549860942125,-0.17578549860995596,-0.17578549860997256,-0.1108091147415276
822,-2.0,1.7763568394002505e-14,-24.000000000000004,-0.002054560091478687,-0.0031016049715563254,-0.19162510362350502,-0.19162510362387034,-0.19162510362390817,-0.17272576838479578
823,6.000000000000001,1.7763568394002505e-14,-24.000000000000004,0.02591752352614829,0.025511967441538698,-0.18217928106977702,-0.18217928107006615,-0.18217928107010337,-0.2097319110392445
824,14.000000000000002,1.7763568394002505e-14,-24.000000000000004,0.052236200887821285,0.051799917410043854,-0.14049336013945912,-0.14049336013972308,-0.14049336013975394,-0.1900661531661657
825,22.0,1.7763568394002505e-14,-24.000000000000004,0.08796528742104465,0.08649764777546454,-0.07749255790009615,-0.07749255790027237,-0.0774925579002817,-0.1300546365839308
826,30.000000000000004,1.7763568394002505e-14,-24.000000000000004,0.12956197588526366,0.1277726524793065,-0.04555483120787787,-0.045554831207981164,-0.04555483120798165,-0.061195167973790016
827,38.0,1.7763568394002505e-14,-24.000000000000004,0.15650390489983884,0.15251351518394687,-0.12825007704612865,-0.12825007704632777,-0.12825007704630792,-0.06405980298127392
828,46.000000000000014,1.7763568394002505e-14,-24.000000000000004,0.166169022325698,0.15153927588955382,-0.23468380234611882,-0.23468380234618347,-0.23468380234615493,-0.08539300225387363
829,54.000000000000014,1.7763568394002505e-14,-24.000000000000004,0.16540454737288157,0.13372192593721455,-0.16773585641730182,-0.1677358564171966,-0.16773585641723268,-0.061754573427293805
830,62.000000000000014,1.7763568394002505e-14,-24.000000000000004,0.13643329421662712,0.09151276566543351,-0.05647127230987031,-0.0564712723098161,-0.056471272309847845,-0.03922820400069755
831,-58.00000000000001,8.000000000000016,-24.000000000000004,-0.16906922306057034,-0.19330148336304878,0.1369883743103017,0.13698837431017835,0.13698837431024094,0.12635856926214672
832,-50.000000000000014,8.000000000000016,-24.000000000000004,-0.1957944424810593,-0.21214466647437585,0.11792915422979251,0.11792915422972587,0.11792915422975121,0.08117650483553784
833,-42.0,8.000000000000016,-24.000000000000004,-0.19511284019329522,-0.20390457672871662,0.08225094049599338,0.08225094049602838,0.08225094049603121,0.05729545034876392
834,-34.0,8.000000000000016,-24.000000000000004,-0.16451395989754697,-0.16661864281343877,0.023213176403269295,0.023213176403324924,0.023213176403321087,0.02735766771426657
835,-26.000000000000007,8.000000000000016,-24.000000000000004,-0.09979790209968617,-0.09943474255965098,-0.03700399971310208,-0.037003999713247,-0.03700399971323873,-0.01029466440865754
836,-18.0,8.000000000000016,-24.000000000000004,-0.015724307265149336,-0.01544810739065925,-0.0824973490161556,-0.08249734901647009,-0.08249734901646028,-0.059481039866316546
837,-10.0,8.000000000000016,-24.000000000000004,0.05153935668451033,0.05223309519862659,-0.11609769964069383,-0.11609769964100632,-0.1160976996410088,-0.11984189054856645
838,-2.0,8.000000000000016,-24.000000000000004,0.0866984133900414,0.0914314101295122,-0.13292221143827518,-0.13292221143848001,-0.1329222114384984,-0.1620407443591165
839,6.000000000000001,8.000000000000016,-24.000000000000004,0.08844270041761806,0.09833856189507797,-0.12819844284577864,-0.1281984428459197,-0.1281984428459495,-0.1929828059248652
840,14.000000000000002,8.000000000000016,-24.000000000000004,0.0852029276531441,0.0936960043239097,-0.09732094250503212,-0.09732094250515638,-0.09732094250517463,-0.19075275311525108
841,22.0,8.000000000000016,-24.000000000000004,0.09835213248836602,0.09982709923660336,-0.04805610333069623,-0.048056103330762545,-0.04805610333077277,-0.15868013058366937
842,30.000000000000004,8.000000000000016,-24.000000000000004,0.1373005001506179,0.13245784271436659,-0.02110211787575872,-0.02110211787578537,-0.021102117875787793,-0.12681226750618851
843,38.0,8.000000000000016,-24.000000000000004,0.19973322318649664,0.19148841038868392,-0.07032987044528573,-0.0703298704453117,-0.07032987044532052,-0.1414483927563696
844,46.000000000000014,8.000000000000016,-24.000000000000004,0.26504333810430236,0.2491369056127221,-0.13685087635962928,-0.13685087635957652,-0.13685087635960438,-0.1403160858546531
845,54.000000000000014,8.000000000000016,-24.000000000000004,0.3076714224245921,0.275761526531596,-0.14083675601794732,-0.14083675601783577,-0.1408367560178806,-0.07616867954828505
846,62.000000000000014,8.000000000000016,-24.000000000000004,0.3182662854935613,0.26595108810307044,-0.09221864237238392,-0.09221864237229921,-0.09221864237234059,0.017333729693864795
847,-58.00000000000001,16.000000000000014,-24.000000000000004,0.014338169139356871,0.03489115131699966,0.12459745127418995,0.12459745127407469,0.1245974512741328,0.11722238920086256
848,-50.000000000000014,16.000000000000014,-24.000000000000004,-0.1247311077009807,-0.13733943765134018,0.08969435972907433,0.08969435972901672,0.08969435972904033,0.07334150413227206
849,-42.0,16.000000000000014,-24.000000000000004,-0.08154092132344913,-0.08273854914880835,0.059413053717474545,0.059413053717480256,0.059413053717482164,0.04594416529141786
850,-34.0,16.000000000000014,-24.000000000000004,-0.026568481013640413,-0.01744610938962826,0.023244057535200674,0.023244057535234244,0.02324405753522753,0.018140453794960414
851,-26.000000000000007,16.000000000000014,-24.000000000000004,0.020480984263036392,0.03153221956631477,0.00528161861982632,0.005281618619840767,0.005281618619839804,-0.0056907178241674995
852,-18.0,16.000000000000014,-24.000000000000004,0.07960640034128864,0.08571271947602818,-0.01737586471183324,-0.01737586471188262,-0.017375864711878748,-0.04977515801319268
853,-10.0,16.000000000000014,-24.000000000000004,0.1296142598028051,0.14142995411416148,-0.05933204791805481,-0.059332047918198516,-0.059332047918191674,-0.09921411198419519
854,-2.0,16.000000000000014,-24.000000000000004,0.11105458237233844,0.14145351143340473,-0.08432269582276378,-0.08432269582290142,-0.08432269582290683,-0.08244790357917167
855,6.000000000000001,16.000000000000014,-24.000000000000004,0.09480185725930888,0.1257526829211113,-0.07786429770203943,-0.07786429770211356,-0.07786429770212631,-0.09766306838384432
856,14.000000000000002,16.000000000000014,-24.000000000000004,0.08480062892459146,0.1040718943437194,-0.05718025358432869,-0.05718025358436582,-0.057180253584379004,-0.17404355829479967
857,22.0,16.000000000000014,-24.000000000000004,0.08072321975037786,0.08330791231163386,-0.034483497719283634,-0.03448349771930161,-0.03448349771930841,-0.18220977035552585
858,30.000000000000004,16.000000000000014,-24.000000000000004,0.11204998484324438,0.1020824308438814,-0.025193472173601163,-0.025193472173606984,-0.02519347217361183,-0.15563458149709605
859,38.0,16.000000000000014,-24.000000000000004,0.18942121984044652,0.17428441213808304,-0.04401845659465804,-0.04401845659464928,-0.04401845659466194,-0.14858280930215437
860,46.000000000000014,16.000000000000014,-24.000000000000004,0.28210639614798194,0.26471291550539766,-0.07302399481158992,-0.07302399481153893,-0.07302399481157179,-0.1401860324973146
861,54.000000000000014,16.000000000000014,-24.000000000000004,0.34990118353930594,0.3265836984922987,-0.08546581239368378,-0.08546581239360905,-0.0854658123936528,-0.11384518802169548
862,-50.000000000000014,24.000000000000014,-24.000000000000004,0.0007618702387799387,0.00917284673199095,0.07717755606339781,0.07717755606334098,0.07717755606335991,0.027511590697099422
863,-42.0,24.000000000000014,-24.000000000000004,0.053443023140099064,0.07139634080358223,0.059776095617745835,0.05977609561773157,0.05977609561773346,0.06038088151313615
864,-34.0,24.000000000000014,-24.000000000000004,0.08692464166834396,0.11551692438328384,0.04908807887759385,0.04908807887762341,0.04908807887761483,0.02066523031864649
865,-26.000000000000007,24.000000000000014,-24.000000000000004,0.10039698853733535,0.13775892946287294,0.06275277143439646,0.06275277143446585,0.06275277143444875,0.03499961478803695
866,-18.0,24.000000000000014,-24.000000000000004,0.0998362572945022,0.1439989619345031,0.039210996512612575,0.03921099651268903,0.03921099651267661,-0.031574642095437436
867,-10.0,24.000000000000014,-24.000000000000004,0.07009786122488099,0.12141794757369359,-0.010166717678441056,-0.010166717678467154,-0.01016671767846522,-0.0781266141903956
868,-2.0,24.000000000000014,-24.000000000000004,0.04189165102339111,0.0952559511950226,-0.04588442983030385,-0.045884429830400815,-0.045884429830402765,-0.12266860918894949
869,6.000000000000001,24.000000000000014,-24.000000000000004,0.03515827326548568,0.08654206520513226,-0.04203831379372863,-0.042038313793781694,-0.04203831379378656,-0.03435887246894495
870,14.000000000000002,24.000000000000014,-24.000000000000004,0.04932180906456923,0.08333938184407917,-0.022233467342333103,-0.02223346734234328,-0.02223346734234813,-0.13499954180421966
871,22.0,24.000000000000014,-24.000000000000004,0.056980511015252325,0.0628679028100973,-0.01923506234099088,-0.019235062340990393,-0.019235062340995236,-0.18581551937754043
872,30.000000000000004,24.000000000000014,-24.000000000000004,0.07964747414512084,0.06796990989994368,-0.03460334892751895,-0.0346033489275068,-0.03460334892751749,-0.16004113451501076
873,38.0,24.000000000000014,-24.000000000000004,0.13937870169415836,0.11751484083987267,-0.04949177825129256,-0.04949177825126233,-0.04949177825128037,-0.14122571374197518
874,46.000000000000014,24.000000000000014,-24.000000000000004,0.21337295404851275,0.18875131347705798,-0.06709743887196067,-0.0670974388719019,-0.06709743887193814,-0.10208929504399826
875,54.000000000000014,24.000000000000014,-24.000000000000004,0.2893424811941607,0.2661436010988302,-0.07764116896361138,-0.0776411689635353,-0.07764116896358095,-0.04402158846650911
876,-42.0,32.000000000000014,-24.000000000000004,0.10938254018082008,0.13431189969364662,0.07429250363868402,0.07429250363863094,0.07429250363864609,0.0455786296152537
877,-34.0,32.000000000000014,-24.000000000000004,0.08050337231547616,0.11145281345495031,0.11892739367860597,0.11892739367859097,0.11892739367858814,0.051665013935991766
878,-26.000000000000007,32.000000000000014,-24.000000000000004,0.11713282609960793,0.1529298703965912,0.09576652058406018,0.09576652058412433,0.09576652058410828,0.06280923939843334
879,-18.0,32.000000000000014,-24.000000000000004,0.14428496777397917,0.18072752474442802,0.06573254909860374,0.06573254909871107,0.06573254909869303,0.017570152495469355
880,-10.0,32.000000000000014,-24.000000000000004,0.13145879572614605,0.1753590970692449,0.018364642592189086,0.018364642592238058,0.018364642592233256,-0.03872564430973439
881,-2.0,32.000000000000014,-24.000000000000004,0.1068186271808621,0.15202080278882463,-0.008836438818073685,-0.008836438818100742,-0.008836438818096393,0.0009368486087767543
