source_index,original_4mm_grid_index,mni_x_mm,mni_y_mm,mni_z_mm,rest_beta_power,hold_beta_power,hold_vs_rest_db,rest_vs_hold_erd_db
1287,29722,-50.000000000000014,-56.0,-7.999999999999998,1.3653300714545428e-24,1.2579868034428182e-24,-0.35561570397437536,0.35561570397437536
1288,29724,-42.0,-56.0,-7.999999999999998,1.6519007356237179e-24,1.5804567333237165e-24,-0.19201335509181733,0.19201335509181733
1289,29726,-34.0,-56.0,-7.999999999999998,1.8757824752355325e-24,1.9300405089460383e-24,0.12383950274112437,-0.12383950274112437
1290,29728,-26.000000000000007,-56.0,-7.999999999999998,1.9864834408788024e-24,2.223272915154639e-24,0.48907828088223126,-0.48907828088223126
1291,29730,-18.0,-56.0,-7.999999999999998,2.0704570373122706e-24,2.3932324256201814e-24,0.6291865524019452,-0.6291865524019452
1292,29732,-10.0,-56.0,-7.999999999999998,2.1610906900123303e-24,2.426683526868015e-24,0.5034014960930702,-0.5034014960930702
1293,29734,-2.0,-56.0,-7.999999999999998,2.1586877117278624e-24,2.2847747062189992e-24,0.24653562908731733,-0.24653562908731733
1294,29736,6.000000000000001,-56.0,-7.999999999999998,2.0076324313596067e-24,2.0585972222445517e-24,0.10887179753754155,-0.10887179753754155
1295,29738,14.000000000000002,-56.0,-7.999999999999998,1.8822295901030025e-24,1.9445908799075805e-24,0.14155648008403698,-0.14155648008403698
1296,29740,22.0,-56.0,-7.999999999999998,1.790892061467726e-24,1.872301394747481e-24,0.19306349469436299,-0.19306349469436299
1297,29742,30.000000000000004,-56.0,-7.999999999999998,1.6473717584117578e-24,1.7460329030930757e-24,0.25260807084874093,-0.25260807084874093
1298,29744,38.0,-56.0,-7.999999999999998,1.4700264201549042e-24,1.583919256555986e-24,0.32407898583151684,-0.32407898583151684
1299,29746,46.000000000000014,-56.0,-7.999999999999998,1.3000615800418236e-24,1.4290451157742876e-24,0.4108201590424105,-0.4108201590424105
1300,29748,54.000000000000014,-56.0,-7.999999999999998,1.1384667244769288e-24,1.2767223831486137e-24,0.4977613096331063,-0.4977613096331063
1301,29750,62.000000000000014,-56.0,-7.999999999999998,1.0095148392218988e-24,1.1111710765643837e-24,0.41668221149637,-0.41668221149637
1302,29794,-66.00000000000001,-48.0,-7.999999999999998,1.1396646351175523e-24,1.241358996305263e-24,0.37120324066486937,-0.37120324066486937
1303,29796,-58.00000000000001,-48.0,-7.999999999999998,1.300962754953017e-24,1.3813411666775846e-24,0.26036091437695946,-0.26036091437695946
1304,29798,-50.000000000000014,-48.0,-7.999999999999998,1.6219514347596223e-24,1.5532559488923378e-24,-0.18794820603699888,0.18794820603699888
1305,29800,-42.0,-48.0,-7.999999999999998,2.014315141655161e-24,1.900083670426149e-24,-0.25354691760513204,0.25354691760513204
1306,29802,-34.0,-48.0,-7.999999999999998,2.275024271115751e-24,2.197574206886491e-24,-0.15042485200688302,0.15042485200688302
1307,29804,-26.000000000000007,-48.0,-7.999999999999998,2.281670646154715e-24,2.287030316252457e-24,0.010189663255389812,-0.010189663255389812
1308,29806,-18.0,-48.0,-7.999999999999998,2.1468599502806883e-24,2.3269919113216952e-24,0.3499115937230095,-0.3499115937230095
1309,29808,-10.0,-48.0,-7.999999999999998,2.1589489395941935e-24,2.3507932906065676e-24,0.3697207138822898,-0.3697207138822898
1310,29810,-2.0,-48.0,-7.999999999999998,2.168512732265664e-24,2.2445392380083453e-24,0.1496522552061253,-0.1496522552061253
1311,29812,6.000000000000001,-48.0,-7.999999999999998,2.0153703656254003e-24,2.0322263758134735e-24,0.03617215349461167,-0.03617215349461167
1312,29814,14.000000000000002,-48.0,-7.999999999999998,1.90868149404119e-24,1.915632586244647e-24,0.01578753338875791,-0.01578753338875791
1313,29816,22.0,-48.0,-7.999999999999998,1.862544708044547e-24,1.879039084415441e-24,0.03829107374131261,-0.03829107374131261
1314,29818,30.000000000000004,-48.0,-7.999999999999998,1.718744994709292e-24,1.768993162985145e-24,0.12514707966559357,-0.12514707966559357
1315,29820,38.0,-48.0,-7.999999999999998,1.5416462634514652e-24,1.6228512156973735e-24,0.22293970545228262,-0.22293970545228262
1316,29822,46.000000000000014,-48.0,-7.999999999999998,1.3553857542354391e-24,1.4589939211147912e-24,0.3199056573166901,-0.3199056573166901
1317,29824,54.000000000000014,-48.0,-7.999999999999998,1.1712701574274295e-24,1.287191783062247e-24,0.4098618061142984,-0.4098618061142984
1318,29826,62.000000000000014,-48.0,-7.999999999999998,1.0418999801330637e-24,1.1147802741529333e-24,0.29363245593033505,-0.29363245593033505
1319,29828,70.00000000000001,-48.0,-7.999999999999998,9.760100807810422e-25,9.71800461022721e-25,-0.018772025709207975,0.018772025709207975
1320,29870,-66.00000000000001,-40.0,-7.999999999999998,1.2524633895806833e-24,1.2207845452827322e-24,-0.11126017354886988,0.11126017354886988
1321,29872,-58.00000000000001,-40.0,-7.999999999999998,1.5616103051930074e-24,1.5344109222959945e-24,-0.0763098502922402,0.0763098502922402
1322,29874,-50.000000000000014,-40.0,-7.999999999999998,1.995716057586842e-24,1.9457299708591983e-24,-0.11016183121385753,0.11016183121385753
1323,29876,-42.0,-40.0,-7.999999999999998,2.4172550232732505e-24,2.3718497086214798e-24,-0.08235304752925206,0.08235304752925206
1324,29878,-34.0,-40.0,-7.999999999999998,2.525117264474465e-24,2.5336908523127926e-24,0.014720722222710377,-0.014720722222710377
1325,29880,-26.000000000000007,-40.0,-7.999999999999998,2.329131131261488e-24,2.3993465847484812e-24,0.12899045958264996,-0.12899045958264996
1326,29882,-18.0,-40.0,-7.999999999999998,2.0860960369318254e-24,2.225478172759521e-24,0.28089041101785495,-0.28089041101785495
1327,29884,-10.0,-40.0,-7.999999999999998,1.9873489201772696e-24,2.1261219586189316e-24,0.2931404972770447,-0.2931404972770447
1328,29886,-2.0,-40.0,-7.999999999999998,1.922154543093133e-24,1.986636397270729e-24,0.1433008550612774,-0.1433008550612774
1329,29888,6.000000000000001,-40.0,-7.999999999999998,1.8299962773772375e-24,1.849644555855093e-24,0.04638072252624408,-0.04638072252624408
1330,29890,14.000000000000002,-40.0,-7.999999999999998,1.7465733071650595e-24,1.7067627156619334e-24,-0.10013671460936316,0.10013671460936316
1331,29892,22.0,-40.0,-7.999999999999998,1.818032221151735e-24,1.769269199980207e-24,-0.11807658760184207,0.11807658760184207
1332,29894,30.000000000000004,-40.0,-7.999999999999998,1.7323062857741837e-24,1.7172596051593045e-24,-0.03788727052949742,0.03788727052949742
1333,29896,38.0,-40.0,-7.999999999999998,1.5760507507468277e-24,1.5928678008037875e-24,0.04609535074539723,-0.04609535074539723
1334,29898,46.000000000000014,-40.0,-7.999999999999998,1.3933401739689238e-24,1.4306042494246316e-24,0.11462351486483399,-0.11462351486483399
1335,29900,54.000000000000014,-40.0,-7.999999999999998,1.205515603396903e-24,1.247979130689973e-24,0.15034486954463713,-0.15034486954463713
1336,29902,62.000000000000014,-40.0,-7.999999999999998,1.0692048629403141e-24,1.072783663167214e-24,0.014512259217786044,-0.014512259217786044
1337,29904,70.00000000000001,-40.0,-7.999999999999998,9.693023891825329e-25,9.596659323868236e-25,-0.04339205346279639,0.04339205346279639
1338,29946,-66.00000000000001,-31.999999999999993,-7.999999999999998,1.279929736977371e-24,1.2595144899361643e-24,-0.06982961119810513,0.06982961119810513
1339,29948,-58.00000000000001,-31.999999999999993,-7.999999999999998,1.6438165809644538e-24,1.6143104066032589e-24,-0.0786631036416534,0.0786631036416534
1340,29950,-50.000000000000014,-31.999999999999993,-7.999999999999998,2.1106701802042257e-24,2.1017907115105936e-24,-0.018309060031875723,0.018309060031875723
1341,29952,-42.0,-31.999999999999993,-7.999999999999998,2.4535345476018343e-24,2.4925797923996362e-24,0.068568922787312,-0.068568922787312
1342,29954,-34.0,-31.999999999999993,-7.999999999999998,2.422703026617273e-24,2.5239432822240543e-24,0.17779409402835317,-0.17779409402835317
1343,29956,-26.000000000000007,-31.999999999999993,-7.999999999999998,2.181656068943817e-24,2.3180209197965136e-24,0.26331064567419094,-0.26331064567419094
1344,29958,-18.0,-31.999999999999993,-7.999999999999998,1.9600935074534207e-24,2.100807747173543e-24,0.3010952016803448,-0.3010952016803448
1345,29960,-10.0,-31.999999999999993,-7.999999999999998,1.8211912686948654e-24,1.9337061972925625e-24,0.2603492958080663,-0.2603492958080663
1346,29962,-2.0,-31.999999999999993,-7.999999999999998,1.739216485422819e-24,1.810132729597997e-24,0.17356777780527366,-0.17356777780527366
1347,29964,6.000000000000001,-31.999999999999993,-7.999999999999998,1.6996576186849572e-24,1.732326743861557e-24,0.08268364800621986,-0.08268364800621986
1348,29966,14.000000000000002,-31.999999999999993,-7.999999999999998,1.6673279517230693e-24,1.6619208874641693e-24,-0.014106847214235656,0.014106847214235656
1349,29968,22.0,-31.999999999999993,-7.999999999999998,1.7134876093836596e-24,1.6503657998852643e-24,-0.16300753012433666,0.16300753012433666
1350,29970,30.000000000000004,-31.999999999999993,-7.999999999999998,1.7337543732348987e-24,1.688367370062404e-24,-0.11520619303444082,0.11520619303444082
1351,29972,38.0,-31.999999999999993,-7.999999999999998,1.6549228085410285e-24,1.6243805936553418e-24,-0.08089949184257013,0.08089949184257013
1352,29974,46.000000000000014,-31.999999999999993,-7.999999999999998,1.5085199297196533e-24,1.4865368564107597e-24,-0.06375370861374711,0.06375370861374711
1353,29976,54.000000000000014,-31.999999999999993,-7.999999999999998,1.3175500590496986e-24,1.2985718413358231e-24,-0.06301143547289215,0.06301143547289215
1354,29978,62.000000000000014,-31.999999999999993,-7.999999999999998,1.114311674142469e-24,1.0962730389671362e-24,-0.07087946969184013,0.07087946969184013
1355,29980,70.00000000000001,-31.999999999999993,-7.999999999999998,9.408281251863664e-25,9.472918027048812e-25,0.029734874396114955,-0.029734874396114955
1356,30022,-66.00000000000001,-24.000000000000004,-7.999999999999998,1.239101133484122e-24,1.2803616929395595e-24,0.14225917782641273,-0.14225917782641273
1357,30024,-58.00000000000001,-24.000000000000004,-7.999999999999998,1.588417466667375e-24,1.622852333116879e-24,0.09314350181755501,-0.09314350181755501
1358,30026,-50.000000000000014,-24.000000000000004,-7.999999999999998,2.0263799080912958e-24,2.0795615781742078e-24,0.11250914144328335,-0.11250914144328335
1359,30028,-42.0,-24.000000000000004,-7.999999999999998,2.3264064509498564e-24,2.4240578072492887e-24,0.17857378924813977,-0.17857378924813977
1360,30030,-34.0,-24.000000000000004,-7.999999999999998,2.304407933651977e-24,2.4441873792470856e-24,0.2557513550233142,-0.2557513550233142
1361,30032,-26.000000000000007,-24.000000000000004,-7.999999999999998,2.1017454627356263e-24,2.2516028863932892e-24,0.29911678190933166,-0.29911678190933166
1362,30034,-18.0,-24.000000000000004,-7.999999999999998,1.9003100579256185e-24,2.0337073437663676e-24,0.29463989895284226,-0.29463989895284226
1363,30036,-10.0,-24.000000000000004,-7.999999999999998,1.762638231018565e-24,1.867319105745884e-24,0.2505535519185284,-0.2505535519185284
1364,30038,-2.0,-24.000000000000004,-7.999999999999998,1.6916164413246563e-24,1.761336203682383e-24,0.1754036443535375,-0.1754036443535375
1365,30040,6.000000000000001,-24.000000000000004,-7.999999999999998,1.6654199057347164e-24,1.697959430704209e-24,0.08403558239536486,-0.08403558239536486
1366,30042,14.000000000000002,-24.000000000000004,-7.999999999999998,1.6544953641699177e-24,1.6490541662569877e-24,-0.01430633531399682,0.01430633531399682
1367,30044,22.0,-24.000000000000004,-7.999999999999998,1.6574331698074274e-24,1.6020812844713028e-24,-0.1475147900685898,0.1475147900685898
1368,30046,30.000000000000004,-24.000000000000004,-7.999999999999998,1.696327879229049e-24,1.6317692986155493e-24,-0.16851042080024567,0.16851042080024567
1369,30048,38.0,-24.000000000000004,-7.999999999999998,1.7123833901950275e-24,1.6554752881151315e-24,-0.14678304341867143,0.14678304341867143
1370,30050,46.000000000000014,-24.000000000000004,-7.999999999999998,1.6471467857626767e-24,1.590761306091752e-24,-0.15127284519492087,0.15127284519492087
1371,30052,54.000000000000014,-24.000000000000004,-7.999999999999998,1.4770881896799384e-24,1.4236304189974297e-24,-0.1600916658769509,0.1600916658769509
1372,30054,62.000000000000014,-24.000000000000004,-7.999999999999998,1.2346685372181566e-24,1.1919984207452954e-24,-0.15274701240350258,0.15274701240350258
1373,30056,70.00000000000001,-24.000000000000004,-7.999999999999998,1.0117533103767924e-24,9.895963036601021e-25,-0.09616569595664204,0.09616569595664204
1374,30098,-66.00000000000001,-15.999999999999996,-7.999999999999998,1.1880080725706228e-24,1.1795368461229296e-24,-0.031078798737580474,0.031078798737580474
1375,30100,-58.00000000000001,-15.999999999999996,-7.999999999999998,1.5252018271057818e-24,1.583928579893205e-24,0.16408278284170114,-0.16408278284170114
1376,30102,-50.000000000000014,-15.999999999999996,-7.999999999999998,1.9277169499273676e-24,2.0137533584285435e-24,0.1896301169583146,-0.1896301169583146
1377,30104,-42.0,-15.999999999999996,-7.999999999999998,2.213458697802688e-24,2.333952826083343e-24,0.23020651186152336,-0.23020651186152336
1378,30106,-34.0,-15.999999999999996,-7.999999999999998,2.2541963361986752e-24,2.398491230489445e-24,0.26946395332728035,-0.26946395332728035
1379,30108,-26.000000000000007,-15.999999999999996,-7.999999999999998,2.0947013125704268e-24,2.2407808155515815e-24,0.29277272774655044,-0.29277272774655044
1380,30110,-18.0,-15.999999999999996,-7.999999999999998,1.9012297460230746e-24,2.0251298432956857e-24,0.27418273177244495,-0.27418273177244495
1381,30112,-10.0,-15.999999999999996,-7.999999999999998,1.757996211430777e-24,1.8474199768464633e-24,0.21547700689090482,-0.21547700689090482
1382,30114,-2.0,-15.999999999999996,-7.999999999999998,1.6780231932954282e-24,1.7321481894620973e-24,0.13787084948640663,-0.13787084948640663
1383,30116,6.000000000000001,-15.999999999999996,-7.999999999999998,1.6520032459561183e-24,1.671483092834341e-24,0.05091091719124439,-0.05091091719124439
1384,30118,14.000000000000002,-15.999999999999996,-7.999999999999998,1.6612937913155384e-24,1.6429308011560027e-24,-0.048271702954406415,0.048271702954406415
1385,30120,22.0,-15.999999999999996,-7.999999999999998,1.6649976586226536e-24,1.6056496958633001e-24,-0.15762825749268305,0.15762825749268305
1386,30122,30.000000000000004,-15.999999999999996,-7.999999999999998,1.639024519290657e-24,1.549079004719806e-24,-0.24511882711170713,0.24511882711170713
1387,30124,38.0,-15.999999999999996,-7.999999999999998,1.6248739912724369e-24,1.5443654342837269e-24,-0.22069614392727602,0.22069614392727602
1388,30126,46.000000000000014,-15.999999999999996,-7.999999999999998,1.6109246290313597e-24,1.5376057206656385e-24,-0.20230235265502933,0.20230235265502933
1389,30128,54.000000000000014,-15.999999999999996,-7.999999999999998,1.5325881268773312e-24,1.4685743602181982e-24,-0.1852951510053427,0.1852951510053427
1390,30130,62.000000000000014,-15.999999999999996,-7.999999999999998,1.3467460343713395e-24,1.29749664407032e-24,-0.16179462161770913,0.16179462161770913
1391,30132,70.00000000000001,-15.999999999999996,-7.999999999999998,1.0969221172295898e-24,1.0643152934941576e-24,-0.1310549053119792,0.1310549053119792
1392,30174,-66.00000000000001,-7.999999999999989,-7.999999999999998,1.1330678245171675e-24,1.198918745624567e-24,0.24533843480747475,-0.24533843480747475
1393,30176,-58.00000000000001,-7.999999999999989,-7.999999999999998,1.3862602726169569e-24,1.460367651617188e-24,0.226174269674344,-0.226174269674344
1394,30178,-50.000000000000014,-7.999999999999989,-7.999999999999998,1.737150684312011e-24,1.821682940048533e-24,0.20635299454833514,-0.20635299454833514
1395,30180,-42.0,-7.999999999999989,-7.999999999999998,2.0612618953121737e-24,2.1727165195856826e-24,0.22869891473605664,-0.22869891473605664
1396,30182,-34.0,-7.999999999999989,-7.999999999999998,2.1963628908299264e-24,2.334770369748559e-24,0.26540075727289125,-0.26540075727289125
1397,30184,-26.000000000000007,-7.999999999999989,-7.999999999999998,2.108918713326252e-24,2.249705238609717e-24,0.28065779098216914,-0.28065779098216914
1398,30186,-18.0,-7.999999999999989,-7.999999999999998,1.9135467876098472e-24,2.0201066779262716e-24,0.23535218797645885,-0.23535218797645885
1399,30188,-10.0,-7.999999999999989,-7.999999999999998,1.7374248323986373e-24,1.799505161655788e-24,0.15247072271424628,-0.15247072271424628
1400,30190,-2.0,-7.999999999999989,-7.999999999999998,1.6354286001103916e-24,1.66303584484011e-24,0.07270021688388453,-0.07270021688388453
1401,30192,6.000000000000001,-7.999999999999989,-7.999999999999998,1.6042085913578366e-24,1.602202255847461e-24,-0.005434990063615798,0.005434990063615798
1402,30194,14.000000000000002,-7.999999999999989,-7.999999999999998,1.6329595088724408e-24,1.5971752791738613e-24,-0.0962283640101988,0.0962283640101988
1403,30196,22.0,-7.999999999999989,-7.999999999999998,1.6671910263797784e-24,1.5923137412802048e-24,-0.19956721068965544,0.19956721068965544
1404,30198,30.000000000000004,-7.999999999999989,-7.999999999999998,1.6011530742232963e-24,1.5031534739672051e-24,-0.27429528644160195,0.27429528644160195
1405,30200,38.0,-7.999999999999989,-7.999999999999998,1.4551585170439935e-24,1.363605089539224e-24,-0.2822169204774645,0.2822169204774645
1406,30202,46.000000000000014,-7.999999999999989,-7.999999999999998,1.340922419423192e-24,1.271091373810847e-24,-0.2322688056612231,0.2322688056612231
1407,30204,54.000000000000014,-7.999999999999989,-7.999999999999998,1.2833701382284658e-24,1.2329086662059003e-24,-0.17421024521797498,0.17421024521797498
1408,30206,62.000000000000014,-7.999999999999989,-7.999999999999998,1.2369901088051529e-24,1.2023305276229497e-24,-0.12342352798726428,0.12342352798726428
1409,30208,70.00000000000001,-7.999999999999989,-7.999999999999998,1.1437857369644552e-24,1.1233695767228139e-24,-0.07822018516069398,0.07822018516069398
1410,30250,-66.00000000000001,1.7763568394002505e-14,-7.999999999999998,8.682331397598688e-25,8.94645181524955e-25,0.13014468715403915,-0.13014468715403915
1411,30252,-58.00000000000001,1.7763568394002505e-14,-7.999999999999998,1.1849987513581906e-24,1.2248901723053218e-24,0.14379257442770338,-0.14379257442770338
1412,30254,-50.000000000000014,1.7763568394002505e-14,-7.999999999999998,1.5259905114049115e-24,1.5815679582295057e-24,0.15536024619069844,-0.15536024619069844
1413,30256,-42.0,1.7763568394002505e-14,-7.999999999999998,1.9025227744436567e-24,1.988346056028968e-24,0.19162107923234234,-0.19162107923234234
1414,30258,-34.0,1.7763568394002505e-14,-7.999999999999998,2.126663114866765e-24,2.2481849738938073e-24,0.24133342135370378,-0.24133342135370378
1415,30260,-26.000000000000007,1.7763568394002505e-14,-7.999999999999998,2.0923706537188615e-24,2.2201377839599253e-24,0.2574130777914456,-0.2574130777914456
1416,30262,-18.0,1.7763568394002505e-14,-7.999999999999998,1.88571498839608e-24,1.964776932045799e-24,0.17837197523603107,-0.17837197523603107
1417,30264,-10.0,1.7763568394002505e-14,-7.999999999999998,1.672080136493437e-24,1.6984510314921406e-24,0.06795942425097888,-0.06795942425097888
1418,30266,-2.0,1.7763568394002505e-14,-7.999999999999998,1.554171018247116e-24,1.551274213655175e-24,-0.008102326850952827,0.008102326850952827
1419,30268,6.000000000000001,1.7763568394002505e-14,-7.999999999999998,1.5224193791126902e-24,1.4992264043429657e-24,-0.06667081119974773,0.06667081119974773
1420,30270,14.000000000000002,1.7763568394002505e-14,-7.999999999999998,1.5668415753377502e-24,1.5197141671740878e-24,-0.13263174715462048,0.13263174715462048
1421,30272,22.0,1.7763568394002505e-14,-7.999999999999998,1.6336761662932475e-24,1.5547515001453717e-24,-0.21504988642535583,0.21504988642535583
1422,30274,30.000000000000004,1.7763568394002505e-14,-7.999999999999998,1.5698746287721822e-24,1.469666078870033e-24,-0.28646300339488484,0.28646300339488484
1423,30276,38.0,1.7763568394002505e-14,-7.999999999999998,1.3619304157390291e-24,1.2676044549113456e-24,-0.3117116218662427,0.3117116218662427
1424,30278,46.000000000000014,1.7763568394002505e-14,-7.999999999999998,1.1614754362118903e-24,1.0869182218957065e-24,-0.28813159787993625,0.28813159787993625
1425,30280,54.000000000000014,1.7763568394002505e-14,-7.999999999999998,1.0231082537472426e-24,9.756130309069472e-25,-0.20643995881710261,0.20643995881710261
1426,30282,62.000000000000014,1.7763568394002505e-14,-7.999999999999998,9.502928934658549e-25,9.239082893366847e-25,-0.12228617879600714,0.12228617879600714
1427,30284,70.00000000000001,1.7763568394002505e-14,-7.999999999999998,8.924911258100467e-25,8.65790949727064e-25,-0.131908648020005,0.131908648020005
1428,30328,-58.00000000000001,8.000000000000016,-7.999999999999998,1.097115112170835e-24,1.1251532224225333e-24,0.10959471061214353,-0.10959471061214353
1429,30330,-50.000000000000014,8.000000000000016,-7.999999999999998,1.4275770548313395e-24,1.4726893935102018e-24,0.13511599979726574,-0.13511599979726574
1430,30332,-42.0,8.000000000000016,-7.999999999999998,1.8333777705314934e-24,1.9059188047514948e-24,0.16852433761850555,-0.16852433761850555
1431,30334,-34.0,8.000000000000016,-7.999999999999998,2.0840871861041594e-24,2.184977465493634e-24,0.20531078918403137,-0.20531078918403137
1432,30336,-26.000000000000007,8.000000000000016,-7.999999999999998,2.0237827587186662e-24,2.1168058311523983e-24,0.1951713150463485,-0.1951713150463485
1433,30338,-18.0,8.000000000000016,-7.999999999999998,1.8062470553580478e-24,1.8444049779886398e-24,0.09079133604758413,-0.09079133604758413
1434,30340,-10.0,8.000000000000016,-7.999999999999998,1.5874161291215412e-24,1.5780629715136379e-24,-0.025664592496314205,0.025664592496314205
1435,30342,-2.0,8.000000000000016,-7.999999999999998,1.4707208089527234e-24,1.4433116965873231e-24,-0.0817010605903558,0.0817010605903558
1436,30344,6.000000000000001,8.000000000000016,-7.999999999999998,1.4448610246044408e-24,1.4085693946319026e-24,-0.11047828237604079,0.11047828237604079
1437,30346,14.000000000000002,8.000000000000016,-7.999999999999998,1.497722129453196e-24,1.4481110087063419e-24,-0.14629391607723702,0.14629391607723702
1438,30348,22.0,8.000000000000016,-7.999999999999998,1.5845246351980896e-24,1.5114094035360642e-24,-0.20516875777602292,0.20516875777602292
1439,30350,30.000000000000004,8.000000000000016,-7.999999999999998,1.5570356234638041e-24,1.458930452382703e-24,-0.28263959468895716,0.28263959468895716
1440,30352,38.0,8.000000000000016,-7.999999999999998,1.3342556662508112e-24,1.234793836932975e-24,-0.3364460264227711,0.3364460264227711
1441,30354,46.000000000000014,8.000000000000016,-7.999999999999998,1.0860539625506092e-24,1.0038403575139578e-24,-0.3418675280376492,0.3418675280376492
1442,30356,54.000000000000014,8.000000000000016,-7.999999999999998,9.17978482123417e-25,8.513472093534809e-25,-0.32725784453485457,0.32725784453485457
1443,30358,62.000000000000014,8.000000000000016,-7.999999999999998,8.0912063525495185e-25,7.588955856376887e-25,-0.2783125064178052,0.2783125064178052
1444,30404,-58.00000000000001,16.000000000000014,-7.999999999999998,1.18445355029005e-24,1.2243831667769544e-24,0.14399316108245,-0.14399316108245
1445,30406,-50.000000000000014,16.000000000000014,-7.999999999999998,1.5121518957266806e-24,1.5669940868933952e-24,0.15471939389509087,-0.15471939389509087
1446,30408,-42.0,16.000000000000014,-7.999999999999998,1.8972501751597278e-24,1.966226382347705e-24,0.15508917469086236,-0.15508917469086236
1447,30410,-34.0,16.000000000000014,-7.999999999999998,2.0389275643309946e-24,2.100905960424679e-24,0.13004816043474743,-0.13004816043474743
1448,30412,-26.000000000000007,16.000000000000014,-7.999999999999998,1.90074799467032e-24,1.9313860608235777e-24,0.06944551726522132,-0.06944551726522132
1449,30414,-18.0,16.000000000000014,-7.999999999999998,1.6946164512801926e-24,1.6833573608006937e-24,-0.02895095845151608,0.02895095845151608
1450,30416,-10.0,16.000000000000014,-7.999999999999998,1.5117558290940019e-24,1.4735949235115571e-24,-0.11103535128347804,0.11103535128347804
1451,30418,-2.0,16.000000000000014,-7.999999999999998,1.4096589316020588e-24,1.370218959747159e-24,-0.12324074811600355,0.12324074811600355
1452,30420,6.000000000000001,16.000000000000014,-7.999999999999998,1.3855116743845404e-24,1.3479345162376084e-24,-0.1194139518848926,0.1194139518848926
1453,30422,14.000000000000002,16.000000000000014,-7.999999999999998,1.4304438712356062e-24,1.3853771007074444e-24,-0.1390281653974634,0.1390281653974634
1454,30424,22.0,16.000000000000014,-7.999999999999998,1.5166922656215285e-24,1.453769128698121e-24,-0.18402029863290312,0.18402029863290312
1455,30426,30.000000000000004,16.000000000000014,-7.999999999999998,1.5481878628173954e-24,1.4584255681054216e-24,-0.25939388973161015,0.25939388973161015
1456,30428,38.0,16.000000000000014,-7.999999999999998,1.387018012193568e-24,1.2852759773355034e-24,-0.3308571061229385,0.3308571061229385
1457,30430,46.000000000000014,16.000000000000014,-7.999999999999998,1.096821291399735e-24,1.0136398324390588e-24,-0.34252203911328166,0.34252203911328166
1458,30432,54.000000000000014,16.000000000000014,-7.999999999999998,8.7331752858196e-25,8.153293721133421e-25,-0.29839089086003945,0.29839089086003945
1459,30434,62.000000000000014,16.000000000000014,-7.999999999999998,7.657280691370861e-25,6.926725994530736e-25,-0.4354655895132234,0.4354655895132234
1460,30480,-58.00000000000001,24.000000000000014,-7.999999999999998,1.4300130730140949e-24,1.4852241991355156e-24,0.164520089290459,-0.164520089290459
1461,30482,-50.000000000000014,24.000000000000014,-7.999999999999998,1.687095208485405e-24,1.7261405332134028e-24,0.099365587871383,-0.099365587871383
1462,30484,-42.0,24.000000000000014,-7.999999999999998,1.911736172564433e-24,1.9387030713989857e-24,0.06083340682347011,-0.06083340682347011
1463,30486,-34.0,24.000000000000014,-7.999999999999998,1.9129712522606525e-24,1.914542815718805e-24,0.003566395127851531,-0.003566395127851531
1464,30488,-26.000000000000007,24.000000000000014,-7.999999999999998,1.7665539006057136e-24,1.742419085471436e-24,-0.05974273593107497,0.05974273593107497
1465,30490,-18.0,24.000000000000014,-7.999999999999998,1.5991910056358695e-24,1.5545423372755923e-24,-0.12297784146056237,0.12297784146056237
1466,30492,-10.0,24.000000000000014,-7.999999999999998,1.4609645550733326e-24,1.407446810928516e-24,-0.1620768817137878,0.1620768817137878
1467,30494,-2.0,24.000000000000014,-7.999999999999998,1.3711766864470973e-24,1.3257885618326331e-24,-0.14619152665444612,0.14619152665444612
1468,30496,6.000000000000001,24.000000000000014,-7.999999999999998,1.3367958179137361e-24,1.2992495969216182e-24,-0.1237248746330321,0.1237248746330321
1469,30498,14.000000000000002,24.000000000000014,-7.999999999999998,1.3523657942951575e-24,1.3096095061441844e-24,-0.1395235866480161,0.1395235866480161
1470,30500,22.0,24.000000000000014,-7.999999999999998,1.412775192601568e-24,1.3568827382972947e-24,-0.1753074279102722,0.1753074279102722
1471,30502,30.000000000000004,24.000000000000014,-7.999999999999998,1.4814705820486974e-24,1.4049955306305046e-24,-0.2301808927360913,0.2301808927360913
1472,30504,38.0,24.000000000000014,-7.999999999999998,1.44811549762391e-24,1.3520840210116361e-24,-0.29799521040607607,0.29799521040607607
1473,30506,46.000000000000014,24.000000000000014,-7.999999999999998,1.2224530461796247e-24,1.1332191270551382e-24,-0.3291829092263048,0.3291829092263048
1474,30508,54.000000000000014,24.000000000000014,-7.999999999999998,9.629445315375817e-25,9.01575566316001e-25,-0.28599137852076106,0.28599137852076106
1475,30556,-58.00000000000001,32.000000000000014,-7.999999999999998,1.0773719855082636e-24,1.1705748755878907e-24,0.36033519917380663,-0.36033519917380663
1476,30558,-50.000000000000014,32.000000000000014,-7.999999999999998,1.6807579407538778e-24,1.7005168261907374e-24,0.050757617665561444,-0.050757617665561444
1477,30560,-42.0,32.000000000000014,-7.999999999999998,1.8099776442898097e-24,1.813463474175323e-24,0.008356019052940335,-0.008356019052940335
1478,30562,-34.0,32.000000000000014,-7.999999999999998,1.7808936070080493e-24,1.758516149636064e-24,-0.05491613809191922,0.05491613809191922
1479,30564,-26.000000000000007,32.000000000000014,-7.999999999999998,1.6677911869077553e-24,1.622938673113869e-24,-0.11839565359543172,0.11839565359543172
