subject,run,method,epochs,sources,source_space,eeg_channels_whitened,mag_channels_whitened,coreg_mean_mm,n20_left_s1_mass_pct,n20_left_s1_enrichment,n20_postcentral_laterality,n20_peak_euclidean_distance_to_left_s1_mm,n20_peak_label,n20_peak_hemi,n20_hoyer_sparsity,n20_vertices_above_50pct,p30_left_s1_mass_pct,p30_left_s1_enrichment,p30_postcentral_laterality,p30_peak_euclidean_distance_to_left_s1_mm,p30_peak_label,p30_peak_hemi,p30_hoyer_sparsity,p30_vertices_above_50pct
sm07,3,OASTER-ERP-v3,39,4699,sample ico4 cortex only,69,99,2.621207766636507,50.098102827435795,18.536298046151245,0.9784234259669686,0.0,postcentral-lh,left,0.743308127668862,47,0.2748039103608402,0.10167744683351086,0.8486284386497306,12.375811021930424,precentral-lh,left,0.871747736348951,15
sm07,3,MNE,39,4699,sample ico4 cortex only,69,99,2.621207766636507,8.49723392945532,3.143976553898468,0.10661656957225135,35.50712244257159,inferiortemporal-lh,left,0.42765094239762197,57,8.71235436878738,3.223571116451331,0.16881576977738727,53.82727030478771,superiorparietal-rh,right,0.40056848351863106,62
sm07,3,dSPM,39,4699,sample ico4 cortex only,69,99,2.621207766636507,9.01457087824236,3.3353912249496727,0.1952087787007395,4.172139973530331,superiorparietal-lh,left,0.33116397367094463,122,8.99797709664531,3.329251525758764,0.2685231024552061,4.172139973530331,superiorparietal-lh,left,0.32005427894535005,93
sm07,3,sLORETA,39,4699,sample ico4 cortex only,69,99,2.621207766636507,6.858959932748653,2.5378151751170015,0.1823840743702288,45.25025959104215,rostralanteriorcingulate-lh,left,0.36010884142543265,216,6.987127346861428,2.585237118338728,0.24278094468969896,4.927584399979447,precentral-lh,left,0.33759248475026926,227
sm07,3,eLORETA,39,4699,sample ico4 cortex only,69,99,2.621207766636507,10.220002349094711,3.781400869165043,0.13554580220869303,0.0,postcentral-lh,left,0.35753714987203633,180,10.440083065819268,3.8628307343531283,0.3169780386541956,0.0,postcentral-lh,left,0.32897969080400247,111
sm07,3,LCMV,39,4699,sample ico4 cortex only,69,99,2.621207766636507,0.0,0.0,0.0,61.79746875379966,superiorparietal-lh,left,0.0,0,0.0,0.0,0.0,61.79746875379966,superiorparietal-lh,left,0.0,0
sm07,3,Dipole fitting (grid),39,4699,sample ico4 cortex only,69,99,2.621207766636507,41.08688619427015,15.202147891879957,1.0,0.0,postcentral-lh,left,0.9893952549765223,3,55.22133415930531,20.43189363894296,1.0,0.0,postcentral-lh,left,0.9898664299608575,3
sm07,3,RAP-MUSIC,39,4699,sample ico4 cortex only,69,99,2.621207766636507,71.56952629328404,26.480724728515096,1.0,0.0,postcentral-lh,left,0.9911874400764752,1,69.95926314272783,25.884927362809297,1.0,0.0,postcentral-lh,left,0.9943076964640729,2
