method,eeg_snr_db,meg_snr_db,aggregation,case_count,scenario_count,auc,auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_score,deep_peak_distance_mm,active_count,deep_sensitivity,deep_specificity,deep_balanced_accuracy
Dipole fitting (grid),20,20,scenario_macro,185,4,0.6745141796631675,0.6458659902652572,1.1899690552105298,4.539203698942476,9.698448192580889,0.44707660320321313,0.44707660320321313,4.539203698942476,9.698448192580889,101.19042213969782,101.19042213969782,0.34044818171939684,0.44707660320321313,2.0784313725490193,0.5588235294117647,1.0,0.7794117647058824
LCMV,-10,-10,scenario_macro,185,4,0.7615351614397333,0.7305669849116181,1.9624161777005313,54.96374488067746,57.11733394859379,19.949629368405752,12.41844255692741,54.96374488067746,57.11733394859379,19.949629368405752,12.41844255692741,0.16666666666666666,0.0,1803.2294117647061,0.2222222222222222,1.0,0.6111111111111112
LCMV,-10,-5,scenario_macro,185,4,0.7657584941186282,0.7416699875428556,1.9568085966591076,53.477718321398974,55.019169371239194,18.614300044094275,9.744675442891268,53.477718321398974,55.019169371239194,18.614300044094275,9.744675442891268,0.25906862745098036,0.0,1400.7213235294116,0.34542483660130713,1.0,0.6727124183006535
LCMV,-10,0,scenario_macro,185,4,0.7728326069304838,0.7505553026275099,1.9483861675938923,52.0619414709202,52.906424752317065,16.511771440497423,8.42242446938736,52.0619414709202,52.906424752317065,16.511771440497423,8.42242446938736,0.3177610683670639,0.0,997.948774509804,0.4434640522875817,1.0,0.7217320261437908
LCMV,-10,5,scenario_macro,185,4,0.7803266548579202,0.7576314567350095,1.9303455244241274,51.169509707736864,50.21044693242874,13.50272266299846,6.393957755974207,51.169509707736864,50.21044693242874,13.50272266299846,6.393957755974207,0.47303356791983636,0.38320850262352585,718.9821078431373,0.6470588235294118,1.0,0.8235294117647058
LCMV,-10,10,scenario_macro,185,4,0.790614779625488,0.7606485708192747,1.892530597254979,50.81214348482433,47.59938125091211,10.63646052668496,3.707356817315777,50.81214348482433,47.59938125091211,10.63646052668496,3.707356817315777,0.6742954706545247,1.3977135192056298,561.4107843137255,0.9166666666666666,0.75,0.8333333333333333
LCMV,-10,15,scenario_macro,185,4,0.7984218863919652,0.7627424173252532,1.8265624501127575,50.61692673598236,48.43238940308348,7.873994246499646,2.108617975400895,50.61692673598236,48.43238940308348,7.873994246499646,2.108617975400895,0.7148106055057484,0.8858366491930575,478.5541666666667,0.9754901960784315,0.1323529411764706,0.553921568627451
LCMV,-10,20,scenario_macro,185,4,0.8041474635585624,0.7629805495565918,1.726493958784666,50.515494218991655,48.279495948963635,5.291203415405642,0.9061412382011206,50.515494218991655,48.279495948963635,5.291203415405642,0.9061412382011206,0.7414833834435722,0.5426994036348969,425.12598039215686,0.9754901960784315,0.029411764705882353,0.5024509803921569
LCMV,-5,-10,scenario_macro,185,4,0.791148714125955,0.7443738377055439,1.9561426122157004,55.60932563222779,55.504133982788744,19.845642778846273,10.938832369573193,55.60932563222779,55.504133982788744,19.845642778846273,10.938832369573193,0.16666666666666666,1.4142136031724077,1964.293137254902,0.19999999999999998,1.0,0.6
LCMV,-5,-5,scenario_macro,185,4,0.7854921299350657,0.7457782373461124,1.951450700510514,54.36725971781048,52.56540361795218,18.50950502873843,9.716308247783006,54.36725971781048,52.56540361795218,18.50950502873843,9.716308247783006,0.2757352941176471,0.0,1721.5299019607844,0.36764705882352944,1.0,0.6838235294117647
LCMV,-5,0,scenario_macro,185,4,0.7850772243669839,0.7528035320747922,1.9418836678641607,52.787275431873844,50.758537542964206,16.26538953589688,8.116726202645031,52.787275431873844,50.758537542964206,16.26538953589688,8.116726202645031,0.3350518583965183,0.0,1345.706862745098,0.46078431372549017,1.0,0.7303921568627451
LCMV,-5,5,scenario_macro,185,4,0.7864486003750333,0.7568888572588193,1.9243545873085885,51.62506267217079,51.179690796707455,13.387321367993712,6.367442804796734,51.62506267217079,51.179690796707455,13.387321367993712,6.367442804796734,0.5058356270139355,0.6567113226914768,961.0085784313726,0.6911764705882352,1.0,0.8455882352941175
LCMV,-5,10,scenario_macro,185,4,0.7932114923889534,0.7604628569695188,1.8890899965500645,50.996822026030095,48.531586471245355,10.6361850791842,3.577441048779557,50.996822026030095,48.531586471245355,10.6361850791842,3.577441048779557,0.6866394871317024,0.9633655822200131,705.5242647058824,0.9509803921568628,0.8088235294117647,0.8799019607843137
LCMV,-5,15,scenario_macro,185,4,0.8004847656055797,0.7632369457813165,1.82346585295743,50.69131562141384,46.30183999875245,7.881222579607584,1.9256743011639141,50.69131562141384,46.30183999875245,7.881222579607584,1.9256743011639141,0.7322743473983577,1.3423657313753818,551.4276960784314,0.9607843137254902,0.22058823529411764,0.5906862745098039
LCMV,-5,20,scenario_macro,185,4,0.8044635512610655,0.7633234404110222,1.7222669401787418,50.53947165445171,47.135022954929774,5.3743065213208885,0.8977308014704736,50.53947165445171,47.135022954929774,5.3743065213208885,0.8977308014704736,0.7499644405830943,0.7387778241622985,462.70343137254906,0.9754901960784315,0.014705882352941176,0.4950980392156863
