method,eeg_snr_db,meg_snr_db,scenario,aggregation,case_count,scenario_count,auc,auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,deep_score,deep_peak_distance_mm,active_count,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_sensitivity,deep_specificity,deep_balanced_accuracy
Dipole fitting (grid),-10,5,deep_only,case_weighted_within_scenario,15,1,1.0,1.0,0.0351393679169545,nan,nan,0.0,0.0,1.0,0.0,2.8,nan,nan,0.0,0.0,1.0,nan,nan
Dipole fitting (grid),-10,5,deep_plus_surface,case_weighted_within_scenario,68,1,0.5914654118461372,0.5295867613207652,1.5823157490916788,9.367582310493638,10.727241324252399,2.951889006497998,2.951889006497998,0.24459136104176676,2.951889006497998,1.7941176470588236,9.367582310493638,10.727241324252399,135.48147269975385,135.48147269975385,0.38235294117647056,nan,nan
Dipole fitting (grid),-10,5,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.538588036782023,0.5160171683980844,1.7483397325440895,7.398360687092722,15.92370430908267,0.0,0.0,0.09983298624845954,0.0,2.1176470588235294,7.398360687092722,15.92370430908267,192.72985682281663,192.72985682281663,0.17647058823529413,nan,nan
Dipole fitting (grid),-10,5,surface_only,case_weighted_within_scenario,68,1,0.5236163210887685,0.5239722704817522,1.6315275389534614,4.9917802886958995,8.454008475883716,nan,nan,0.0051649446576215495,nan,1.411764705882353,4.9917802886958995,8.454008475883716,nan,nan,nan,0.9852941176470589,nan
Dipole fitting (grid),-10,10,deep_only,case_weighted_within_scenario,15,1,1.0,1.0,0.018207083997318227,nan,nan,0.0,0.0,1.0,0.0,2.6,nan,nan,0.0,0.0,1.0,nan,nan
Dipole fitting (grid),-10,10,deep_plus_surface,case_weighted_within_scenario,68,1,0.6140636479444802,0.5333578753511137,1.52568147144279,11.435286559525425,10.935689396330845,2.445850913508355,2.445850913508355,0.2406835260397615,2.445850913508355,1.9558823529411764,11.435286559525425,10.935689396330845,114.83184519455801,114.83184519455801,0.47058823529411764,nan,nan
Dipole fitting (grid),-10,10,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.5451629180519053,0.5183742821385965,1.6835495355191927,7.564090635080608,15.73896782140705,2.6824595651789176,2.6824595651789176,0.18177403992648145,2.6824595651789176,2.235294117647059,7.564090635080608,15.73896782140705,172.79029213216307,172.79029213216307,0.23529411764705882,nan,nan
Dipole fitting (grid),-10,10,surface_only,case_weighted_within_scenario,68,1,0.5218497178664252,0.522325867660465,1.6320454293964142,6.057693609516669,7.783383237710134,nan,nan,0.0,nan,1.3970588235294117,6.057693609516669,7.783383237710134,nan,nan,nan,1.0,nan
Dipole fitting (grid),-10,15,deep_only,case_weighted_within_scenario,15,1,1.0,1.0,0.0034245572160476845,nan,nan,0.0,0.0,1.0,0.0,2.6666666666666665,nan,nan,0.0,0.0,1.0,nan,nan
Dipole fitting (grid),-10,15,deep_plus_surface,case_weighted_within_scenario,68,1,0.6135381707636188,0.5318631584991993,1.5156708319709369,9.15586147625909,11.104058422195182,1.736985165817199,1.736985165817199,0.24206106100240485,1.736985165817199,1.838235294117647,9.15586147625909,11.104058422195182,121.29910919767171,121.29910919767171,0.45588235294117646,nan,nan
Dipole fitting (grid),-10,15,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.5288997858616009,0.5153046988116464,1.7621384444892974,8.982131868489663,16.05250119805928,2.000000109709698,2.000000109709698,0.08037027012597286,2.000000109709698,2.264705882352941,8.982131868489663,16.05250119805928,199.9071836582527,199.9071836582527,0.14705882352941177,nan,nan
Dipole fitting (grid),-10,15,surface_only,case_weighted_within_scenario,68,1,0.5223070475418715,0.5227565135416796,1.663779180280782,5.571534086342368,8.193068630074652,nan,nan,0.0,nan,1.3823529411764706,5.571534086342368,8.193068630074652,nan,nan,nan,1.0,nan
Dipole fitting (grid),-10,20,deep_only,case_weighted_within_scenario,15,1,1.0,1.0,0.0009412728876235201,nan,nan,0.0,0.0,1.0,0.0,2.533333333333333,nan,nan,0.0,0.0,1.0,nan,nan
Dipole fitting (grid),-10,20,deep_plus_surface,case_weighted_within_scenario,68,1,0.617108310537332,0.5320552011124555,1.5170413426344311,8.655785626876074,10.040014514550135,1.8077248770920589,1.8077248770920589,0.2367573398747823,1.8077248770920589,1.8823529411764706,8.655785626876074,10.040014514550135,117.91841836668472,117.91841836668472,0.47058823529411764,nan,nan
Dipole fitting (grid),-10,20,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.534844550826158,0.5165277357616711,1.718220006491249,9.11776041860148,16.543447618211058,2.857142962492548,2.857142962492548,0.13711736497203544,2.857142962492548,2.264705882352941,9.11776041860148,16.543447618211058,186.43488296638046,186.43488296638046,0.20588235294117646,nan,nan
Dipole fitting (grid),-10,20,surface_only,case_weighted_within_scenario,68,1,0.5204832422574154,0.5209572183368375,1.6656357522263723,5.469105678582679,8.437469566994148,nan,nan,0.0021531561753965226,nan,1.338235294117647,5.469105678582679,8.437469566994148,nan,nan,nan,0.9852941176470589,nan
Dipole fitting (grid),-5,-10,deep_only,case_weighted_within_scenario,15,1,0.9329999999999999,0.9333067092651758,0.7032195343943974,nan,nan,1.3333333824965223,1.3333333824965223,1.0,1.3333333824965223,2.4,nan,nan,1.3333333824965223,1.3333333824965223,1.0,nan,nan
Dipole fitting (grid),-5,-10,deep_plus_surface,case_weighted_within_scenario,68,1,0.5151460822730376,0.5222829109441237,1.7115463052189035,10.981568156255804,8.60567116293132,7.071067571030109,7.071067571030109,0.022890441237815102,7.071067571030109,1.4558823529411764,10.981568156255804,8.60567116293132,227.35387525965245,227.35387525965245,0.014705882352941176,nan,nan
Dipole fitting (grid),-5,-10,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.5129869971739973,0.5175676783804899,1.779739048815701,9.34212122758386,16.032416221023386,nan,nan,0.0,nan,2.1470588235294117,9.34212122758386,16.032416221023386,234.02911185627735,234.02911185627735,0.0,nan,nan
Dipole fitting (grid),-5,-10,surface_only,case_weighted_within_scenario,68,1,0.5224341864555851,0.5226132725358543,1.6625967164148236,11.056789966777622,8.65983387011129,nan,nan,0.0,nan,1.4558823529411764,11.056789966777622,8.65983387011129,nan,nan,nan,1.0,nan
Dipole fitting (grid),-5,-5,deep_only,case_weighted_within_scenario,15,1,1.0,1.0,0.24142724164294405,nan,nan,0.0,0.0,1.0,0.0,2.4,nan,nan,0.0,0.0,1.0,nan,nan
Dipole fitting (grid),-5,-5,deep_plus_surface,case_weighted_within_scenario,68,1,0.5228021956480999,0.5235829603106187,1.6969630153739563,9.73248495954197,8.425181806989807,2.5000000472248343,2.5000000472248343,0.05707159922286102,2.5000000472248343,1.4705882352941178,9.73248495954197,8.425181806989807,220.4097523380978,220.4097523380978,0.058823529411764705,nan,nan
Dipole fitting (grid),-5,-5,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.5230486267336001,0.5200184235198034,1.7507507030596472,6.633710534973757,13.400490020192557,0.0,0.0,0.04616386036516074,0.0,2.264705882352941,6.633710534973757,13.400490020192557,220.26269351179045,220.26269351179045,0.058823529411764705,nan,nan
Dipole fitting (grid),-5,-5,surface_only,case_weighted_within_scenario,68,1,0.5231554670829928,0.5233954268859004,1.6411587531122778,8.090632368983947,8.035099081556012,nan,nan,0.01025659440155287,nan,1.3529411764705883,8.090632368983947,8.035099081556012,nan,nan,nan,0.9852941176470589,nan
Dipole fitting (grid),-5,0,deep_only,case_weighted_within_scenario,15,1,1.0,1.0,0.0923752548888132,nan,nan,0.0,0.0,1.0,0.0,2.6,nan,nan,0.0,0.0,1.0,nan,nan
Dipole fitting (grid),-5,0,deep_plus_surface,case_weighted_within_scenario,68,1,0.5447674848079818,0.5267585810344496,1.6487053785667034,8.24899524064903,9.071672395960604,4.764176421104534,4.764176421104534,0.14986357962189767,4.764176421104534,1.6470588235294117,8.24899524064903,9.071672395960604,183.45596433381277,183.45596433381277,0.19117647058823528,nan,nan
Dipole fitting (grid),-5,0,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.532896850448833,0.520276506025355,1.6894629470491562,4.686194878166096,12.030697977687236,2.000000109709698,2.000000109709698,0.11177461641119563,2.000000109709698,2.2941176470588234,4.686194878166096,12.030697977687236,199.9071836582527,199.9071836582527,0.14705882352941177,nan,nan
Dipole fitting (grid),-5,0,surface_only,case_weighted_within_scenario,68,1,0.5243634143732129,0.5247714242563187,1.628187549060649,6.856232064680796,7.78766674185336,nan,nan,0.007073030001656805,nan,1.4264705882352942,6.856232064680796,7.78766674185336,nan,nan,nan,0.9852941176470589,nan
Dipole fitting (grid),-5,5,deep_only,case_weighted_within_scenario,15,1,1.0,1.0,0.035653291730693266,nan,nan,0.0,0.0,1.0,0.0,2.8,nan,nan,0.0,0.0,1.0,nan,nan
Dipole fitting (grid),-5,5,deep_plus_surface,case_weighted_within_scenario,68,1,0.5959821273507531,0.5315006944903383,1.5477759002989564,7.634400465125377,10.225384303828385,2.49746236772518,2.49746236772518,0.2440129533116688,2.49746236772518,1.7941176470588236,7.634400465125377,10.225384303828385,135.28767310380658,135.28767310380658,0.38235294117647056,nan,nan
Dipole fitting (grid),-5,5,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.5419418387053296,0.5203049123452126,1.6918892022301968,6.780220316950793,14.870777959175545,5.927071941720599,5.927071941720599,0.14650094692490528,5.927071941720599,2.3823529411764706,6.780220316950793,14.870777959175545,180.3580436410875,180.3580436410875,0.20588235294117646,nan,nan
Dipole fitting (grid),-5,5,surface_only,case_weighted_within_scenario,68,1,0.5258667897427698,0.5262312709759315,1.6173092678180359,6.297119334226303,8.014047007986903,nan,nan,0.009233418005401603,nan,1.4264705882352942,6.297119334226303,8.014047007986903,nan,nan,nan,0.9705882352941176,nan
Dipole fitting (grid),-5,10,deep_only,case_weighted_within_scenario,15,1,1.0,1.0,0.018075043935501117,nan,nan,0.0,0.0,1.0,0.0,2.7333333333333334,nan,nan,0.0,0.0,1.0,nan,nan
Dipole fitting (grid),-5,10,deep_plus_surface,case_weighted_within_scenario,68,1,0.6066039604928459,0.5320568310448833,1.5368625884906542,9.307097771592396,12.687286898794964,2.594084297070272,2.594084297070272,0.23548894167380272,2.594084297070272,1.8823529411764706,9.307097771592396,12.687286898794964,121.7150543643092,121.7150543643092,0.4411764705882353,nan,nan
Dipole fitting (grid),-5,10,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.5453374251314494,0.5187079208664994,1.7087610218198117,6.405468042075653,16.054027898326357,6.57824376744656,6.57824376744656,0.1830598766897897,6.57824376744656,2.235294117647059,6.405468042075653,16.054027898326357,160.4420662981262,160.4420662981262,0.2647058823529412,nan,nan
